Project,County,"System Name /
Borrower",Description,Pop .,Project Cost,Score,"Cumulative
Total"
19050,Nassau,"WEST HEMPSTEAD WD /
West Hempstead WD","Birch Street WTP Electrical Resiliency Improvements , Upgrade Water
Treatment Plant","32,031","$5,706,200.00",10,"$2,746,369,959.00"
19048,Nassau,"ROCKVILLE CENTRE ( V ) /
Rockville Centre ( V )","Water Main Replacement , Upgrade Distribution System","24,700","$4,270,425.00",10,"$2,750,640,384.00"
18527,Nassau,"LONG BEACH CITY / Long
Beach ( C )",New Storage,"35,000","$11,600,890.00",10,"$2,762,241,274.00"
19183,Nassau,"WESTBURY WD /
Westbury Water District","Replacement of aging water mains , Upgrade Distribution System","20,500","$12,339,000.00",10,"$2,774,580,274.00"
18743,Niagara,"NORTH TONAWANDA CITY
/ North Tonawanda ( C )","WTP Improvements . , Upgrade Water Treatment Plant","33,262",$0.00,60,"$2,774,580,274.00"
19176,Niagara,"NORTH TONAWANDA CITY
/ North Tonawanda ( C )","Phase 2 - Filter Improvements , Upgrade Water Treatment Plant","33,262","$16,315,200.00",55,"$2,790,895,474.00"
19056,Niagara,"NIAGARA FALLS WATER
BOARD / Niagara Falls
Water Board","Water Main Replacement and WTP Upgrades , Upgrade Water
Treatment Plant , Upgrade Distribution System","55,593","$10,025,000.00",55,"$2,800,920,474.00"
18294,Niagara,"LOCKPORT CITY WTP /
Lockport ( C )",Upgrade Transmission,"22,279",$0.00,50,"$2,800,920,474.00"
18587,Niagara,"NIAGARA FALLS WATER
BOARD / Niagara Falls
Water Board","Beech Ave Storage Tank Replacement . , Upgrade Storage","55,593","$7,785,000.00",50,"$2,808,705,474.00"
18420,Niagara,"NORTH TONAWANDA CITY
/ North Tonawanda ( C )","New Other Expenses , New Other ( OT )","33,262","$698,000.00",40,"$2,809,403,474.00"
19027,Niagara,"LOCKPORT CITY WTP /
Lockport ( C )","Raw Water Pump Station Emergency Generator , Upgrade Pump
Station","22,279","$800,000.00",40,"$2,810,203,474.00"
18253,Niagara,"NIAGARA WATER
IMPROVEMENT AREA /
Niagara ( T )","Rehab 1 - MG Lockport Road Storage Tank in ( T ) Niagara . , Upgrade
Storage","8,978","$1,193,696.00",40,"$2,811,397,170.00"
18841,Niagara,"NIAGARA FALLS WATER
BOARD / Niagara Falls
Water Board","Replacement of aged and undersized distribution main , and
appurtenances . , Upgrade Distribution System","55,593","$5,300,000.00",35,"$2,816,697,170.00"
19054,Niagara,"NIAGARA COUNTY WATER
DISTRICT / Niagara County
Water District","WTP Wash Water Tank Improvements , Upgrade Water Treatment
Plant",0,"$2,076,250.00",35,"$2,818,773,420.00"
18588,Niagara,"NIAGARA FALLS WATER
BOARD / Niagara Falls
Public Water Auth","Watermain and Lead Service Replacement . , Upgrade Distribution
System","55,593",$0.00,35,"$2,818,773,420.00"
19042,Niagara,"LEWISTON VILLAGE /
Lewiston ( V )","Distribution and Transmission Resiliency Upgrades , Upgrade
Transmission , Upgrade Distribution System","2,781","$1,200,000.00",35,"$2,819,973,420.00"
19109,Niagara,"ROYALTON TOWNWIDE
WATER DIST . / Royalton ( T )","Watermain Replacement in Hamlet of Gasport , Upgrade Distribution
System","7,710","$5,900,000.00",25,"$2,825,873,420.00"
18415,Niagara,"PORTER MASTER
IMPROVEMENT AREA /
Porter ( T )",Upgrade Storage,"6,920","$5,805,000.00",25,"$2,831,678,420.00"
18921,Niagara,"NEWFANE WD # 4 /
Newfane ( T )","Approximately 2,400 ft main replacement . , Upgrade Distribution
System","6,196","$1,102,615.00",25,"$2,832,781,035.00"
18571,Niagara,"LOCKPORT WD # 3 /
Lockport ( T )","Water District No. 3 , Phase 2 Distribution System Improvements . ,
Upgrade Distribution System","19,653","$4,095,000.00",20,"$2,836,876,035.00"
19226,Niagara,"PORTER MASTER
IMPROVEMENT AREA /
Porter ( T )","Replacement of Approx 15,000LF of WM w / in 5 Areas of Porter ( T ) ,
Upgrade Distribution System","6,920","$6,785,000.00",15,"$2,843,661,035.00"
18541,Niagara,"CAMBRIA WATER
DISTRICT / Cambria ( T )","Saunders Settlement Rd Water Main Replacement . , Upgrade
Distribution System","5,393","$1,450,000.00",15,"$2,845,111,035.00"
18701,NY City,"NEW YORK CITY -
CROTON SYSTEM /
NYCMMFA","Croton Filtration Plant ( Phase 15 of 16479 ) , New Surface Water
Treatment Rule Compliance Facility","1,000,000","$3,000,000.00",3130,"$2,848,111,035.00"
17604,NY City,"NEW YORK
CITY - CATSKILL / DELAWARE
SYSTEM / NYCMWFA","Hillview Reservoir Chambers Reconstruction- ( Phase 4 of 17171 ) ,
General Chamber Improvements , Flow Control & New Chemical
Facilities , SCADA ( C519A , C519B , C519C , C519D ) , Upgrade Surface
Water Treatment Rule Compliance Facility","6,552,718","$5,607,922.00",2125,"$2,853,718,957.00"
18160,NY City,"NEW YORK
CITY - CATSKILL / DELAWARE
SYSTEM / NYCDEP","Provide resiliency during storm events to minimize turbidity around
Shaft 18 intake by stabilizing shorelines surrounding Shaft 18. ,","6,552,718",$0.00,1025,"$2,853,718,957.00"
19362,NY City,"NEW YORK CITY -
CROTON SYSTEM /
NYCMWFA","Croton Filtration Plant ( Phase 17 of 16479 ) , New Surface Water
Treatment Rule Compliance Facility","1,000,000","$278,000,000.00",130,"$3,131,718,957.00"
18823,NY City,"NEW YORK CITY -
CROTON SYSTEM /
NYCMWFA","Croton Filtration Plant ( Phase 16 of 16479 ) , New Surface Water
Treatment Rule Compliance Facility","1,000,000","$22,000,000.00",90,"$3,153,718,957.00"
18886,NY City,"NEW YORK
CITY - CATSKILL / DELAWARE
SYSTEM / NYCMWFA","3rd city tunnel , stage2 Bkln / Qns , shaft 17B - 1 & 18B - 1 ( C547A ) [ Phase
2 of DWSRF 18828 ) ] , New Transmission","6,552,718","$341,000,000.00",85,"$3,494,718,957.00"
18828,NY City,"NEW YORK
CITY - CATSKILL / DELAWARE
SYSTEM / NYCMWFA","3rd city tunnel , stage2 Bkln / Qns , shaft 17B - 1 & 18B - 1 ( C547A ) , crit
redund , Instr . and Tele , New Transmission","6,552,718","$100,000,000.00",85,"$3,594,718,957.00"
19107,NY City,"NEW YORK
CITY - CATSKILL / DELAWARE
SYSTEM / NYCMWFA","Kensico - Eastview Connection , Upgrade Transmission","6,552,718","1,659,033,000",55,"$5,253,751,957.00"
18699,NY City,"NEW YORK
CITY - CATSKILL / DELAWARE
SYSTEM / NYCMMFA","Deleware aqueduct shaft 18 electrical upgrades ,","6,552,718","$10,823,816.00",30,"$5,264,575,773.00"
18596,Oneida,"RT .
365 / SCONONDOA / SNYDER RD WD ( SWP ) / Verona ( T )","Extension of water distribution system , new pump station and storage
tank , and rehab to existing storage tank . , Upgrade Storage , New Storage , New Pump Station , Extend Distribution System","1,795",$0.00,1160,"$5,264,575,773.00"
18289,Oneida,ROME CITY / Rome ( C ),"NW Rome Re - Phase 3 Water Project . , New Storage , New Pump
Station , New Distribution System","32,000","$11,235,000.00",120,"$5,275,810,773.00"
16889,Oneida,"NYS ROUTE 5/233
CORRIDOR WATER
PROJECT / Westmoreland
( T )","New system to serve area with private contaminated wells , consolidate
public water supply . , New Complete System ( New System )",300,"$7,265,000.00",95,"$5,283,075,773.00"
18805,Oneida,"VERNON ( T ) CENTER WD
/ Vernon ( T )","Vemon Center WD Serve area with private contaminated wells , New
Water District",530,"$9,346,007.00",85,"$5,292,421,780.00"
18131,Oneida,"SAUQUOIT
CONSOLIDATED WD
( T / O / PARIS ) / Paris ( T )","Saquoit WD Upgrades . , New Water Treatment Plant , New Ground
Water Source , Upgrade Transmission","2,639","$5,250,000.00",70,"$5,297,671,780.00"
18883,Oneida,"ORISKANY FALLS
VILLAGE / Oriskany Falls
( )","Booster pump station and water main upgrades on Cooper , College ,
and Cottage Streets , New Pump Station , Upgrade Distribution
System , New Distribution System",682,"$1,300,000.00",60,"$5,298,971,780.00"
18929,Oneida,"MOHAWK VALLEY WATER
AUTHORITY / MWWA","Hanger Zone Tank Reconfiguration and main replacement , New
Storage , Upgrade Storage , Upgrade Distribution System","120,000","$14,700,000.00",45,"$5,313,671,780.00"
18922,Oneida,"MOHAWK VALLEY WATER
AUTHORITY / MVWA","Phase 3 RW Transmission Main Upgrades , New Transmission","120,000","$55,600,000.00",45,"$5,369,271,780.00"
17651,Oneida,"MOHAWK VALLEY WATER
AUTHORITY / Upper M V
Regional WB",Upgrade Distribution System,"120,000","$9,270,000.00",40,"$5,378,541,780.00"
18335,Oneida,"MOHAWK VALLEY WATER
AUTHORITY / MWWA","Toby Road Tank 3. , New Storage","120,000","$13,323,000.00",40,"$5,391,864,780.00"
18938,Oneida,"WATERVILLE VILLAGE /
Waterville ( V )","Stafford Ave Area WM Replacement . , Upgrade Distribution System","1,750","$4,400,000.00",35,"$5,396,264,780.00"
18947,Oneida,"WATERVILLE VILLAGE /
Waterville ( V )","Relocation of booster pump station , Upgrade Pump Station","1,750","$400,000.00",35,"$5,396,664,780.00"
18416,Oneida,"CLINTON VILLAGE /
Clinton ( V )","Upgrade Storage , Upgrade Distribution System","3,000","$2,510,000.00",30,"$5,399,174,780.00"
19182,Oneida,TRENTON ( T ) / Trenton ( T ),"Hamlet of Barneveld distribution and storage improvements , Upgrade
Storage , Upgrade Distribution System",300,"$7,205,880.00",30,"$5,406,380,660.00"
18721,Onondaga,"JORDAN VILLAGE / Jordan
( )","Village's share of Elbridge ( V ) / Elbridge ( T ) Jordan ( V ) Joint Water
System Upgrades . Related to Project Nos . 18719 & 18720 . , Upgrade Storage , Upgrade Distribution System , New System Consolidation","1,400",$0.00,1145,"$5,406,380,660.00"
18719,Onondaga,"ELBRIDGE ( T ) / Elbridge
( T )","Town's share of Elbridge ( V ) / Elbridge ( T ) Jordan ( V ) Joint Water
System Upgrades . Related to Project Nos . 18720 & 18721 . , Upgrade Storage , Upgrade Distribution System , New System Consolidation","1,000",$0.00,1140,"$5,406,380,660.00"
18720,Onondaga,"ELBRIDGE VILLAGE /
Elbridge ( V )","Village's share of Elbridge ( V ) / Elbridge ( T ) Jordan ( V ) Joint Water
System Upgrades . Related to Project Nos . 18719 & 18721 . , Upgrade
Storage , Upgrade Distribution System , New System Consolidation","1,519",$0.00,1140,"$5,406,380,660.00"
18534,Onondaga,"SKYRIDGE / SALT SPRINGS
JOINT PROJECT / Manlius
( T )","Skyridge WD / Salt Springs WD Joint Water Project . , New System
Consolidation , New Water District",400,"$9,200,000.00",95,"$5,415,580,660.00"
18915,Onondaga,"TOWN OF LAFAYETTE /
LaFayette ( T )","New water system to serve Town of LaFayette . , New Ground Water
Source , New Storage , New Pump Station , New Distribution System","1,400","$26,460,000.00",95,"$5,442,040,660.00"
19100,Onondaga,"SKANEATELES WDS /
Skaneateles ( T )","New Water District , Watermain Extension , and Water Storage Tank
near Andrews Road , New Storage , Upgrade Distribution System , New
Water District","3,500","$7,877,500.00",80,"$5,449,918,160.00"
19165,Onondaga,"SYRACUSE CITY /
Syracuse ( C )","Guilford , Brookford and Westminster Booster Pump Station
Replacement , New Pump Station","192,000","$3,707,200.00",55,"$5,453,625,360.00"
19162,Onondaga,"SYRACUSE CITY /
Syracuse ( C )","Bowe's Gatehouse Replacement , Upgrade Transmission","192,000","$6,077,000.00",50,"$5,459,702,360.00"
18706,Onondaga,"SYRACUSE CITY /
Syracuse ( C )","Intake No. 2 Extension . , Upgrade Surface Water Source","192,000","$14,011,500.00",50,"$5,473,713,860.00"
18305,Onondaga,"OCWA / Onondaga County
Water Auth .","Lake Ontario Water Treatment Plant Improvements Phase 3 -
Clearwells . , Upgrade Water Treatment Plant","256,000","$33,250,000.00",50,"$5,506,963,860.00"
19031,Onondaga,"SYRACUSE CITY /
Syracuse ( C )","Lafayette Super High Service District Improvements , Upgrade Pump
Station","192,000","$3,432,401.00",50,"$5,510,396,261.00"
19248,Onondaga,"SYRACUSE CITY /
Syracuse ( C )","Replacement of Skaneateles Creek Weir Flume , Upgrade Other
Expenses , Upgrade Other ( OT )","192,000","$310,000.00",45,"$5,510,706,261.00"
19172,Onondaga,"SYRACUSE CITY /
Syracuse ( C )","Shove Park Blow - Off Replacement and Stream Crossing Upgrades ,
Upgrade Transmission","192,000","$500,000.00",45,"$5,511,206,261.00"
19166,Onondaga,"SYRACUSE CITY /
Syracuse ( C )","PRV Replacement Project , Upgrade Other Expenses , Upgrade Other
( OT )","192,000","$746,750.00",45,"$5,511,953,011.00"
18559,Onondaga,"SYRACUSE CITY /
Syracuse ( C )","One of the three transmission conduits , which supply water to the City
of Syracuse , is to have sections replaced . , Upgrade Transmission","192,000","$1,671,175.00",45,"$5,513,624,186.00"
18543,Onondaga,"SYRACUSE CITY /
Syracuse ( C )","Repalce chlorine gas systems with NaOCI . , Upgrade Water Treatment
Plant","192,000","$3,543,200.00",45,"$5,517,167,386.00"
19163,Onondaga,"SYRACUSE CITY /
Syracuse ( C )","Camillus Ravine Rehabilitation Project - Transmission Main , Upgrade
Transmission","192,000","$1,030,000.00",40,"$5,518,197,386.00"
18848,Onondaga,"TOWN OF DEWITT
CONSOLIDATED WD NO . 1
/ DeWitt ( T )","2020 Water System Improvements . , Upgrade Storage , Upgrade Pump
Station , Upgrade Distribution System","25,000","$5,900,000.00",35,"$5,524,097,386.00"
18913,Onondaga,"OCWA / Onondaga County
Water Auth","Replacement of Solvay Potable Water Pump Station , New Pump
Station","256,000","$2,000,000.00",35,"$5,526,097,386.00"
18912,Onondaga,"OCWA / Onondaga County
Water Auth","Salt Springs Water Storage - New Tank and Rehab Existing Tank . ,
Upgrade Storage , New Storage","256,000","$3,523,000.00",35,"$5,529,620,386.00"
18440,Onondaga,OCWA / OCWA,"Oakridge Storage Tank Replacement . , Upgrade Storage","256,000","$2,400,000.00",30,"$5,532,020,386.00"
18438,Onondaga,"OCWA / Onondaga County
Water Authorit","Upgrade C12 System at Eastern and Western Reservoirs . , Upgrade
Storage","256,000","$1,100,000.00",30,"$5,533,120,386.00"
19174,Onondaga,"SYRACUSE CITY /
Syracuse ( C )","Water Department Security Fence Improvements ,","192,000","$1,184,500.00",30,"$5,534,304,886.00"
18914,Onondaga,"OCWA / Onondaga County
Water Auth","Replacement of Warners Water Storage Tank , New Storage","256,000","$1,081,500.00",30,"$5,535,386,386.00"
18990,Onondaga,"OCWA / Onondaga County
Water Authorit","Tug Hill Booster Pump Station , New Pump Station","256,000","$2,000,000.00",25,"$5,537,386,386.00"
18989,Onondaga,"OCWA / Onondaga County
Water Authoriy","Lake Ontario WTP Distribution Garage , Upgrade Other Expenses ,
Upgrade Other ( OT )","256,000","$3,000,000.00",15,"$5,540,386,386.00"
18456,Ontario,"RT . 14 WD JOINT
PROJECT / Phelps ( T )","Towns of Phelps , Geneva , and Waterloo Joint Project . , New
Inter - Connection , New Water District",262,"$2,929,753.00",75,"$5,543,316,139.00"
19125,Ontario,"RUSHVILLE VILLAGE /
Rushville ( V )","WTP Improvements to address harmful algal blooms , Upgrade Water
Treatment Plant",621,"$1,371,239.00",70,"$5,544,687,378.00"
19203,Ontario,"MARBLETOWN - WHITE
ROAD WD / Phelps ( T )","White Road WD Extension and Watermain Replacement , Upgrade
Distribution System , Extend Water District",45,"$614,336.00",55,"$5,545,301,714.00"
19158,Ontario,"BRISTOL WD # 1 / Bristol
( T )","Day Road Tank Improvements to Address DBPS , Upgrade Storage",180,"$203,786.00",55,"$5,545,505,500.00"
19036,Ontario,"GORHAM TOWN WD /
Gorham ( T )","Comprehensive WTP Improvements , Upgrade Water Treatment
Plant , Upgrade Pump Station","4,500","$7,971,000.00",50,"$5,553,476,500.00"
18542,Ontario,"CANANDAIGUA TOWN
CONS . WD / Canandaigua
( T )","New Transmission , New Storage , New Pump Station","6,300","$7,570,500.00",25,"$5,561,047,000.00"
18583,Orange,"PINE BUSH WATER
DISTRICT / Crawford ( T )","Develop new groundwater source , construction of new treatment
building and installation of 8,700 ft of water main . , New Water Treatment Plant , New Ground Water Source , New Transmission","7,000",$0.00,1085,"$5,561,047,000.00"
18985,Orange,"BLOOMING GROVE WD
# 1 - WORLEY HE / South
Blooming Grove ( V )","Phase 1 Improvements - Two new wells , water main replacement , new
pump station , new storage tank , New Ground Water Source , New
Storage , New Pump Station , Upgrade Distribution System","1,500","$7,837,762.00",85,"$5,568,884,762.00"
19083,Orange,"HARRIMAN VILLAGE /
Harriman ( V )","Well # MH - 1A Improvements - GAC , Upgrade Water Treatment Plant","4,500","$897,585.00",80,"$5,569,782,347.00"
18188,Orange,"GOSHEN VILLAGE /
Goshen ( V )","Replace WTP at Prospect Reservoir , Upgrade Water Treatment Plant","5,676","$6,120,819.00",75,"$5,575,903,166.00"
18631,Orange,"NEWBURGH CITY /
Newburgh ( C )","Replacement of filter media and installation of SCADA system . ,
Upgrade Water Treatment Plant","28,000",$0.00,60,"$5,575,903,166.00"
18871,Orange,"WALLKILL
CONSOLIDATED WD /
Wallkill ( T )","Upgrade GW Sources and Treatment . , Upgrade Water Treatment
Plant , Upgrade Ground Water Source , New Ground Water Source","15,000","$7,682,997.00",55,"$5,583,586,163.00"
16906,Orange,"KIRYAS JOEL VILLAGE /
Kiryas Joel ( V )","Transmission main , Mountainville Wells and Treatment , ( 2 ) pump
stations . Related to Project DWSRF 18208 , New Water Treatment
Plant , New Ground Water Source , New Transmission , New Pump
Station","21,750",$0.00,55,"$5,583,586,163.00"
17952,Orange,"KIRYAS JOEL VILLAGE /
Kiryas Joel ( V )","Redevelop wells at the Star Expansion Well Field , Upgrade Ground
Water Source","21,750","$4,452,690.00",55,"$5,588,038,853.00"
18208,Orange,"KIRYAS JOEL VILLAGE /
Kiryas Joel ( V )","Interconnection NYC Aqueduct , Water Filtration Plant , Transmission
main . Related to project DWSRF 16906 , New Water Treatment Plant ,
New Transmission , New Inter - Connection","21,750",$0.00,55,"$5,588,038,853.00"
19268,Orange,"BLOOMING GROVE WD
# 4 - TAPPAN HO / Blooming
Grove ( T )","New Well , storage tank , disinfection for new well , New Water
Treatment Plant , New Ground Water Source , Upgrade Storage",500,"$2,000,000.00",55,"$5,590,038,853.00"
18857,Orange,"CORNWALL - ON - HUDSON /
Cornwall - on - Hudson ( V )","Angola Road and Cedar Lane Area Improvements . , Extend
Distribution System , Upgrade Distribution System","9,300","$1,413,984.00",50,"$5,591,452,837.00"
18506,Orange,"HIGHLANDS WD # 1 /
Highlands ( T )","Water District # 2 extensions - Phase IV , New Distribution System",600,"$850,000.00",45,"$5,592,302,837.00"
18100,Orange,"PAINTED APRON VILLAGE
/ Painted Apron Water
Company","New Ground Water Source , New Storage , Upgrade Distribution
System",150,"$1,000,000.00",45,"$5,593,302,837.00"
18851,Orange,"GREENWOOD LAKE
VILLAGE / Greenwood Lake
( )","Village of Greenwood Lake water system improvements . , Upgrade
Water Treatment Plant , Upgrade Storage , Upgrade Distribution
System","3,411","$5,665,000.00",45,"$5,598,967,837.00"
19033,Orange,"TUXEDO PARK VILLAGE /
Tuxedo Park ( V )","Clearwell upgrades to increase CT , Upgrade Water Treatment Plant","1,100","$57,800.00",45,"$5,599,025,637.00"
18656,Orange,"FLORIDA VILLAGE / Florida
( M )","DBP reduction project . , Upgrade Water Treatment Plant","2,757",$0.00,40,"$5,599,025,637.00"
18630,Orange,"NEWBURGH CITY /
Newburgh ( C )","Replacement of water meters throughout the City . , Upgrade
Distribution System","28,000","$2,982,000.00",40,"$5,602,007,637.00"
17950,Orange,"KIRYAS JOEL VILLAGE /
Kiryas Joel ( V )","New wells on Site 1 , Site 2 , Site 3 and Site 4. , New Ground Water
Source , New Transmission","21,750","$8,971,094.00",40,"$5,610,978,731.00"
18993,Orange,"HARRIMAN VILLAGE /
Harriman ( V )","Well HH # 3 Improvements , Upgrade Water Treatment Plant","4,500","$474,925.00",40,"$5,611,453,656.00"
18801,Orange,"MIDDLETOWN CITY /
Middletown ( C )","Phase 1A - Kinch Pond to Greenville Turnpike Raw Water Main
Replacement , Upgrade Transmission","26,500","$7,990,000.00",35,"$5,619,443,656.00"
18056,Orange,"WARWICK VILLAGE /
Warwick ( V )","Upgrade Water Treatment Plant , New Ground Water Source","6,083","$323,725.00",35,"$5,619,767,381.00"
18203,Orange,"MIDDLETOWN CITY /
Middletown ( C )","Upgrade Storage , New Storage","26,500",$0.00,35,"$5,619,767,381.00"
18186,Orange,"KIRYAS JOEL VILLAGE /
Village of Kiryas Joel","Interconnection of Woodbury Heights Estates Water Company and the
Village of Kiryas Joel . , Upgrade Ground Water Source , New
Transmission , New Pump Station , New Inter - Connection","21,750","$6,491,850.00",35,"$5,626,259,231.00"
18950,Orange,"ARROW PARK INC . /
Monroe ( T )","New well for redundancy , water main replacement , and replacement of
the treatment building in - kind , Upgrade Water Treatment Plant , New
Ground Water Source , Upgrade Distribution System",83,"$2,740,830.00",30,"$5,629,000,061.00"
19041,Orange,"WALLKILL
CONSOLIDATED WD /
Wallkill ( T )","Rykowski Well Field Expansion and Water Treatment Plant Upgrades ,
Upgrade Water Treatment Plant , New Ground Water Source","15,000","$10,803,440.00",25,"$5,639,803,501.00"
16389,Orange,"NEWBURGH
CONSOLIDATED WD /
Newburgh ( T )",Upgrade Pump Station,"22,800","$120,000.00",25,"$5,639,923,501.00"
19175,Orange,"MIDDLETOWN CITY /
Middletown ( C )","Phase 2 - Replacement of main between Shawangunk Reservoir to
Monhagen Lake , Upgrade Transmission","26,500","$41,411,150.00",25,"$5,681,334,651.00"
18644,Orange,"MONROE VILLAGE /
Monroe ( V )","Replace asbestos watermain , rehab pump station and controls . ,
Upgrade Pump Station , Upgrade Distribution System","8,892","$4,945,000.00",25,"$5,686,279,651.00"
18710,Orange,"MIDDLETOWN CITY /
Middleton ( C )",Upgrade Distribution System,"26,500","$4,600,000.00",25,"$5,690,879,651.00"
18935,Orange,"WARWICK VILLAGE /
Warwick ( V )","Replace storage tank , new WTP at Well No. 3 , New Water Treatment
Plant , Upgrade Storage","6,083","$4,277,000.00",25,"$5,695,156,651.00"
17346,Orange,"WOODBURY CONS . W.D. /
Woodbury ( T )","Repaint Overlook Storage Tank , Upgrade Storage","10,105","$218,360.00",20,"$5,695,375,011.00"
19089,Orange,"CHESTER VILLAGE /
Chester ( V )","Storage and WTP Improvements , Upgrade Water Treatment Plant ,
Upgrade Storage","3,448","$1,950,000.00",20,"$5,697,325,011.00"
18267,Orange,"CORNWALL - ON - HUDSON /
Cornwall ( V )","Replacement of existing clearwell liner . , Upgrade Storage","9,300","$196,000.00",20,"$5,697,521,011.00"
19044,Orange,"DENTON HILLS WATER
DISTRICT / Wawayanda ( T )","Well House Improvements , Upgrade Water Treatment Plant , New
Storage",124,"$1,815,000.00",20,"$5,699,336,011.00"
18212,Orange,"HIGHLAND FALLS
VILLAGE / Highland Falls
( V )","New raw water transmission line to replace existing open trench
transmission , Upgrade Transmission","4,400","$3,976,600.00",20,"$5,703,312,611.00"
18505,Orange,"STONE HEDGE / Goshen
( T )","Replace Stone Hedge Drive water storage tank . , Upgrade Storage",134,"$100,000.00",15,"$5,703,412,611.00"
19257,Orange,"ORCHARD HILL ESTATES /
Monroe ( T )","Replace existing distribution main with 6 "" PVC , new well , New Ground
Water Source , Upgrade Distribution System",196,"$1,170,900.00",15,"$5,704,583,511.00"
18488,Orange,"WOODBURY CONS . W.D. /
Woodbury ( V )","Replacement of Weygant Hill Water Storage Tank . , Upgrade Storage","10,105","$848,700.00",15,"$5,705,432,211.00"
18855,Orange,"CORNWALL - ON - HUDSON /
Cornwall - on - Hudson ( V )","Rehabilitate Maple Rd . tank and install new tank at Maple Rd . ,,
Upgrade Storage , New Storage","9,300","$1,502,358.00",15,"$5,706,934,569.00"
18460,Orange,"GOSHEN W.D. # 1
( HAMBLETONIAN PARK ) /
Goshen ( T )","Replacement of Hambletonian Park Water Tank , Upgrade Storage",509,"$500,000.00",15,"$5,707,434,569.00"
18799,Orange,"ROBINN MEADOWS /
Wawayanda ( T )","Upgrade Ground Water Source , New Storage",500,"$877,125.00",15,"$5,708,311,694.00"
19255,Orange,"MAYBROOK VILLAGE /
Maybrook ( V )","Prospect Avenue Storage Tank Replacement , New Storage","3,093","$1,352,400.00",15,"$5,709,664,094.00"
17290,Orange,"WOODBURY CONS . W.D./
Woodbury ( T )",Upgrade Storage,"10,105","$218,360.00",15,"$5,709,882,454.00"
17131,Orange,"TUXEDO PARK VILLAGE /
Tuxedo Park ( V )",Upgrade Distribution System,"1,100","$263,000.00",15,"$5,710,145,454.00"
18640,Orange,"NEW WINDSOR
CONSOLIDATED WD / New
Windsor ( T )","Replacement of water meters . , Upgrade Distribution System","30,000","$4,743,750.00",15,"$5,714,889,204.00"
18616,Orange,"WOODBURY CONS . W.D. /
Woodbury ( V )","Elevation of Well House No. 1. , Upgrade Ground Water Source","10,105","$940,000.00",15,"$5,715,829,204.00"
19045,Orange,"WOODBURY CONS . W.D. /
Woodbury ( V )","Trout Brook Well New Raw Water Transmission Main , New
Transmission","10,105","$233,600.00",15,"$5,716,062,804.00"
19043,Orange,"ARLUCK WATER
DISTRICT / Wawayanda ( T )","Interconnection between Arluck Water District and Denton Hills Water
District , New Ground Water Source , New Inter - Connection",118,"$2,094,750.00",15,"$5,718,157,554.00"
19040,Orange,"MONROE WD # 8
( SKYVIEW HILLS ) / Monroe
( T )","Water District No. 8 - New Groundwater Source Development , New
Ground Water Source",544,"$2,700,000.00",15,"$5,720,857,554.00"
19030,Orange,"NEWBURGH
CONSOLIDATED WD /
Newburgh ( T )","Colden Park Water Main Replacement , Upgrade Distribution System","22,800","$4,946,250.00",15,"$5,725,803,804.00"
19016,Orange,"CORNWALL - ON - HUDSON /
Cornwall - on - Hudson ( V )","Mill Street Water Main Replacement , Upgrade Distribution System","9,300","$231,750.00",15,"$5,726,035,554.00"
18992,Orange,"HARRIMAN VILLAGE /
Harriman ( V )","New Berwynn Road Booster Pump Station , New Pump Station","4,500","$526,500.00",15,"$5,726,562,054.00"
18211,Orange,"HIGHLAND FALLS
VILLAGE / Highland Falls
( )","Watermain Replacement , Upgrade Distribution System","4,400","$3,700,000.00",15,"$5,730,262,054.00"
17842,Orange,"TUXEDO PARK ( V ) /
Tuxedo ( V )","Trans - Tuxedo Lake Transmission Line , Upgrade Transmission","1,100","$757,000.00",15,"$5,731,019,054.00"
18951,Orange,"ORCHARD HILL ESTATES /
Monroe ( T )","Replacment of ~ 2300 LF of water main ; construct new well for
redundancy . , New Ground Water Source , Upgrade Distribution
System",196,"$1,951,500.00",15,"$5,732,970,554.00"
18513,Orange,"NEW WINDSOR
CONSOLIDATED WD / New
Windsor ( T )","Upgrade Express Dr and Union Ave interconnections , Upgrade
Inter - Connection","30,000","$779,000.00",15,"$5,733,749,554.00"
17644,Orange,"KINGS ESTATES / Warwick
Water Corp","Upgrade distribution system . , Upgrade Distribution System","1,144","$125,000.00",10,"$5,733,874,554.00"
18490,Orange,"WOODBURY CONS . W.D. /
Woodbury ( V )","Pleasant Dr. water main replacement . , Upgrade Distribution System","10,105","$819,900.00",10,"$5,734,694,454.00"
18791,Orange,"CORNWALL - ON - HUDSON /
Cornwall - on - Hudson ( V )","Replacement of approximately 3,400 linear feet of distribution main . ,
Upgrade Distribution System","9,300","$789,000.00",10,"$5,735,483,454.00"
18317,Orange,"WALLKILL
CONSOLIDATED WD /
Wallkill ( T )","Water Meter Replacement , Upgrade Distribution System","15,000","$1,093,750.00",10,"$5,736,577,204.00"
19156,Orange,"WALLKILL
CONSOLIDATED WD /
Wallkill ( T )","Replacement of outdated meters with smart meters , Upgrade
Distribution System","15,000","$6,530,052.00",10,"$5,743,107,256.00"
18318,Orange,"NEW WINDSOR
CONSOLIDATED WD / New
Windsor ( T )",Upgrade Distribution System,"30,000","$2,372,000.00",10,"$5,745,479,256.00"
