Rank,Project Sponsor,Project Number,PWSID,Project Name,Population,Building Cost,Support Cost,Estimated Cost,Cat A,Cat B,Cat C.a,Cat C.b,Cat C.c,Cat C.d,Cat D,Cat E,Rank Points,BIL Eligibility
395,Aberdeen Township,1330002-001,NJ1330002,Installation of water mains,8900,775000.0,758000.0,1533000.0,75,0,0,0,0,0,0,0.089,75.089,NA
395,Aberdeen Township,1330002-003,NJ1330002,Replace deteriorated water main from Route 35/Long  Neck crossing,8900,650000.0,455000.0,1105000.0,75,0,0,0,0,0,0,0.089,75.089,NA
395,Aberdeen Township,1330002-004,NJ1330002,Install two water utility crossing of Route 35,8900,350000.0,252000.0,602000.0,75,0,0,0,0,0,0,0.089,75.089,NA
396,Florham Park Borough,1411001-002,NJ1411001,"Replacement of 14 6-inch line valves, 12 hydrants and 11  services",8857,164080.0,114855.0,278935.0,75,0,0,0,0,0,0,0.08857,75.08857,NA
398,Milltown Borough,1212001-005,NJ1212001,Water Storage Tank Rehabilitation,7000,1000000.0,950000.0,1950000.0,60,0,15,0,0,0,0,0.07,75.07,NA
401,Allentown Borough,1302001-002,NJ1302001,Elevated Water Tank Improvements,1828,418000.0,131100.0,549100.0,60,0,15,0,0,0,0,0.02,75.02,NA
402,Island Heights Borough,1510001-004,NJ1510001,Replacement of 75 fire hydrants and repairs to 21 fire  hydrants,1750,250800.0,-32.0,250768.0,75,0,0,0,0,0,0,0.0175,75.0175,NA
403,West Milford Municipal Utilities Authority,1615016-004,NJ1615016,Replace Fire Hydrants,1625,46000.0,43700.0,89700.0,75,0,0,0,0,0,0,0.01625,75.01625,NA
404,Milford Borough,1020001-001,NJ1020001,"Replace 3,000 LF with 8-inch water mains on Green,  Maple, Orchard, Walnut & Railroad Sts",1347,710000.0,563000.0,1273000.0,75,0,0,0,0,0,0,0.01347,75.01347,NA
404,Milford Borough,1020001-002,NJ1020001,"Replace 5,000 LF with 8-inch water mains on Delaware &  Ravine Rds to loop system",1347,1040000.0,1442440.0,2482440.0,75,0,0,0,0,0,0,0.01347,75.01347,NA
406,Farmingdale Borough,1314001-002,NJ1314001,Painting and repairs to water tower and other misc  system improvements,1329,685000.0,222000.0,907000.0,60,0,0,0,0,0,15,0.01329,75.01329,BIL (GEN)
407,West Milford Municipal Utilities Authority,1615018-004,NJ1615018,Replace Fire Hydrants,1260,35000.0,24500.0,59500.0,75,0,0,0,0,0,0,0.0126,75.0126,NA
409,Roosevelt Borough,1341001-006,NJ1341001,Replacement of water lines most susceptible to breakage,933,730625.0,744093.0,1474718.0,75,0,0,0,0,0,0,0.00933,75.00933,NA
410,Roosevelt Borough,1341001-007,NJ1341001,"Homestead, Cedar and Elm Water Mains Project.",882,405990.0,125700.0,549188.0,75,0,0,0,0,0,0,0.00882,75.00882,NA
411,Roosevelt Borough,1314001-003,NJ1314001,Improvements to Farm Lane and School Lane,808,582057.0,576000.0,773469.0,75,0,0,0,0,0,0,0.0088,75.0088,BIL (GEN)
412,West Milford Municipal Utilities Authority,1615014-002,NJ1615014,Replace Fire Hydrants,700,17000.0,16150.0,33150.0,75,0,0,0,0,0,0,0.007,75.007,NA
413,West Milford Municipal Utilities Authority,1615012-004,NJ1615012,Replace Fire Hydrants,635,17000.0,16150.0,33150.0,75,0,0,0,0,0,0,0.00635,75.00635,NA
414,West Milford Municipal Utilities Authority,1615002-003,NJ1615002,Replace Fire Hydrants,600,17000.0,16150.0,33150.0,75,0,0,0,0,0,0,0.006,75.006,NA
415,Byram Homeowners Association,1904009-006,NJ1904009,Replacement of 77 saddles on the water mains,400,250000.0,175000.0,425000.0,75,0,0,0,0,0,0,0.004,75.004,NA
416,Collier Services,1328300-002,NJ1328300,Replace distribution system and associated  appurtenances,350,254000.0,177800.0,431800.0,75,0,0,0,0,0,0,0.0035,75.0035,NA
418,Lake Glenwood Village,1922010-002,NJ1922010,"Installation of 7,100 LF of 6-inch Cement Lined Ductile  Iron Pipe replacement water mains",250,500000.0,350000.0,850000.0,75,0,0,0,0,0,0,0.0025,75.0025,NA
418,Lake Glenwood Village,1922010-004,NJ1922010,"Replacement of 1,000 LF of water mains on Cliffside,  Toboggan & Lakeshore",250,72000.0,50400.0,122400.0,75,0,0,0,0,0,0,0.0025,75.0025,NA
419,Rosemont Water Company,1007002-002,NJ1007002,Rehabilitate and/or replace existing distribution mains,225,361456.0,253016.0,614472.0,75,0,0,0,0,0,0,0.00225,75.00225,NA
420,Plausha Park Water Company,1421004-002,NJ1421004,"Replacement of main at stream crossing, valves and  installing blow off hydrants",200,95000.0,35800.0,130800.0,75,0,0,0,0,0,0,0.002,75.002,NA
421,West Milford Municipal Utilities Authority,1615001-004,NJ1615001,Replace Fire Hydrants,180,6000.0,5700.0,11700.0,75,0,0,0,0,0,0,0.0018,75.0018,NA
422,West Milford Municipal Utilities Authority,1615006-004,NJ1615006,Replace Fire Hydrants,115,6000.0,5700.0,11700.0,75,0,0,0,0,0,0,0.00115,75.00115,NA
423,North Shore Water Association,1904004-002,NJ1904004,Water System Refurb,105,285000.0,229000.0,514000.0,75,0,0,0,0,0,0,0.00105,75.00105,NA
424,Woodland Heights Homeowners Association,1615022-001,NJ1615022,Well Rehabilitation/System Improvements,80,$-,125000.0,125000.0,75,0,0,0,0,0,0,0.00055,75.00055,NA
425,Middlesex Water Company,1225001-506/001,NJ1225001,New elevated storage tank to replace tank & PS @ Eborn,1633632,6100000.0,1220000.0,7320000.0,1,50,15,5,0,0,0,2.33376,73.33376,NA
426,"NJ American Water Company, Incorporated",2004002-013,NJ2004002,RM WTP Emergency Generator,44464,7980000.0,2683600.0,10663600.00000,1,50,15,0,0,0,0,6.1,72.1,NA
427,Barnegat Township,1533001-003,NJ1533001,"Installation of 1,700 LF of 8 inch PVC water main  extension",20935,208000.0,145600.0,353600.0,1,35,20,0,0,0,15,0.20935,71.20935,NA
428,"NJ American Water Company, Incorporated",0119002-009,NJ0119002,Installation of New Water Meters,88088,128641.0,90045.0,218686.0,35,0,20,0,0,0,15,0.88088,70.88088,NA
429,Point Pleasant Beach Borough,1525001-001,NJ1525001,Water Meter Replacement Project,6204,1200000.0,730000.0,1930000.0,25,0,0,0,0,15,30,0.06204,70.06204,NA
430,Jersey City Municipal Utilities Authority,0906001-013,NJ0906001,Remote Meter Reading (AMI),257342,6371000.0,3567760.0,9938760.0,25,0,20,5,0,0,15,2.57342,67.57342,NA
431,Trenton City,1111001-007,NJ1111001,Construction of an emergency interconnection with  NJAWCo,255000,13000000.0,5620000.0,18620000.000,30,0,20,0,0,0,15,2.55,67.55,BIL (GEN)
432,"NJ American Water Company, Incorporated",2004002-002,NJ2004002,Hummocks Tank Painting,610000,1698592.0,534994.0,2233586.0,60,0,0,0,0,0,0,6.1,66.1,NA
432,"NJ American Water Company, Incorporated",2004002-003,NJ2004002,Upgrade or replace existing booster station due to aging  and obolete equipment (Roselle Station),610000,4446416.0,3511516.0,7957932.0,60,0,0,0,0,0,0,6.1,66.1,NA
432,"NJ American Water Company, Incorporated",2004002-008,NJ2004002,Prospect Ave Tank (Mountainside) Painting,610000,350000.0,245000.0,595000.0,60,0,0,0,0,0,0,6.1,66.1,NA
434,Montclair Township,0713001-004,NJ0713001,Rehabilitate 2.5 MG & 1.5 MG storage tanks with piping,38977,500000.0,350000.0,850000.0,60,0,0,5,0,0,0,0.38977,65.38977,NA
435,South Orange Village,0719001-005,NJ0719001,Crest Drive Standpipe,16198,2000000.0,770000.0,2770000.0,60,0,0,5,0,0,0,0.16964,65.16964,NA
435,South Orange Village,0719001-006,NJ0719001,Repair or Replace Newstead Shere,16298,1000000.0,450000.0,1450000.0,60,0,0,5,0,0,0,0.16964,65.16964,NA
436,Ramsey Borough,0248001-006,NJ0248001,"Rehabilitate Dixon, Martis & Spring wells",16350,250000.0,175000.0,425000.0,15,50,0,0,0,0,0,0.1635,65.1635,NA
436,Ramsey Borough,0248001-007,NJ0248001,Construction of 2 wells with pump station & piping,16350,3090000.0,1619600.0,4709600.0,15,50,0,0,0,0,0,0.1635,65.1635,NA
437,Freehold Borough,1315001-003,NJ1315001,Replacement of Well No. 3,12052,1427000.0,1000000.0,2152400.0,15,0,15,0,5,0,30,0.12052,65.12052,BIL (GEN)
438,Manchester Utilities Authority,1603001-003,NJ1603001,High Service Pump Station Replacement,12028,1290000.0,NA,2000000.0,50,0,15,0,0,0,0,0.12028,65.12028,NA
439,Hightstown Borough,1104001-001,NJ1104001,New Wycoff Mills Water Storage Tank with transmission  mains,5567,825000.0,577500.0,1402500.0,50,0,15,0,0,0,0,0.05567,65.05567,NA
440,"NJ American Water Company, Incorporated",1345001-008,NJ1345001,Rehab of Newman Springs Pumping Station,289553,400000.0,280000.0,680000.0,60,0,0,0,0,0,0,2.89553,62.89553,NA
440,"NJ American Water Company, Incorporated",1345001-010,NJ1345001,Sunset Avenue and Monterey Tank Painting,289553,600000.0,420000.0,1020000.0,60,0,0,0,0,0,0,2.89553,62.89553,NA
442,"NJ American Water Company, Incorporated",0712001-006,NJ0712001,Short Hills Tank Painting,217230,400000.0,280000.0,680000.0,60,0,0,0,0,0,0,2.1723,62.1723,NA
443,"NJ American Water Company, Incorporated",0119002-010,NJ0119002,Replacement of Water Meters,88088,322686.0,225878.0,548564.0,25,0,20,0,0,0,15,0.88088,60.88088,NA
445,Parsippany Troy Hills Township,1429001-004,NJ1429001,Repainting of 1 MG water storage tank,50649,820000.0,39000.0,859000.0,60,0,0,0,0,0,0,0.50649,60.50649,NA
446,Franklin Township,1808001-004,NJ1808001,Replacement of 2 elevated storage tanks,50000,7500000.0,3560000.0,11060000.000,60,0,0,0,0,0,0,0.5,60.5,NA
448,Sayreville Borough,1219001-002,NJ1219001,Rehabilitate the pump station facility and surface intake  on the South River located in Sayreville,40377,300000.0,210000.0,510000.0,60,0,0,0,0,0,0,0.40377,60.40377,NA
448,Sayreville Borough,1219001-003,NJ1219001,Rehabilitate existing 3 MG tank,40377,2500000.0,1260000.0,3760000.0,60,0,0,0,0,0,0,0.40377,60.40377,NA
449,Marlboro Township,1328002-003,NJ1328002,Beacon Hill storge tank Rehab,29481,1200000.0,514000.0,1714000.0,60,0,0,0,0,0,0,0.2948,60.2948,NA
450,Mahwah Township,0233001-010,NJ0233001,Rehabilitation of Campgaw elevated storage tank,24062,380000.0,141160.0,521160.0,60,0,0,0,0,0,0,0.24062,60.24062,NA
451,Montville Township,1421003-003,NJ1421003,"Storage tank rehabilitation, which includes increasing the  capacity of 0.25 MG tank to 0.33 MG",21000,300000.0,210000.0,510000.0,60,0,0,0,0,0,0,0.21,60.21,NA
452,Point Pleasant Borough,1524001-001,NJ1524001,Replacement of the Clifton Ave storage tank,19306,1200000.0,172000.0,1372000.0,60,0,0,0,0,0,0,0.19306,60.19306,NA
453,West Caldwell Township,0721001-001,NJ0721001,Rehabilitation of McKinley Ave storage tank,18296,648000.0,-25600.0,622400.0,60,0,0,0,0,0,0,0.18296,60.18296,NA
454,Sparta Township,1918004-001,NJ1918004,Installation of a 600 KW wind turbine generator at  Germany Flats Water Utility,15726,1281800.0,-51272.0,1230528.0,45,0,0,0,0,15,0,0.15726,60.15726,NA
455,Verona Township,0720001-004,NJ0720001,Acquisition of the ECUA Jail Annex tank plus rehab and  upgrading of the tank,13641,500000.0,350000.0,850000.0,60,0,0,0,0,0,0,0.13641,60.13641,NA
455,Verona Township,0720001-005,NJ0720001,Rehabilitation of the 2 MG Fairview Avenue storage tank,13641,700500.0,462330.0,1162830.0,60,0,0,0,0,0,0,0.13641,60.13641,NA
456,Oakland Borough,0220001-004,NJ0220001,Iroquois Pumping Station - Rehabilitation,12959,75000.0,33750.0,108750.0,60,0,0,0,0,0,0,0.12959,60.12959,NA
458,Clinton Town,1005001-013,NJ1005001,Foster Wheeler Booster Pump Station Modifications -  Asset Management Planning,214,2190000.0,588000.0,2778000.0,60,0,0,0,0,0,0,0.125,60.125,NA
459,Pompton Lakes Municipal Utilities Authority,1609001-002,NJ1609001,Rehabilitation of the exterior of the existing 1.0 MG tank,11435,170000.0,117000.0,287000.0,60,0,0,0,0,0,0,0.11435,60.11435,NA
459,Pompton Lakes Municipal Utilities Authority,1609001-005,NJ1609001,Replacement of water storage tanks with a 1.0 MG tank,11435,900000.0,620000.0,1520000.0,60,0,0,0,0,0,0,0.11435,60.11435,NA
460,Brigantine City,0103001-501,NJ0103001,Installation of Generators at well,11117,677100.0,2139882.0,2816982.0,45,0,0,0,0,0,15,0.11117,60.11117,NA
461,Florham Park Borough,1411001-003,NJ1411001,Rehabilitation of a 1.0 MG storage tank,8857,610000.0,427000.0,1037000.0,60,0,0,0,0,0,0,0.08857,60.08857,NA
462,North Caldwell Borough,0715001-001,NJ0715001,Rehabilitate a 1.29 MG steel water tank. Remove and  replace 800 feet of existing chain link fence,6000,470000.0,329000.0,799000.0,60,0,0,0,0,0,0,0.06,60.06,NA
463,Brielle Borough,1308001-004,NJ1308001,Brielle Drinking Water Storage Tank Project,4774,3810000.0,1066800.0,4876800.0,60,0,0,0,0,0,0,0.048,60.048,NA
464,Flemington Borough,1009001-008,NJ1009001,Installation of wells #1B and 1C,4250,125000.0,43500.0,168500.0,15,0,15,0,0,0,30,0.0425,60.0425,BIL (GEN)
465,Ho-Ho-Kus Borough,0228001-001,NJ0228001,Water Tank Upgrade,4078,640000.0,2783456.0,928000.0,60,0,0,0,0,0,0,0.0406,60.0406,NA
466,"Fayson Lake Water Company, Incorporated",1415001-003,NJ1415001,Replace existing 0.1 MG Stony Brook storage tank with a  0.25 MG tank,3087,630000.0,441000.0,1071000.0,60,0,0,0,0,0,0,0.03087,60.03087,NA
467,Bayville Central Regional Board of Education,1505355-002,NJ1505355,Construction of new interconnection with existing  municipal water system,2500,1000000.0,700000.0,1700000.0,30,0,0,0,0,0,30,0.025,60.025,NA
468,Borough of Wenonah,0819001-001,NJ0819001,Water System Asset Management Plan and System  Improvements - Water Tank Rehabilitation,2278,1500000.0,NA,1880000.0,60,0,0,0,0,0,0,0.02357,60.02357,NA
469,Essex Fells Borough,0706001-001,NJ0706001,Rehabilitate 1 MG water storage tank,2200,360000.0,188000.0,548000.0,60,0,0,0,0,0,0,0.022,60.022,NA
470,Glen Gardner Borough,1012001-001,NJ1012001,Rehabilitate storage tank,1902,350000.0,356000.0,706000.0,60,0,0,0,0,0,0,0.01902,60.01902,NA
471,Stillwater Township,1920001-002,NJ1920001,Painting interior of water tank,1200,40000.0,28000.0,68000.0,60,0,0,0,0,0,0,0.012,60.012,NA
472,Manchester Utilities Authority,1603301-001,NJ1603301,Reactivation of the Tilt St Spring,1000,68750.0,48126.0,116876.0,15,0,15,0,0,0,30,0.01,60.01,NA
473,Collier Services,1328300-001,NJ1328300,"Replace existing 24,000 gallon elevated storage tank to  prevent freezing and leakage",350,350000.0,245000.0,595000.0,60,0,0,0,0,0,0,0.0035,60.0035,NA
474,Rosemont Water Company,1007002-003,NJ1007002,Replace existing underground hydro-pneumatic tank with  ground level storage tank,225,38860.0,27201.0,66061.0,60,0,0,0,0,0,0,0.00225,60.00225,NA
475,Plausha Park Water Company,1421004-003,NJ1421004,Rehabilitation of concrete storage facility including  security measures and instrumentation,200,135000.0,51000.0,186000.0,60,0,0,0,0,0,0,0.002,60.002,NA
476,"Wonder Lakes Properties, Incorporate",1615017-003,NJ1615017,Replace hydro-pneumatic tank and install new tank,170,25000.0,16900.0,41900.0,60,0,0,0,0,0,0,0.00105,60.00105,NA
479,Lakewood Township Municipal Utilities Authority,1514002-013,NJ1514002,iInstallation of SCADA,25000,125000.0,87500.0,212500.0,1,25,0,0,0,0,30,0.25,56.25,BIL (GEN)
480,Bloomfield Township,0702001-002,NJ0702001,Water Meter Replacement,47982,6000000.0,416832.0,7230970.0,35,0,0,5,0,15,0,0.47982,55.47982,NA
481,Winslow Township,0436007-010,NJ0436007,Well #2 Filter Plant Upgrade,39147,2365000.0,762000.0,3036000.0,40,0,0,0,0,0,15,0.39147,55.39147,NA
482,Montclair Township,0713001-011,NJ0713001,New 1.0MG High Zone Tank,37766,2412250.0,1652808.0,4065058.0,50,0,0,5,0,0,0,0.37766,55.37766,NA
485,Hammonton Town,0113001-007,NJ0113001,Water Meter Replacement,11300,607500.0,535500.0,1143000.0,25,0,15,0,0,0,15,0.113,55.113,NA
486,Allentown Borough,1302001-003,NJ1302001,Water Meter Replacement,1828,454850.0,209670.0,664520.0,25,0,15,0,0,15,0,0.01828,55.01828,NA
487,"NJ American Water Company, Incorporated",0327001-008,NJ0327001,Installation of a booster station including associated  apputenances at Barrington,253045,500000.0,350000.0,850000.0,50,0,0,0,0,0,0,2.53045,52.53045,NA
489,Mount Arlington Borough,1426005-001,NJ1426005,Mount Arlington Asset Management Plan,5187,2060000.0,505650.0,2565650.0,1,50,0,0,0,0,0,0.05187,51.05187,NA
490,"NJ American Water Company, Incorporated",0119002-006,NJ0119002,Smithvillve ASR Well,88088,900000.0,352216.0,1252216.0,15,0,20,0,0,0,15,0.88088,50.88088,NA
491,"NJ American Water Company, Incorporated",0508001-006,NJ0508001,Installation of New Water Meters,28071,105001.0,73498.0,178499.0,35,0,0,0,0,0,15,0.28071,50.28071,NA
493,Mahwah Township,0233001-011,NJ0233001,Installation of a new Nilson Ave. Booser Pump Station,24062,1400000.0,675504.0,2075504.0,50,0,0,0,0,0,0,0.24062,50.24062,NA
494,South Orange Village,0719001-002,NJ0719001,Well 17 Emergency Power,16198,50000.0,22500.0,72500.0,45,0,0,5,0,0,0,0.16964,50.16964,NA
495,Bordentown City,0303001-005,NJ0303001,Construct a 1.25 MG storage tank,15831,2600000.0,832000.0,3432000.0,50,0,0,0,0,0,0,0.15831,50.15831,NA
496,Verona Township,0720001-003,NJ0720001,Construction of a new Fairview Ave tank,13641,2000000.0,1140000.0,3140000.0,50,0,0,0,0,0,0,0.13641,50.13641,NA
497,East Hanover Township,1410001-005,NJ1410001,Construction of a new water storage tank,10000,2500000.0,1360000.0,3860000.0,50,0,0,0,0,0,0,0.1,50.1,NA
498,Brielle Borough,1308001-005,NJ1308001,Old Bridge Road Elevated Water Storage Tank,4774,2913000.0,588541.0,3629400.0,50,0,0,0,0,0,0,0.04774,50.04774,NA
499,Harding Woods Mobile Home Community,1710001-002,NJ1710001,Installation of new water meters in Harding Woods  Mobile Home Park,1103,210000.0,147000.0,357000.0,35,0,0,0,0,0,15,0.01103,50.01103,NA
500,Lake Glenwood Village,1922010-003,NJ1922010,"Installation of a new 8,000 gal. underground concrete  water storage tank",250,50000.0,35000.0,85000.0,50,0,0,0,0,0,0,0.0025,50.0025,NA
501,North Shore Water Association,1904004-003,NJ1904004,Installation of storage tank,105,300000.0,60000.0,360000.0,50,0,0,0,0,0,0,0.00105,50.00105,NA
502,Colby Homeowners Association Water Company,1904007-002,NJ1904007,Installation of a new storage tank,75,150000.0,105000.0,255000.0,50,0,0,0,0,0,0,0.00075,50.00075,NA
504,Washington Township Municipal Utilities  Authority,0818004-008,NJ0818004,"Installation of solar system for wells # 18, 19 & 20",48559,638000.0,446600.0,1084600.0,45,0,0,0,0,0,0,0.48559,45.48559,NA
505,Vineland City,0614003-015,NJ0614003,Well No. 17 Installation,36848,100000.0,95000.0,195000.0,15,0,15,0,0,0,15,0.36848,45.36848,BIL (GEN)
506,Vineland City,0614003-016,NJ0614003,Well 17 Treatment Facility,36848,5900000.0,2018000.0,7918000.0,15,0,15,0,0,0,15,0.3625,45.3625,BIL (GEN)
507,Jackson Township Municipal Utilities Authority,1511001-008,NJ1511001,Installation of a water main and booster station to  interconnect the Legler system,32600,2766500.0,1477260.0,4243760.0,30,0,15,0,0,0,0,0.326,45.326,NA
508,Garfield City,0221001-003,NJ0221001,Rehabilitation of Well 1A,29780,400000.0,280000.0,680000.0,15,0,0,0,0,0,30,0.2978,45.2978,BIL (GEN)
509,East Windsor Municipal Utilities Authority,1101002-004,NJ1101002,Installation of solar panels at 2 facilities,27200,1522500.0,929900.0,2452400.0,45,0,0,0,0,0,0,0.272,45.272,NA
510,Burlington Township,0306001-003,NJ0306001,Purchase of water meters to replace existing meters- Phases 2 to 4,22000,250000.0,-10000.0,240000.0,25,0,20,0,0,0,0,0.22,45.22,NA
511,Oakland Borough,0220001-003,NJ0220001,Well 9 - Diesel Generator,12959,100000.0,45000.0,145000.0,45,0,0,0,0,0,0,0.12959,45.12959,NA
513,Pompton Lakes Municipal Utilities Authority,1609001-004,NJ1609001,Installation of emergency generator at wells,11435,175000.0,122500.0,297500.0,45,0,0,0,0,0,0,0.11435,45.11435,NA
514,Freehold Borough,1315001-001,NJ1315001,Replace and construct two well houses that protect well  pumps,11029,125000.0,87500.0,212500.0,15,0,15,0,0,0,15,0.11029,45.11029,BIL (GEN)
515,Pemberton Township,0329004-005,NJ0329004,Replacing Well #4 with Well #14,10815,265000.0,247000.0,512000.0,15,0,15,0,0,0,15,0.10815,45.10815,BIL (GEN)
515,Pemberton Township,0329004-010,NJ0329004,Conversion of test well #14 to production well,10815,400000.0,280000.0,680000.0,15,0,15,0,0,0,15,0.10815,45.10815,BIL (GEN)
516,Pine Hill Municipal Utilities Authority,0428002-005,NJ0428002,PRM Backup Well #4 and Decommision of Wells #6 & #7,10233,760000.0,1083914.0,912000.0,15,0,0,0,0,0,30,0.10233,45.10233,BIL (GEN)
517,West Milford Municipal Utilities Authority,1615016-002/500,NJ1615016,Milford Emergency Power Generators,1625,78000.0,15600.0,93600.0,45,0,0,0,0,0,0,0.01625,45.01625,NA
517,West Milford Municipal Utilities Authority,1615016-002,NJ1615016,Replace Generator,1625,78000.0,74100.0,152100.0,45,0,0,0,0,0,0,0.01625,45.01625,NA
518,Hampton Borough,1013001-001,NJ1013001,New back up well 5 to address firm capacity requirements,1500,900000.0,180000.0,1080000.0,15,0,0,0,0,0,30,0.015,45.015,NA
518,Forest Lakes Water Company,1904003-001,NJ1904003,Installation of two generators,1500,110000.0,77000.0,187000.0,45,0,0,0,0,0,0,0.015,45.015,NA
519,West Milford Municipal Utilities Authority,1615018-002/500,NJ1615018,Bald Eagle Emergency Power Generators,1260,60000.0,12000.0,72000.0,45,0,0,0,0,0,0,0.0126,45.0126,NA
519,West Milford Municipal Utilities Authority,1615018-002,NJ1615018,Replace Generator,1260,60000.0,42000.0,102000.0,45,0,0,0,0,0,0,0.0126,45.0126,NA
520,West Milford Municipal Utilities Authority,1615014-001/500,NJ1615014,Crescent Park Emergency Power Generators,700,78000.0,15600.0,93600.0,45,0,0,0,0,0,0,0.007,45.007,NA
520,West Milford Municipal Utilities Authority,1615014-001,NJ1615014,Replace Generator,700,78000.0,74100.0,152100.0,45,0,0,0,0,0,0,0.007,45.007,NA
521,West Milford Municipal Utilities Authority,1615012-002/500,NJ1615012,Awosting Emergency Power Generators,635,78000.0,15600.0,93600.0,45,0,0,0,0,0,0,0.00635,45.00635,NA
521,West Milford Municipal Utilities Authority,1615012-002,NJ1615012,Replace Generator,635,78000.0,74100.0,152100.0,45,0,0,0,0,0,0,0.00635,45.00635,NA
522,West Milford Municipal Utilities Authority,1615002-002/500,NJ1615002,Greenbrook Emergency Power Generators,600,60000.0,12000.0,72000.0,45,0,0,0,0,0,0,0.006,45.006,NA
522,West Milford Municipal Utilities Authority,1615002-002,NJ1615002,Replace Generator,600,60000.0,57000.0,117000.0,45,0,0,0,0,0,0,0.006,45.006,NA
523,West Milford Municipal Utilities Authority,1615001-002/500,NJ1615001,Birch Hill Emergency Power Generator,180,60000.0,12000.0,72000.0,45,0,0,0,0,0,0,0.0018,45.0018,NA
523,West Milford Municipal Utilities Authority,1615001-002,NJ1615001,Replace Generator,180,60000.0,57000.0,117000.0,45,0,0,0,0,0,0,0.0018,45.0018,NA
524,West Milford Municipal Utilities Authority,1615006-002/500,NJ1615006,Parkway Emergency Power Generator,805,25000.0,5000.0,30000.0,45,0,0,0,0,0,0,0.00115,45.00115,NA
524,West Milford Municipal Utilities Authority,1615006-002,NJ1615006,Replace Generator,115,25000.0,23750.0,48750.0,45,0,0,0,0,0,0,0.00115,45.00115,NA
525,"NJ American Water Company, Incorporated",1345001-007,NJ1345001,Monterey Iron Removal,289553,5000000.0,2460000.0,7460000.0,40,0,0,0,0,0,0,2.89553,42.89553,NA
526,"NJ American Water Company, Incorporated",2004002-009,NJ2004002,Installation of New Water Meters,610000,161448.0,113012.0,274460.0,35,0,0,0,0,0,0,6.1,41.1,NA
527,Belleville Township,0701001-005,NJ0701001,Replacement of Water meters,35928,3000000.0,1580000.0,4580000.0,25,0,0,0,0,0,15,0.35928,40.35928,NA
528,"NJ American Water Company, Incorporated",0508001-007,NJ0508001,Replacement of Water Meters,28071,1000563.0,700246.0,1700809.0,25,0,0,0,0,0,15,0.28071,40.28071,NA
529,Highland Park Borough,1207001-001,NJ1207001,2018-19 Water System Improvements,14245,2350000.0,970000.0,3320000.0,25,0,0,0,0,0,15,0.14245,40.14245,NA
530,East Hanover Township,1410001-001,NJ1410001,Renovation of treatment plant - addition of ion exchange  for well #1 & #2,10000,900000.0,630000.0,1530000.0,40,0,0,0,0,0,0,0.1,40.1,NA
531,Florham Park Borough,1411001-001,NJ1411001,Construction of Water Treatment Facility for removal of  manganese,8857,5198709.0,2547431.0,7746140.0,40,0,0,0,0,0,0,0.08857,40.08857,NA
532,Hopatcong Borough,1912001-005,NJ1912001,Hopatcong Borough Water Meter Replacement Project,7000,640000.0,1510000.0,778000.0,25,0,15,0,0,0,0,0.07224,40.07224,NA
533,High Bridge Borough,1014001-002,NJ1014001,Improvements to the High Bridge Water System,3900,876465.0,200293.0,1076758.0,25,0,0,0,0,15,0,0.039,40.039,NA
534,Hardyston Municipal Utilities Authority,1911006-001,NJ1911006,Water Meter Replacement,1963,405000.0,81000.0,486000.0,25,0,0,0,0,15,0,0.01963,40.01963,NA
535,"NJ American Water Company, Incorporated",1345001-014,NJ1345001,Installation of New Water Meters,289553,96139.0,67287.0,163426.0,35,0,0,0,0,0,0,2.89553,37.89553,NA
536,"NJ American Water Company, Incorporated",0327001-012,NJ0327001,Installation of New Water Meters,253045,116624.0,81635.0,198259.0,35,0,0,0,0,0,0,2.53045,37.53045,NA
537,Brick Township Municipal Utilities Authority,1506001-007,NJ1506001,Chlorine Disinfection System Relocation,100000,2400000.0,1734000.0,4134000.0,1,0,20,0,0,0,15,1.34108,37.34108,NA
538,"NJ American Water Company, Incorporated",0712001-014,NJ0712001,Installation of New Water Meters,217230,171818.0,120271.0,292089.0,35,0,0,0,0,0,0,2.1723,37.1723,NA
539,Willingboro Municipal Utilities Authority,0338001-005,NJ0338001,Energy Savings Improvement Program (DW),35000,1571647.0,2280000.0,1885976.0,1,0,20,0,0,0,15,0.35,36.35,NA
540,Bellmawr Borough,0404001-003,NJ0404001,Replacement of water mains will be needed to serve a  brownfield redevelopment area.,11583,6100000.0,2944000.0,9044000.0,1,0,0,0,5,0,30,0.11583,36.11583,BIL (GEN)
540,Bellmawr Borough,0404001-004,NJ0404001,A new 0.3 MG storage tank is needed to serve a  Brownfield redevelopment area.,11583,380000.0,266000.0,646000.0,1,0,0,0,5,0,30,0.11583,36.11583,BIL (GEN)
541,Netcong Borough,1428001-001,NJ1428001,Water System Assment Management Plan,3250,95000.0,350000.0,114000.0,1,0,15,5,0,0,15,0.03342,36.03342,NA
542,"NJ American Water Company, Incorporated",0323001-003,NJ0323001,Installation of New Water Meters,42035,7092.0,4962.0,12054.0,35,0,0,0,0,0,0,0.42035,35.42035,NA
543,Willingboro Municipal Utilities Authority,0338001-013,NJ0338001,Replacement of Well No. 1,34731,433200.0,1593456.0,2026656.0,15,0,20,0,0,0,0,0.37731,35.37731,NA
544,Burlington Township,0306001-002,NJ0306001,Rehabilitate well #4,22000,75000.0,-3000.0,72000.0,15,0,20,0,0,0,0,0.22,35.22,NA
