Project.Number,County,System Name,Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,Code
19749,Orange,OTISVILLE (V),Otisville (V),"Water Storage and Distribution System Upgrades, Upgrade Storage, New Storage, Upgrade Distribution System",2169,14782560,35,3598963863,
19094,Hamilton,SPECULATOR (V),Speculator (V),"Elm Lake Road Water Main Replacement and Transmission Upgrades, Upgrade Transmission, Upgrade Distribution System",408,2200000,35,3601163863,
19113,Madison,O-WE-RA POINT WATER SUPPLY,Owera Water Works Transport,"Installation of iron treatment system and other upgrades to aged infrastructure, New Water Treatment Plant, Upgrade Pump Station",100,484100,35,3601647963,
18912,Onondaga,ONONDAGA COUNTY WATER AUTHORITY,OCWA,"Salt Springs Water Storage - New Tank and Rehab Existing Tank., Upgrade Storage, New Storage",100000,3523000,35,3605170963,
19518,St.Lawrence,CANTON (V),Canton (V),"Transmission Main Upgrades and Water Storage Tank Replacement, Upgrade Transmission, Upgrade Storage",6314,17841238,35,3623012201,
19219,Erie,ERIE COUNTY WATER AUTHORITY,Erie County Water Authority,"Van de Water WTP - Additional Filters No.5 and No.6, Upgrade Water Treatment Plant",180000,30246400,35,3653258601,
18801,Orange,MIDDLETOWN (C),Middletown (C),"Phase 1A - Kinch Pond to Greenville Turnpike Raw Water Main Replacement, Upgrade Transmission",30452,8389500,35,3661648101,
19483,Orange,MIDDLETOWN (C),Middletown (C),"Phase 1B - Greenville Turnpike to Shawangunk Reservoir Raw Water Main Replacement, Upgrade Transmission",30452,9713930,35,3671362031,
19221,Genesee,GENESEE COUNTY WATER SUPPLY,Genesee County,"Phase 3 Water Supply Project, Part 1. Funding Phase 1 of #19559., New Distribution System",30000,50800000,35,3722162031,
18203,Orange,MIDDLETOWN (C),Middletown (C),"Upgrade Storage, New Storage",28000,3800000,35,3725962031,FMP
19534,Rensselaer,RENSSELAER (C) PWS,Rensselaer (C),"Cross Street Pump Station Rehabilitation, Upgrade Water Treatment Plant, Upgrade Pump Station",9800,2199600,35,3728161631,
18140,Dutchess,RED HOOK VILLAGE,Red Hook (V),"New Storage, Upgrade Distribution System",2214,0,35,3728161631,FMP
18651,Dutchess,MILLERTON VILLAGE,Millerton (V),"Rehab. existing tank, repl. hydrants, rehab. water meters., Upgrade Storage, Upgrade Distribution System",1150,0,35,3728161631,FMP
18888,Cortland,MARATHON (V),Marathon (V),"Water Main Crossings of the Tioughnioga River, Upgrade Distribution System",1107,775000,35,3728936631,
18329,Jefferson,CHAUMONT VILLAGE,Chaumont (V),"Upgrade Transmission, Upgrade Distribution System",625,0,35,3728936631,FMP
19516,Ontario,CANANDAIGUA (C),Canandaigua (C),"Rehabilitation of settling basin equipment, New Other Expenses, New Other (OT)",39239,1266000,35,3730202631,
19536,Oneida,ROME (C),Rome (C),"Kessinger Dam Rehabilitation, Upgrade Surface Water Source",37300,14400000,35,3744602631,
19419,Niagara,NEWFANE (T),Newfane (T),"Replacement of WM on Jackson St and West Lake Rd, Upgrade Distribution System",9304,2200000,35,3746802631,
18593,Warren,WARRENSBURG WATER DISTRICT,Warrensburg (T),"Replacement of the water storage tank transmission main., New Transmission",3600,0,35,3746802631,FMP
18414,Orleans,HOLLEY VILLAGE,Holley (V),"Upgrade Storage, Upgrade Distribution System",2150,0,35,3746802631,FMP
18544,Broome,PORT DICKINSON (V),Port Dickinson (V),"Replace Aged Water Mains Chenango St. and Rochelle Rd., Upgrade Distribution System",1699,7200000,35,3754002631,
18947,Oneida,WATERVILLE (V),Waterville (V),"Relocation of booster pump station, Upgrade Pump Station",1526,400000,35,3754402631,
19453,Jefferson,CHAMPION WD#2,Champion (T),"Lead service line inventory., Upgrade Distribution System",712,26766,35,3754429397,
18974,Clinton,BLACK BROOK WD NO2,Black Brook (T),"Installation and replacement of water meters., Upgrade Other Expenses, Upgrade Other (OT)",77,845000,35,3755274397,
19195,Erie,ERIE COUNTY WATER AUTHORITY,Erie County Water Authority,"Sturgeon Point WTP Filtered Water Bypass, Upgrade Water Treatment Plant",370000,2950400,35,3758224797,
19554,Albany,ALBANY (C),Albany MWFA,"Water main replacement and upgrade of associated appurtenances., Upgrade Distribution System",100000,7628722,35,3765853519,
18588,Niagara,NIAGARA FALLS WATER BOARD,Niagara Falls Public Water Auth,"Watermain and Lead Service Replacement., Upgrade Distribution System",55593,0,35,3765853519,
18841,Niagara,NIAGARA FALLS WATER BOARD,Niagara Falls Water Board,"Replacement of aged and undersized distribution main, and appurtenances., Upgrade Distribution System",55593,5300000,35,3771153519,
18723,Dutchess,POUGHKEEPSIE (C),City of Poughkeepsie,Upgrade Distribution System,38180,15770000,35,3786923519,
19472,Oneida,ROME (C),Rome (C),"Lead service line inventory., Upgrade Distribution System",30000,412000,35,3787335519,
19597,Ulster,KINGSTON (CITY) WATER DEPARTMENT,Kingston (C),"Lead Service Line Inventory., Upgrade Distribution System",24069,540000,35,3787875519,
18452,Cortland,CORTLAND (C),Cortland (C),"Service Line Replacement, Upgrade Distribution System",20095,3150000,35,3791025519,
19280,Clinton,PLATTSBURGH (C),Plattsburgh (C),"Lead service line inventory., Upgrade Distribution System",19840,324000,35,3791349519,
19589,Cortland,CORTLAND (C),Cortland (C),"Groton Ave Improvements Project, Upgrade Distribution System",18670,2320361,35,3793669880,
19619,Genesee,BATAVIA (C),Batavia (C),"Lead Service Line Inventory, Upgrade Distribution System",15600,772500,35,3794442380,
19631,Warren,GLENS FALLS (C),Glens Falls (C),"Lead service line inventory., Upgrade Distribution System",14784,533540,35,3794975920,
19292,Ontario,CANANDAIGUA (C),Canandaigua (C),"Lead Service Line Inventory., Upgrade Distribution System",11000,869300,35,3795845220,
18937,St. Lawrence,POTSDAM VILLAGE,Potsdam (V),"Elm Street Water main replacement., Upgrade Distribution System",9425,1116000,35,3796961220,
19410,Seneca,SENECA FALLS (T),Seneca Falls (T),"Lead Service Line Inventory., Upgrade Distribution System",9000,1088710,35,3798049930,
18761,Wyoming,WARSAW (T),Warsaw (T),"WD No. 1 WM Replacement Saltvale Rd., Upgrade Distribution System",5316,1397000,35,3799446930,
19861,Erie,(C) BUFFALO,(C) Buffalo,"Lead Service Line Replacement, Upgrade Distribution System",4400,16372000,35,3815818930,
19832,Greene,CATSKILL (V),Catskill (V),"Replacement of approximately 4,685 LF of Watermain",3833,5000000,35,3820818930,
19245,Chautauqua,POMFRET (T),Pomfret (T),"Berry WD Water Main Replacement, Upgrade Distribution System",3365,2260000,35,3823078930,
19246,Chautauqua,POMFRET (T),Pomfret (T),"Chestnut WD Watermain Replacement, Upgrade Distribution System",3365,960000,35,3824038930,
19862,Genesee,(C) BATAVIA,(C) Batavia,"Lead Service Line Replacement Project, Upgrade Distribution System",3110,10744805,35,3834783735,
19422,Herkimer,FRANKFORT (V),Frankfort (V),"Lead service line replacement., Upgrade Distribution System",2502,551050,35,3835334785,
19454,Jefferson,CLAYTON (V),Clayton (V),"Lead service line inventory., Upgrade Distribution System",2079,82391,35,3835417177,
19446,Herkimer,DOLGEVILLE (V),Dolgeville (V),"Lead service line inventory., Upgrade Distribution System",2042,352260,35,3835769437,
18938,Oneida,WATERVILLE (V),Waterville (V),"Stafford Ave Area WM Replacement., Upgrade Distribution System",1526,4400000,35,3840169437,
18757,Chautauqua,BROCTON (V),Brocton (V),"Replacement of approximately 3,400 LF of 8"" watermain., Upgrade Distribution System",1486,0,35,3840169437,FMP
19460,St. Lawrence,STAR LAKE WD,Fine (T),"Lead service line inventory., Upgrade Distribution System",1300,48419,35,3840217855,
19281,Niagara,NORTH TONAWANDA (C),North Tonawanda (C),"Lead service line inventory., Upgrade Distribution System",1000,173100,35,3840390955,
19877,Lewis,CROGHAN (V),Croghan (V),"Lead service line inventory., New Distribution System",900,267800,35,3840658755,
18894,Montgomery,PALATINE BRIDGE (V) WATER WORKS,Palatine Bridge (V),"Rt. 5 Watermain Replacement., Upgrade Distribution System",890,495500,35,3841154255,
18836,Tompkins,DRYDEN WD,Dryden (T),"Route 366 / Hamlet of Varna Water Main Replacement., Upgrade Distribution System",725,3588518,35,3844742773,
19463,St. Lawrence,HEUVELTON (V),Heuvelton (V),"Lead service line inventory., Upgrade Distribution System",659,32747,35,3844775521,
19549,Livingston,GENESEO (V),Geneseo (V),"Replace WM approx 3,300 LF on Oak and Second Streets, Upgrade Distribution System",240,2037550,35,3846813071,
18925,Wayne,CLYDE (V),Clyde (V),"Main replacement on Glasgow St., Upgrade Distribution System",226,2950000,35,3849763071,
19632,Warren,GLENS FALLS (C),Glens Falls (C),"Lead service line replacement., Upgrade Distribution System",42,257500,35,3850020571,
19523,St. Lawrence,OGDENSBURG (C),Ogdensburg (C),"East David St. Infrastructure Replacement Project, Upgrade Distribution System",30,1926100,35,3851946671,
18950,Orange,ARROW PARK WD,Monroe (T),"New well for redundancy, water main replacement, and replacement of the treatment building in-kind",83,2740830,30,3854687501,
18256,Broome,CHENANGO CONSOLIDATED WD #1,Chenango (T),"New well and appurtenances as redundancy for Northgate Well., New Ground Water Source",9200,2519195,30,3857206696,
19809,Ontario,TOWN OF CANANDAIGUA WS,Canandaigua (T),"Replacement of Asbestos Cement Pipe transmission main and installation of new surface aspirators., Upgrade Transmission",6650,8520000,30,3865726696,
18744,Ulster,PORT EWEN WATER DISTRICT,Esopus (T),Port Ewen WD upgrades to water treatment plant and distribution system infrastructure,4800,0,30,3865726696,FMP
19855,Schenectady,ROTTERDAM (T),Rotterdam (T),WD #3 & #4 Water System Improvements including replacing aged mains and a new GW well.,1900,8577000,30,3874303696,
19263,Warren,BOLTON WATER DISTRICT,Bolton (T),Phase II Water System Improvements.,1800,3670920,30,3877974616,
19513,Warren,DIAMOND POINT WD,Lake George (T),"Replacement of Aged Water Main, Upgrade Distribution System",495,1485260,30,3879459876,
19279,Ulster,PORT EWEN WATER DISTRICT,Esopus (T),"Emergency interconnection infrastructure, WTP electrical updates, Water Main Replacement",4500,3099200,30,3882559076,
18431,Warren,LAKE LUZERNE (T),Lake Luzerne (T),Rehabilitate existing water storage tank and replace water mains.,2500,2573000,30,3885132076,
19573,Sullivan,WURTSBORO (V),Wurtsboro (V),Pennsylvania Ave and 1st St Well House Improvements,1265,1647200,30,3886779276,
18423,Essex,RAY BROOK WD,North Elba (T),"Upgrade Storage, Upgrade Distribution System",400,0,30,3886779276,FMP
18885,Sullivan,YOUNGSVILLE WD,Callicoon (T),"Replace 125,000-gal storage tank, New Storage",300,1436228,30,3888215504,
17683,Clinton,PLEASANT RIDGE WATER,Clinton,New Storage,168,0,30,3890200504,
19497,Genesee,GENESEE COUNTY WATER SUPPLY,Genesee County,"Phase 2 - Chlorination Booster Upgrades, Tank THM Treatment, and Transmission Upgrades",57808,2812000,30,3893012504,
19570,Westchester,PEEKSKILL (C),Peekskill (C),"Camp Field Reservoir dredging, Lower Wiccopee Dam spillway modifications, and water main replacement",25514,8166000,30,3901178504,
18914,Onondaga,ONONDAGA COUNTY WATER AUTHORITY,OCWA,"Replacement of Warners Water Storage Tank, New Storage",5000,1081500,30,3902260004,
18625,Steuben,ERWIN WELL NO. 7,Erwin (T),New Well No. 7,2954,2149133,30,3904409137,
19197,Wayne,ROSE (T),Rose (T),Catchpole Wellfield Upgrades to address Fe/Mn and Sulfide,1950,2141780,30,3906550917,
18440,Onondaga,ONONDAGA COUNTY WATER AUTHORITY,OCWA,Oakridge Storage Tank Replacement,1500,2400000,30,3908950917,
19106,Greene,TANNERSVILLE (V),Tannersville (V),Emergency Water Storage Tank Replacement,600,400000,30,3909350917,
19032,Dutchess,PAWLING WD NO. 2,Pawling (T),Pawling WD No. 2 Phase 1 Treatment and Storage Upgrades,243,853500,30,3910204417,
19367,Westchester,PEEKSKILL (C),Peekskill (C),Lead Service Line Inventory,24075,1465690,30,3911670107,
19641,Schenectady,SCOTIA (V),Scotia (V),Lead service line inventory,12800,61800,30,3911731907,
19466,Jefferson,LERAY (T),Leray (T),Lead service line inventory,10000,87962,30,3911819869,
19226,Niagara,PORTER (T),Porter (T),Replacement of WM on 5 Areas of the Town,6070,6785000,30,3918604869,
18899,Wayne,WAYNE COUNTY WATER & SEWER AUTH,Lyons (T),"Replace approx. 23,000-LF of water main and appurtenances",5500,14332625,30,3932937494,
19735,Rensselaer,HOOSICK FALLS (V),Hoosick Falls (V),Lead service line inventory,4500,492000,30,3933429494,
19202,Madison,HAMILTON (V),Hamilton (V),"NY Rt. 12B Water Main Replacement, new hydrants, valves and services, Upgrade Distribution System",4017,6446770,30,3939876264,
19400,Onondaga,JORDAN (V),Jordan (V),"Lead Service Line Inventory, Upgrade Distribution System",3600,313200,30,3940189464,
19588,Saratoga,CORINTH (V),Corinth (V),"Replace water main along Hill Ave and Heath Ave, Upgrade Water Treatment Plant, Upgrade Distribution System",3000,1011500,30,3941200964,
19816,Washington,HUDSON FALLS (V),Hudson Falls (V),"Warren Street Canal Crossing, Water Pumping Station Discharge Piping, Maple Street Canal Crossing, & Pearl Street WM Replacement, Upgrade Distribution System",2400,6444950,30,3947645914,
19421,Essex,LAKE PLACID (V),Lake Placid (V),"Lead service line inventory, Upgrade Distribution System",2229,440632,30,3948086546,
19445,Clinton,ROUSES POINT WATER DISTRICT,Rouses Point (V),"Lead service line inventory, Upgrade Distribution System",2195,273980,30,3948360526,
19398,Cayuga,WEEDSPORT (V),Weedsport (V),"Lead Service Line Inventory, Upgrade Distribution System",1945,606500,30,3948967026,
19461,Jefferson,ADAMS (V),Adams (V),"Lead service line inventory, Upgrade Distribution System",1775,519120,30,3949486146,
19808,Greene,VILLAGE OF COXSACKIE,Coxsackie (V),"Lead Service Line Inventory, Upgrade Distribution System",1300,41450,30,3949527596,
19470,Jefferson,RUTLAND (T),Rutland (T),"Lead service line inventory, Upgrade Distribution System",1250,48419,30,3949576015,
18426,Warren,GLENS FALLS (C),Glens Falls (C),"Replacement of aged water main, Upgrade Distribution System",1184,30426200,30,3980002215,
19637,Steuben,VILLAGE OF CASTILE,Castile (V),"Lead Service Line Inventory, Upgrade Distribution System",1135,315000,30,3980317215,
19372,Chenango,NEW BERLIN (V),New Berlin (V),"Lead Service Line Inventory, Upgrade Distribution System",1000,398200,30,3980715415,
19444,Otsego,EDMESTON (T),Edmeston (T),"Leads Service line inventory, Upgrade Distribution System",900,359200,30,3981074615,
19458,Lewis,DIANA (T),Diana (T),"Lead service line inventory, Upgrade Distribution System",650,28818,30,3981103433,
19757,Warren,GLENS FALLS (C),Glens Falls (C),"Replacement of WM around Mason Street, Upgrade Distribution System",429,5345700,30,3986449133,
19459,St.Lawrence,EDWARDS (T),Edwards (T),"Lead service line inventory, Upgrade Distribution System",400,20138,30,3986469271,
19755,Warren,GLENS FALLS (C),Glens Falls (C),"Replacement of WM around Grand Street, Upgrade Distribution System",339,4367200,30,3990836471,
19761,Warren,GLENS FALLS (C),Glens Falls (C),"Replacement of Water Main around Harrison Ave, Upgrade Distribution System",333,3481400,30,3994317871,
19762,Warren,GLENS FALLS (C),Glens Falls (C),Replacement of Water Main in Windy Ridge Area,273,6252100,30,4000569971,
19759,Warren,GLENS FALLS (C),Glens Falls (C),"Replacement of Watermain around Gage Street, Upgrade Distribution System",237,3481400,30,4004051371,
19753,Warren,GLENS FALLS (C),Glens Falls (C),"Cooper Street WM Replacement, Upgrade Distribution System",213,4439300,30,4008490671,
19763,Warren,GLENS FALLS (C),Glens Falls (C),"Replacement of Water Main in the Grant Ave Area, Upgrade Distribution System",210,3059100,30,4011549771,
19815,Greene,VILLAGE OF COXSACKIE,Coxsackie (V),"Lead Service Line Replacement, Upgrade Distribution System",210,1294945,30,4012844716,
19174,Onondaga,SYRACUSE CITY,Syracuse (C),Water Department Security Fence Improvements,192000,1184500,30,4014029216,
18934,Schoharie,COBLESKILL WATER DISTRICT,Cobleskill (T),"Extension of Cobleskill (V) to Cobleskill (T) WD #2, Extend Distribution System",20,535600,30,4014564816,
18880,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"North Fork Transmission Main - Southold, Extend Distribution System",1009264,27489708,25,4042054524,
18748,Broome,BINGHAMTON (T) CONSOLIDATED WD,Binghamton (T),"Powers Road Storage Tank Replacement, New Storage",2600,939393,25,4042993917,
18866,Saratoga,SARATOGA COUNTY WATER AUTHORITY,Saratoga County WA,"Cordero Blvd New Storage and Controls., New Storage",100000,0,25,4042993917,FMP
19765,Westchester,YONKERS (C),Yonkers (C),"Replacement of 750 LF of transmission main, Upgrade Distribution System",60070,1997720,25,4044991637,
18503,Westchester,WESTCHESTER JOINT WATER WORKS,WJWW,Upgrade Pump Station,55210,3300000,25,4048291637,
19173,Dutchess,POUGHKEEPSIE (T),Poughkeepsie (T),Rehabilitation of two 5 MG tanks and improvements to Spackenkill Water Pump Station,45471,11251426,25,4059543063,
18496,Westchester,GREENBURGH CONSOLIDATED WD #1,Greenburg (T),"Rumbrook-Knollwood CWD Interconnection, New Inter-Connection",38489,12119500,25,4071662563,
18868,Schenectady,GLENVILLE WD #11,Glenville (T),"Upgrade WTP, rehab Lolik Lane Tanks #1 & #2, and Distribution., Upgrade Water Treatment Plant",15000,25729561,25,4097392123,
18613,Tioga,OWEGO WD #2 & #3,Owego (T),"Crestview Well House and Rt 434 Transmission Main Improvements., New Ground Water Source",4904,2425341,25,4099817464,
18787,Dutchess,RED HOOK WATER DISTRICT #1,Red Hook (V),"Enhance interconnection with Red Hook (T); eliminate Well #4 due to PFAS, Upgrade Storage",1440,0,25,4099817464,FMP
19109,Niagara,ROYALTON (T),Royalton (T),"Replacement of WM within the Hamlet of Gasport, Upgrade Distribution System",1396,6430000,25,4106247464,
19754,Putnam,KENT WD NO. 1 AND 2,Kent (T),"Two new wells, storage tank replacement, and service connection relocation to increase CT",480,1478300,25,4107725764,
19144,Suffolk,WEST NECK WATER SUPPLY,Shelter Island (T),"New Ground Water Source, Upgrade Distribution System",100,2250928,25,4109976692,
19160,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Replacement of Well No. 1A at the Adams Avenue Well Field., Upgrade Ground Water Source",1009264,1200000,25,4111176692,
19494,Monroe,MONROE COUNTY WATER AUTHORITY,Monroe County Water Authority,Shoremont WTP - Replacement of GAC media to remove PFOA/PFOS,400000,3050000,25,4114226692,
18633,Nassau,HEMPSTEAD (V),Hempstead (V),"Installation of two new wells and Chemical Feed/Control Bldg., New Other Expenses",56000,0,25,4114226692,FMP
19037,Ulster,ULSTER WATER DISTRICT,Ulster (T),"0.45 MG Storage Tank Replacement, Upgrade Storage",5500,1880000,25,4116106692,
18949,Dutchess,MILLERTON (V),Millerton (V),"Replacement of watermain, minor updates to Well, Upgrade Distribution System",2150,6280454,25,4122387146,
19209,Cayuga,FAIR HAVEN VILLAGE,Fair Haven (V),"Replacement of Asbestos Cement Watermain, Upgrade Distribution System",1000,5892888,25,4128280034,
19397,Monroe,MONROE COUNTY WATER AUTH,MCWA,"Lead Service Line Inventory., Upgrade Distribution System",558818,25390000,25,4153670034,
18926,Monroe,MONROE COUNTY WATER AUTHORITY,Monroe County Water Authority,"Installation of emergency scrubber for chlorine gas treatment., Upgrade Other Expenses",200000,300000,25,4153970034,
19237,Erie,ERIE COUNTY WATER AUTHORITY,Erie County Water Authority,"Union Road Watermain Replacement, Upgrade Distribution System",150000,10439606,25,4164409640,
19282,Erie,TONAWANDA (T),Tonawanda (T),"Lead service line inventory., Upgrade Distribution System",88990,324500,25,4164734140,
19620,Otsego,ONEONTA (C),Oneonta (C),"Lead Service Line Replacement, Upgrade Distribution System",16000,2100000,25,4166834140,
19141,Rensselaer,RENSSELAER (C) PWS,Rensselaer (C),"Washington Avenue Main Replacement, Upgrade Distribution System",9210,3219551,25,4170053691,
18921,Niagara,NEWFANE WD#4,Newfane (T),"Approximately 2,400 ft main replacement., Upgrade Distribution System",6196,1102615,25,4171156306,
19293,Seneca,WATERLOO (V),Waterloo (V),"Lead Service Line Inventory., Upgrade Distribution System",4924,502310,25,4171658616,
19404,Cortland,HOMER (V),Homer (V),"Lead Service Line Inventory., Upgrade Distribution System",4000,1050600,25,4172709216,
19401,Onondaga,ELBRIDGE (T),Elbridge (T),"Lead Service Line Inventory., Upgrade Distribution System",3600,442656,25,4173151872,
19403,Onondaga,ELBRIDGE (V),Elbridge (V),"Lead Service Line Inventory., Upgrade Distribution System",3600,288144,25,4173440016,
19443,Albany,RAVENA (V),Ravena (V),"Lead service line inventory., Upgrade Distribution System",3271,345050,25,4173785066,
19274,Erie,AKRON (V),Akron (V),"East Avenue Water Main Replacement, Upgrade Distribution System",3085,3028200,25,4176813266,
19121,Livingston,AVON TOWN WATER DISTRICT,Avon (T),"Townwide Water Main Replacement and Tank Improvements, Upgrade Storage, Upgrade Distribution System",3000,8577750,25,4185391016,
19449,Warren,LAKE LUZERNE (T),Lake Luzerne (T),"Lead service line inventory., Upgrade Distribution System",2500,650342,25,4186041358,
19613,Cattaraugus,RANDOLPH (T),Randolph (T),"Lead Service Line Inventory, Upgrade Distribution System",1960,563000,25,4186604358,
19593,Westchester,MT. VERNON BOARD OF WATER,Mt. Vernon (C),"Lead Service Line Replacement., Upgrade Distribution System",1200,6100000,25,4192704358,
18230,Monroe,MONROE COUNTY WATER AUTHORITY,Monroe County Water Authority,Upgrade Distribution System,1000,855000,25,4193559358,
19551,Allegany,ALMOND (V),Almond (V),"Mill St. & Maple Ridge Water Main Improvements Project, Upgrade Distribution System",690,1025000,25,4194584358,
19630,Delaware,FRANKLIN (V),Franklin (V),"Lead Service Line Inventory., Upgrade Distribution System",342,201465,25,4194785823,
19617,Cattaraugus,FRANKLINVILLE (V),Franklinville (V),"Lead Service Line Replacement, Upgrade Distribution System",293,2626000,25,4197411823,
19615,Erie,ERIE COUNTY WA,Erie County Water Authority,"Lead Service Line Replacement, Upgrade Distribution System",117,910000,25,4198321823,
19114,Erie,ERIE COUNTY WATER AUTHORITY,Erie County Water Authority,"Line Maintenance Facility at Sturgeon Point WTP, Upgrade Other Expenses, Upgrade Other (OT)",370000,2997200,25,4201319023,
19122,Erie,ERIE COUNTY WATER AUTHORITY,Erie County Water Authority,"Van De Water WTP and RWPS HVAC Upgrades, Upgrade Water Treatment Plant",180000,3831863,25,4205150886,
19002,Suffolk,DIX HILLS WATER DISTRICT,Dix Hills WD,"Rehabilitation at Plant No. 3 including replacement of well pumps and chemical system, Upgrade Water Treatment Plant",41000,4634000,20,4209784886,
19018,Nassau,LONG BEACH CITY,Long Beach (C),"Well 16A Replacement, New Ground Water Source",35000,4993440,20,4214778326,
19304,Nassau,BETHPAGE WATER DISTRICT,Bethpage WD,"Plant No. 5 Construction of building for existing AOP and GAC, Install redundant AOP, Upgrade Water Treatment Plant",28100,6959000,20,4221737326,
18961,Nassau,GLEN COVE CITY,Glen Cove (C),"Nancy Court Pump Station Upgrades., Upgrade Pump Station",28000,2234000,20,4223971326,
19383,Rensselaer,EAST GREENBUSH (T),East Greenbush (T),"Cross Street Pump Station Rehabilitation, Upgrade Water Treatment Plant, Upgrade Pump Station",21000,2199600,20,4226170926,
18780,Dutchess,FISHKILL (V),Fishkill (V),"Water System Upgrades and rehabilitation of existing wells, Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage",11289,10525000,20,4236695926,
18615,Orange,NEW WELL SUPPLY: TROUT BROOK WELL FIELD,Woodbury (V),"New Well #11 with treatment at Trout Brook Well Field., New Water Treatment Plant, New Ground Water Source",10741,4739921,20,4241435847,
18901,Erie,BOSTON (T),Boston (T),"Water Districts No.1 & 2 Water System Improvements, Upgrade Pump Station, Upgrade Distribution System",6604,16123067,20,4257558914,
19089,Orange,CHESTER VILLAGE,Chester (V),"Storage and WTP Improvements, Upgrade Water Treatment Plant, Upgrade Storage",3448,1950000,20,4259508914,
19235,Nassau,SANDS POINT (V),Sands Point (V),"Construction of new supply well #9, New Ground Water Source",2900,7337000,20,4266845914,
18919,Genesee,MONROE COUNTY WA,Monroe County Water Authority,"1.5MG Tank Installation in Town of Pavilion., New Storage",8820,5055000,20,4271900914,
19218,Nassau,BAYVILLE (V),Bayville (V),"Rehab of Plant No. 1-3, Upgrade Water Treatment Plant",8800,1661184,20,4273562098,
19047,Nassau,LOCUST VALLEY WD,Locust Valley WD,"Raise elevation of Pump Station No. 4 for resiliency and redundancy during storm events, Upgrade Water Treatment Plant",7500,3150000,20,4276712098,
19649,Genesee,BATAVIA (T),Batavia (T),"Pearl Street Rd, Asbestos Cement WM Replacement, Upgrade Distribution System",6293,3675900,20,4280387998,
19345,Dutchess,RED HOOK WD NO. 1,Red Hook (T),"Storage Tank Replacement on Kelly Road, Upgrade Storage",1600,4338900,20,4284726898,
18609,Livingston,LEICESTER (V),Leicester (V),"Replacement of WM on South Pkwy, Pleasant St, & Maple Ln, Upgrade Distribution System",440,1246000,20,4285972898,
19614,Onondaga,ONONDAGA COUNTY WATER AUTHORITY,OCWA,"Lead Service Line Inventory, Upgrade Distribution System",500000,1143000,20,4287115898,
19602,NY City,NEW YORK CITY,NYCMWFA,"Lead Service Line Inventory., Upgrade Distribution System",215564,4716862,20,4291832760,
19336,Westchester,YONKERS (C),Yonkers (C),"Lead Service Line Inventory., Upgrade Distribution System",211569,3115750,20,4294948510,
19315,Nassau,HICKSVILLE WD,Hicksville WD,"Lead service line inventory., Upgrade Distribution System",48000,1086200,20,4296034710,
19198,Wayne,WILLIAMSON (T),Williamson (T),"Bennett St. Area Watermain Replacement, Upgrade Distribution System",6757,3189900,20,4299224610,
19286,Oneida,SHERRILL - KENWOOD WD,Sherrill (C),"Lead service line inventory., Upgrade Distribution System",3500,25750,20,4299250360,
19380,Dutchess,MILLERTON (V),Millerton (V),"Lead Service Line Inventory, Upgrade Distribution System",2000,128000,20,4299378360,
18237,Oswego,MEXICO (V),Mexico (V),"Replacement of old and undersized water main., Upgrade Distribution System",1572,725000,20,4300103360,
19471,Jefferson,SACKETS HARBOR (V),Sackets Harbor (V),"Lead service line inventory., Upgrade Distribution System",1550,54610,20,4300157970,
18887,Essex,MINERVA WD,Minerva (T),"Replacement of Approx. 6,400-ft of water main., Upgrade Distribution System",800,0,20,4300157970,FMP
19875,Saratoga,WATERFORD WATER WORKS,Waterford (T),"Lead service line replacement., Upgrade Distribution System",366,2208887,20,4302366857,
19465,St. Lawrence,LISBON WD,Lisbon (T),"Lead service line inventory., Upgrade Distribution System",300,14494,20,4302381350,
19214,Monroe,MONROE COUNTY WATER AUTHORITY,Monroe County Water Authority,"Glen Iris Dr. Watermain Replacement, Upgrade Distribution System",120,498520,20,4302879870,
19135,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Replacement of Aging Production Well No. 1A at the Falcon Drive Well Field, Upgrade Ground Water Source",1009264,1200000,15,4304079870,
19813,Nassau,PLAINVIEW WATER DISTRICT,Plainview WD,"Upgrade and improve interconnections., Upgrade Inter-Connection",202164,1337260,15,4305417130,
19845,Dutchess,POUGHKEEPSIE WATER TREATMENT FACILITY,Poughkeepsie JWB,"Filter underdrain replacement, Upgrade Water Treatment Plant",74504,4415700,15,4309832830,
19208,Nassau,JERICHO WD,Jericho WD,"Replacement of 1.5MG Syosset water storage tank, New Storage",58000,14621000,15,4324453830,
18796,Nassau,LONG BEACH (C),Long Beach (C),"Replace Standpipe with new Storage Tank at Park Place WTP, New Storage",35000,17875980,15,4342329810,
19275,Suffolk,RIVERHEAD WATER DISTRICT,Riverhead (T),"New Ground Storage Tank at East Wind Drive, New Storage",35000,10250000,15,4352579810,
15452,Nassau,PORT WASHINGTON WD,Port Washington Water District,Upgrade Storage,34000,5560426,15,4358140236,
19678,Nassau,WATER AUTHORITY OF GREAT NECK NORTH,WA of Great Neck North,"Replacement of 19,000 LF of Asbestos Main, Upgrade Distribution System",32400,11553000,15,4369693236,
