Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,emmali_notes
19455,St. Lawrence,CLIFTON (T) / Clifton (T),"Lead service line inventory., Upgrade Distribution System",232,"$20,128.00",40,"$8,624,308,907.00",
19447,St. Lawrence,POTSDAM (V) / Potsdam (V),"Lead service line inventory., Upgrade Distribution System","8,312","$1,077,380.00",40,"$8,625,386,287.00",
"18,940",St. Lawrence,EAST LOUISVILLE WATER DISTRICT / Louisville (T),"WTP Upgrade., Upgrade Water Treatment Plant, New Water Treatment Plant","1,200","$2,082,625.00",40,"$8,627,468,912.00",
"19,543",St. Lawrence,WADDINGTON (V) / Waddington (V),"Main St. and St. Lawrence Ave. Waterline Replacement, Upgrade Distribution System",937,"$1,930,709.00",35,"$8,629,399,621.00",
19523,St. Lawrence,OGDENSBURG (C) / Ogdensburg (C),"East David St. Infrastructure Replacement Project, Upgrade Distribution System",30,"$1,926,100.00",35,"$8,631,325,721.00",
19518,St. Lawrence,CANTON (V) / Canton (V),"Transmission Main Upgrades and Water Storage Tank Replacement, Upgrade Transmission, Upgrade Storage","6,314","$17,841,238.00",35,"$8,649,166,959.00",
19463,St. Lawrence,HEUVELTON (V) / Heuvelton (V),"Lead service line inventory., Upgrade Distribution System",659,"$32,747.00",35,"$8,649,199,706.00",
19460,St.Lawrence,STAR LAKE WD / Fine (T),"Lead service line inventory., Upgrade Distribution System","1,300","$48,419.00",35,"$8,649,248,125.00",
18937,St.Lawrence,POTSDAM VILLAGE / Potsdam (V),"Elm Street Water main replacement., Upgrade Distribution System","9,425","$1,116,000.00",35,"$8,650,364,125.00",
19459,St.Lawrence,EDWARDS (T) / Edwards (T),"Lead service line inventory., Upgrade Distribution System",400,"$20,138.00",30,"$8,650,384,262.00",
19465,St.Lawrence,LISBON WD / Lisbon (T),"Lead service line inventory., Upgrade Distribution System",300,"$14,494.00",20,"$8,650,398,756.00",
18768,Steuben,CAMPBELL WATER DISTRICT / Campbell (T),"WD #1 Extension., New Ground Water Source, New System Consolidation",280,$0.00,1115,"$8,650,398,756.00",
19384,Steuben,BATH (V) / Bath (V),"Lead Service Line Inventory, Upgrade Distribution System","5,432",$0.00,1040,"$8,650,398,756.00",
18863,Steuben,PAINTED POST VILLAGE / Painted Post (V),"Well upgrades and replacement of storage tank, Upgrade Ground Water Source, Upgrade Storage","1,842","$8,289,487.00",65,"$8,658,688,243.00",
18625,Steuben,ERWIN WELL NO. 7 / Erwin (T),"New Well No. 7. , New Ground Water Source","2,954","$2,149,133.00",65,"$8,660,837,376.00",
19243,Steuben,COHOCTON (T) / Cohocton (T),"Tank rehab, distribution upgrades and looping, well house improvements, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",485,"$3,759,150.00",55,"$8,664,596,526.00",
19574,Steuben,PRATTSBURGH WD / Prattsburgh (T),"Water distribution system improvements , Upgrade Other Expenses, Upgrade Storage, Upgrade Distribution System, Upgrade Other (OT)",594,"$7,107,000.00",55,"$8,671,703,526.00",
15902,Steuben,ADDISON VILLAGE / Addison (V),"Main replacement & looping, new High Street Tank, wellhouse VFD improvements, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System","1,797","$1,690,000.00",55,"$8,673,393,526.00",
18565,Steuben,CANISTEO VILLAGE / Canisteo (V),"Replace critical sections of the water main within the Village's distribution system, and upgrades to stroage tank and meters., Upgrade Storage, Upgrade Distribution System","2,320",$0.00,50,"$8,673,393,526.00",
18820,Steuben,BATH (V) / Bath (V),"W. Washington, Liberty, Geneva, W. Morris St, E Steuben Distribution Improvements, Upgrade Distribution System","5,500",$0.00,50,"$8,673,393,526.00",
19432,Steuben,BATH (V) / Bath (V),"Replacement of Mt. Washington tank and Maple Heights tank, Upgrade Storage, Upgrade Distribution System","5,500","$8,500,000.00",45,"$8,681,893,526.00",
18908,Steuben,HORNELL (C) / Hornell (C),"Transmission main replacement., Upgrade Transmission","9,592","$2,375,000.00",40,"$8,684,268,526.00",
19385,Steuben,BATH (V) / Bath (V),"Lead service line replacement., Upgrade Distribution System","5,432","$1,561,000.00",40,"$8,685,829,526.00",
19637,Steuben,VILLAGE OF CASTILE / Castile (V),"Lead Service Line Inventory., Upgrade Distribution System","1,135","$315,000.00",30,"$8,686,144,526.00",
18861,Steuben,MORNINGSIDE HEIGHTS WD / Erwin (T),"Improvements to the WTP and security., Upgrade Water Treatment Plant","4,570","$688,452.00",20,"$8,686,832,978.00",
18973,Suffolk,RIVERHEAD WD / Riverhead (T),"WD Extension - Forge Rd MHPs due to PFOA/PFOS and Mn contamination in private wells, Extend Distribution System, Extend Water District","28,000","$1,185,000.00",110,"$8,688,017,978.00",
19312,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Water main extension to 64 homes with PFAS contaminated private wells along Old Country Road Area, Extend Distribution System",192,"$2,479,267.00",85,"$8,690,497,245.00",
19702,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Smith Street Well 8 - GAC, Upgrade Water Treatment Plant","12,188","$1,750,000.00",80,"$8,692,247,245.00",
19715,Suffolk,HAMPTON BAYS WD / Hampton Bays WD,"GAC Treatment at Plant No. 3, Upgrade Water Treatment Plant","15,500","$7,842,000.00",80,"$8,700,089,245.00",
19714,Suffolk,GREENLAWN WD / Greenlawn WD,"Wellhead Treatment for PFAS & VOCs at Well Nos 10 & 15, Upgrade Water Treatment Plant","42,000","$4,562,500.00",80,"$8,704,651,745.00",
19710,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Wheat Path Wells 2A & 3 - GAC, Upgrade Water Treatment Plant","11,623","$3,000,000.00",80,"$8,707,651,745.00",
19705,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Station Road Wells 2A & 3A - GAC, Upgrade Water Treatment Plant","11,900","$3,000,000.00",80,"$8,710,651,745.00",
19704,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"St. Johnland Road Well 1 - GAC, Upgrade Water Treatment Plant","25,629","$1,750,000.00",80,"$8,712,401,745.00",
19700,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Pierson Street Well 3 - GAC, Upgrade Water Treatment Plant","13,207","$1,750,000.00",80,"$8,714,151,745.00",
19698,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Oxhead Road Well 4 - GAC, Upgrade Water Treatment Plant","13,467","$1,750,000.00",80,"$8,715,901,745.00",
19693,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Morris Avenue Wells 1 & 3 - GAC, Upgrade Water Treatment Plant","14,983","$3,000,000.00",80,"$8,718,901,745.00",
19688,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Hawkins Road Well 3 - GAC, Upgrade Water Treatment Plant","30,980","$1,750,000.00",80,"$8,720,651,745.00",
19687,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Hallock Avenue Wells 2 & 3 - GAC, Upgrade Water Treatment Plant","1,735","$3,000,000.00",80,"$8,723,651,745.00",
19686,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Foxcroft Lane Well 2 - GAC, Upgrade Water Treatment Plant","21,580","$1,500,000.00",80,"$8,725,151,745.00",
19683,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Edgewood Avenue Well 2 - GAC, Upgrade Water Treatment Plant","1,520","$1,750,000.00",80,"$8,726,901,745.00",
19681,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Dare Road Well 2 - GAC, Upgrade Water Treatment Plant","21,262","$1,750,000.00",80,"$8,728,651,745.00",
19680,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Daniel Webster Drive Well 1 - GAC, Upgrade Water Treatment Plant","10,988","$1,750,000.00",80,"$8,730,401,745.00",
19677,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Crystal Brook Hollow Rd Wells 2 & 4 - GAC, Upgrade Water Treatment Plant","11,623","$3,000,000.00",80,"$8,733,401,745.00",
19672,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Church Street Well 2 - GAC, Upgrade Water Treatment Plant","26,487","$1,500,000.00",80,"$8,734,901,745.00",
19666,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Bicycle Path Well 1 - GAC, Upgrade Water Treatment Plant","11,472","$1,750,000.00",80,"$8,736,651,745.00",
19306,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Kings Park Road Well 2A - AOP, Upgrade Water Treatment Plant","36,536","$1,750,000.00",80,"$8,738,401,745.00",
19869,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Mayfair Drive Well No. 2 - AOP Treatment., New Water Treatment Plant","19,645","$1,750,000.00",80,"$8,740,151,745.00",
19361,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Wheeler Road Well No. 4 - AOP, Upgrade Water Treatment Plant","20,080","$1,750,000.00",80,"$8,741,901,745.00",
19332,Suffolk,RIVERHEAD WD / Riverhead (T),"Well No. 5-1 PFAS removal, Upgrade Water Treatment Plant","28,000","$2,200,000.00",80,"$8,744,101,745.00",
19689,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Horseblock Road Well 2 - GAC, Upgrade Water Treatment Plant","14,983","$1,750,000.00",80,"$8,745,851,745.00",
19302,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Oxhead Road Well 2A - AOP/GAC, Upgrade Water Treatment Plant","13,467","$3,000,000.00",80,"$8,748,851,745.00",
19870,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"South Spur Drive Well No. 2 - AOP Treatment., New Water Treatment Plant","20,048","$1,750,000.00",80,"$8,750,601,745.00",
19703,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"South River Road Area Water Main Extension, Extend Distribution System, Extend Water District",8,"$1,286,773.00",60,"$8,751,888,518.00",
19104,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Connection of public water to residences in Calverton, Town of Brookhaven along South River road due to PFAS detection in private wells, Upgrade Distribution System","1,009,264","$6,850,000.00",60,"$8,758,738,518.00",
19772,Suffolk,FISHERS ISLAND WATER WORKS / Fishers Island Utility Co,"Barlow Pond SWTP Improvements, Upgrade Water Treatment Plant","3,500","$3,531,847.00",50,"$8,762,270,365.00",
16069,Suffolk,RIVERHEAD WD / Riverhead (T),"Construction of Replacement Production Well, Upgrade Water Treatment Plant, Upgrade Ground Water Source","28,000","$2,754,000.00",50,"$8,765,024,365.00",
18882,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Connection of private wells to public water system in Manorville in the Town of Riverhead, Extend Distribution System, Extend Water District",192,"$9,494,261.00",45,"$8,774,518,626.00",
19694,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"National Blvd Vicinty Water Main Extension, Extend Distribution System, Extend Water District",20,"$1,601,050.00",45,"$8,776,119,676.00",
19682,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"East Patchogue Water Main Extension, Extend Distribution System, Extend Water District",35,"$1,479,800.00",45,"$8,777,599,476.00",
19674,Suffolk,SMITHTOWN WATER DISTRICT / Smithtown (T),"Extension of water district to serve PFAS contaminated private wells (Oakside Drive and Landing Ave), Extend Distribution System",9,"$1,426,000.00",45,"$8,779,025,476.00",
19670,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Brookhaven National Lab vicinity water main extension., Extend Distribution System, Extend Water District",76,"$2,560,500.00",45,"$8,781,585,976.00",
18972,Suffolk,RIVERHEAD WD / Riverhead (T),"WD Extension Nos. 95 & 96 - Calverton. Extend Public Water to Address PFAS in Private Residential Wells., Extend Distribution System, Extend Water District",190,"$12,178,000.00",45,"$8,793,763,976.00",
18971,Suffolk,RIVERHEAD WD / Riverhead (T),"WD Extensions - Manorville (Ext #94) due to MTBE, PFOA, PFOS, and Fe/Mn contamination in private wells, Extend Distribution System, Extend Water District","28,000","$12,877,000.00",45,"$8,806,640,976.00",
19867,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Bay Avenue vicinity water main extension, Extend Distribution System",26,"$1,697,858.00",45,"$8,808,338,834.00",
19701,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Railroad Avenue Well 2 - GAC, Upgrade Water Treatment Plant","8,046","$1,750,000.00",40,"$8,810,088,834.00",
19690,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,Upgrade Water Treatment Plant,"25,629","$3,000,000.00",40,"$8,813,088,834.00",
19671,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Carroll Street Well 2 - GAC, Upgrade Water Treatment Plant","62,387","$1,500,000.00",40,"$8,814,588,834.00",
19727,Suffolk,SOUTH HUNTINGTON WD / South Huntington WD,"Plant No. 15 - 1,4-dioxane removal via AOP, Upgrade Water Treatment Plant","81,760","$7,700,000.00",40,"$8,822,288,834.00",
19719,Suffolk,DIX HILLS WD / Dix Hills WD,"New Ion Exchange System for Perchlorate Removal at Plant 5, Upgrade Water Treatment Plant","41,000","$3,500,000.00",40,"$8,825,788,834.00",
19713,Suffolk,GREENLAWN WD / Greenlawn WD,"GAC Treatment for TCE Removal at Plant 6, Upgrade Water Treatment Plant","42,000","$2,320,500.00",40,"$8,828,109,334.00",
19709,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"West Prospect Street Well 2A - GAC, Upgrade Water Treatment Plant","4,550","$1,750,000.00",40,"$8,829,859,334.00",
19708,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"West Neck Road Well 6 - GAC, Upgrade Water Treatment Plant","1,048","$1,750,000.00",40,"$8,831,609,334.00",
19706,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Strathmore Court Drive Well 1 - GAC, Upgrade Water Treatment Plant","40,220","$1,500,000.00",40,"$8,833,109,334.00",
19699,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Patchogue-Yaphank Road Well 1 - GAC, Upgrade Water Treatment Plant","5,974","$1,750,000.00",40,"$8,834,859,334.00",
19697,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"North Magee Wells 3 & 4 - GAC, Upgrade Water Treatment Plant","7,084","$3,000,000.00",40,"$8,837,859,334.00",
19696,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"North Country Road Well 1 - GAC, Upgrade Water Treatment Plant","11,723","$1,750,000.00",40,"$8,839,609,334.00",
19695,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Nichols Road South Well 2A - GAC, Upgrade Water Treatment Plant","3,567","$1,500,000.00",40,"$8,841,109,334.00",
19691,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Liberty Street Street Well 3 - GAC, Upgrade Water Treatment Plant","20,080","$1,750,000.00",40,"$8,842,859,334.00",
19684,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Fairmont Avenue Well 2 - GAC, Upgrade Water Treatment Plant","24,247","$1,750,000.00",40,"$8,844,609,334.00",
19673,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"College Road Well 2 - GAC, Upgrade Water Treatment Plant","21,262","$1,500,000.00",40,"$8,846,109,334.00",
19669,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Boyle Road Well 2 - GAC, Upgrade Water Treatment Plant","11,472","$1,500,000.00",40,"$8,847,609,334.00",
19668,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Boyle Road South Well 1 - GAC, Upgrade Water Treatment Plant","21,262","$1,500,000.00",40,"$8,849,109,334.00",
19667,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Blue Point Road Well 4A - GAC, Upgrade Water Treatment Plant","18,937","$1,500,000.00",40,"$8,850,609,334.00",
19711,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"William Floyd Parkway Wells 2 & 3A - GAC, Upgrade Water Treatment Plant","5,974","$3,000,000.00",40,"$8,853,609,334.00",
19591,Suffolk,RIVERHEAD WATER DISTRICT / Riverhead (T),"Well No. 5-2A PFAS removal, Upgrade Water Treatment Plant",190,"$2,327,800.00",40,"$8,855,937,134.00",
19294,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Hawkins Road Well Field AOP, Upgrade Water Treatment Plant","30,980","$1,500,000.00",40,"$8,857,437,134.00",
19477,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"New AOP system at Montauk Point State Blvd well field. , New Water Treatment Plant","4,318","$3,000,000.00",40,"$8,860,437,134.00",
19029,Suffolk,SOUTH HUNTINGTON WD / South Huntington WD,"Plant No. 4 - AOP/GAC treatment for 1,4-Dioxane and PFOA/PFOS removal, Upgrade Water Treatment Plant","81,760","$7,236,150.00",40,"$8,867,673,284.00",
19339,Suffolk,DIX HILLS WATER DISTRICT / Dix Hills WD,"Wellhead GAC treatment for Plant No. 7. , New Water Treatment Plant","41,000","$8,227,000.00",40,"$8,875,900,284.00",
19309,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Reservoir Ave Wells 1A & 2 - AOP, Upgrade Water Treatment Plant","7,347","$3,000,000.00",40,"$8,878,900,284.00",
19305,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Jennings Road Wells 1, 2,& 3 - AOP, Upgrade Water Treatment Plant","3,665","$4,500,000.00",40,"$8,883,400,284.00",
19303,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Horseblock Road Well 1 - AOP, Upgrade Water Treatment Plant","14,983","$1,750,000.00",40,"$8,885,150,284.00",
19301,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"North Washington Ave Well 1 - AOP, Upgrade Water Treatment Plant","30,980","$1,500,000.00",40,"$8,886,650,284.00",
19297,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Wicks Path Well 1 - AOP , Upgrade Water Treatment Plant","36,536","$1,500,000.00",40,"$8,888,150,284.00",
19296,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Ruth Blvd Wells 1 & 3 - AOP, Upgrade Water Treatment Plant","36,536","$3,000,000.00",40,"$8,891,150,284.00",
19295,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Mill Lane Well 13A - AOP, Upgrade Water Treatment Plant","2,468","$1,750,000.00",40,"$8,892,900,284.00",
19291,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Cornell Drive Well 2 - AOP, Upgrade Water Treatment Plant","36,536","$1,750,000.00",40,"$8,894,650,284.00",
19868,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"College Road Well No. 3 - AOP Treatment., New Water Treatment Plant","21,262","$1,750,000.00",40,"$8,896,400,284.00",
19679,Suffolk,SHELTER ISLAND (T) / Shelter Island (T),"Extension of WM to install 11 service lines to service properties serviced by contaminated Wells,",111,"$4,862,100.00",30,"$8,901,262,384.00",
18880,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"North Fork Transmission Main - Southold, Extend Distribution System","1,009,264","$27,489,708.00",25,"$8,928,752,092.00",
19160,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Replacement of Well No. 1A at the Adams Avenue Well Field., Upgrade Ground Water Source","1,009,264","$1,200,000.00",25,"$8,929,952,092.00",
19144,Suffolk,WEST NECK WATER SUPPLY / Shelter Island (T),"New Ground Water Source, Upgrade Distribution System",100,"$2,250,928.00",25,"$8,932,203,020.00",
18798,Suffolk,HAMPTON BAYS WD / Hampton Bays WD,"Iron and Manganese removal at Plant No. 4. , Upgrade Water Treatment Plant","12,500","$3,600,000.00",25,"$8,935,803,020.00",
19002,Suffolk,DIX HILLS WATER DISTRICT / Dix Hills WD,"Rehabilitation at Plant No. 3 including replacement of well pumps and chemical system, Upgrade Water Treatment Plant","41,000","$4,634,000.00",20,"$8,940,437,020.00",
18881,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Construction of 2-MG storage tank at Town Line Road well field., New Storage","22,047","$4,678,000.00",15,"$8,945,115,020.00",
19707,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Tenety Avenue Well 4 - GAC, Upgrade Water Treatment Plant","12,000","$1,750,000.00",15,"$8,946,865,020.00",
19142,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Replacement of Well No. 3A at the Oval Drive Well Field., Upgrade Ground Water Source","3,315","$1,200,000.00",15,"$8,948,065,020.00",
19139,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Replacement of Well No. 2A at the Oval Drive Well Field., Upgrade Ground Water Source","3,315","$1,200,000.00",15,"$8,949,265,020.00",
19135,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Replacement of Aging Production Well No. 1A at the Falcon Drive Well Field, Upgrade Ground Water Source","1,009,264","$1,200,000.00",15,"$8,950,465,020.00",
19034,Suffolk,RIVERHEAD WD / Riverhead (T),"Old Country Road Tank Rehabilitation, Upgrade Storage","28,000","$3,645,500.00",15,"$8,954,110,520.00",
19275,Suffolk,RIVERHEAD WATER DISTRICT / Riverhead (T),"New Ground Storage Tank at East Wind Drive, New Storage","35,000","$10,250,000.00",15,"$8,964,360,520.00",
18591,Suffolk,SALTAIRE (V) / Saltaire (V),"Replace approximately 9,800 linear feet of water main., Upgrade Distribution System","2,500","$6,421,020.00",15,"$8,970,781,540.00",
19726,Suffolk,SOUTH HUNTINGTON WD / South Huntington WD,"Well No 8-2 Installation , New Ground Water Source","81,760","$5,890,000.00",10,"$8,976,671,540.00",
19148,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Replacement of 10,000 feet of water main., Upgrade Distribution System","34,878","$3,427,391.00",10,"$8,980,098,931.00",
18462,Suffolk,GREENLAWN WD / Greenlawn Water District,"Distribution Main Replacement, Upgrade Distribution System","42,000","$2,077,675.00",10,"$8,982,176,606.00",
18398,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,Upgrade Distribution System,"1,165","$2,897,841.00",10,"$8,985,074,447.00",
19314,Suffolk,GREENLAWN WD / Greenlawn Water District,"Elmo Place New Well No. 19 , New Ground Water Source","42,000","$3,072,000.00",10,"$8,988,146,447.00",
19692,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Margin Drive Well Well 1A - GAC, Upgrade Water Treatment Plant","26,360","$1,750,000.00",5,"$8,989,896,447.00",
17560,Sullivan,THE CALLICOON WATER COMPANY INC / Delaware (T),"Upgrade Water Treatment Plant, Upgrade Ground Water Source",854,$0.00,1180,"$8,989,896,447.00",
19266,Sullivan,WOODRIDGE (V) / Woodridge (V),"Installation of storage tank, new membrane filter, rehab lagoon, Upgrade Water Treatment Plant, New Storage, Upgrade Distribution System",747,$0.00,1080,"$8,989,896,447.00",
18835,Sullivan,NARROWSBURG WD / Tusten (T),"System-wide Infrastructure Upgrades., Upgrade Storage, Upgrade Distribution System",500,$0.00,60,"$8,989,896,447.00",
18797,Sullivan,MELODY LAKE ACRES / Thompson (T),"Well No. 1 Upgrades and Replace storage tank, chlorination and corrosion control systems., Upgrade Water Treatment Plant",150,"$725,000.00",60,"$8,990,621,447.00",
19766,Sullivan,LIVINGSTON WD / Rockland (T),"Distribution and Storage Improvements, Upgrade Storage, Upgrade Distribution System",850,"$8,365,746.00",55,"$8,998,987,193.00",
18526,Sullivan,JEFFERSONVILLE (V) / Jeffersonville (V),"Construct new water storage tank, new pump/treatment building, and two new wells., New Ground Water Source, New Storage, Upgrade Distribution System",400,"$5,314,353.00",50,"$9,004,301,546.00",
19764,Sullivan,ROSCOE-ROCKLAND WD / Rockland (T),"New wells, treatment, and main replacement, New Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",500,"$8,300,000.00",45,"$9,012,601,546.00",
18827,Sullivan,WHITE SULPHUR SPRINGS WD / Liberty (T),"Upgrade Ground Water Source, Upgrade Distribution System",500,"$857,681.00",45,"$9,013,459,227.00",
19745,Sullivan,ATERES (V) / Ateres (V),"Surface water treatment improvements and new well, Upgrade Water Treatment Plant, New Ground Water Source",500,"$22,248,000.00",40,"$9,035,707,227.00",
19636,Sullivan,VILLAGE OF LIBERTY / Liberty (V),"Lead Service Line Inventory., Upgrade Distribution System","3,900","$845,609.00",40,"$9,036,552,836.00",
19626,Sullivan,NARROWSBURG WATER DISTRICT / Tusten (T),"Lead Service Line Inventory., Upgrade Distribution System",800,"$380,334.00",40,"$9,036,933,170.00",
19592,Sullivan,LIBERTY (T) / Liberty (T),"Lead Service Line Inventory., Upgrade Distribution System","2,100","$569,094.00",40,"$9,037,502,264.00",
19414,Sullivan,FALLSBURG WHO-LS-SF / Fallsburg (T),"Old Falls Water Tank Replacement, Upgrade Storage","8,355","$2,494,148.00",40,"$9,039,996,412.00",
19366,Sullivan,WOODRIDGE (V) / Woodridge (V),"Lead Service Line Inventory, Upgrade Distribution System",747,"$256,470.00",40,"$9,040,252,882.00",
18838,Sullivan,FALLSBURG WHO-LS-SF / Fallsburg (T),"Water main replacement - NYS Route 42 and County Hwy 53., Upgrade Distribution System","8,355","$2,413,538.00",35,"$9,042,666,420.00",
18885,Sullivan,YOUNGSVILLE WD / Callicoon (T),"Replace 125,000-gal storage tank, New Storage",300,"$1,436,228.00",30,"$9,044,102,648.00",
19573,Sullivan,WURTSBORO (V) / Wurtsboro (V),"Pennsylvania Ave and 1st St Well House Improvements, Upgrade Water Treatment Plant, Upgrade Ground Water Source","1,265","$1,647,200.00",30,"$9,045,749,848.00",
19848,Sullivan,SMALLWOOD SEASONAL WATER SYSTEM / Bethel (T),"Bethel (T) purchase of Smallwood Seasonal Water System and system upgrades., Upgrade Distribution System",838,"$1,499,880.00",25,"$9,047,249,728.00",
18623,Tioga,VILLAGE OF WAVERLY / Waverly (V),"Replace aged water mains, and new standby generator for all of the wells., Upgrade Ground Water Source, Upgrade Distribution System","4,830","$3,800,000.00",40,"$9,051,049,728.00",
18613,Tioga,OWEGO WD #2 & #3 / Owego (T),"Crestview Well House and Rt 434 Transmission Main Improvements., New Ground Water Source, Upgrade Transmission","4,904","$2,425,341.00",25,"$9,053,475,069.00",
18839,Tompkins,NEWFIELD WATER DISTRICT / Newfield (T),"Phase 1 - Replacement of aged and undersized asbestos water main along Main Street & New GW Source, New Ground Water Source, Upgrade Distribution System","2,300","$7,119,751.00",75,"$9,060,594,820.00",
19186,Tompkins,TRUMANSBURG (V) / Trumansburg (V),"Village-Wide Storage, Treatment, and Pump Station Upgrades, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station","2,300","$3,884,000.00",45,"$9,064,478,820.00",
18836,Tompkins,DRYDEN WD / Dryden (T),"Route 366 / Hamlet of Varna Water Main Replacement., Upgrade Distribution System",725,"$3,588,518.00",35,"$9,068,067,338.00",
19348,Tompkins,BOLTON POINT / Cayuga Heights (V),"Lead Service Line Replacement, Upgrade Distribution System","3,600","$540,377.00",15,"$9,068,607,715.00",
19347,Tompkins,BOLTON POINT / Cayuga Heights (V),"Lead Service Line Inventory, Upgrade Distribution System","3,600","$345,951.00",15,"$9,068,953,666.00",
18660,Ulster,ELLENVILLE (VILLAGE) WATER DIS / Ellenville (V),"Phase 2 of #15003 - New Well - replace GWUDI wells & other Improvements, New Ground Water Source, Upgrade Storage, Upgrade Distribution System","4,323","$2,800,000.00",2215,"$9,071,753,666.00",
