Project.Number,County,System.Name,Borrower,Description,Pop,Project.Cost,Score,Cumulative.Total,Code
18926,Monroe,MCWA  SHOREMONT WTP, Monroe County Water Authority,"Installation of emergency scrubber for chlorine gas treatment., Upgrade Other Expenses, Upgrade Other (OT)","310,000","$300,000",25,"$2,435,042,924",
19141,Rensselaer,RENSSELAER CITY PWS,Rensselaer (C),"Washington Avenue Main Replacement, Upgrade Distribution System","7,500","$3,219,551",25,"$2,438,262,475",
18921,Niagara,NEWFANE WD#4,Newfane(T),"Approximately 2,400 ft main replacement., Upgrade Distribution System","6,196","$1,102,615",25,"$2,439,365,090",
18316,Erie,ANGOLA VILLAGE, Angola (V),"Upgrade Storage, Upgrade Distribution System","4,200","$5,554,415",25,"$2,444,919,505",
19121,Livingston,AVON TOWN WATER DISTRICT,Avon (T),"Townwide Water Main Replacement and Tank Improvements, Upgrade Storage, Upgrade Distribution System","3,000","$8,577,750",25,"$2,453,497,255",
19274,Erie,AKRON VILLAGE,Akron (V),"East Avenue Water Main Replacement, Upgrade Distribution System","2,971","$3,028,200",25,"$2,456,525,455",
18399,Chautauqua,CLYMER WATER DISTRICT, Clymer (T),"Repairs to wellhouse floor., Upgrade Ground Water Source",650,"$275,000",25,"$2,456,800,455",
19114,Erie,ECWA DIRECT,Erie County Water Authority,"Line Maintenance Facility at Sturgeon Point WTP, Upgrade Other Expenses, Upgrade Other (OT)","228,869","$2,997,200",25,"$2,459,797,655",
19122,Erie,ECWA DIRECT,Erie County Water Authority,"Van De Water WTP and RWPS HVAC Upgrades, Upgrade Water Treatment Plant","228,869","$3,831,863",25,"$2,463,629,518",
19002,Suffolk,DIX HILLS WD,Dix Hills WD,"Rehabilitation at Plant No. 3 including replacement of well pumps and chemical system, Upgrade Water Treatment Plant","34,522","$4,634,000",20,"$2,468,263,518",
18961,Nassau,GLEN COVE CITY,Glen Cove (C),"Nancy Court Pump Station Upgrades., Upgrade Pump Station","28,000","$2,234,000",20,"$2,470,497,518",
18649,Nassau,BAYVILLE (V),Bayville (V),"Install SCADA system and improvements at Well No. 1-3., Upgrade Ground Water Source, Upgrade Distribution System","8,800","$1,210,000",20,"$2,471,707,518",
18901,Erie,ECWA BOSTON,Boston (T),"Water Districts No.1 & 2 Water System Improvements, Upgrade Pump Station, Upgrade Distribution System","6,604","$16,123,067",20,"$2,487,830,584",
18678,Putnam,CARMEL WD 2,Carmel (T),"New Distribution System, Upgrade Distribution System","5,000","$13,700,397",20,"$2,501,530,981",
19279,Ulster,PORT EWEN WATER DISTRICT,Esopus (T),"Emergency interconnection infrastructure, WTP electrical updates, Water Main Replacement, Upgrade Water Treatment Plant, Upgrade Distribution System, New Inter-Connection","4,800","$3,022,000",20,"$2,504,552,981",
18780,Dutchess,FISHKILL VILLAGE,Fishkill (V),"Water System Upgrades and rehabilitation of existing wells. , Upgrade Ground Water Source, Upgrade Storage","4,100","$2,258,800",20,"$2,506,811,781",
19089,Orange,CHESTER VILLAGE,Chester (V),"Storage and WTP Improvements, Upgrade Water Treatment Plant, Upgrade Storage","3,448","$1,950,000",20,"$2,508,761,781",
18613,Tioga,OWEGO W D NO 2,Owego(T),"Crestview Well House and Rt 434 Transmission Main Improvements., New Ground Water Source, Upgrade Transmission","2,754","$1,712,111",20,"$2,510,473,892",
18041,Putnam,COLD SPRING VILLAGE,Cold Spring (V),Upgrade Transmission,"2,666","$958,000",20,"$2,511,431,892",
19143,Jefferson,CLAYTON VILLAGE,Clayton (V),"Water Main Replacement and New Raw Water Intake Line and Screen, Upgrade Distribution System","2,100","$8,481,020",20,"$2,519,912,912",
18073,Tompkins,WEST DANBY WD,Danbury(T),New Storage,265,"$384,600",20,"$2,520,297,512",
19218,Nassau,BAYVILLE (V),Bayville (V),"Rehab of Plant No. 1-3, Upgrade Water Treatment Plant","8,800","$1,661,184",20,"$2,521,958,696",
19047,Nassau,LOCUST VALLEY WD,Locust Valley WD,"Raise elevation of Pump Station No. 4 for resiliency and redundancy during storm events, Upgrade Water Treatment Plant","7,500","$3,150,000",20,"$2,525,108,696",
18212,Orange,HIGHLAND FALLS VILLAGE, Highland Falls (V),"New raw water transmission line to replace existing open trench transmission, Upgrade Transmission","4,400","$3,976,600",20,"$2,529,085,296",
18578,Dutchess,BEACON HILLS WATER DISTRICT,Fishkill (T),"Construction of water storage tank(s) to supplement water pressure and storage needs for Beacon Hills Water District., New Storage",999,"$2,107,000",20,"$2,531,192,296",
19214,Monroe,MCWA  SHOREMONT WTP, Monroe County Water Authority,"Glen Iris Dr. Watermain Replacement, Upgrade Distribution System","310,000","$498,520",20,"$2,531,690,816",
18571,Niagara,LOCKPORT WD#3,Lockport (T),"Water District No. 3, Phase 2 Distribution System Improvements., Upgrade Distribution System","19,653","$4,095,000",20,"$2,535,785,816",
19198,Wayne,WILLIAMSON TOWN WD,Williamson (T),"Bennett St. Area Watermain Replacement, Upgrade Distribution System","6,000","$3,090,000",20,"$2,538,875,816",
18626,Broome,KIRKWOOD CONSOLIDATED WD #1,Kirkwood (T),"Upgrades to City Line Booster Station. , Upgrade Distribution System","2,600","$120,000",20,"$2,538,995,816",
18237,Oswego,MEXICO VILLAGE,Mexico (V),"Replacement of old and undersized water main. , Upgrade Distribution System","1,600","$725,000",20,"$2,539,720,816",
18887,Essex,MINERVA WD,Minerva (T),"Replacement of Approx. 6,400-ft of water main., Upgrade Distribution System",800,"$2,400,000",20,"$2,542,120,816",
18369,Allegany,ALMOND VILLAGE PUBLIC WATER,Almond (V),"Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",600,"$922,000",20,"$2,543,042,816",
18068,Orleans,WATER IMPROVEMENT BENEFIT AREA #10,Clarendon (T),Extend Distribution System,250,"$1,634,949",20,"$2,544,677,765",
18400,Suffolk,SUFFOLK COUNTY WATERAUTHORITY,Suffolk Co. Water Authority,"Construction of new replacement well no. 4A at Blue Point Road., New Ground Water Source","1,009,264","$794,426",15,"$2,545,472,191",
18402,Suffolk,SUFFOLK COUNTY WATERAUTHORITY,Suffolk Co. Water Authority,"Construction of new replacement well no. 2A at the Brook Ave well field., New Ground Water Source","1,009,264","$794,426",15,"$2,546,266,617",
19135,Suffolk,SUFFOLK COUNTY WATERAUTHORITY,SCWA,"Replacement of Aging Production Well No. 1A at the Falcon Drive Well Field, Upgrade Ground Water Source","1,009,264","$1,200,000",15,"$2,547,466,617",
19139,Suffolk,SUFFOLK COUNTY WATERAUTHORITY,SCWA,"Replacement of Well No. 2A at the Oval Drive Well Field., Upgrade Ground Water Source","1,009,264","$1,200,000",15,"$2,548,666,617",
19142,Suffolk,SUFFOLK COUNTY WATERAUTHORITY,SCWA,"Replacement of Well No. 3A at the Oval Drive Well Field., Upgrade Ground Water Source","1,009,264","$1,200,000",15,"$2,549,866,617",
18477,Nassau,JERICHO WD,Jericho Water District,New Storage,"58,000","$10,500,000",15,"$2,560,366,617",
19208,Nassau,JERICHO WD,Jericho WD,"Replacement of 1.5MG Syosset water storage tank., New Storage","58,000","$14,621,000",15,"$2,574,987,617",
18244,Westcheste,WESTCHESTER JOINT rWATER WORKS,WJWW,New Transmission,"55,210","$5,000,000",15,"$2,579,987,617",
18478,Nassau,MANHASSET LAKEVILLE WD,Manhasset Lakeville Water Dist,"Construction of a new 750,000-gal elevated water storage tank to replace the 500,000-gal Munsey Park tank., New Storage","43,000","$5,544,675",15,"$2,585,532,292",
18795,Nassau,LONG BEACH CITY,Long Beach (C),"Installation of basin covers at Park Place WTP., Upgrade Water Treatment Plant","35,000","$914,700",15,"$2,586,446,992",
18796,Nassau,LONG BEACH CITY,Long Beach (C),"Replace Standpipe with new Storage Tank at Park PlaceWTP. , New Storage","35,000","$9,240,540",15,"$2,595,687,532",
15452,Nassau,PORT WASHINGTON WD,Port Washington Water District,Upgrade Storage,"34,000","$5,560,426",15,"$2,601,247,958",
17864,Nassau,WEST HEMPSTEAD WD,West Hempstead Water District,"Replacement of Birch Street storage tank., Upgrade Storage","32,031","$6,900,000",15,"$2,608,147,958",
18513,Orange,NEW WINDSOR CONSOLIDATED WD,New Windsor (T),"Upgrade Express Dr and Union Ave interconnections, Upgrade Inter-Connection","30,000","$779,000",15,"$2,608,926,958",
18457,Westchester,CORTLANDT CONSOLIDATED WD,Cortlandt (T),"Asbestos Cement Pipe Replacement, Upgrade Distribution System","28,369","$2,800,000",15,"$2,611,726,958",
18471,Westchester,CORTLANDT CONSOLIDATED WD,Cortlandt (T),Upgrade Distribution System,"28,369","$1,652,407",15,"$2,613,379,365",
19275,Suffolk,RIVERHEAD WD,Riverhead (T),"New Ground Storage Tank at East Wind Drive, New Storage","28,000","$7,427,500",15,"$2,620,806,865",
18504,Nassau,GARDEN CITY (V),Garden City (V),"Old Country Rd Tank Replacement, Upgrade Storage","25,000","$8,495,000",15,"$2,629,301,865",
18730,Nassau,ROCKVILLE CENTRE (V),Rockville Centre (V),"Rehab of 750,000 gallon water storage tank, Upgrade Storage","24,700","$4,922,000",15,"$2,634,223,865",
18501,Westchester,TARRYTOWN WATER SUPPLY,Tarrytown (V),"Upgrade Storage, Upgrade Inter-Connection","11,000","$1,500,000",15,"$2,635,723,865",
18802,Suffolk,ST JAMES WD,Smithtown (T),"Replace asbestos cement water main on lake avenue. , Upgrade Distribution System","10,587","$2,372,000",15,"$2,638,095,865",
18488,Orange,WOODBURY CONS. W.D.,Woodbury (V),"Replacement of Weygant Hill Water Storage Tank., Upgrade Storage","10,105","$848,700",15,"$2,638,944,565",
18616,Orange,WOODBURY CONS. W.D.,Woodbury (V),"Elevation of Well House No. 1., Upgrade Ground WaterSource","10,105","$940,000",15,"$2,639,884,565",
18855,Orange,CORNWALL-ON-HUDSON ,Cornwall-on-Hudson (V),"Rehabilitate Maple Rd. tank and install new tank at Maple Rd.,, Upgrade Storage, New Storage","9,300","$1,502,358",15,"$2,641,386,923",
18466,Nassau,FARMINGDALE (V),Farmingdale (V),"Replacement of elevated water storage tank at Eastern Parkway Plant Site., New Storage","8,405","$5,366,000",15,"$2,646,752,923",
18387,Nassau,WILLISTON PARK (V),Williston Park (V),"Replacement of Syracuse Street water storage tank., Upgrade Storage","7,516","$6,360,350",15,"$2,653,113,273",
18653,Westchester,LARCHMONT VILLAGE,Larchmont (V),"Replacement of water main within Flint Park Area, Upgrade Distribution System","6,485","$1,431,063",15,"$2,654,544,336",
18541,Niagara,CAMBRIA WATER DISTRICT,Cambria (T),"Saunders Settlement Rd Water Main Replacement., Upgrade Distribution System","5,393","$1,450,000",15,"$2,655,994,336",
18487,Westchester,ELMSFORD VILLAGE,Elmsford (V),Upgrade Storage,"4,600","$837,300",15,"$2,656,831,636",
16419,Nassau,SANDS POINT (V),Sands Point (V),New Ground Water Source,"2,800","$3,892,000",15,"$2,660,723,636",
18648,Westchester,OLD FARM HILL WATER DISTRICT,Mount Pleasant (T),"Replace asbestos water main., Upgrade Distribution System","1,733","$17,813,882",15,"$2,678,537,518",
19040,Orange,MONROE WD #8 (SKYVIEW HILLS),Monroe (T),"Water District No. 8 - New Groundwater Source Development, New Ground Water Source",544,"$2,700,000",15,"$2,681,237,518",
18460,Orange,GOSHEN W.D. #1 (HAMBLETONIAN PARK),Goshen (T),"Replacement of Hambletonian Park Water Tank, Upgrade Storage",509,"$500,000",15,"$2,681,737,518",
18799,Orange,ROBINN MEADOWS,Wawayanda (T),"Upgrade Ground Water Source, New Storage",500,"$877,125",15,"$2,682,614,643",
18091,Dutchess,HOPEWELL SERVICES INC, East Fishkill (T),Upgrade Distribution System,489,"$3,035,400",15,"$2,685,650,043",
18609,Livingston,LEICESTER VILLAGE,Leicester (V),"Pleasant Street Water Main Replacement., Upgrade Distribution System",438,"$882,000",15,"$2,686,532,043",
19257,Orange,ORCHARD HILL ESTATES,Monroe (T),"Replace existing distribution main with 6"" PVC, new well, New Ground Water Source, Upgrade Distribution System",196,"$1,170,900",15,"$2,687,702,943",
18505,Orange,STONE HEDGE,Goshen (T),"Replace Stone Hedge Drive water storage tank., Upgrade Storage",134,"$100,000",15,"$2,687,802,943",
19178,Westchester,YONKERS CITY,Yonkers (C),"Replace 30"" water main under Saw Mill River Pkwy, Upgrade Distribution System","196,086","$4,321,880",15,"$2,692,124,823",
19038,Nassau,PORT WASHINGTON WD,Port Washington WD,"Neulist Avenue Well Station Upgrades, Upgrade Water Treatment Plant","34,000","$10,278,000",15,"$2,702,402,823",
18640,Orange,NEW WINDSOR CONSOLIDATED WD,New Windsor (T),"Replacement of water meters., Upgrade Distribution System","30,000","$4,743,750",15,"$2,707,146,573",
19016,Orange,CORNWALL-ON-HUDSON ,Cornwall-on-Hudson (V),"Mill Street Water Main Replacement, Upgrade Distribution System","9,300","$231,750",15,"$2,707,378,323",
18500,Westchester,SLEEPY HOLLOW (VILLAGE),Sleepy Hollow (V),"Cleaning and lining of 6” and 8” water mains., UpgradeDistribution System","9,212","$999,040",15,"$2,708,377,363",
19226,Niagara,PORTER MASTER IMPROVEMENT AREA,Porter (T),"Replacement of Approx 15,000LF of WM w/in 5 Areas ofPorter (T), Upgrade Distribution System","6,920","$6,785,000",15,"$2,715,162,363",
18211,Orange,HIGHLAND FALLS VILLAGE, Highland Falls (V),"Watermain Replacement, Upgrade Distribution System","4,400","$3,700,000",15,"$2,718,862,363",
18401,Cayuga,FLEMING WD #1,Fleming (T),"WD #1 Phase IIA Distribution Improvements., Upgrade Distribution System","1,800","$654,000",15,"$2,719,516,363",
19159,Jefferson,SACKETS HARBOR VILLAGE,Sackets Harbor (V),"E. Main St., E. Washington St., etc. Watermain Replacement, Upgrade Distribution System","1,300","$2,458,000",15,"$2,721,974,363",
18552,Saratoga,STILLWATER WD NO. 6,Stillwater (T),"Replacing infrastructure West Street and Micklas Street, Upgrade Distribution System",192,"$748,850",15,"$2,722,723,213",
18705,Saratoga,STILLWATER WD NO. 6,Stillwater (T),"Replacing infrastructure East, Ferris, Lefko Streets & Best , Champlain Avenues, Upgrade Distribution System",114,"$752,250",15,"$2,723,475,463",
18527,Nassau,LONG BEACH CITY,Long Beach (C),New Storage,"35,000","$11,600,890",10,"$2,735,076,353",
19148,Suffolk,SUFFOLK COUNTY WATERAUTHORITY,SCWA,"Replacement of 10,000 feet of water main., New Distribution System","1,009,264","$3,427,390",10,"$2,738,503,743",
18472,Nassau,FREEPORT (V),Freeport (V),Upgrade Distribution System,"43,007","$1,344,000",10,"$2,739,847,743",
18462,Suffolk,GREENLAWN WD,Greenlawn Water District,"Distribution Main Replacement, Upgrade Distribution System","42,000","$2,077,675",10,"$2,741,925,418",
18475,Westcheste,GREENBURGH rCONSOLIDATED WD #1,Greenburgh (T),"Chelsea Road water main replacement., Upgrade Distribution System","38,489","$2,764,300",10,"$2,744,689,718",
19050,Nassau,WEST HEMPSTEAD WD,West Hempstead WD,"Birch Street WTP Electrical Resiliency Improvements, Upgrade Water Treatment Plant","32,031","$5,706,200",10,"$2,750,395,918",
18643,Nassau,WA OF GREAT NECK NORTH,WAGNN,"Watermain replacement project, Upgrade Distribution System","31,400","$8,763,714",10,"$2,759,159,632",
18318,Orange,NEW WINDSOR CONSOLIDATED WD,New Windsor (T),Upgrade Distribution System,"30,000","$2,372,000",10,"$2,761,531,632",
18494,Westcheste,OSSINING WATER rDEPARTMENT,Ossining (V),"Replacement of water main on Route 9A., Upgrade Distribution System","30,000","$1,307,407",10,"$2,762,839,039",
18497,Westcheste,OSSINING WATER rDEPARTMENT,Ossining (V),"Replacement of water main on Gordon Ave and River Parkway., Upgrade Distribution System","30,000","$1,334,950",10,"$2,764,173,989",
18837,Warren,QUEENSBURY WATER DISTRICT,Queensbury (T),"Ridge Road Water Main Improvements., Upgrade Distribution System","21,200","$1,415,000",10,"$2,765,588,989",
19185,Westcheste,SCARSDALE WATER rDEPARTMENT,Scarsdale (V),"Rehabilitation of CI Main via Cement lining, Upgrade Distribution System","20,883","$3,533,500",10,"$2,769,122,489",
18533,Westcheste,NEW CASTLE/STANWOOD rW.D.,New Castle (T),"Replacement of approximately 2,815 linear feet of watermain in Hamlet of Chappaqua., Upgrade Distribution System","16,800","$3,640,361",10,"$2,772,762,850",
18306,Orange,WALLKILL CONSOLIDATEDWD,Wallkill (T),"Replacement of aged water mains, Upgrade Distribution System","15,000","$1,250,000",10,"$2,774,012,850",
18317,Orange,WALLKILL CONSOLIDATEDWD,Wallkill (T),"Water Meter Replacement, Upgrade Distribution System","15,000","$1,093,750",10,"$2,775,106,600",
19156,Orange,WALLKILL CONSOLIDATEDWD,Wallkill (T),"Replacement of outdated meters with smart meters, Upgrade Distribution System","15,000","$6,530,052",10,"$2,781,636,652",
18426,Warren,GLENS FALLS CITY,Glens Falls (C),Upgrade Distribution System,"13,000","$3,370,950",10,"$2,785,007,602",
18502,Westchester,TARRYTOWN WATER SUPPLY,Tarrytown (V),"Phase VII water main replacement., Upgrade Distribution System","11,000","$2,610,000",10,"$2,787,617,602",
18490,Orange,WOODBURY CONS. W.D.,Woodbury (V),"Pleasant Dr. water main replacement., Upgrade Distribution System","10,105","$819,900",10,"$2,788,437,502",
18791,Orange,CORNWALL-ON-HUDSON ,Cornwall-on-Hudson (V),"Replacement of approximately 3,400 linear feet of distribution main., Upgrade Distribution System","9,300","$789,000",10,"$2,789,226,502",
19017,Orange,CORNWALL-ON-HUDSON ,Cornwall-on-Hudson (V),"Chestnut Street Water Main Replacement, Upgrade Distribution System","9,300","$247,200",10,"$2,789,473,702",
18595,Erie,EAST AURORA VILLAGE,East Aurora (V),"Oakwood Ave Water Main Replacement. , Upgrade Distribution System","7,200","$1,463,000",10,"$2,790,936,702",
18636,Westchester,LARCHMONT VILLAGE,Larchmont (V),"Replacement of approximately 248 lead service lines., Upgrade Distribution System","6,485","$720,130",10,"$2,791,656,832",
18243,Orange,MONTGOMERY VILLAGE,Montgomery (V),Upgrade Distribution System,"3,800","$470,000",10,"$2,792,126,832",
18323,Erie,ORCHARD PARK VILLAGE ,Orchard Park (V),"Quaker St Water Line Replacement., Upgrade Distribution System","3,100","$1,900,000",10,"$2,794,026,832",
18620,Columbia,KINDERHOOK VILLAGE,Kinderhook (V),"Williams Street & Albany Avenue Water Main Replacement., Upgrade Distribution System","1,385","$1,864,500",10,"$2,795,891,332",
18145,Dutchess,STAATSBURG WATER SYSTEM,DCWWA,Upgrade Distribution System,"1,072","$1,815,600",10,"$2,797,706,932",
18447,Schenectady,PRINCETOWN WATER SUPPLY,Princetown (T),"Replacement of corroded distribution system components, Upgrade Distribution System",600,"$1,214,500",10,"$2,798,921,432",
18480,Nassau,PLAINVIEW WD,Plainview Water District,Upgrade Water Treatment Plant,"35,000","$350,000",10,"$2,799,271,432",
