"State","City Served","Borrower","PWSID","Project Name","Project Description","Project Type","Funding Amount","Principal Forgiveness","Population","Meets State Disadvantaged Criteria","State Rank","State Score"
"Texas","No Information","Duval Co CRD","No Information","No Information","Replace elevated storage tank and install arsenic treatment in Concepcion","Other","1665000","No Information","360","Yes","20","74"
"Texas","No Information","Smyer","TX1100010","No Information","The proposed project includes improvements at the water treatment plant and distribution system to bring the system into compliance with TCEQ requirements. An asset management plan will be prepared as part of this project.","Other","4365000","No Information","474","No","23","68"
"Texas","No Information","G-M WSC","TX2020067","No Information","Construction costs for rehabilitation of a water well, GST, pump building as well as installation of additional treatment facilities.","Other","4580000","No Information","11220","Yes","17","81"
"Texas","No Information","Eden","TX0480001","No Information","The proposed project includes construction of a new 100,000 gallon clearwell; construction of a new 300,000 gallon ground storage tank; installation of a new treatment feed pump station; installation of new site piping and miscellaneous appurtenances; and rehabilitation one of the City’s four groundwater wells. The proposed project will also include the development of an asset management plan.","Other","3541000","No Information","2766","Yes","2","173"
"Texas","No Information","Silver Creek Village WSC","No Information","No Information","Water Treatment Plant and System Upgrade","Other","1544969","No Information","248","No","19","78"
"Texas","No Information","Duval Co CRD","No Information","No Information","Replace media in arsenic removal units. Install second water storage service pump.","Other","420000","No Information","2285","Yes","21","72"
"Texas","No Information","Rowena WSC","No Information","No Information","This project will reduce TTHM levels to gain compliance with the Stage 2 DBP Rule as well as address the open TCEQ compliance issues.","Other","6721000","No Information","480","Yes","28","66"
"Texas","No Information","Rose City","TX1810139","No Information","Obtain potable water from Orange County WCID 1. Pipeline, Ground storage tank, pumps, piping, building, controls","Other","1400000","No Information","650","Yes","9","112"
"Texas","No Information","Town North Village PWS","No Information","No Information","The project involves the planning, design, and implementation of rehabilitation and replacement if necessary of the existing treatment system damaged in winter storm Uri in 2021. The project also investigates options of interconnection with other PWS to provide blended water. Urgent Needs - Securing Safe Water Initiative to meet primary drinking water MCLs.","Other","475000","No Information","650","Yes","41","51"
"Texas","No Information","Town North Estates PWS","No Information","No Information","The project involves the planning, design, and implementation of rehabilitation and replacement if necessary of the existing treatment system damaged in winter storm Uri in 2021. Interconnection with Lubbock will be explored as a more resilient long term supply. An asset management plan will be completed.","Other","350000","No Information","210","Yes","7","115"
"Texas","No Information","Plott Acres PWS","No Information","No Information","The project involves the planning, design, and implementation of rehabilitation and replacement if necessary of the existing adsorption system required to meet primary drinking water MCLs damaged in winter storm Uri in 2021. Interconnection with City of Lubbock will be explored as a best long term alternative. USAF has provided bottled water to Plott Acres customers due to PFAS plume and testing of the two wells is ongoing. If transmission funds allow service will be offered to private wells. An additional storage tank is needed. Asset management plan will be completed. Urgent Needs - Securing Safe Water Initiative to meet primary drinking water MCLs.","Other","1685000","No Information","204","Yes","35","59"
"Texas","No Information","Cox Addition PWS","No Information","No Information","The project involves the planning, design, and implementation of rehabilitation and replacement, if necessary of the existing adsorption system damaged in winter storm Uri in 2021. Interconnection with Lubbock will be explored as a more resilient long term supply. An additional storage tank is needed. Asset management plan will be completed.","Other","475000","No Information","150","Yes","29","66"
"Texas","No Information","Commodore Cove ID","No Information","No Information","Remove 40 year old 60,000 gallon drinking water storage tank and install new water storage tank with circulation / aeration system. The circulation system will help further reduce the TTHM's forming in the storage tank after chlorination.","Other","299976","No Information","370","No","34","59"
"Texas","No Information","Silverton","TX0230001","No Information","The proposed project for the City of Silverton, involves the construction of a pump station, and a 200,000 gallon ground storage tank. Additionally, the project includes the drilling, test pumping, piping, site work, fencing and gates, electrical equipment, and electrical controls for three water wells.","Other","13530000","No Information","731","Yes","32","64"
"Texas","No Information","Orange Co WCID # 1","TX1810005","No Information","This project will provide for a liquid ammonium sulfate (LAS) system and related infrastructure at each of the District's three water well sites to address total trihalomethane maximum contaminant level issues.","Other","837936","No Information","14937","No","31","64"
"Texas","No Information","Grassland WSC","TX1530005","No Information","Addition of Reverse Osmosis system to reduce contaminant levels.","Other","440000","No Information","55","No","5","135"
"Wisconsin","Mayville, City Of","Mayville, City Of","No Information","No Information","Replace Public-Side LSLs","Lead","522996","130749","5112","Yes","No Information","185"
"Wisconsin","Two Rivers, City Of","Two Rivers, City Of","No Information","No Information","Replace WM & LSLs on Roosevelt,Wilson,17th,26th,35th,Jackson,Lincoln","Lead","2056759","411352","11411","Yes","No Information","156.5"
"Wisconsin","Winneconne, Village Of","Winneconne, Village Of","No Information","No Information","Treatment at Well 2, Upgrade Pumping Facilities","Other","3238805","485821","2502","Yes","No Information","152.25"
"Wisconsin","Winneconne, Village Of","Winneconne, Village Of","No Information","No Information","Treatment at Well 1, Upgrade Pumping Facilities","Other","3238805","485821","2502","Yes","No Information","144.25"
"Wisconsin","Two Rivers, City Of","Two Rivers, City Of","No Information","No Information","Replace Public LSLs (2023)","Lead","359750","71950","11411","Yes","No Information","138.5"
"Wisconsin","Bruce, Village Of","Bruce, Village Of","No Information","No Information","Replace WM on River Ave","Other","583966","379578","756","Yes","No Information","108.75"
"Wisconsin","Milwaukee, City Of,","Milwaukee, City Of,","No Information","No Information","Replace WMs, Multiple Locations","Other","5232950","1500000","587976","Yes","No Information","108.75"
"Wisconsin","Kaukauna, City Of","Kaukauna, City Of","No Information","No Information","Replace WMs on 6th,7th,8th,Whitney,Sullivan,Hendricks,Island","Other","2430747","0","16634","No","No Information","102.75"
"Wisconsin","Ladysmith, City Of","Ladysmith, City Of","No Information","No Information","Construct STH27 WM Loop w/ River Crossing","Other","644576","386746","3322","Yes","No Information","95"
"Wisconsin","Bruce, Village Of","Bruce, Village Of","No Information","No Information","Construct WTP for Wells #1 and 3 Mn","Other","802590","521684","756","Yes","No Information","92.75"
"Wisconsin","Muscoda, Village Of","Muscoda, Village Of","No Information","No Information","New elevated tank to replace existing tank","Other","1068516","641110","1238","Yes","No Information","90.25"
"Wisconsin","Arena, Village Of","Arena, Village Of","No Information","No Information","Construct Well/House #2, Distr,Sewer,Bkup Power, Land,SCADA","Other","1985519","794208","839","Yes","No Information","83.5"
"Wisconsin","Mayville, City Of","Mayville, City Of","No Information","No Information","Replace Existing Water Treatment System/SCADA","Other","2856890","714223","5112","Yes","No Information","79"
"Wisconsin","Merrimac, Village Of","Merrimac, Village Of","No Information","No Information","Rehab Well #1","Other","426300","127890","431","Yes","No Information","77"
"Wisconsin","Spencer, Village Of","Spencer, Village Of","No Information","No Information","Construct New Well/Treatment/SCADA","Other","5006850","1500000","1932","Yes","No Information","73"
"Wisconsin","Denmark, Village Of","Denmark, Village Of","No Information","No Information","Connect to CBCWA for water supply","Other","1471727","220760","2322","Yes","No Information","72.5"
"Wisconsin","Altoona, City Of","Altoona, City Of","No Information","No Information","Construct well #8, wellhouse, emergency power & connect main","Other","1823503","273526","8651","Yes","No Information","71.5"
"Wisconsin","Thorp, City Of","Thorp, City Of","No Information","No Information","Replace WMs on School and Church Streets","Other","909109","363644","1581","Yes","No Information","71.5"
"Wisconsin","Wauzeka, Village Of","Wauzeka, Village Of","No Information","No Information","Replace WM on Main from Dousman to Timber","Other","1204500","722700","692","Yes","No Information","70.75"
"Wisconsin","Rhinelander, City Of","Rhinelander, City Of","No Information","No Information","Replace WMs along Oneida, King, Conro, and Anderson","Other","3336969","1334788","7832","Yes","No Information","69.5"
"Wisconsin","Park Falls, City Of","Park Falls, City Of","No Information","No Information","Replace 4500 ft WM on Case, Sherry, Avery, Paddock & Linden","Other","338442","219988","2465","Yes","No Information","67.5"
"Wisconsin","Ladysmith, City Of","Ladysmith, City Of","No Information","No Information","Replace WMs along W. 5th St. N.","Other","348086","208852","3322","Yes","No Information","67"
"Wisconsin","Abbotsford, City Of","Abbotsford, City Of","No Information","No Information","Replace WM along Cedar St.","Other","360140","216084","2502","Yes","No Information","64"
"Wisconsin","Blue Mounds, Village Of","Blue Mounds, Village Of","No Information","No Information","Replace Booster Station","Other","1350550","337638","972","Yes","No Information","61.75"
"Wisconsin","Mineral Point, City Of","Mineral Point, City Of","No Information","No Information","Replace WM, High Street","Other","3789261","947316","2503","Yes","No Information","60.25"
"Wisconsin","Three Lakes Sd ","Three Lakes Sd ","No Information","No Information","Replace WM:Stanzil,North,S MI,RR,Olkowski,Nielson,Park,East","Other","1765255","617840","500","Yes","No Information","59.5"
"Wisconsin","Crandon, City Of","Crandon, City Of","No Information","No Information","Replace WMs Along E Glen St, S Park St & Polk St","Other","1609213","965528","1806","Yes","No Information","58.5"
"Wisconsin","Antigo, City Of","Antigo, City Of","No Information","No Information","Replace 0.15MG Tower/SCADA","Other","2923960","1500000","8227","Yes","No Information","57.25"
"Wisconsin","Abbotsford, City Of","Abbotsford, City Of","No Information","No Information","Water Tower Rehab","Other","501655","300993","2502","Yes","No Information","55"
"Wisconsin","Lena, Village Of","Lena, Village Of","No Information","No Information","Replace WMs on W Maple & N 3rd St","Other","641774","160444","554","Yes","No Information","53.75"
"Wisconsin","Cobb, Village Of","Cobb, Village Of","No Information","No Information","Replace WMs Along Clifton St & School St","Other","490762","171767","471","Yes","No Information","52.5"
"Wisconsin","Menasha, City Of","Menasha, City Of","No Information","No Information","2023 WM Replacements","Other","745943","74595","17741","Yes","No Information","52"
"Wisconsin","Beaver Dam, City Of","Beaver Dam, City Of","No Information","No Information","Watermain Replacement, Third St","Other","725729","108860","17038","Yes","No Information","51.5"
"Wisconsin","Beaver Dam, City Of","Beaver Dam, City Of","No Information","No Information","Watermain Replacement, Haskell St","Other","598195","89730","17038","Yes","No Information","51.5"
"Wisconsin","Fennimore, City Of","Fennimore, City Of","No Information","No Information","Replace WMs on Grant, 13th, Madison, 5th, and Cleveland Streets","Other","1217264","243453","2503","Yes","No Information","51.5"
"Wisconsin","Westby, City Of","Westby, City Of","No Information","No Information","Replace WMs on Sunset/Greenbriar/Meadowlark/Blackhawk/Ulland","Other","2658135","664534","2231","Yes","No Information","51"
"Wisconsin","Blanchardville, Village Of","Blanchardville, Village Of","No Information","No Information","Watermain Replacement, Baker and Mound Streets","Other","2004210","501053","821","Yes","No Information","49.75"
"Wisconsin","Madison, City Of","Madison, City Of","No Information","No Information","Water Main Improvements 2023","Other","5826899","0","259233","No","No Information","49.75"
"Wisconsin","Beaver Dam, City Of","Beaver Dam, City Of","No Information","No Information","Watermain Replacement, South Spring St","Other","1244572","186686","17038","Yes","No Information","47.5"
"Wisconsin","Beaver Dam, City Of","Beaver Dam, City Of","No Information","No Information","Watermain Replacement, East Davis St","Other","871285","130693","17038","Yes","No Information","47.5"
"Wisconsin","Altoona, City Of","Altoona, City Of","No Information","No Information","Construct well #9, wellhouse, emergency power & connect main","Other","1822205","273331","8651","Yes","No Information","46.5"
"Wisconsin","Jefferson, City Of","Jefferson, City Of","No Information","No Information","Improve Well #3","Other","2719500","0","7932","No","No Information","43.5"
"Wisconsin","Haugen, Village Of","Haugen, Village Of","No Information","No Information","Rehab Elevated Storage Tank","Other","570561","285281","282","Yes","No Information","42"
"Wisconsin","Dodgeville, City Of","Dodgeville, City Of","No Information","No Information","Rehab/Upgrade Well #6","Other","2647000","264700","4714","Yes","No Information","40"
"Wisconsin","Cross Plains, Village Of","Cross Plains, Village Of","No Information","No Information","Replace WM, Brewery Rd","Other","1017860","0","4032","No","No Information","32.5"
"Wisconsin","Mazomanie, Village Of","Mazomanie, Village Of","No Information","No Information","Replace WM on Hudson St.","Other","748260","149652","1700","Yes","No Information","28.5"
"Wisconsin","Rib Mountain Sd","Rib Mountain Sd","No Information","No Information","Install Temporary Treatment for PFAs at Well #1 (ion exchange)","Emerging Contaminants","653961","457773","7346","No","No Information","250.1"
"Wisconsin","Wausau, City Of","Wausau, City Of","No Information","No Information","Ion Exchange Treatment System for PFAS -- Interim Solution","Emerging Contaminants","2659060","1861342","40199","Yes","No Information","222.2"
"Wisconsin","Wausau, City Of","Wausau, City Of","No Information","No Information","Granular Activated Carbon Treatment System for PFAs-- Final","Emerging Contaminants","17924060","3138658","40199","Yes","No Information","222.2"
"Wisconsin","Marshfield, City Of","Marshfield, City Of","No Information","No Information","Installation of Interim Treatment for PFAs for Wells 4,5,6,25","Emerging Contaminants","1725194","1207636","18969","Yes","No Information","177.7"
"West Virginia","Marion","Fairview, Town of","No Information","Phase I-Connection to Monumental PSD","This preliminary application is to make improvements the Town of Fairview’s water distribution system and to connect to the Monumental PSD’s water system. The project will be split into two (2) phases. This application is for Phase I. Phase I will primarily consist of the installation of approximately 3,500 LF of 6"""" water line, a PRV Station, a duplex booster station with telemetry and emergency generator, refurbish existing water storage tank, upgrade access roads to existing water storage tanks, upgrade telemetry to existing water storage tanks, demolish old tank at water treatment plant, decommission existing water treatment plant, a new office building,","Other","466000","233000","979","Yes","1","100"
"West Virginia","Wyoming","Pineville Municipal Waterworks","No Information","Brenton/Baileysville Waterline Extensions","The proposed project consists of a new 8-inch line that will extend along WV Route 97 to Baileysville Elementary School from the end of the existing 8-inch line near Wyoming. Also there will be 6-inch lines extending from Route 97 along Lanes Branch Road and Doublecamp Branch Road for approximately 0.53 miles and 0.94 miles, respectively. This alternative will also feature one 150,000-gallon water storage tank","Other","2912371","1000000","2945","Yes","2","100"
"West Virginia","Hardy","Wardensville, Town of","No Information","Water System Improvements","This project is to replace the fire hydrants and water meters in the distribution system; replace the Warden Acres water storage tank with a 330,000 gallon tank and the Anderson Ridge water storage tank with a 304,000 gallon tank: drill a new water well at the Town of Wardensville water treatment plant site; add a SCADA system; and upgrade/rehabilitate the existing Town of Wardensville’s water treatment plant with major work to consist of upgrade the electrical service, upgrade the chlorine room, upgrade mechanical piping, and add a generator.","Other","3421000","1000000","788","Yes","3","90"
"West Virginia","Marion","Fairview, Town of","No Information","Phase II-Water line Replacements","This project will replace 11,000 ft of old water mains, install 14 new valves and 5 fire hydrants in order to reduce significant water loss.","Other","344000","172000","979","Yes","4","90"
"West Virginia","McDowell","McDowell County PSD","No Information","Elkhorn Ph III","The proposed project will construct a new water treatment plant to serve 220 customers and will allow 3 old treatment plants (Greenbrier, Ashland, and Crumpler) to be retired in the area. Also included in the project will be a 50 GPM booster station, (2) 100,000-gallon water storage tanks, approximately 60,645 linear feet of 8- inch and smaller waterline, 24 fire hydrants, and all other necessary valves and appurtenances.","Other","1713000","856500","693","Yes","6","80"
"West Virginia","Pendleton","Town of Franklin","No Information","Plant Upgrade/Line Replacement","The proposed project consists of: 8” directional drill river crossing, upgrades at the Hanover Storage Tank, replacement of the altitude valve, and upgrades to the Morton Storage Tank. At the water treatment plant work includes; upgrade secondary water source, replace backwash pump, upgrade backwash tank, upgrade plant instrumentation, upgrade plant building, and upgrade sediment basin, Installation of two 40,000 gallon clear well tanks, new automation, VFD’s on pump motors, new automatic transfer switch, and replace the plant emergency generator.","Other","2772318","500000","1702","Yes","7","80"
"West Virginia","Barbour","Chestnut Ridge PSD","No Information","Water System Improvements","This project will make improvements to the PSD's water distribution system, including water line and valve replacement, upgrading booster stations, replacing water meters and upgrades to the SCADA and telemetry systems.","Other","1902500","0","2643","Yes","8","80"
"West Virginia","Nicholas","Richwood, City of","No Information","Surface Water Intake Impound Structure Project","The proposed project will replace the raw water intake impoundment that helps to regulate the water level around the water treatment plant’s raw water intake. Included in this project will be building a new surface water intake impound structure, demolition and removal of the existing impound infrastructure, installation of a catwalk with manual gate, construction of a new intake screening structure, approximately 200 LF of 12” mains, 300 LF of 2” air line and site electric with equipment for an air compressor building, and various reclamation of disturbed areas.","Other","900000","200000","1095","Yes","11","70"
"West Virginia","Ritchie","Pennsboro, City of","No Information","Water System Improvements","The proposed project plans to replace the existing 434,000 gallon Industrial Park Tank with a new like-sized tank and to rehabilitate the Park Drive and Broadwater Water Storage Tanks. Also included will be the replacement of almost 1.14 miles of mostly 8-inch watermains with a small portion being 2-inch and 6-inch. All necessary valves and appurtenances will be included as well as the demolition and site preparation for the new tank.","Other","1000000","500000","1291","Yes","12","70"
"West Virginia","Greenbrier","Alderson, Town of","No Information","Water System Rehab & Expansion","This preliminary application is for the Town of Alderson to extend water service to the Riverside Rest area and to repair/replace various parts of the water distribution system and water treatment facilities.","Other","7360258","2699000","2458","Yes","13","70"
"West Virginia","Wyoming","Town of Oceana","No Information","Water System Upgrade Phase II","Phase 2 of a water system upgrade project for the Town of Oceana and the surrounding area. Project includes replacing Lynco water storage tank, water plant upgrades, telemetry upgrades, replacing water meters, booster station upgrades, and upgrading existing water lines along Rt 10, Rt 85, Popular St. and Chestnut St.","Other","1905076","952538","3797","Yes","14","70"
"West Virginia","Lincoln","Lincoln PSD","No Information","Alum Creek Water Storage Tank Replacement","This project will replace the Lincoln PSD’s Alum Creek Water Storage Tank with a new 300,000 gallon tank.","Other","500000","250000","2473","Yes","16","65"
"West Virginia","Ritchie","Cairo, Town of","No Information","Water System Improvements","This project will make improvements to the Town of Cairo water distribution system. The project will consist of the 190 new water meters, replacement of 20 valves, replace the existing PRV station, clean and refurbish the existing 214,000 gallon storage tank, replace a river crossing; stabilize a river bank, replace 12 fire hydrants, install 12 fire hydrants, replace approximately 2.5 miles (13,400 LF) of 6"""" and 2"""" water line, and replace approximately 1.1 miles (6,000 LF) of 3/4"""" water line.","Other","1000000","500000","406","Yes","17","65"
"West Virginia","Marion","Town of Worthington","No Information","Worthington Line Upgrades/Replacement","The project will make upgrades to the Town’s distribution system and will include an interconnection between Four States and Monongah. The project also includes a water line extension to the Harter Hill area that will serve five (5) new customers. The project will consist of the installation of approximately 18,900 LF of 6"""" and 18,000 LF of 2"""" water line; 10,000 LF of ¾"""" service line replacement; 28 valves; two (2) PRV Stations; 12 fire hydrants; two (2) solenoid master meters; 13 leak detection meters; 465 radio-read meters; all necessary piping, valves and appurtenances.","Other","2799200","500000","1099","Yes","18","65"
"West Virginia","Fayette","New Haven PSD","No Information","Contract 18 - Sunday Rd./Confluence/Elliott Cutoff area.","Water line extension to Sunday Rd./Confluence/Elliot Cufoff area, including possible Stringtown connector & Clifty connector. Approximately 67 new customers.","Other","753884","376942","4409","Yes","35","48"
"West Virginia","Fayette","New Haven PSD","No Information","Contract 19 - Ramsey Extension","Water line extension to Cane Branch, Ramsey, Hawver Rd., South Miller Ridge, Arrowwood Rd., Dotson Ridge & Lower Dotson Ridge, Whispering Pines. Approximately 73 new customers.","Other","1089841","337600","4438","Yes","36","48"
"West Virginia","Mercer","Lashmeet PSD","No Information","Mary Branch Water Extension","Extension of public water to the Mary Branch area of Mercer County, West Virginia. 4 miles. Approximately 42 new customers.","Other","1279921","214753","3794","Yes","38","40"
"West Virginia","Nicholas","Craigsville PSD","No Information","Water Treatment Plant and Distribution System Upgrades","This project will upgrade the existing water treatment plant to 900 gpm and installing a dedicated waterline from the water treatment plant to existing elevated water storage tanks. The project will consist of a new raw water intake screen and hydroburst system, raw water pump station, flocculator, sedimentation basin, filter equipment, backwash solids pump station, chemical feed system, painting four (4) existing water tanks, approximately 4 miles of 10"""" water line, and all necessary appurtenances.","Other","2407952","400000","1813","Yes","41","35"
"West Virginia","Wood","Parkersburg Utility Board","No Information","WTP PFAS Upgrades","�This project will upgrade the water treatment plant to remove PFAS from the source","Other","7403900","7403900","38189","Yes","1",""
"West Virginia","Harrison","Clarksburg Water Board","No Information","Lead Service Line Replacement","Project to replace lead service lines throughout the distribution system.","Lead","31033517","10276500","17686","Yes","1","75"
"West Virginia","McDowell","Davy, Town of","No Information","Lead Service Line Inventory","The project consists of the development of a lead service line inventory and GIS compatible surveying and mapping.","Lead","1000000","500000","552","Yes","2","70"
"West Virginia","Nicholas","Richwood, City of","No Information","Lead Service Line Inventory","The project includes the engineering services necessary to conduct an inventory of lead services and prepare engineering plans for the removal of lead service lines and joints in the City's water distribution system.","Lead","1000000","500000","1095","Yes","3","70"
"West Virginia","Greenbrier","Alderson, Town of","No Information","Lead Service Line Replacement","Replace lead service lines throughout the distribution system.","Lead","1230000","615000","2458","Yes","4","70"
"West Virginia","Wyoming","Pineville Municipal Waterworks","No Information","Lead Service Line Inventory","The project includes the engineering services necessary to conduct an inventory of lead services and prepare engineering plans for the removal of lead service lines in the systems water distribution system,","Lead","500000","250000","2945","Yes","5","70"
"West Virginia","Greenbrier","Rainelle, Town of","No Information","Lead Service Line Inventory","The project consists of the development of a lead service line inventory and GIS compatible surveying and mapping.","Lead","1000000","500000","1381","Yes","6","55"
"West Virginia","McDowell","Gary, City of","No Information","Lead Service Line Inventory","This project includes the engineering services necessary to conduct an inventory of lead services and prepare engineering plans for the removal of lead service lines in the City's distribution system.","Lead","1000000","500000","1633","Yes","7","55"
"West Virginia","Hancock","Oakland PSD","No Information","Lead Service Line Replacement","This project includes development of a lead service line inventory and replacing lead service lines throughout the distribution system.","Lead","500000","250000","1846","Yes","8","55"
"West Virginia","McDowell","Welch, City of","No Information","Lead Service Line Inventory","The project includes the engineering services necessary to conduct an inventory of lead services and prepare engineering plans for the removal of lead service lines and joints in the City's water distribution system.","Lead","1000000","500000","2907","Yes","9","55"
"West Virginia","Upshur","Mount Hope Water Assoc.","No Information","Lead Service Line Inventory","Project to determine the service line material used from the meter to the customers structure.","Lead","200000","0","2870","No","10","50"
