Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,Source Document
18253,Niagara,NIAGARA WATER IMPROVEMENT AREA / Niagara (T),Rehab 1-MG Lockport Road Storage Tank in (T) Niagara.,"8,978","$1,193,696",35,"$1,988,771,875",NY_Y0_annual-0005
18236,Jefferson,LERAY TOWN WD 2 / Leray (T),"Upgrade Ground Water Source, New Storage","2,500",$0,35,"$1,988,771,875",NY_Y0_annual-0005
18947,Oneida,WATERVILLE VILLAGE / Waterville (V),Relocation of booster pump station,"1,750","$400,000",35,"$1,989,171,875",NY_Y0_annual-0005
18125,Oswego,SANDY CREEK/LACONA JOINT WATERWORKS / Sandy Creek (V),New Storage,"1,435","$1,700,000",35,"$1,990,871,875",NY_Y0_annual-0005
18758,Chautauqua,ELLICOTT WD #3 - AIRPORT INC / Ellicott (T),"Rehabiliation of the existing 150,000 gallon storage tank.",27,"$673,000",35,"$1,991,544,875",NY_Y0_annual-0005
18432,Monroe,ROCHESTER CITY / Rochester (C),"Replace mains Cynthia Lane Westchester Ave.,Grand Ave., Flower City Park, Mt. Read Blvd., Gorsline St., Swan St., and Frost Ave, Upgrade Distribution System","214,000","$3,400,000",35,"$1,994,944,875",NY_Y0_annual-0005
18588,Niagara,NIAGARA FALLS WATER BOARD / NiagaraFalls Public Water Auth,Watermain and Lead Service Replacement.,"55,593","$5,495,000",35,"$2,000,439,875",NY_Y0_annual-0005
18841,Niagara,NIAGARA FALLS WATER BOARD / Niagara Falls Water Board,"Replacement of aged and undersized distribution main, and appurtenances.","55,593","$5,300,000",35,"$2,005,739,875",NY_Y0_annual-0005
18410,Chautauqua,JAMESTOWN CITY / Jamestown (C),Upgrade Distribution System,"48,268","$5,000,000",35,"$2,010,739,875",NY_Y0_annual-0005
18154,Orange,KIRYAS JOEL VILLAGE / Kiryas Joel (V),"Provide for resiliency through the installation of six backup power generators for critical water system assets including for wells, a pump station, and a treatment plant to prevent loss of water during storm","21,750","$614,266",35,"$2,011,354,141",NY_Y0_annual-0005
18186,Orange,KIRYAS JOEL VILLAGE / Village of Kiryas Joel,"Interconnection of Woodbury Heights Estates Water Company and the Village of Kiryas Joel., Upgrade Ground Water Source, New Transmission, New Pump Station, New Inter-Connection","21,750","$6,491,850",35,"$2,017,845,991",NY_Y0_annual-0005
18452,Cortland,CORTLAND (C) / Cortland (C),"Sevice Line Replacement, Upgrade Distribution System","20,095","$3,150,000",35,"$2,020,995,991",NY_Y0_annual-0005
18594,Cattaraugus,OLEAN CITY / Olean (C),Washington St. Watermain Replacement.,"15,500","$1,519,090",35,"$2,022,515,081",NY_Y0_annual-0005
18937,St.Lawrence,POTSDAM VILLAGE / Potsdam (V),Elm Street Water main replacement.,"9,425","$1,116,000",35,"$2,023,631,081",NY_Y0_annual-0005
18612,Orleans,ALBION VILLAGE / Albion (V),W. Academy and S. Clinton Water Main Improvements.,"6,000","$900,314",35,"$2,024,531,395",NY_Y0_annual-0005
18531,Franklin,SARANAC LAKE V / Saranac Lake (V),Distribution main replacement,"5,800","$10,665,000",35,"$2,035,196,395",NY_Y0_annual-0005
18899,Wayne,LYONS (V) / Lyons (T),"Replace Approx. 23,000-LF of water main and appurtenances.","5,500","$11,975,000",35,"$2,047,171,395",NY_Y0_annual-0005
18708,Livingston,DANSVILLE (V) / Dansville (V),Replacement of aged undersized mains,"4,463","$6,838,170",35,"$2,054,009,565",NY_Y0_annual-0005
18084,Chautauqua,BROCTON VILLAGE / Brocton (V),"Replace 10,600 lf +/-water main","4,000",$0,35,"$2,054,009,565",NY_Y0_annual-0005
18867,Clinton,CHAMPLAIN VILLAGE / Champlain (V),Replacement of failing watermain.,"2,947","$1,442,000",35,"$2,055,451,565",NY_Y0_annual-0005
18757,Chautauqua,BROCTON (V) / Brocton (V),"Replacement of approximately 3,400 LF of 8"" watermain.","1,486","$866,000",35,"$2,056,317,565",NY_Y0_annual-0005
18762,Steuben,AVOCA VILLAGE / Avoca (V),"Replacement of meters., Upgrade Other Expenses, Upgrade Other (OT)",970,"$152,500",35,"$2,056,470,065",NY_Y0_annual-0005
18887,Essex,MINERVA WD / Minerva (T),"Replacement of Approx. 6,400-ft of water main.",800,"$2,400,000",35,"$2,058,870,065",NY_Y0_annual-0005
18836,Tompkins,DRYDEN WD / Town of Dryden,Route 366 / Hamlet of Varna Water Main Replacement.,725,"$3,021,956",35,"$2,061,892,021",NY_Y0_annual-0005
18761,Wyoming,WARSAW TOWN WATER DISTRICT / Warsaw (T),WD No. 1 Water Main Replacement .,185,"$958,271",35,"$2,062,850,292",NY_Y0_annual-0005
18530,St.Lawrence,GOUVERNEUR EAST SIDE WATER DISTRICT / Gouverneur (T),Replacement of distribution main along US Route 11,165,"$1,141,600",35,"$2,063,991,892",NY_Y0_annual-0005
18946,Westchester,GREENBURGH CONSOLIDATED WD #1 / Greenburgh (T),New chlorine contact tank and chemical feed building at the Knollwood Pump Station,"38,489","$8,909,500",30,"$2,072,901,392",NY_Y0_annual-0005
18744,Ulster,PORT EWEN WATER DISTRICT / Esopus (T),"Port Ewen WD upgrades to water treatment pland and distribution system infrastructure, Upgrade Water Treatment Plant, Upgrade Distribution System","4,800",$0,30,"$2,072,901,392",NY_Y0_annual-0006
17329,Cayuga,OWASCO WATER DISTRICT / Owasco (T),"Upgrade Water Treatment Plant, New Storage, Upgrade Pump Station, Upgrade Distribution System","3,000","$3,759,500",30,"$2,076,660,892",NY_Y0_annual-0006
18416,Oneida,CLINTON VILLAGE / Clinton (V),"Upgrade Storage, Upgrade Distribution System","3,000","$2,510,000",30,"$2,079,170,892",NY_Y0_annual-0006
18655,Livingston,AVON VILLAGE PWS / Avon (V),"Replace existing aged undersized pump station, Upgrade Pump Station","2,993","$2,048,217",30,"$2,081,219,109",NY_Y0_annual-0006
17974,Steuben,SOUTH CORNING VILLAGE / South Corning (V),"Upgrade Storage, Upgrade Distribution System","1,147",$0,30,"$2,081,219,109",NY_Y0_annual-0006
18912,Onondaga,OCWA / Onondaga County Water Auth,"Salt Springs Water Storage - New Tank and Rehab Existing Tank., Upgrade Storage, New Storage","256,000","$3,523,000",30,"$2,084,742,109",NY_Y0_annual-0006
18538,Saratoga,SCWA WTP EXPANSION / Saratoga County WA,"WTP Expansion to increase treatment capacity., Upgrade Water Treatment Plant","100,000","$4,600,000",30,"$2,089,342,109",NY_Y0_annual-0006
18807,Albany,LATHAM WATER DISTRICT / Colonie (T),"River Road Storage and Mohawk View WTP Mixing Improvements, Upgrade Water Treatment Plant, Upgrade Distribution System","78,500","$6,230,000",30,"$2,095,572,109",NY_Y0_annual-0006
18446,Schenectady,ROTTERDAM WD #5 / Rotterdam (T),"Well Field; Transmission Main; Storage; Distribution System Improvements, Upgrade Transmission, Upgrade Storage, Upgrade Distribution System","28,000","$30,000",30,"$2,095,602,109",NY_Y0_annual-0006
18610,Broome,VESTAL CONSOLIDATED W.D. #1 / Vestal (T),"Old Vestal & Burn Hill Rd Watermain., Upgrade Distribution System","20,950","$1,439,213",30,"$2,097,041,322",NY_Y0_annual-0006
18605,Erie,GRAND ISLAND TOWN WATER DEPT. / Grand Island (T),"Baseline Road Water Main Improvements; WTP Filtration Capacity Expansion., Upgrade Water Treatment Plant, Upgrade Distribution System","19,500","$5,370,000",30,"$2,102,411,322",NY_Y0_annual-0006
18255,Orange,WALLKILL CONSOLIDATED WD / Wallkill (T),"Distribution system upgrades, Upgrade Distribution System","15,000","$23,763,600",30,"$2,126,174,922",NY_Y0_annual-0006
18789,Westchester,MOUNT KISCO WATER DEPARTMENT / Mount Kisco (V),"Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Distribution System","9,600","$8,400,000",30,"$2,134,574,922",NY_Y0_annual-0006
18037,Ulster,MARLBOROUGH WATER DISTRICT / (T) Marlborough,"New Ground Water Source, New Transmission, New Storage, Upgrade Distribution System","3,248","$16,879,640",30,"$2,151,454,562",NY_Y0_annual-0006
18277,Saratoga,STILLWATER VILLAGE / Stillwater (V),"Hillside Tank Supply Line Replacement., Upgrade Transmission","1,572",$0,30,"$2,151,454,562",NY_Y0_annual-0006
18219,Orange,SUGAR LOAF HILLS / Chester (T),"Water system upgrades, Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Storage, Upgrade Pump Station",559,"$3,727,440",30,"$2,155,182,002",NY_Y0_annual-0006
18913,Onondaga,OCWA / Onondaga County Water Auth,"Replacement of Solvay Potable Water Pump Station, New Pump Station","256,000","$1,920,000",30,"$2,157,102,002",NY_Y0_annual-0006
18203,Orange,MIDDLETOWN CITY / Middletown (C),"Upgrade Storage, New Storage","26,500",$0,30,"$2,157,102,002",NY_Y0_annual-0006
18030,Rensselaer,RENSSELAER CITY PWS / Rensselaer (C),"Washington Ave Corridor Improvements, Upgrade Distribution System","7,500","$3,169,952",30,"$2,160,271,954",NY_Y0_annual-0006
18194,Greene,ATHENS VILLAGE / Athens Village,"Upgrade Backwash and Process Waste Disposal System., Upgrade Water Treatment Plant","1,850","$861,000",30,"$2,161,132,954",NY_Y0_annual-0006
18420,Niagara,NORTH TONAWANDA CITY / North Tonawanda (C),"New Other Expenses, New Other (OT)","33,262","$698,000",30,"$2,161,830,954",NY_Y0_annual-0006
18287,Warren,GLENS FALLS CITY / Glens Falls (C),Upgrade Storage,"13,000","$3,144,844",30,"$2,164,975,798",NY_Y0_annual-0006
18753,Sullivan,FALLSBURG WHO-LS-SF / Town of Fallsburg,"Hurleyville Water District new well to replace Well #2, New Ground Water Source","8,355","$289,594",30,"$2,165,265,392",NY_Y0_annual-0006
18205,Rensselaer,HOOSICK FALLS (V) PWS / Hoosick Falls (V),"New GAC treatment system., Upgrade Water Treatment Plant","4,000","$2,100,000",30,"$2,167,365,392",NY_Y0_annual-0006
18625,Steuben,MORNINGSIDE HEIGHTS WATER DIST / Erwin (T),New well No. 7.,"2,950","$1,429,312",30,"$2,168,794,704",NY_Y0_annual-0006
18413,Chautauqua,FREWSBURG WATER DISTRICT / Carroll (T),Upgrade Storage,"2,600","$960,000",30,"$2,169,754,704",NY_Y0_annual-0006
18554,Chenango,AFTON VILLAGE / Afton (V),"Replace existing 50 year old water storage tank., Upgrade Storage",838,"$999,985",30,"$2,170,754,689",NY_Y0_annual-0006
18756,Lewis,CONSTABLEVILLE VILLAGE / Constableville (V),"Replace watermain on N. Main street, Main street, W. Main street, Schuyler street, James street, John street, and High street., Upgrade Distribution System",310,"$3,644,450",30,"$2,174,399,139",NY_Y0_annual-0006
18974,Clinton,BLACK BROOK WD NO2 / Black Brook (T),"Installationg and replacment of water meters., Upgrade Other Expenses, Upgrade Other (OT)",77,"$845,000",30,"$2,175,244,139",NY_Y0_annual-0006
18553,Washington,HUDSON FALLS VILLAGE (QUEENSBURY) / Hudson Falls (V),"Replacement of Water Mains in School Street Neighbrhood., Upgrade Distribution System","7,419","$787,950",30,"$2,176,032,089",NY_Y0_annual-0006
18770,Chautauqua,POMFRET (T) / Pomfret (T),"Replacement of distribution mains, and appurtenances in Lily Dale WD., Upgrade Distribution System","3,730","$3,230,000",30,"$2,179,262,089",NY_Y0_annual-0006
18169,Wyoming,ARCADE VILLAGE / Arcade (V),Upgrade Transmission,"2,400","$1,740,466",30,"$2,181,002,555",NY_Y0_annual-0006
18938,Oneida,WATERVILLE VILLAGE / Waterville (V),"Stafford Ave Area WM Replacement., Upgrade Distribution System","1,750","$2,165,000",30,"$2,183,167,555",NY_Y0_annual-0006
18894,Montgomery,PALATINE BRIDGE (V) WATER WORKS / Palatine Bridge (V),"Rt. 5 Watermain Replacement., Upgrade Distribution System",890,"$470,710",30,"$2,183,638,265",NY_Y0_annual-0006
18858,Yates,DRESDEN VILLAGE / Dresden (V),"System wide replacement of aged mains and appurtenances., Upgrade Distribution System",700,"$6,067,011",30,"$2,189,705,276",NY_Y0_annual-0006
18183,Chautauqua,JAMESTOWN CITY / Celeron (V),"Approximately 1,630 LF WM to serve Village area on private wells, Extend Distribution System","48,268","$96,305",30,"$2,189,801,581",NY_Y0_annual-0006
17910,Westchester,YONKERS CITY / Yonkers (C),"Upgrade electrical power supply and power distribution system at Hillview Pump Station, Upgrade Pump Station","196,086","$1,854,000",25,"$2,191,655,581",NY_Y0_annual-0006
18644,Orange,MONROE VILLAGE / Monroe (V),"Replace asbestos watermain, rehab pump station and controls., Upgrade Pump Station, Upgrade Distribution System","8,892","$4,945,000",25,"$2,196,600,581",NY_Y0_annual-0006
18542,Ontario,CANANDAIGUA TOWN CONS. WD / Canandaigua (T),"New Transmission, New Storage, New Pump Station","6,300","$7,570,500",25,"$2,204,171,081",NY_Y0_annual-0006
18748,Broome,BINGHAMTON (T) CONSOLIDATED WD / Binghamton (T),"Powers Road Storage Tank Replacement., New Storage","2,600","$939,393",25,"$2,205,110,474",NY_Y0_annual-0006
18866,Saratoga,SARATOGA COUNTY WATER AUTHORITY / Saratoga County WA,"New Storage and Controls., New Storage","100,000","$5,177,939",25,"$2,210,288,413",NY_Y0_annual-0006
18503,Westchester,WESTCHESTER JOINT WATER WORKS / WJWW,Upgrade Pump Station,"55,210","$3,300,000",25,"$2,213,588,413",NY_Y0_annual-0006
18496,Westchester,GREENBURGH CONSOLIDATED WD #1 / Greenburg (T),"Rumbrook-Knollwood CWD Interconnection, New Inter-Connection","38,489","$12,119,500",25,"$2,225,707,913",NY_Y0_annual-0006
18238,Orange,WALLKILL CONSOLIDATED WD / Wallkill (T),"Upgrade water treatment plant and drill new well for redundancy within the Town, Upgrade Water Treatment Plant, New Ground Water Source","15,000","$4,739,048",25,"$2,230,446,961",NY_Y0_annual-0006
18868,Schenectady,GLENVILLE WD #11 / Glenville (T),"Upgrade WTP, Storage, and Distribution.","15,000","$13,480,424",25,"$2,243,927,385",NY_Y0_annual-0006
18498,Rockland,NYACK VILLAGE WATER SUPPLY / Nyack (V),"New Transmission, Upgrade Distribution System","14,700","$10,383,900",25,"$2,254,311,285",NY_Y0_annual-0006
18293,Saratoga,HALFMOON WATER DISTRICT / Halfmoon (T),"Saratoga County Water Authority Connection., New Inter-Connection","14,000","$6,948,500",25,"$2,261,259,785",NY_Y0_annual-0006
18798,Suffolk,HAMPTON BAYS WD / Hampton Bays WD,Iron and Manganese removal at Plant No. 4.,"12,500","$3,600,000",25,"$2,264,859,785",NY_Y0_annual-0006
18415,Niagara,PORTER MASTER IMPROVEMENT AREA / Porter (T),Upgrade Storage,"6,920","$5,805,000",25,"$2,270,664,785",NY_Y0_annual-0006
18211,Orange,HIGHLAND FALLS VILLAGE / Highland Falls (V),"Upgrade distribution system, Upgrade treatment components, Upgrade Water Treatment Plant, Upgrade Distribution System","4,400","$3,444,495",25,"$2,274,109,280",NY_Y0_annual-0006
18780,Dutchess,FISHKILL VILLAGE / Fishkill (V),Water System Upgrades and rehabilitation of existing wells.,"4,100","$2,258,800",25,"$2,276,368,080",NY_Y0_annual-0006
18651,Dutchess,MILLERTON VILLAGE / Millerton (V),"Rehab. existing tank, repl. hydrants, rehab. water meters., Upgrade Storage, Upgrade Distribution System","1,150",$0,25,"$2,276,368,080",NY_Y0_annual-0006
18226,Orange,GOSHEN W.D. #2 (ARCADIA HILLS) / Goshen (T),"Rehabilitation of existing water tank and development of 2 new wells, New Ground Water Source, Upgrade Storage",998,"$350,000",25,"$2,276,718,080",NY_Y0_annual-0006
18307,Rensselaer,BRUNSWICK WATER DISTRICT # 4 / Brunswick (T),"Clums Corners Ground Water Source Development., New Ground Water Source",546,"$6,505,813",25,"$2,283,223,893",NY_Y0_annual-0006
18845,Albany,NORTHEAST WD / New Scotland (T),"Connect Northeast WD and Kensington Woods WDs., New Inter-Connection",471,"$488,220",25,"$2,283,712,113",NY_Y0_annual-0006
18124,Livingston,SPRINGWATER WD / Springwater (T),"Upgrade Storage, Upgrade Distribution System",360,"$1,391,560",25,"$2,285,103,673",NY_Y0_annual-0006
18735,Lewis,CASTORLAND VILLAGE / Castorland (V),"Denmark Storage Tank Replacement., New Storage",320,"$650,000",25,"$2,285,753,673",NY_Y0_annual-0006
18436,Cayuga,NILES WD NO. 1 / Niles (T),Niles Water District No. 1.,33,"$201,762",25,"$2,285,955,435",NY_Y0_annual-0006
18438,Onondaga,OCWA / Onondaga County Water Authorit,"Upgrade Cl2 System at Eastern and Western Reservoirs., Upgrade Storage","256,000","$1,100,000",25,"$2,287,055,435",NY_Y0_annual-0006
18440,Onondaga,OCWA / OCWA Oakridge Storage Tank Replacement.,Upgrade Storage,"256,000","$2,400,000",25,"$2,289,455,435",NY_Y0_annual-0006
18914,Onondaga,OCWA / Onondaga County Water Auth,"Replacement of Warners Water Storage Tank, New Storage","256,000","$1,081,500",25,"$2,290,536,935",NY_Y0_annual-0006
18633,Nassau,HEMPSTEAD (V) / Hempstead (V),"Installation of two new wells and Chemical Feed/Control Bldg., New Other Expenses, New Ground Water Source, New Other (OT)","56,000",$0,25,"$2,290,536,935",NY_Y0_annual-0006
18801,Orange,MIDDLETOWN CITY / Middletown (C),Upgrade Transmission,"26,500","$12,800,000",25,"$2,303,336,935",NY_Y0_annual-0006
18000,Dutchess,BEACON CITY / Beacon (C),Upgrade Distribution System,"19,000","$972,907",25,"$2,304,309,842",NY_Y0_annual-0006
18001,Dutchess,BEACON CITY / Beacon (C),Upgrade Distribution System,"19,000","$509,737",25,"$2,304,819,579",NY_Y0_annual-0006
18776,Ulster,ULSTER WATER DISTRICT / Ulster (T),"Replacement of existing 4.8 MG storage tank with a 3.0 MG storage tank., Upgrade Storage","5,500","$3,631,000",25,"$2,308,450,579",NY_Y0_annual-0006
18113,Oswego,SCRIBA WD (OSWEGO) / Scriba (T),Upgrade Distribution System,"3,700","$743,000",25,"$2,309,193,579",NY_Y0_annual-0006
18593,Warren,WARRENSBURG WATER DISTRICT / Warrensburg (T),"Replacement of the water storage tank transmission main., New Transmission","3,600","$1,241,750",25,"$2,310,435,329",NY_Y0_annual-0006
18839,Tompkins,NEWFIELD WDS / Newfield (T),"Phase 1 - Replacement of aged and undersized asbestos water main along Main Street., Upgrade Distribution System","2,300","$3,285,059",25,"$2,313,720,388",NY_Y0_annual-0006
18787,Dutchess,RED HOOK WATER DISTRICT #1 / Red Hook (V),"New Treatment to remove PFOA/S and other upgrades, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Inter-Connection","1,440","$1,800,000",25,"$2,315,520,388",NY_Y0_annual-0006
18578,Dutchess,BEACON HILLS WATER DISTRICT / Fishkill (T),"Construction of water storage tank(s) to supplement water pressure and storage needs for Beacon Hills Water District., New Storage",999,"$2,107,000",25,"$2,317,627,388",NY_Y0_annual-0006
18296,Erie,ECWA DIRECT / Erie County Water Authority,"Niagara Falls Blvd Water Main Improvements., Upgrade Distribution System","228,869","$2,031,824",25,"$2,319,659,212",NY_Y0_annual-0006
18298,Erie,ECWA DIRECT / Erie County Water Authority,"Walden Avenue Water Main Improvements., Upgrade Distribution System","228,869","$2,592,785",25,"$2,322,251,997",NY_Y0_annual-0006
18426,Warren,GLENS FALLS CITY / Glens Falls (C),Upgrade Distribution System,"13,000","$3,370,950",25,"$2,325,622,947",NY_Y0_annual-0006
18455,Erie,ALDEN VILLAGE / Alden (V),"ECWA Interconnection., New Inter-Connection","2,666","$180,000",25,"$2,325,802,947",NY_Y0_annual-0006
18399,Chautauqua,CLYMER WATER DISTRICT / Clymer (T),"Repairs to wellhouse floor., Upgrade Ground Water Source",650,"$275,000",25,"$2,326,077,947",NY_Y0_annual-0006
18369,Allegany,ALMOND VILLAGE PUBLIC WATER / Almond (V),"Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",600,"$922,000",25,"$2,326,999,947",NY_Y0_annual-0006
18852,Franklin,WEST SIDE WD / Malone (T),"Rt 11 Emergency WM Replacement., Upgrade Distribution System",250,"$927,000",25,"$2,327,926,947",NY_Y0_annual-0006
18521,Albany,LATHAM WATER DISTRICT / Colonie (T),"Interconnection improvements between the Town of Colonie and the City of Albany, Upgrade Distribution System","78,500",$0,20,"$2,327,926,947",NY_Y0_annual-0006
18961,Nassau,GLEN COVE CITY / Glen Cove (C),"Nancy Court Facility., Upgrade Ground Water Source","28,000","$2,200,000",20,"$2,330,126,947",NY_Y0_annual-0006
18649,Nassau,BAYVILLE (V) / Bayville (V),"Install SCADA system and improvements at Well No. 1-3., Upgrade Ground Water Source, Upgrade Distribution System","8,800","$1,210,000",20,"$2,331,336,947",NY_Y0_annual-0006
18901,Erie,ECWA BOSTON / Boston (T),"Water main replacement and pump station upgrades in Water District No.1., Upgrade Pump Station, Upgrade Distribution System","6,604","$10,957,196",20,"$2,342,294,143",NY_Y0_annual-0006
18678,Putnam,CARMEL WD 2 / Carmel (T),"New Distribution System, Upgrade Distribution System","5,000","$13,700,397",20,"$2,355,994,540",NY_Y0_annual-0006
18431,Warren,LAKE LUZERNE WATER DISTRICT / Lake Luzerne (T),Rehabilitate existiting water storage tank and replace water mains.,"3,250","$2,500,000",20,"$2,358,494,540",NY_Y0_annual-0006
18613,Tioga,OWEGO W D NO 2 / Owego (T),"Crestview Well House and Rt 434 Transmission Main Improvements., New Ground Water Source, Upgrade Transmission","2,754","$1,712,111",20,"$2,360,206,651",NY_Y0_annual-0006
18041,Putnam,COLD SPRING VILLAGE / Cold Spring (V),Upgrade Transmission,"2,666","$958,000",20,"$2,361,164,651",NY_Y0_annual-0007
18383,Yates,MIDDLESEX WD / Middlesex (T),Upgrade Distribution System,480,"$825,625",20,"$2,361,990,276",NY_Y0_annual-0007
18834,Herkimer,POLAND VILLAGE / Polland (V),"Well and Treatment Improvements., Upgrade Other Expenses, Upgrade Ground Water Source, Upgrade Transmission, Upgrade Pump Station, Upgrade Other (OT)",463,"$1,100,000",20,"$2,363,090,276",NY_Y0_annual-0007
18073,Tompkins,WEST DANBY WD / Danbury(T),New Storage,265,"$384,600",20,"$2,363,474,876",NY_Y0_annual-0007
15220,Westchester,CROTON FALLS WATER DISTRICT / North Salem (T),"Installation of new well (Well No. 7)., New Ground Water Source",175,"$303,215",20,"$2,363,778,091",NY_Y0_annual-0007
17683,Clinton,PLEASANT RIDGE WD / Plattsburgh (T),New Storage,168,"$1,985,000",20,"$2,365,763,091",NY_Y0_annual-0007
18919,Genesee,MCWA SHOREMONT WTP / Monroe County Water Authority,"1.5MG tank installation in Town of Pavilion., New Ground Water Source","310,000","$2,317,500",20,"$2,368,080,591",NY_Y0_annual-0007
18652,Westchester,YONKERS CITY / Yonkers (C),"Lamartine & Warburton Avenues Interzone Water Transmission., Upgrade Inter-Connection","196,086","$2,850,000",20,"$2,370,930,591",NY_Y0_annual-0007
18224,Westchester,SCARSDALE WATER DEPARTMENT / Village of Scarsdale,"Rehabilitation of 750,000 gallon Ardsley Rd Water Storage Tank, Upgrade Storage","20,883","$1,471,500",20,"$2,372,402,091",NY_Y0_annual-0007
18233,Orange,WALLKILL CONSOLIDATED WD / Wallkill (T),"Refurbishment/Repair of existing water storage tanks, Upgrade Storage","15,000","$2,406,250",20,"$2,374,808,341",NY_Y0_annual-0007
18683,Nassau,FARMINGDALE (V) / Farmingdale (V),"Install treatment to remove 1,4-dioxane and PFOA/PFOS from Well Nos. 1-3, 2-2, and 2-3., Upgrade Water Treatment Plant","8,405","$18,245,420",20,"$2,393,053,761",NY_Y0_annual-0007
18212,Orange,HIGHLAND FALLS VILLAGE / Highland Falls (V),"New raw water transmission line to replace existing open trench transmission, Upgrade Transmission","4,400","$3,976,600",20,"$2,397,030,361",NY_Y0_annual-0007
18589,Cayuga,OWASCO WATER DISTRICT / Owasco (T),"GAC Microcystin Treatment System., Upgrade Water Treatment Plant","3,000","$250,000",20,"$2,397,280,361",NY_Y0_annual-0007
18330,Herkimer,OLD FORGE (V) WATER DISTRICT / Webb (T),"Maple Ridge Storage Tank., New Storage","1,766","$1,750,000",20,"$2,399,030,361",NY_Y0_annual-0007
18040,Ontario,BLOOMFIELD VILLAGE / Bloomfield (V),Upgrade Distribution System,"1,675","$1,340,697",20,"$2,400,371,058",NY_Y0_annual-0007
18227,Orange,WALTON LAKE ESTATES W.D. / Chester (T),"Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Storage, Upgrade Distribution System",624,"$3,354,696",20,"$2,403,725,754",NY_Y0_annual-0007
18157,NY City,NEW YORK CITY-CATSKILL/DELAWARE SYSTEM / NYCDEP,Resiliency by hardening power distribution line; Redundancy by installing backup generators at telcom switch to ensure continuous telephone and data communications during power outages,"6,552,718","$2,250,000",20,"$2,405,975,754",NY_Y0_annual-0007
18158,NY City,NEW YORK CITY-CATSKILL/DELAWARE SYSTEM / NYCDEP,"Provide for resiliency & redundancy by installing generators at W. Delaware (Del) Tunnel Outlet; Neversink Tunnel Outlet; Downsville Shop, Office & Annex; E. Del. Release Chamber; W. Del. Release","6,552,718","$750,000",20,"$2,406,725,754",NY_Y0_annual-0007
18159,NY City,NEW YORK CITY-CATSKILL/DELAWARE SYSTEM / NYCDEP,Upgrade Upstate the Supervisory Control and Data Acquisition (SCADA) system for remote operations & monitoring to provide for resiliency and ensure system reliability during storm events,"6,552,718","$4,600,000",20,"$2,411,325,754",NY_Y0_annual-0007
18439,Onondaga,OCWA / Onondaga County Water Authorit,"Lake Ontario Backup Power., Upgrade Water Treatment Plant","256,000","$2,100,000",20,"$2,413,425,754",NY_Y0_annual-0007
18710,Orange,MIDDLETOWN CITY / Middleton (C),Upgrade Distribution System,"26,500","$9,888,000",20,"$2,423,313,754",NY_Y0_annual-0007
18265,Erie,KENMORE (V) / Kenmore (V),"Water Main Replacement, Upgrade Distribution System","15,236","$3,977,891",20,"$2,427,291,645",NY_Y0_annual-0007
18921,Niagara,NEWFANE WD#4 / Newfane (T),"Approximately 2,400 ft main replacement., Upgrade Distribution System","6,196","$1,102,615",20,"$2,428,394,260",NY_Y0_annual-0007
18237,Oswego,MEXICO VILLAGE / Mexico (V),"Replacement of old and undersized water main. , Upgrade Distribution System","1,600","$725,000",20,"$2,429,119,260",NY_Y0_annual-0007
18934,Schoharie,COBLESKILL WATER DISTRICT / Cobleskill (T),Extension of Cobleskill (V) to Cobleskill (T) WD #2,20,"$535,600",20,"$2,429,654,860",NY_Y0_annual-0007
18400,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk Co. Water Authority,"Construction of new replacement well no. 4A at Blue Point Road., New Ground Water Source","1,009,264","$794,426",15,"$2,430,449,286",NY_Y0_annual-0007
18402,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk Co. Water Authority,"Construction of new replacement well no. 2A at the Brook Ave well field., New Ground Water Source","1,009,264","$794,426",15,"$2,431,243,712",NY_Y0_annual-0007
18048,Westchester,YONKERS CITY / Yonkers (C),"Install approx. 2,600 LF of new 16-inch pipeline in Nepperhan Avenue from Elm Street to Riverdale Avenue., Upgrade Distribution System","196,086","$3,317,750",15,"$2,434,561,462",NY_Y0_annual-0007
18263,Westchester,YONKERS CITY / Yonkers (C),"Nodine Hill Tank Rehabilitation, Upgrade Storage","196,086","$4,120,000",15,"$2,438,681,462",NY_Y0_annual-0007
18477,Nassau,JERICHO WD / Jericho Water District,New Storage,"58,000","$10,500,000",15,"$2,449,181,462",NY_Y0_annual-0007
18244,Westchester,WESTCHESTER JOINT WATER WORKS / WJWW,New Transmission,"55,210","$5,000,000",15,"$2,454,181,462",NY_Y0_annual-0007
18478,Nassau,MANHASSET LAKEVILLE WD / Manhasset Lakeville Water Dist,"Construction of a new 750,000-gal elevated water storage tank to replace the 500,000-gal Munsey Park tank., New Storage","43,000","$5,544,675",15,"$2,459,726,137",NY_Y0_annual-0007
18510,Nassau,MASSAPEQUA WD / Oyster Bay (T),"Joint water main replacement in Massapequa, Bethpage and South Farmingdale Water Districts., Upgrade Distribution System","43,000","$10,001,000",15,"$2,469,727,137",NY_Y0_annual-0007
