Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,Source Document
17668,Steuben,HORNELL CITY / Hornell (C),"Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage","9,019",$0,1125,"$5,722,622,803",NY_Y0_multiyear-0010
18002,Steuben,HAMLET OF WOODHULL MUNICIPAL WS / Woodhull (T),"System to serve former Village (now hamlet) with private contaminated wells., New Ground Water Source, New Storage, New Distribution System",483,"$4,489,928",80,"$5,727,112,731",NY_Y0_multiyear-0010
18016,Steuben,WD #3 / Campbell (T),"Serve private contaminated/poor yielding wells., Extend Water District","1,025","$908,687",75,"$5,728,021,418",NY_Y0_multiyear-0010
18516,Steuben,GREENWOOD WATER DISTRICT / Greenwood (T),"New Fe/Mn Removal Treatment., New Water Treatment Plant, Upgrade Storage",330,"$856,356",65,"$5,728,877,774",NY_Y0_multiyear-0010
18565,Steuben,CANISTEO VILLAGE / Canisteo (V),"Replace critical sections of the water main within the Village's distribution system, and upgrades to stroage tank and meters., Upgrade Storage, Upgrade Distribution System","2,320","$5,691,816",50,"$5,734,569,590",NY_Y0_multiyear-0010
18820,Steuben,BATH VILLAGE / Bath (V),"Comprehensive Distribution & Storage Improvements., Upgrade Storage, Upgrade Distribution System","5,641","$17,262,000",50,"$5,751,831,590",NY_Y0_multiyear-0010
18365,Steuben,SOUTH CORNING VILLAGE / South Corning (V),"New Water Treatment Plant, New Ground Water Source, New Storage","1,147",$0,45,"$5,751,831,590",NY_Y0_multiyear-0010
18908,Steuben,HORNELL CITY / Hornell (C),"Transmission main replacement., Upgrade Transmission","9,019","$867,054",40,"$5,752,698,644",NY_Y0_multiyear-0010
18762,Steuben,AVOCA VILLAGE / Avoca (V),"Replacement of meters., Upgrade Other Expenses, Upgrade Other (OT)",970,"$152,500",35,"$5,752,851,144",NY_Y0_multiyear-0010
15902,Steuben,ADDISON VILLAGE / Addison (V),"Water System Improvements., Upgrade Storage, Upgrade Distribution System","1,797","$1,690,000",35,"$5,754,541,144",NY_Y0_multiyear-0010
17974,Steuben,SOUTH CORNING VILLAGE / South Corning (V),"Upgrade Storage, Upgrade Distribution System","1,147",$0,30,"$5,754,541,144",NY_Y0_multiyear-0010
18625,Steuben,MORNINGSIDE HEIGHTS WATER DIST / Erwin (T),"New well No. 7. , New Ground Water Source","2,950","$1,429,312",30,"$5,755,970,456",NY_Y0_multiyear-0010
18863,Steuben,PAINTED POST VILLAGE / Painted Post (V),"Well upgrades and replacement of storage tank, Upgrade Ground Water Source, Upgrade Storage","1,842","$2,409,517",25,"$5,758,379,973",NY_Y0_multiyear-0010
18861,Steuben,MORNINGSIDE HEIGHTS WATER DIST / Erwin (T),"Improvements to the WTP and security., Upgrade Water Treatment Plant","2,950","$688,452",20,"$5,759,068,425",NY_Y0_multiyear-0010
18161,Suffolk,DERING HARBOR WATER DISTRICT / Dering Harbor (V),"Resiliency and redundancy at Yoco Road well location. new storage tank, strengthening of structure, protection of pumps & emergency generator ,",136,$0,1045,"$5,759,068,425",NY_Y0_multiyear-0011
18155,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk Co. Water Authority,"Replace 6"" water main with 12"" main and hydrants between Bayview Walk and Fishermans Path in Cherry Grove, Fire Island to enhance resiliency and redundancy during emergencies and power outages,","1,009,264",$0,1010,"$5,759,068,425",NY_Y0_multiyear-0011
16863,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk Co. Water Authority,"Browns Hills Road area. Address nitrate contamination and consolodate PWS, New Transmission, Upgrade Distribution System","1,009,264","$3,843,000",110,"$5,762,911,425",NY_Y0_multiyear-0011
16051,Suffolk,CAMP HERO WATER DISTRICT / East Hampton (T),New Ground Water Source,80,"$227,000",100,"$5,763,138,425",NY_Y0_multiyear-0011
16850,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk Co. Water Authority,"Bull Path Pump Station, Northwest, New Ground Water Source, New Pump Station","1,009,264","$1,166,000",90,"$5,764,304,425",NY_Y0_multiyear-0011
18741,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk County Water Authority,"Construct a new Advanced Oxidation Process System to remove 1,4-dioxane from groundwater at its McKay Drive well field, Upgrade Water Treatment Plant","1,009,264","$1,500,000",80,"$5,765,804,425",NY_Y0_multiyear-0011
18740,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk County Water Authority,"Construct a new Advanced Oxidation Process System to remove 1,4-dioxane from groundwater at its Hollywood Place well field, Upgrade Water Treatment Plant","1,009,264","$1,500,000",80,"$5,767,304,425",NY_Y0_multiyear-0011
18738,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk County Water Authority,"Construct three new Advanced Oxidation Process Systems to remove 1,4-dioxane from groundwater at its Flower Hill Road well field, Upgrade Water Treatment Plant","1,009,264","$4,500,000",80,"$5,771,804,425",NY_Y0_multiyear-0011
18736,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk County Water Authority,"Construct a new Advanced Oxidation Process System to remove 1,4-dioxane from groundwater at its Douglas Avenue well field, Upgrade Water Treatment Plant","1,009,264","$1,500,000",80,"$5,773,304,425",NY_Y0_multiyear-0011
18729,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk County Water Authority,"Construct a new Advanced Oxidation Process System to remove 1,4-dioxane from groundwater at the Waterside Road well field, Upgrade Water Treatment Plant","1,009,264","$1,500,000",80,"$5,774,804,425",NY_Y0_multiyear-0011
18726,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk County Water Authority,"Construct a new Advanced Oxidation Process System to remove 1,4-dioxane from groundwater at the Old Dock Road well field, Upgrade Water Treatment Plant","1,009,264","$1,500,000",80,"$5,776,304,425",NY_Y0_multiyear-0011
18725,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk County Water Authority,"Construct three new Advanced Oxidation Process Systems to remove 1,4-dioxane from groundwater at the Falcon Drive well field, Upgrade Water Treatment Plant","1,009,264","$3,000,000",80,"$5,779,304,425",NY_Y0_multiyear-0011
18724,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Construct two new Advanced Oxidation Process Systems to remove 1,4-dioxane from groundwater at the Middleville Road well field, Upgrade Water Treatment Plant","1,009,264","$3,000,000",80,"$5,782,304,425",NY_Y0_multiyear-0011
18668,Suffolk,GREENLAWN WD / Greenlawn Water District,"Well No. 12 - 1,4-dioxane water treatment. , Upgrade Water Treatment Plant","42,000","$5,286,000",80,"$5,787,590,425",NY_Y0_multiyear-0011
18661,Suffolk,DIX HILLS WD / Huntington (TO,"AOP Treatment at Well 5-1 for 1,4-Dioxane, Upgrade Water Treatment Plant","34,522","$5,070,000",80,"$5,792,660,425",NY_Y0_multiyear-0011
18734,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk County Water Authority,"Construct two new Advanced Oxidation Process systems to remove 1,4-dioxane from groundwater at its Broadway well field, Upgrade Water Treatment Plant","1,009,264","$3,000,000",80,"$5,795,660,425",NY_Y0_multiyear-0011
18973,Suffolk,RIVERHEAD WD / Riverhead (T),"WD Extension - Forge Rd MHPs, Extend Distribution System, Extend Water District","28,000","$526,000",70,"$5,796,186,425",NY_Y0_multiyear-0011
16926,Suffolk,SOUTH HUNTINGTON WD / Huntington (T),Upgrade Water Treatment Plant,"81,760","$1,043,000",70,"$5,797,229,425",NY_Y0_multiyear-0011
16715,Suffolk,OCEAN BEACH WATER DISTRICT / Ocean Beach (V),Ground Water Source,"4,500","$1,130,000",60,"$5,798,359,425",NY_Y0_multiyear-0011
15831,Suffolk,DIX HILLS WD / Huntington (T),"Preventative maintenance, Upgrade Ground Water Source","34,522","$459,000",50,"$5,798,818,425",NY_Y0_multiyear-0011
16836,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk Co. Water Authority,"Montauk Point State Blvd., Iron Removal, Montauk, New Water Treatment Plant","1,009,264","$318,000",50,"$5,799,136,425",NY_Y0_multiyear-0011
18667,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Southampton (T),"East Quogue Extensions. Extend distribution system to address private wells with PFAS. , Extend Distribution System","1,009,264","$1,765,188",45,"$5,800,901,613",NY_Y0_multiyear-0011
18882,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk Co. Water Authority,"Connection to Public Water System. , New Other Expenses, New Other (OT)","1,009,264","$6,311,050",45,"$5,807,212,663",NY_Y0_multiyear-0011
16202,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk Co. Water Authority,"Lloyds Neck watermain installation, Extend Distribution System","1,009,264","$6,345,254",45,"$5,813,557,917",NY_Y0_multiyear-0011
15858,Suffolk,DIX HILLS WD / Huntington (T),"VOC removal - GAC filters plant #8, Upgrade Ground Water Source","34,522","$1,271,500",45,"$5,814,829,417",NY_Y0_multiyear-0011
17402,Suffolk,WEST NECK WATER SUPPLY / Shelter Island (T),"New Well, New Ground Water Source",100,"$2,000",45,"$5,814,831,417",NY_Y0_multiyear-0011
18972,Suffolk,RIVERHEAD WD / Riverhead (T),"WD Extension #95 - Calverton, Extend Distribution System, Extend Water District","28,000","$3,055,850",45,"$5,817,887,267",NY_Y0_multiyear-0011
18971,Suffolk,RIVERHEAD WD / Riverhead (T),"WD Extension #94 - Manorville, Extend Distribution System, Extend Water District","28,000","$5,777,000",45,"$5,823,664,267",NY_Y0_multiyear-0011
18518,Suffolk,HAMPTON BAYS WD / Town of Southampton,"Construction of an interconnection between Hampton Bay WD and SCWA, Upgrade Distribution System, New Inter-Connection","12,500","$1,032,000",40,"$5,824,696,267",NY_Y0_multiyear-0011
16069,Suffolk,RIVERHEAD WD / Riverhead (T),"Pulaski St. wellhead treatment and well deepening. , Upgrade Water Treatment Plant, Upgrade Ground Water Source","28,000","$1,600,000",40,"$5,826,296,267",NY_Y0_multiyear-0011
16020,Suffolk,SOUTH HUNTINGTON WD / Huntington (T),"treatment modifications to plant No. 5, Upgrade Ground Water Source","81,760","$486,000",40,"$5,826,782,267",NY_Y0_multiyear-0011
16274,Suffolk,FISHERS ISLAND WW CORP / Fishers Island WW Corp.,"Upgrade Ground Water Source, Upgrade Distribution System","2,500","$257,500",30,"$5,827,039,767",NY_Y0_multiyear-0011
17366,Suffolk,SOUTH HUNTINGTON WD / Huntington (T),"Operations Building Improvements, Upgrade Other Expenses, Upgrade Other (OT)","81,760","$731,300",25,"$5,827,771,067",NY_Y0_multiyear-0011
18798,Suffolk,HAMPTON BAYS WD / Hampton Bays WD,"Iron and Manganese removal at Plant No. 4. , Upgrade Water Treatment Plant","12,500","$3,600,000",25,"$5,831,371,067",NY_Y0_multiyear-0011
15753,Suffolk,SHELTER ISLAND HEIGHTS ASSOCIATION / Shelter Island Hgts. Assoc.,"Upgrade Storage, Upgrade Distribution System",463,"$1,813,500",20,"$5,833,184,567",NY_Y0_multiyear-0011
18591,Suffolk,SALTAIRE WATER DISTRICT / Saltaire (V),"Replace approximately 9,800 linear feet of water main. , Upgrade Distribution System","2,000","$5,565,000",15,"$5,838,749,567",NY_Y0_multiyear-0011
18402,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk Co. Water Authority,"Construction of new replacement well no. 2A at the Brook Ave well field. , New Ground Water Source","1,009,264","$794,426",15,"$5,839,543,993",NY_Y0_multiyear-0011
18400,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk Co. Water Authority,"Construction of new replacement well no. 4A at Blue Point Road. , New Ground Water Source","1,009,264","$794,426",15,"$5,840,338,419",NY_Y0_multiyear-0011
16019,Suffolk,SOUTH HUNTINGTON WD / Huntington (T),"caustic tank replacement at various plant sites, Upgrade Ground Water Source","81,760","$327,500",15,"$5,840,665,919",NY_Y0_multiyear-0011
18271,Suffolk,RIVERHEAD WD / Riverhead Water District,"Iron and arsenic removal at Well 4-2. , Upgrade Other Expenses, Upgrade Water Treatment Plant, Upgrade Other (OT)","28,000","$4,000,000",15,"$5,844,665,919",NY_Y0_multiyear-0011
15837,Suffolk,DIX HILLS WD / Huntington (T),New Storage,"34,522","$1,106,800",15,"$5,845,772,719",NY_Y0_multiyear-0011
15835,Suffolk,DIX HILLS WD / Huntington (T),"Iron removal plant - Well No. 10-1, Upgrade Ground Water Source","34,522","$374,900",15,"$5,846,147,619",NY_Y0_multiyear-0011
18881,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk Co. Water Authority,"Construction of 2-MG storage tank at Town Line Road well field. , New Storage","1,009,264","$4,678,000",15,"$5,850,825,619",NY_Y0_multiyear-0011
18802,Suffolk,ST JAMES WD / Smithtown (T),"Replace asbestos cement water main on lake avenue. , Upgrade Distribution System","10,587","$2,372,000",15,"$5,853,197,619",NY_Y0_multiyear-0011
18462,Suffolk,GREENLAWN WD / Greenlawn Water District,"Distribution Main Replacement, Upgrade Distribution System","42,000","$1,290,000",10,"$5,854,487,619",NY_Y0_multiyear-0011
18398,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk Co. Water Authority,Upgrade Distribution System,"1,009,264","$2,897,841",10,"$5,857,385,460",NY_Y0_multiyear-0011
15854,Suffolk,DIX HILLS WD / Huntington (T),"Elevated water storage tank #1, Upgrade Storage","34,522","$399,800",10,"$5,857,785,260",NY_Y0_multiyear-0011
15851,Suffolk,DIX HILLS WD / Huntington (T),"Elevated water storage tank #2, Upgrade Storage","34,522","$740,900",10,"$5,858,526,160",NY_Y0_multiyear-0011
15856,Suffolk,DIX HILLS WD / Huntington (T),"Double containment - above ground caustic soda tanks - plants #1, 4, 6, 7, 8, 9, 10, Upgrade Ground Water Source","34,522","$411,600",10,"$5,858,937,760",NY_Y0_multiyear-0011
18151,Suffolk,SALTAIRE WATER DISTRICT / Saltaire (V),"Provide resiliency and redundancy during storm events by installing a 10,000-gallon hydropnuematic tank and an emergency generator at well #2 site ,","2,000","$1,034,000",10,"$5,859,971,760",NY_Y0_multiyear-0011
16915,Suffolk,NAPEAQUE MOBILE HOME PARK / Napeaque Camping Club,Upgrade Distribution System,120,"$21,000",10,"$5,859,992,760",NY_Y0_multiyear-0011
18742,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk County Water Authority,"Construct a new Advanced Oxidation Process System to remove 1,4-dioxane from groundwater at its Reservoir Avenue well field, Upgrade Water Treatment Plant","1,009,264","$1,500,000",5,"$5,861,492,760",NY_Y0_multiyear-0011
18728,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk County Water Authority,"Construct a new Advanced Oxidation Process System to remove 1,4-dioxane from groundwater at the Third Avenue well field, Upgrade Water Treatment Plant","1,009,264","$1,500,000",5,"$5,862,992,760",NY_Y0_multiyear-0011
18727,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk County Water Authority,"Construct a new Advanced Oxidation Process System to remove 1,4-dioxane from groundwater at the Sunken Meadow State Park well field, Upgrade Water Treatment Plant","1,009,264","$1,500,000",5,"$5,864,492,760",NY_Y0_multiyear-0011
18880,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Pipeline to North Fork. , Extend Distribution System","1,009,264","$26,250,869",5,"$5,890,743,629",NY_Y0_multiyear-0011
18878,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Suffolk County Water Authority,"Extension of water main to serve 64 homes in Manorville, Brookhaven (T). , Extend Distribution System","1,009,264","$6,754,231",5,"$5,897,497,860",NY_Y0_multiyear-0011
17560,Sullivan,THE CALLICOON WATER COMPANY INC / Delaware (T),"Upgrade Water Treatment Plant, Upgrade Ground Water Source",854,"$800,000",1180,"$5,898,297,860",NY_Y0_multiyear-0011
18089,Sullivan,MELODY LAKE ACRES / Thompson (T),Upgrade Distribution System,150,"$2,510,000",65,"$5,900,807,860",NY_Y0_multiyear-0011
18797,Sullivan,MELODY LAKE ACRES / Thompson (T),"Well No. 1 Upgrades and Replace storage tank, chlorination and corrosion control systems. , Upgrade Water Treatment Plant",150,"$725,000",60,"$5,901,532,860",NY_Y0_multiyear-0011
18284,Sullivan,STEVENSVILLE WD / Liberty (T),"Upgrade Ground Water Source, New Storage, Upgrade Distribution System","1,200",$0,50,"$5,901,532,860",NY_Y0_multiyear-0011
18835,Sullivan,NARROWSBURG WD / Tusten (T),"System-wide Infrastructure Upgrades. , Upgrade Storage, Upgrade Distribution System",550,"$7,500,000",45,"$5,909,032,860",NY_Y0_multiyear-0011
18827,Sullivan,WHITE SULPHUR SPRINGS WD / Liberty (T),"Upgrade Ground Water Source, Upgrade Distribution System",500,"$857,681",45,"$5,909,890,541",NY_Y0_multiyear-0011
18042,Sullivan,LIBERTY VILLAGE / Liberty (V),New Storage,"4,800","$975,000",40,"$5,910,865,541",NY_Y0_multiyear-0011
18526,Sullivan,JEFFERSONVILLE VILLAGE / Village of Jeffersonville,"New Transmission, New Storage, Upgrade Distribution System",554,"$4,552,976",35,"$5,915,418,517",NY_Y0_multiyear-0011
18112,Sullivan,FALLSBURG WHO-LS-SF /,"Upgrade Ground Water Source, New Storage, Upgrade Storage, Upgrade Pump Station","8,355","$7,300,000",35,"$5,922,718,517",NY_Y0_multiyear-0011
18788,Sullivan,FALLSBURG WHO-LS-SF / Fallsburg (T),"Replacement of Hurleyville Well No. 2. , New Ground Water Source","8,355","$289,594",35,"$5,923,008,111",NY_Y0_multiyear-0011
18753,Sullivan,FALLSBURG WHO-LS-SF / Town of Fallsburg,"Hurleyville Water District new well to replace Well #2 , New Ground Water Source","8,355","$289,594",30,"$5,923,297,705",NY_Y0_multiyear-0011
18885,Sullivan,YOUNGSVILLE WD / Callicoon (T),"Replace 125,000-gal storage tank, New Storage",400,"$1,029,485",30,"$5,924,327,190",NY_Y0_multiyear-0011
18191,Sullivan,WURTSBORO VILLAGE WATER SUPPLY / Wurtsboro (V),New Storage,"1,060","$445,269",25,"$5,924,772,459",NY_Y0_multiyear-0011
18838,Sullivan,FALLSBURG WHO-LS-SF / Fallsburg (T),"Water main replacement - NYS Route 42 and County Hwy 53. , Upgrade Distribution System","8,355","$2,413,538",25,"$5,927,185,997",NY_Y0_multiyear-0011
18618,Tioga,CANDOR VILLAGE WATER DEPT. / Candor (V),"Source, treatment and distribution improvements. , Upgrade Ground Water Source, Upgrade Pump Station, Upgrade Distribution System","1,020",$0,60,"$5,927,185,997",NY_Y0_multiyear-0011
18623,Tioga,WAVERLY VILLAGE / Waverly (V),"Replace aged water mains, and new standby generator for all of the wells. , Upgrade Ground Water Source, Upgrade Distribution System","4,830","$5,045,455",40,"$5,932,231,452",NY_Y0_multiyear-0011
18026,Tioga,CANDOR VILLAGE WATER DEPT. / Candor (V),"Upgrade Storage, Upgrade Distribution System","1,020","$3,047,237",35,"$5,935,278,689",NY_Y0_multiyear-0011
18613,Tioga,OWEGO W D NO 2 / Owego (T),"Crestview Well House and Rt 434 Transmission Main Improvements. , New Ground Water Source, Upgrade Transmission","2,754","$1,712,111",20,"$5,936,990,800",NY_Y0_multiyear-0011
18079,Tompkins,YELLOW BARN WATER CO / Dryden (T),"New Water Treatment Plant, New Storage",250,"$540,660",40,"$5,937,531,460",NY_Y0_multiyear-0011
18836,Tompkins,DRYDEN WD / Town of Dryden,"Route 366 / Hamlet of Varna Water Main Replacement. , Upgrade Distribution System",725,"$3,021,956",35,"$5,940,553,416",NY_Y0_multiyear-0011
18839,Tompkins,NEWFIELD WDS / Newfield (T),"Phase 1 - Replacement of aged and undersized asbestos water main along Main Street. , Upgrade Distribution System","2,300","$3,285,059",25,"$5,943,838,475",NY_Y0_multiyear-0011
18073,Tompkins,WEST DANBY WD / Danbury(T),New Storage,265,"$384,600",20,"$5,944,223,075",NY_Y0_multiyear-0011
18660,Ulster,ELLENVILLE (VILLAGE) WATER DIS / Ellenville (V),"Phase 2 of #15003 - New Well - replace GWUDI wells & other Improvements, New Ground Water Source, Upgrade Storage, Upgrade Distribution System","4,323","$2,800,000",2210,"$5,947,023,075",NY_Y0_multiyear-0011
18700,Ulster,ROSENDALE WATER DISTRICT / Rosendale (T),"Phase 2 of project 18111. Cost overrun. , Upgrade Surface Water Treatment Rule Compliance Facility, New Ground Water Source, Upgrade Storage, Upgrade Distribution System","2,200","$2,070,000",2155,"$5,949,093,075",NY_Y0_multiyear-0011
18059,Ulster,HIGHLAND WATER DISTRICT / Lloyd (T),"Upgrade Other Expenses, Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Storage, Upgrade Other (OT)","4,000","$8,341,000",65,"$5,957,434,075",NY_Y0_multiyear-0011
15616,Ulster,PORT EWEN WATER DISTRICT / Esopus (T),New Storage,"4,800",$0,55,"$5,957,434,075",NY_Y0_multiyear-0011
18209,Ulster,KINGSTON (CITY) WATER DISTRICT / Kingston (C),Upgrade Transmission,"24,000","$200,000",50,"$5,957,634,075",NY_Y0_multiyear-0011
18058,Ulster,KINGSTON (CITY) WATER DISTRICT / City of Kingston Water Dep.,"Replacement of Mink Hollow Raw Water Intake, Upgrade Other Expenses, Upgrade Other (OT)","24,000",$0,45,"$5,957,634,075",NY_Y0_multiyear-0011
18507,Ulster,KINGSTON (CITY) WATER DISTRICT / Kingston (C),"Phase 2 transmission main and SCADA rehabilitation, Upgrade Transmission, Upgrade Distribution System","24,000","$1,500,000",40,"$5,959,134,075",NY_Y0_multiyear-0011
18779,Ulster,KINGSTON (CITY) WATER DISTRICT / Kingston (C),"Installation of new intake tower, and a temporary connection to Ashokan Reservoir. , New Other Expenses, New Other (OT)","24,000","$8,987,000",40,"$5,968,121,075",NY_Y0_multiyear-0011
18744,Ulster,PORT EWEN WATER DISTRICT / Esopus (T),"Port Ewen WD upgrades to water treatment pland and distribution system infrastructure , Upgrade Water Treatment Plant, Upgrade Distribution System","4,800",$0,30,"$5,968,121,075",NY_Y0_multiyear-0011
18037,Ulster,MARLBOROUGH WATER DISTRICT / (T) Marlborough,"New Ground Water Source, New Transmission, New Storage, Upgrade Distribution System","3,248","$16,879,640",30,"$5,985,000,715",NY_Y0_multiyear-0011
18119,Ulster,HERITAGE ESTATES WT CO / Heritage Estates Homeowners,Upgrade Storage,80,"$25,000",25,"$5,985,025,715",NY_Y0_multiyear-0011
18776,Ulster,ULSTER WATER DISTRICT / Ulster (T),"Replacement of existing 4.8 MG storage tank with a 3.0 MG storage tank. , Upgrade Storage","5,500","$3,631,000",25,"$5,988,656,715",NY_Y0_multiyear-0011
18751,Warren,NORTH CREEK WATER DISTRICT / Johnsburg (T),"New Storage tank to replace South Tank and Distribution System Upgrades. , New Storage, Upgrade Pump Station, Upgrade Distribution System","1,000",$0,50,"$5,988,656,715",NY_Y0_multiyear-0011
18313,Warren,GLENS FALLS CITY / Glens Falls (C),Upgrade Distribution System,"13,000","$1,382,775",30,"$5,990,039,490",NY_Y0_multiyear-0011
18287,Warren,GLENS FALLS CITY / Glens Falls (C),Upgrade Storage,"13,000","$3,144,844",30,"$5,993,184,334",NY_Y0_multiyear-0011
18975,Warren,GLENS FALLS CITY / Glens Falls (C),"Water Filtration Plant filter repairs. , Upgrade Water Treatment Plant","13,000","$1,864,650",30,"$5,995,048,984",NY_Y0_multiyear-0011
18593,Warren,WARRENSBURG WATER DISTRICT / Warrensburg (T),"Replacement of the water storage tank transmission main. , New Transmission","3,600","$1,241,750",25,"$5,996,290,734",NY_Y0_multiyear-0011
18426,Warren,GLENS FALLS CITY / Glens Falls (C),Upgrade Distribution System,"13,000","$3,370,950",25,"$5,999,661,684",NY_Y0_multiyear-0011
18431,Warren,LAKE LUZERNE WATER DISTRICT / Lake Luzerne (T),"Rehabilitate existiting water storage tank and replace water mains. , Upgrade Storage, Upgrade Distribution System","3,250","$2,500,000",20,"$6,002,161,684",NY_Y0_multiyear-0011
18427,Warren,POTTERSVILLE WATER DISTRICT / Chester (T),Upgrade Ground Water Source,325,"$521,230",15,"$6,002,682,914",NY_Y0_multiyear-0011
18837,Warren,QUEENSBURY WATER DISTRICT / Queensbury (T),"Ridge Road Water Main Improvements. , Upgrade Distribution System","21,200","$1,415,000",10,"$6,004,097,914",NY_Y0_multiyear-0011
18575,Washington,GREENWICH VILLAGE / Greenwich (V),"Mn Treatment, Replace Existing Wells , Replace Transm Main, Water Metering., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Transmission, Upgrade Distribution System",2000,$0,1105,"$6,004,097,914",NY_Y0_multiyear-0012
18877,Washington,NORTH GRANVILLE WD #1 / Granville (T),"Source development and disribution improvements for the North Granville WD., Upgrade Ground Water Source, Upgrade Distribution System",800,"$2,825,625",65,"$6,006,923,539",NY_Y0_multiyear-0012
18458,Washington,FORT EDWARD VILLAGE / Fort Edward (V),"Hill Storage Tank Replacement and Upgrade PS and Distribution., New Storage, Upgrade Pump Station, Upgrade Distribution System","3,150","$5,083,809",35,"$6,012,007,348",NY_Y0_multiyear-0012
18977,Washington,WHITEHALL VILLAGE / Whitehall (V),"Replace old water distribution system., Upgrade Distribution System","2,800","$5,145,000",35,"$6,017,152,348",NY_Y0_multiyear-0012
18553,Washington,HUDSON FALLS VILLAGE (QUEENSBURY) / Hudson Falls (V),"Replacement of Water Mains in School Street Neighbrhood., Upgrade Distribution System","7,419","$787,950",30,"$6,017,940,298",NY_Y0_multiyear-0012
18344,Washington,HUDSON FALLS VILLAGE (QUEENSBURY) / Hudson Falls (V),"WM replacement Mosher Hill & Derby Streets, Upgrade Distribution System","7,419","$850,000",30,"$6,018,790,298",NY_Y0_multiyear-0012
18343,Washington,HUDSON FALLS VILLAGE (QUEENSBURY) / Hudson Falls (V),"WM replacement Elm & Lincoln Streets, Upgrade Distribution System","7,419","$850,000",30,"$6,019,640,298",NY_Y0_multiyear-0012
18342,Washington,HUDSON FALLS VILLAGE (QUEENSBURY) / Hudson Falls (V),"WM replacement Clark & School Streets, Upgrade Distribution System","7,419","$850,000",30,"$6,020,490,298",NY_Y0_multiyear-0012
18341,Washington,HUDSON FALLS VILLAGE (QUEENSBURY) / Hudson Falls (V),"WM replacement Maple & Union Streets, Upgrade Distribution System","7,419","$850,000",30,"$6,021,340,298",NY_Y0_multiyear-0012
18340,Washington,HUDSON FALLS VILLAGE (QUEENSBURY) / Hudson Falls (V),"WM replacement Pearl & Maple Streets, Upgrade Distribution System","7,419","$850,000",30,"$6,022,190,298",NY_Y0_multiyear-0012
18138,Washington,HUDSON FALLS VILLAGE (QUEENSBURY) / Hudson Falls (V),"Cherry Street area distribution system improvements., Upgrade Distribution System","7,419","$599,460",30,"$6,022,789,758",NY_Y0_multiyear-0012
18970,Washington,HUDSON FALLS VILLAGE (QUEENSBURY) / Hudson Falls (V),"WM Replacement on Beech, Willow, and Williams Streets., Upgrade Distribution System","7,419","$840,000",25,"$6,023,629,758",NY_Y0_multiyear-0012
18264,Wayne,NEWARK VILLAGE / Newark (V),"Upgrade Water Treatment Plant, Upgrade Storage",9682,$0,1105,"$6,023,629,758",NY_Y0_multiyear-0012
18356,Wayne,WOLCOTT VILLAGE / Wolcott (V),"Upgrade Water Treatment Plant, Upgrade Distribution System","2,200","$8,002,070",70,"$6,031,631,828",NY_Y0_multiyear-0012
18177,Wayne,ROSE - NORTH ROSE WD / Rose (T),Upgrade Ground Water Source,"1,950","$1,427,000",40,"$6,033,058,828",NY_Y0_multiyear-0012
18070,Wayne,CLYDE VILLAGE / Clyde(V),Upgrade Transmission,"2,269","$357,900",40,"$6,033,416,728",NY_Y0_multiyear-0012
18899,Wayne,LYONS (V) / Lyons (T),"Replace Approx. 23,000-LF of water main and appurtenances., Upgrade Distribution System","5,500","$11,975,000",35,"$6,045,391,728",NY_Y0_multiyear-0012
18925,Wayne,CLYDE VILLAGE / Clyde (V),"Main replacement on Glasgow St., Upgrade Distribution System","2,269","$2,390,611",30,"$6,047,782,338",NY_Y0_multiyear-0012
