RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
956,Prinsburg,Storage - Tower Rehab,1340007-2,5,523,"$908,000.00"
957,Prinsburg,Watermain - Phase 2 Repl Cast Iron Mains,1340007-3,5,523,"$6,949,000.00"
958,Prinsburg,Conservation - Replace Meters,1340007-4,5,523,"$594,000.00"
959,Okabena,Storage - Tower Rehabilitation,1320005-4,5,180,"$1,043,000.00"
960,Okabena,Conservation - Replace Meters,1320005-5,5,180,"$259,000.00"
961,Rosemount,Source - New Well #17,1190019-1,5,"22,445","$1,100,000.00"
962,Rosemount,Watermain - Akron Ave Ext.,1190019-3,5,"22,445","$218,000.00"
963,Empire,"Treatment - New Plant, Remove Ra, Fe, Mn",1190009-2,5,"1,300","$7,500,000.00"
964,Alpha,Watermain - Replacement,1320001-2,5,162,"$1,381,392.00"
965,New Prague,"Watermain - Lincoln, Pershing, 1st",1400013-6,5,"8,155","$5,900,000.00"
966,Lindstrom,Source - New Well,1130007-1,5,"4,662","$2,039,000.00"
967,Columbus,Storage - New Tower,1020043-2,5,"4,180","$2,500,000.00"
968,Golden Valley,Watermain - Winnetka Ave. Rehab Project,1270014-1,5,"22,247","$5,000,000.00"
969,Stillwater,Treatment - W9 Treatment Plant,1820024-2,5,"19,316","$11,440,000.00"
970,Woodbury,Source - East Wellfield Pumping Upgrades,1820025-1,5,"71,298","$1,040,000.00"
971,Chanhassen,Treatment - West Fe/Mn Plant,1100001-1,5,"23,179","$18,360,000.00"
972,Dayton,Treatment - Fe/Mn Treatment Plant,1270073-2,5,"6,258","$9,660,000.00"
973,Carver,"Storage - Recoat 100,000 Gal Tower",1100017-3,5,"1,300","$272,000.00"
974,Woodbury,Source - Manifold Pipe Project,1820025-2,5,"74,014","$3,600,000.00"
975,White Bear Township,Treatment - PFAS TP1 Upgrade,1620025-3,5,"10,896","$10,000,000.00"
976,Minnetrista,Storage - New 0.5 MG Tower,1270036-4,5,"2,913","$2,400,000.00"
977,Minnetrista,Watermain - South/Central Connection,1270036-5,5,"2,913","$2,800,000.00"
978,Tonka Bay,Watermain - Replacement,1270013-2,5,"1,570","$3,035,795.00"
979,Orono,Treatment - New North System WTP,1270041-1,5,"8,252","$11,200,000.00"
980,Minnetrista,Source - New Well 8,1270036-11,5,"8,215","$345,000.00"
981,Minnetonka Beach,Watermain - Repl Cast Iron,1270034-2,5,502,"$4,550,000.00"
,,,,,Grand Total,"$2,995,306,856.00"
