Rank,Project Sponsor,Project Number,Project Name,Population,Building Cost,Support Cost,Estimated Cost,Cat A,Cat B,Cat C.a,Cat C.b,Cat C.c,Cat C.d,Cat D,Cat E,Rank Points,SFY Project Expected Funding,BIL Eligibility
453,Winslow Township,0436007-004,"Install appurtenances associated with new well #12 (SCADA, well house, transmission
mains)",39328,1791000,1048040,2839040,15,50,15,0,0,0,0,0.39,80.39,2030,BIL (GEN)
453,Winslow Township,0436007-005,Install new 500 GPM well #12,39328,228600,160020,388620,15,50,15,0,0,0,0,0.39,80.39,2030,BIL (GEN)
454,Montclair Township,0713001-002,Cleaning & Lining of water mains,38977,750000,525000,1275000,75,0,0,5,0,0,0,0.39,80.39,2030,BIL (GEN)
454,Montclair Township,0713001-003,Replace Transmission Valves,38977,650000,455000,1105000,75,0,0,5,0,0,0,0.39,80.39,2030,BIL (GEN)
454,Montclair Township,0713001-010,Replacement of lead service Lines - Phase III,38977,900000,324000,1224000,75,0,0,5,0,0,0,0.39,80.39,2030,BIL (LSLR)
455,Rahway City,2013001-004,Repainting of 1.5 MG elevated & 0.5 MG watersphere water tanks,27785,750000,525000,1275000,60,0,0,5,0,0,15,0.28,80.28,2030,BIL (GEN)
456,Mahwah Township,0233001-003,Interconnection on Campgaw & Pulis Avenues,24062,1300000,832000,2132000,30,50,0,0,0,0,0,0.24,80.24,2030,BIL (GEN)
457,South Orange Village,0719001-009,Scotland Road Water Mains,17000,2994500,2560000,3891400,75,0,0,5,0,0,0,0.17,80.17,2026,BIL (GEN)
458,Gloucester City,0414001-014,Construction of a 1.0 MG storage tank to replace standpipe,11484,3000000,1580000,4580000,50,0,0,0,0,0,30,0.11,80.11,2030,BIL (GEN)
458,Gloucester City,0414001-015,Construction of a new .5 MG storage tank to maintain pressure on the east side,11484,911511,638056,1549567,50,0,0,0,0,0,30,0.11,80.11,2030,BIL (GEN)
459,Milltown Borough,1212001-003,Ford Ave Redevelopment Agency Borough,7052,750000,876000,1626000,60,0,15,0,5,0,0,0.07,80.07,2030,BIL (GEN)
460,Shore Water Company,1505003-001,Shore Water Co. Tank Painting and repair project,2467,400000,976994,490000,60,0,20,0,0,0,0,0.02,80.02,N/A,BIL (GEN)
461,North Jersey District Water Supply Commission,1613001-034,"Security, IT and Safety Projects",872153,950350,496558,1446908,45,0,20,0,0,0,0,0,80,2027,BIL (GEN)
463,Passaic Valley Water Commission,1605002-028,Water Main Replacement Program for Paterson and Prospect Park,152684,2000000,350000,2475000,75,0,0,0,0,0,0,3.1,78.1,2027,BIL (GEN)
463,Passaic Valley Water Commission,1605002-029,"Rehabilitation of Little Falls Water Treatment Plant PS and Water Main Replacement
Program for Clifton and Passaic",626051,6000000,400016,7350000,75,0,0,0,0,0,0,3.1,78.1,2027,BIL (GEN)
464,"NJ American Water Company, Inc.",1345001-006,Rehab of High Service Transmission Main in Middletown,289553,5400000,2113300,7513300,75,0,0,0,0,0,0,2.9,77.9,2030,BIL (GEN)
464,"NJ American Water Company, Inc.",1345001-009,East End Transmission Main Replacement,289553,1391309,784850,2176159,75,0,0,0,0,0,0,2.9,77.9,2030,BIL (GEN)
466,"NJ American Water Company, Inc.",0712001-008,Replacement of two large valves,217230,600000,420000,1020000,75,0,0,0,0,0,0,2.17,77.17,2030,BIL (GEN)
467,Old Bridge Municipal Utilities Authority,1209002-002,Replacement of water mains along Lawrence Harbor Road,66200,1600000,964000,2564000,75,0,0,0,0,0,0,0.66,75.66,2030,BIL (GEN)
468,Bayonne City,0901001-006,Aqueduct Replacement,63000,8737229,1747446,10484675,75,0,0,0,0,0,0,0.63,75.63,2027,BIL (GEN)
469,Wayne Township,1614001-001,"Replacement of 2400 LF of 8-inch water main and 2000 LF of 12-inch water main -
Farmingdale Area",55000,1100000,744000,1844000,75,0,0,0,0,0,0,0.55,75.55,2030,BIL (GEN)
470,Franklin Township - Gloucester,1808001-006,Installation of new water mains to eliminate dead end mains,50000,920000,644000,1564000,75,0,0,0,0,0,0,0.5,75.5,2030,BIL (GEN)
472,Washington Township Municipal Utilities Authority,0818004-006,Whitman Drive Water Main Replacement,49234,1200000,200000,1550000,75,0,0,0,0,0,0,0.48,75.48,2027,BIL (GEN)
473,East Brunswick Township,1204001-001,"Replacement of undersized water mains on Wilmot, Harrison and various streets",47000,3672735,1959983,5632718,75,0,0,0,0,0,0,0.47,75.47,2030,BIL (GEN)
474,Evesham Municipal Utilities Authority,0313001-002,2018 Water Main Replacements,45351,4528600,1608720,6137320,75,0,0,0,0,0,0,0.45,75.45,2030,BIL (GEN)
474,Evesham Municipal Utilities Authority,0313001-003,Route 70 WM Replacement,45351,583000,206600,789600,75,0,0,0,0,0,0,0.45,75.45,2030,BIL (GEN)
475,North Brunswick Township,1215001-007,Water Main Replacement,41431,5100000,314329,6732000,75,0,0,0,0,0,0,0.41,75.41,2027,BIL (GEN)
475,North Brunswick Township,1215001-008,Old Georges Road Water Project,41431,4000000,1157400,4800000,75,0,0,0,0,0,0,0.41,75.41,2024,BIL (GEN)
476,Sayreville Borough,1219001-004,Rehabilitate existing unlined cast iron water mains in several areas of Sayreville,40377,5000000,2460000,7460000,75,0,0,0,0,0,0,0.4,75.4,2030,BIL (GEN)
476,Sayreville Borough,1219001-006,Construct new water main along Washington Road,40377,650000,429000,1079000,75,0,0,0,0,0,0,0.4,75.4,2030,BIL (GEN)
476,Sayreville Borough,1219001-008,Clean and line water mains in several sections of the Borough,40377,2000000,1060000,3060000,75,0,0,0,0,0,0,0.4,75.4,2030,BIL (GEN)
477,North Brunswick Township,1215001-002,Replacement of 4 miles of 24 inch water main from the North Brunswick Twp Treatment plant to Finnegans Lane,38000,5000000,2460000,7460000,75,0,0,0,0,0,0,0.38,75.38,2030,BIL (GEN)
477,North Brunswick Township,1215001-004,Install 16 inch water main,38000,1750000,264000,2014000,75,0,0,0,0,0,0,0.38,75.38,2030,BIL (GEN)
477,North Brunswick Township,1215001-005,"Replacement of 2,350 LF of 8 inch water mains on Excelsior and Thalia Streets and Sioux Road",38000,844000,561200,1405200,75,0,0,0,0,0,0,0.38,75.38,2030,BIL (GEN)
478,Edison Township,1205001-001,Water System Improvements,107588,7000000,1329481,8810000,75,0,0,0,0,0,0,0.35,75.35,2025,BIL (GEN)
479,Deptford Township Municipal Utilities Authority,0802001-002,Water Main Replacement at East Woodbury,30590,1122360,-,1531832,75,0,0,0,0,0,0,0.31,75.31,N/A,BIL (GEN)
479,Deptford Township Municipal Utilities Authority,0802001-003,Water Main Replacement at Country Club Estates,30590,893481,231180,1188377,75,0,0,0,0,0,0,0.31,75.31,N/A,BIL (GEN)
480,East Windsor Municipal Utilities Authority,1101002-005,Twin Rivers (H section) Water Main Replacement Project,27190,1050070,276714,1326784,75,0,0,0,0,0,0,0.27,75.27,2030,BIL (GEN)
481,Little Egg Harbor Municipal Utilities Authority,1516001-006,Water Storage Tank Painting and Upgrades,21333,2168364,2050000,2992240,60,0,0,0,0,0,0,0.24,75.24,2030,BIL (GEN)
481,Little Egg Harbor Municipal Utilities Authority,1516001-007,Little Egg Harbor Water Improvements Phase II,24215,1685470,190000,2106664,75,0,0,0,0,0,0,0.24,75.24,2024,BIL (GEN)
481,Little Egg Harbor Municipal Utilities Authority,1516001-008,Little Egg Harbor Water Improvements Phase III,21386,4236330,190000,5083596,75,0,0,0,0,0,0,0.24,75.24,2030,BIL (GEN)
482,Passaic Valley Water Commission,0231001-003,Water Main Replacement Program for the Lodi System,24084,2000000,211157,2700000,75,0,0,0,0,0,0,0.24,75.24,2030,BIL (GEN)
483,Montville Township,1421003-002,Installation of 880 LF of 8 inch water main,21000,125000,45000,170000,75,0,0,0,0,0,0,0.21,75.21,2030,BIL (GEN)
484,Ramsey Borough,0248001-014,Replacement of North Central Ave water main,16350,60000,68000,128000,75,0,0,0,0,0,0,0.16,75.16,2030,BIL (GEN)
485,Bordentown City,0303001-002,"Replacement of 1,500 LF of 12-inch transmission mains",15831,330000,251800,581800,75,0,0,0,0,0,0,0.16,75.16,2030,BIL (GEN)
486,Passaic Valley Water Commission,0239001-003,Replacement of Water Mains - North Arlington System,15368,2000000,346152,2700000,75,0,0,0,0,0,0,0.15,75.15,2027,BIL (GEN)
487,Pennsville Township,1708001-003,Rehabilitate .25 MG Water Street storage tank,13250,150000,105000,255000,60,0,0,0,0,0,15,0.13,75.13,2030,BIL (GEN)
488,Saddle Brook Township,0257001-001,"Construction of 1,200 LF of 8-inch water mains",13155,465000,325500,790500,75,0,0,0,0,0,0,0.13,75.13,2030,BIL (GEN)
489,Mantua Township MUA,0810004-004,Centre City Water/Sewer Infrastructure Improvements,12711,3500000,1250000,4750000,75,0,0,0,0,0,0,0.13,75.13,2027,BIL (GEN)
490,Clinton Town,1005001-006,Lebanon Borough Water Main Replacements - Phase 2-5,12500,2684475,989032,3673507,75,0,0,0,0,0,0,0.12,75.12,2026,BIL (GEN)
490,Clinton Town,1005001-012,WQAA Implementation - Water Infrastructure Audit and Upgrades,12500,2500000,-,3220000,75,0,0,0,0,0,0,0.12,75.12,N/A,BIL (GEN)
490,Clinton Town,1005001-021,Town of Clinton - West Main Street Water Main Replacement - Phase 3 & 4,8333,1500000,1287620,1950000,75,0,0,0,0,0,0,0.12,75.12,2027,BIL (GEN)
491,Hammonton Town,0113001-012,Town of Hammonton Water infrastructure Project,14711,9600000,1852000,11520000,75,0,0,0,0,0,0,0.12,75.12,2027,BIL (GEN)
492,Haddon.eld Borough,0417001-001,Replacement of water main on Tanner & Woodlane with 8 inch,11600,597262,206740,804002,75,0,0,0,0,0,0,0.12,75.12,2030,BIL (GEN)
493,Wallington Borough,0265001-002,Wallington Avenue Water Main,11335,2084160,442000,2500992,75,0,0,0,0,0,0,0.12,75.12,2026,BIL (GEN)
494,Pompton Lakes Municipal Utilities Authority,1609001-001,"Abandonment of Cannonball Rd main and installation of insertion valves throughout
system",11435,140000,110000,250000,75,0,0,0,0,0,0,0.11,75.11,2030,BIL (GEN)
494,Pompton Lakes Municipal Utilities Authority,1609001-009,Ringwood Ave Water Main,1470,2109750,270000,2695700,75,0,0,0,0,0,0,0.11,75.11,2027,BIL (GEN)
495,Beachwood Borough,1504001-006,The Cable Avenue water main replacement,10375,500000,100000,600000,75,0,0,0,0,0,0,0.1,75.1,2030,BIL (GEN)
496,Lower Township Municipal Utilities Authority,0505002-006,LTMUA - North Cape May Water Main Replacement 1-5,39510,28397525,395000,35367827,75,0,0,0,0,0,0,0.1,75.1,2025,BIL (GEN)
497,East Hanover Township,1410001-004,Replace Water Meters,10000,350000,245000,595000,75,0,0,0,0,0,0,0.1,75.1,2030,BIL (GEN)
498,Long Beach Township,1517001-015,Water Main Replacement Project,9962,2310000,869200,3179200,75,0,0,0,0,0,0,0.1,75.1,2030,BIL (GEN)
499,Wanaque Borough,1613002-002,"Replacement of approximately 6,000 feet of water main and services on Ringwood Avenue",9954,1700000,232000,1932000,75,0,0,0,0,0,0,0.1,75.1,2030,BIL (GEN)
500,Ringwood Borough,1611002-002,Replacement of undersized water mains,9600,650000,455000,1105000,75,0,0,0,0,0,0,0.1,75.1,2030,BIL (GEN)
501,Aberdeen Township,1330002-001,Installation of water mains,8900,775000,758000,1533000,75,0,0,0,0,0,0,0.09,75.09,2030,BIL (GEN)
501,Aberdeen Township,1330002-003,Replace deteriorated water main from Route 35/Long Neck crossing,8900,650000,455000,1105000,75,0,0,0,0,0,0,0.09,75.09,2030,BIL (GEN)
501,Aberdeen Township,1330002-004,Install two water utility crossing of Route 35,8900,350000,252000,602000,75,0,0,0,0,0,0,0.09,75.09,2030,BIL (GEN)
502,Florham Park Borough,1411001-002,"Replacement of 14 6-inch line valves, 12 hydrants and 11 services",8857,164080,114855,278935,75,0,0,0,0,0,0,0.09,75.09,2030,BIL (GEN)
504,Glen Ridge Borough,0708001-010,Glen Ridge - Water Main Replacement Project - Carteret/Forest,7681,750000,3817319,1000000,75,0,0,0,0,0,0,0.08,75.08,2026,BIL (GEN)
506,Point Pleasant Beach Borough,1525001-004,Route 35 Water Main Replacement,5167,5451915,111700,6788998,75,0,0,0,0,0,0,0.06,75.06,2027,BIL (GEN)
507,Washington Township Municipal Utilities Authority,1438004-004,WTMUA - Water System Improvements - Water Main Replacements,1622,790000,-,1008000,75,0,0,0,0,0,0,0.05,75.05,2027,BIL (GEN)
509,High Bridge Borough,1014001-003,West Main Street Water Main Upgrades,3648,350000,444073,462000,75,0,0,0,0,0,0,0.03,75.03,2027,BIL (GEN)
511,Allentown Borough,1302001-002,Elevated Water Tank Improvements,1828,418000,131100,549100,60,0,15,0,0,0,0,0.02,75.02,2030,BIL (GEN)
512,Island Heights Borough,1510001-004,Replacement of 75 .re hydrants and repairs to 21 .re hydrants,1750,250800,-32,250768,75,0,0,0,0,0,0,0.02,75.02,2030,BIL (GEN)
513,West Milford Municipal Utilities Authority,1615016-004,Replace Fire Hydrants,1625,46000,43700,89700,75,0,0,0,0,0,0,0.02,75.02,2030,BIL (GEN)
514,Milford Borough,1020001-001,"Replace 3,000 LF with 8-inch water mains on Green, Maple, Orchard, Walnut &
Railroad Sts",1347,710000,563000,1273000,75,0,0,0,0,0,0,0.01,75.01,2030,BIL (GEN)
514,Milford Borough,1020001-002,"Replace 5,000 LF with 8-inch water mains on Delaware & Ravine Rds to loop system",1347,1040000,1442440,2482440,75,0,0,0,0,0,0,0.01,75.01,2030,BIL (GEN)
516,Farmingdale Borough,1314001-002,Painting and repairs to water tower and other misc system improvements,1329,685000,222000,907000,60,0,0,0,0,0,15,0.01,75.01,N/A,BIL (GEN)
517,West Milford Municipal Utilities Authority,1615018-004,Replace Fire Hydrants,1260,35000,24500,59500,75,0,0,0,0,0,0,0.01,75.01,2030,BIL (GEN)
519,Roosevelt Borough,1341001-006,Replacement of water lines most susceptible to breakage,933,730625,744093,1474718,75,0,0,0,0,0,0,0.01,75.01,2030,BIL (GEN)
520,Roosevelt Borough,1341001-007,"Homestead, Cedar and Elm Water Mains Project.",882,405990,125700,549188,75,0,0,0,0,0,0,0.01,75.01,N/A,BIL (GEN)
521,Roosevelt Borough,1314001-003,Improvements to Farm Lane and School Lane,808,582058,576000,773469,75,0,0,0,0,0,0,0.01,75.01,2029,BIL (GEN)
521,Roosevelt Borough,1341001-008,Improvements to Pine Drive Phase I,808,305000,973992,416750,75,0,0,0,0,0,0,0.01,75.01,2025,BIL (GEN)
521,Roosevelt Borough,1341001-009,Water Main Improvements on Tamara Drive,808,610100,175322,767620,75,0,0,0,0,0,0,0.01,75.01,2025,BIL (GEN)
522,West Milford Municipal Utilities Authority,1615014-002,Replace Fire Hydrants,700,17000,16150,33150,75,0,0,0,0,0,0,0.01,75.01,2030,BIL (GEN)
523,West Milford Municipal Utilities Authority,1615012-004,Replace Fire Hydrants,635,17000,16150,33150,75,0,0,0,0,0,0,0.01,75.01,2030,BIL (LSLR)
524,West Milford Municipal Utilities Authority,1615002-003,Replace Fire Hydrants,600,17000,16150,33150,75,0,0,0,0,0,0,0.01,75.01,2030,BIL (GEN)
525,Delaware Township Municipal Utilities Authority,1007001-001,Delaware Township MUA - Watermain Replacement and Asset Management Planning Efforts,500,750000,6610712,1000000,75,0,0,0,0,0,0,0,75,2027,BIL (GEN)
526,Byram Homeowners Association,1904009-006,Replacement of 77 saddles on the water mains,400,250000,175000,425000,75,0,0,0,0,0,0,0,75,2030,BIL (GEN)
527,Collier Services,1328300-002,Replace distribution system and associated appurtenances,350,254000,177800,431800,75,0,0,0,0,0,0,0,75,2030,BIL (GEN)
528,Robbinsville Township,1112001-001,Newtown Village Watermain Project,149,1615900,1558612,2100670,75,0,0,0,0,0,0,0,75,N/A,BIL (GEN)
530,Lake Glenwood Village,1922010-002,"Installation of 7,100 LF of 6-inch Cement Lined Ductile Iron Pipe replacement water
mains",250,500000,350000,850000,75,0,0,0,0,0,0,0,75,2030,BIL (GEN)
530,Lake Glenwood Village,1922010-004,"Replacement of 1,000 LF of water mains on Cliffside, Toboggan & Lakeshore",250,72000,50400,122400,75,0,0,0,0,0,0,0,75,2030,BIL (GEN)
531,Rosemont Water Company,1007002-002,Rehabilitate and/or replace existing distribution mains,225,361456,253016,614472,75,0,0,0,0,0,0,0,75,2030,BIL (GEN)
532,Plausha Park Water Company,1421004-002,"Replacement of main at stream crossing, valves and installing blow off hydrants",200,95000,35800,130800,75,0,0,0,0,0,0,0,75,2030,BIL (GEN)
533,West Milford Municipal Utilities Authority,1615001-004,Replace Fire Hydrants,180,6000,5700,11700,75,0,0,0,0,0,0,0,75,2030,BIL (GEN)
534,West Milford Municipal Utilities Authority,1615006-004,Replace Fire Hydrants,115,6000,5700,11700,75,0,0,0,0,0,0,0,75,2030,BIL (GEN)
535,North Shore Water Association,1904004-002,Water System Refurb,105,285000,229000,514000,75,0,0,0,0,0,0,0,75,2030,BIL (GEN)
536,Oak Ridge Senior Housing Community,1414008-001,Oakridge Senior Community Water Lines,100,386750,174038,560788,75,0,0,0,0,0,0,0,75,2027,BIL (GEN)
537,Woodland Heights Homeowners Association,1615022-001,Well Rehabilitation/System Improvements,80,725000,326250,1051250,75,0,0,0,0,0,0,0,75,2027-2029,BIL (GEN)
538,Middlesex Water Company,1225001-506/001,New elevated storage tank to replace tank & PS @ Eborn,1633632,6100000,1220000,7320000,1,50,15,5,0,0,0,2.33,73.33,2030,BIL (GEN)
539,North Jersey District Water Supply Commission,1613001-026,Low Lift Gas Pump,872153,8551305,2866418,11417723,50,0,20,0,0,0,0,2.3,72.3,2029,BIL (GEN)
540,"NJ American Water Company, Inc.",2004002-013,RM WTP Emergency Generator,44464,7980000,2683600,10663600,1,50,15,0,0,0,0,6.1,72.1,N/A,BIL (GEN)
541,Barnegat Township,1533001-003,"Installation of 1,700 LF of 8 inch PVC water main extension",20935,208000,145600,353600,1,35,20,0,0,0,15,0.21,71.21,2030,BIL (GEN)
542,"NJ American Water Company, Inc.",0119002-009,Installation of New Water Meters,88088,128641,90045,218686,35,0,20,0,0,0,15,0.88,70.88,2030,BIL (GEN)
543,South Orange Village,0719001-005,Crest Drive Water Tank Replacement and Water Infrastructure Improvement Projects,16198,2000000,770000,2770000,60,0,0,5,0,0,0,0.17,70.17,2027,BIL (GEN)
543,South Orange Village,0719001-006,Repair or Replace Newstead Shere,16298,1000000,450000,1450000,60,0,0,5,0,0,0,0.17,70.17,2027,BIL (GEN)
544,Point Pleasant Beach Borough,1525001-001,Water Meter Replacement Project,6204,1200000,730000,1930000,25,0,0,0,0,15,30,0.06,70.06,2030,BIL (GEN)
545,Jersey City Municipal Utilities Authority,0906001-013,Remote Meter Reading (AMI),257342,6371000,3567760,9938760,25,0,20,5,0,0,15,2.57,67.57,2030,BIL (GEN)
546,Trenton City,1111001-007,Construction of an emergency interconnection with NJAWCo,255000,13000000,5620000,18620000,30,0,20,0,0,0,15,2.55,67.55,2030,BIL (GEN)
547,Atlantic City Municipal Utilities Authority,0102001-010,"Asset Management Plan - Professional Consulting Services In Compliance With The
New Jersey Water Quality Accountability Act",63943,122840,725602,178118,1,0,15,0,0,0,0,0.64,66.64,2027,BIL (GEN)
548,"NJ American Water Company, Inc.",2004002-002,Hummocks Tank Painting,610000,1698592,534994,2233586,60,0,0,0,0,0,0,6.1,66.1,2030,BIL (GEN)
548,"NJ American Water Company, Inc.",2004002-003,"Upgrade or replace existing booster station due to aging and obolete equipment
(Roselle Station)",610000,4446416,3511516,7957932,60,0,0,0,0,0,0,6.1,66.1,2030,BIL (GEN)
548,"NJ American Water Company, Inc.",2004002-008,Prospect Ave Tank (Mountainside) Painting,610000,350000,245000,595000,60,0,0,0,0,0,0,6.1,66.1,2030,BIL (GEN)
550,Montclair Township,0713001-004,Rehabilitate 2.5 MG & 1.5 MG storage tanks with piping,38977,500000,350000,850000,60,0,0,5,0,0,0,0.39,65.39,2030,BIL (GEN)
551,Ramsey Borough,0248001-006,"Rehabilitate Dixon, Martis & Spring wells",16350,250000,175000,425000,15,50,0,0,0,0,0,0.16,65.16,2030,BIL (GEN)
551,Ramsey Borough,0248001-007,Construction of 2 wells with pump station & piping,16350,3090000,1619600,4709600,15,50,0,0,0,0,0,0.16,65.16,2030,BIL (LSLR)
552,Hightstown Borough,1104001-001,New Wycoff Mills Water Storage Tank with transmission mains,5567,825000,577500,1402500,50,0,15,0,0,0,0,0.06,65.06,2030,BIL (GEN)
553,Passaic Valley Water Commission,1605002-027,Construction of the Levine Tanks Phase 1C-2,626051,36000000,2348573,43200000,60,0,0,0,0,0,0,3.1,63.1,2027,BIL (GEN)
554,"NJ American Water Company, Inc.",1345001-008,Rehab of Newman Springs Pumping Station,289553,400000,280000,680000,60,0,0,0,0,0,0,2.9,62.9,2030,BIL (GEN)
554,"NJ American Water Company, Inc.",1345001-010,Sunset Avenue and Monterey Tank Painting,289553,600000,420000,1020000,60,0,0,0,0,0,0,2.9,62.9,2030,BIL (GEN)
556,"NJ American Water Company, Inc.",0712001-006,Short Hills Tank Painting,217230,400000,280000,680000,60,0,0,0,0,0,0,2.17,62.17,2030,BIL (GEN)
557,"NJ American Water Company, Inc.",0119002-010,Replacement of Water Meters,88088,322686,225879,548565,25,0,20,0,0,0,15,0.88,60.88,2030,BIL (GEN)
559,"NJ American Water Company, Inc.",1345001-001,Jumping Brook WTP Improvement Project,524000,52277078,780000,66366776,60,0,0,0,0,0,0,0.6,60.6,2026,BIL (GEN)
560,Parsippany Troy Hills Township,1429001-004,Repainting of 1 MG water storage tank,50649,820000,39000,859000,60,0,0,0,0,0,0,0.51,60.51,2030,BIL (GEN)
561,Franklin Township - Gloucester,1808001-004,Replacement of 2 elevated storage tanks,50000,7500000,3560000,11060000,60,0,0,0,0,0,0,0.5,60.5,2030,BIL (GEN)
563,Washington Township Municipal Utilities Authority,0818004-003,American Boulevard 3MGD Tank Painting,49234,1330760,-,1676912,60,0,0,0,0,0,0,0.48,60.48,2030,BIL (GEN)
563,Washington Township Municipal Utilities Authority,0818004-005,Bryant Road Water Tank Painting,49234,730785,-,941942,60,0,0,0,0,0,0,0.48,60.48,2030,BIL (GEN)
564,Sayreville Borough,1219001-002,"Rehabilitate the pump station facility and surface intake on the South River located in
Sayreville",40377,300000,210000,510000,60,0,0,0,0,0,0,0.4,60.4,2030,BIL (GEN)
564,Sayreville Borough,1219001-003,Rehabilitate existing 3 MG tank,40377,2500000,1260000,3760000,60,0,0,0,0,0,0,0.4,60.4,2030,BIL (GEN)
565,Willingboro Municipal Utilities Authority,0338001-014,Water Tank 2 Edge Lane Rehab,31822,2673000,6610500,3337600,60,0,0,0,0,0,0,0.35,60.35,2025,BIL (GEN)
566,Marlboro Township,1328002-003,Beacon Hill storge tank Rehab,29481,1200000,514000,1714000,60,0,0,0,0,0,0,0.29,60.29,2030,BIL (GEN)
566,Marlboro Township,1328002-006,Tennent Road Booster Pump Station,41502,1200000,-,1533000,60,0,0,0,0,0,0,0.29,60.29,2027,BIL (GEN)
566,Marlboro Township,1328002-008,Tennent Road Tank,41502,3000000,248000,3705000,60,0,0,0,0,0,0,0.29,60.29,2027,BIL (GEN)
567,Monroe Municipal Utilities Authority,0811002-003,"Painting of KOC (Well #8) Tank, Corkery (Well #7) Tank and Herbert Tank",37117,4900000,805000,5980000,60,0,0,0,0,0,0,0.26,60.26,2025,BIL (GEN)
568,Mahwah Township,0233001-010,Rehabilitation of Campgaw elevated storage tank,24062,380000,141160,521160,60,0,0,0,0,0,0,0.24,60.24,2030,BIL (GEN)
569,Hackettstown Municipal Utilities Authority,2108001-001,Construction of New Water Storage Tank w/ related water distribution lines,22500,3500000,4110707,4445700,60,0,0,0,0,0,0,0.22,60.22,2025,BIL (GEN)
569,West Deptford Township,0820001-004,Jessup Road Water Storage Tank Repair and Repainting,21248,2622530,345920,3222036,60,0,0,0,0,0,0,0.22,60.22,2026,BIL (GEN)
570,Montville Township,1421003-003,"Storage tank rehabilitation, which includes increasing the capacity of 0.25 MG tank to
0.33 MG",21000,300000,210000,510000,60,0,0,0,0,0,0,0.21,60.21,2030,BIL (GEN)
571,Hawthorne Borough,1604001-005,Hawthorne Peach Tree Water Tank Rehabilitation,19231,1200000,-,1540000,60,0,0,0,0,0,0,0.19,60.19,2027,BIL (GEN)
572,Point Pleasant Borough,1524001-001,Replacement of the Clifton Ave storage tank,19306,1200000,172000,1372000,60,0,0,0,0,0,0,0.19,60.19,2030,BIL (GEN)
573,West Caldwell Township,0721001-001,Rehabilitation of McKinley Ave storage tank,18296,648000,-25600,622400,60,0,0,0,0,0,0,0.18,60.18,2030,BIL (GEN)
574,Sparta Township,1918004-001,Installation of a 600 KW wind turbine generator at Germany Flats Water Utility,15726,1281800,-51272,1230528,45,0,0,0,0,15,0,0.16,60.16,2030,BIL (GEN)
575,Verona Township,0720001-004,Acquisition of the ECUA Jail Annex tank plus rehab and upgrading of the tank,13641,500000,350000,850000,60,0,0,0,0,0,0,0.14,60.14,2030,BIL (GEN)
575,Verona Township,0720001-005,Rehabilitation of the 2 MG Fairview Avenue storage tank,13641,700500,462330,1162830,60,0,0,0,0,0,0,0.14,60.14,2030,BIL (GEN)
577,Clinton Town,1005001-013,Foster Wheeler Booster Pump Station Modi.cations - Asset Management Planning,214,2190000,588000,2778000,60,0,0,0,0,0,0,0.12,60.12,N/A,BIL (GEN)
578,Pompton Lakes Municipal Utilities Authority,1609001-002,Rehabilitation of the exterior of the existing 1.0 MG tank,11435,170000,117000,287000,60,0,0,0,0,0,0,0.11,60.11,2030,BIL (GEN)
578,Pompton Lakes Municipal Utilities Authority,1609001-005,Replacement of water storage tanks with a 1.0 MG tank,11435,900000,620000,1520000,60,0,0,0,0,0,0,0.11,60.11,2030,BIL (GEN)
579,Pine Hill Municipal Utilities Authority,0428002-006,Water Rehab Project,,2500000,420000,3000000,60,0,0,0,0,0,0,0.1,60.1,2025,BIL (GEN)
580,Florham Park Borough,1411001-003,Rehabilitation of a 1.0 MG storage tank,8857,610000,427000,1037000,60,0,0,0,0,0,0,0.09,60.09,2030,BIL (GEN)
581,North Caldwell Borough,0715001-001,"Rehabilitate a 1.29 MG steel water tank. Remove and replace 800 feet of existing
chain link fence",6000,470000,329000,799000,60,0,0,0,0,0,0,0.06,60.06,2030,BIL (GEN)
582,Point Pleasant Beach Borough,1525001-003,Water Tank Painting And Improvements to Water Treatment Plant,2133,2000000,50000,2450000,60,0,0,0,0,0,0,0.06,60.06,2025,BIL (GEN)
583,Oakland Borough,0220001-004,Iroquois Pumping Station - Rehabilitation,12959,75000,33750,108750,60,0,0,0,0,0,0,0.05,60.05,2030,BIL (GEN)
584,Washington Township Municipal Utilities Authority,1438004-001,WTMUA - Water Tank Rehabilitation & Well Sm-3 Decommissioning,7500,1600000,1004000,1995000,60,0,0,0,0,0,0,0.05,60.05,N/A,BIL (GEN)
586,Allamuchy Township,2101001-001,Water Storage Tank Replacement Project,5335,350000,495000,460000,60,0,0,0,0,0,0,0.05,60.05,2025,BIL (GEN)
587,Flemington Borough,1009001-008,Installation of wells #1B and 1C,4250,125000,43500,168500,15,0,15,0,0,0,30,0.04,60.04,2030,BIL (GEN)
588,Ho-Ho-Kus Borough,0228001-001,Water Tank Upgrade,4078,640000,2783457,928000,60,0,0,0,0,0,0,0.04,60.04,2027,BIL (GEN)
589,"Fayson Lake Water Company, Incorporated",1415001-003,Replace existing 0.1 MG Stony Brook storage tank with a 0.25 MG tank,3087,630000,441000,1071000,60,0,0,0,0,0,0,0.03,60.03,2030,BIL (GEN)
590,Bayville Central Regional Board of Education,1505355-002,Construction of new interconnection with existing municipal water system,2500,1000000,700000,1700000,30,0,0,0,0,0,30,0.02,60.02,2030,BIL (GEN)
