Rank,Project Sponsor,Project Number,Project Name,Population,Building Cost,Support Cost,Estimated Cost,Cat A,Cat B,Cat C.a,Cat C.b,Cat C.c,Cat C.d,Cat D,Cat E,Rank Points,"Actual/ Anticipated
Funding Status",BIL Eligibility
407,Stone Harbor Borough,0510001-001,Water Main Replacement Project- Phase 1,10283,2109850,1366190,2531820,75,0,15,0,0,0,0,0.1,105.10284,Funded,BIL (GEN)
408,Pine Hill Municipal Utilities Authority,0428002-003-IA,Erial Road Water Main Rehab and Branch Avenue Pressure Reducing Valve,10233,2806223,,3367467,75,0,0,0,0,0,30,0.1,105.10233,Beyond 2026,BIL(GEN)
409,Northwest Bergen County Utilities Authority,0264001-004,Potable Water Main Replacement,765,1600000,850000,2000000,75,0,15,0,0,0,0,0.1,105.10208,Beyond 2026,BIL(GEN)
410,Newton Town,1915001-002,2023 Drinking Water Pump Station,8300,141000,,183300,60,0,20,0,0,0,0,0.08,105.083,2026,BIL (GEN)
410,Newton Town,1915001-003,2023 Drinking Water Storage Tank,8300,135000,1350000,175500,60,0,20,0,0,0,0,0.08,105.083,Funded,BIL (GEN)
411,Seaside Heights Borough,1526001-003,Seaside Heights - Water Main Replacements,7667,4000000,5300000,5000000,75,0,15,0,0,0,0,0.08,105.07667,2026,BIL (GEN)
411,Seaside Heights Borough,1526001-006,Seaside Heights - Systemwide Water Main Replacement,7667,6000000,510000,7700000,75,0,15,0,0,0,0,0.08,105.07667,Beyond 2026,BIL(GEN)
412,Paulsboro Borough,0814001-002,"Replacement of 2,300 water meters",6025,880000,616000,1496000,25,0,0,0,0,0,80,0.06,105.06025,Beyond 2026,BIL(GEN)
414,Hightstown Borough,1104001-011,"Hauser, Bennet and Prospect Water Mains",5304,468825,7682000,609472,75,0,15,0,0,0,0,0.05,105.054,Funded,BIL (GEN)
417,Sussex Borough,1921001-002,Replacement of 75 year old water mains,2666,1402286,-196321,1205964,75,0,0,0,0,0,30,0.03,105.02666,Beyond 2026,BIL(GEN)
418,Brooklawn Borough,0407001-004,"Removal and replacement 1,500 LFof 6-inch water mains",2300,1483000,912520,2395520,75,0,0,0,0,0,30,0.02,105.023,Beyond 2026,BIL(GEN)
419,"NJ American Water Company, Inc.",1345001-005,Replacement of ozone generators at Swimming River WTP,289553,519890,-39978,479911,100,0,0,0,0,0,0,2.9,102.89553,Beyond 2026,BIL(GEN)
420,Middlesex Water Company,1225001-025,Western Transmission Main,233376,29000000,13210000,42210000,30,50,15,5,0,0,0,2.33,102.33376,Funded,BIL (GEN)
422,Orange City,0717001-008,S-1 (10888700.1) ASSET MANAGEMENT PROGRAM (PHASE II) AMP IMPLE,32868,165500,899760,244580,1,80,0,5,5,0,0,0.3,101.30134,Beyond 2026,BIL(GEN)
422,Orange City,0717001-016,"Orange Twp | Water System Hydraulic Model, GIS, AMP",32000,780500,626454,936600,1,80,0,5,5,0,0,0.3,101.30134,Beyond 2026,BIL (GEN)
423,Berkeley Township Municipal Utilities Authority,1505004-002,Install new water mains,8130,5226820,1805363,7032183,1,0,20,0,0,0,80,0.08,101.0813,Beyond 2026,BIL(GEN)
423,Berkeley Township Municipal Utilities Authority,1505004-005,Extension of water mains,8130,7500000,5138330,12638330,1,0,20,0,0,0,80,0.08,101.0813,Beyond 2026,BIL(GEN)
424,Hoboken City,0905001-004,Hoboken Pressure Mitigation Project,57703,3000000,585950,3945000,30,0,20,0,0,0,0,0.52,100.52,2026,BIL (GEN)
427,North Brunswick Township,1215001-003,Treatment plant upgrade,38000,20000000,7860000,27860000,100,0,0,0,0,0,0,0.38,100.38,Beyond 2026,BIL(GEN)
430,Ramsey Borough,0248001-015,Installation of chlorine analyzers and pipe improvements to upgrade disinf,16350,500000,180000,680000,100,0,0,0,0,0,0,0.16,100.1635,Beyond 2026,BIL(GEN)
433,Pompton Lakes Municipal Utilities Authority,1609001-003,Replacement of gas chlorination system with solid tablet chlorination syst,11435,60000,54200,114200,100,0,0,0,0,0,0,0.11,100.11435,Beyond 2026,BIL(GEN)
435,Burlington City,0305001-003,Broad Street Water Tank Rehabilitation,9743,1790000,3317576,2148000,60,0,15,5,0,0,0,0.1,100.09835,Funded,BIL (GEN)
436,Ringwood Borough,1611002-001,"Installation of chlorination station, automatic controls & protection of pip",9600,331000,52960,383960,100,0,0,0,0,0,0,0.1,100.096,Beyond 2026,BIL(GEN)
437,Netcong Borough,1428001-003,Drill new well to meet current demand,3236,425000,297500,722500,15,50,15,5,0,0,15,0.03,100.03236,Beyond 2026,BIL(GEN)
438,"Fayson Lake Water Company, Incorporated",1415001-001,Upgrade treatment facility,3087,525000,367500,892500,100,0,0,0,0,0,0,0.03,100.03087,Beyond 2026,BIL(GEN)
439,Mount Arlington Borough,1426005-002,"Windemere, Altenbrand, North Glen and Park Water Main Extension",98,878000,805840,1273100,75,0,15,0,0,0,0,0.02,100.01978,Beyond 2026,BIL (GEN)
440,West Milford Municipal Utilities Authority,1615016-001,"Wells #1,6 & 7 WTP upgrades",1625,358000,340100,698100,100,0,0,0,0,0,0,0.02,100.01625,Beyond 2026,BIL(GEN)
441,West Milford Municipal Utilities Authority,1615018-001,Concorde & Quincy WTP upgrades,1260,324000,226800,550800,100,0,0,0,0,0,0,0.01,100.0126,Beyond 2026,BIL(GEN)
442,Roosevelt Borough,1341001-005,Upgrades to water treatment plant,935,246240,172367,418607,100,0,0,0,0,0,0,0.01,100.00935,Beyond 2026,BIL(GEN)
443,West Milford Municipal Utilities Authority,1615012-001,Well #1 WTP upgrades,635,118000,112100,230100,100,0,0,0,0,0,0,0.01,100.00635,Beyond 2026,BIL(GEN)
444,West Milford Municipal Utilities Authority,1615002-001,Well #28 WTP Upgrades,600,176000,167200,343200,100,0,0,0,0,0,0,0.01,100.006,Beyond 2026,BIL(GEN)
445,Hopewell Township,1106001-001,Water System Improvements,5710,1000000,927000,1450000,75,0,15,0,0,0,0,0,100.00356,Beyond 2026,BIL (GEN)
446,Collier Services,1328300-003,Replace existing hypochlorination and water softener systems,350,100000,70000,170000,100,0,0,0,0,0,0,0,100.0035,Beyond 2026,BIL(GEN)
447,Plausha Park Water Company,1421004-001,"Install chemical feed, safety upgrades and replace the ramp and piping at",200,130000,48800,178800,100,0,0,0,0,0,0,0,100.002,Beyond 2026,BIL(GEN)
448,West Milford Municipal Utilities Authority,1615001-001,Moore Rd WTP upgrades,180,145000,137750,282750,100,0,0,0,0,0,0,0,100.0018,Beyond 2026,BIL(GEN)
449,West Milford Municipal Utilities Authority,1615006-001,Well #6 WTP Upgrades,115,256000,243200,499200,100,0,0,0,0,0,0,0,100.00115,Beyond 2026,BIL(GEN)
450,Green Briar Residential Home,1421305-001,"Installation of chlorination to WTP, emergency generator, back up well",43,26000,3760,29760,100,0,0,0,0,0,0,0,100.00043,Beyond 2026,BIL(GEN)
451,Cliffside Park Borough,0238001-001,Construction of water mains for a brownfield redevelopment project - Tow,394079,525000,367500,892500,75,0,0,0,5,0,15,3.94,98.94079,Beyond 2026,BIL(GEN)
452,Woodbine Borough,0516001-002,Woodbine Asset Management Plan,2650,100000,20000,120000,1,0,15,0,0,0,80,0.03,96.0265,Beyond 2026,BIL(GEN)
453,Brick Township Municipal Utilities Authority,1506001-009,Breton Woods Water Main Replacement - Phase I,100000,4393000,1535760,5928760,75,0,20,0,0,0,0,1,96,Funded,BIL (GEN)
454,Brick Township Municipal Utilities Authority,1506001-015,Mantoloking Road Water Storage Tank Rehabilitation,73620,1800000,325000,2323056,60,0,20,0,0,0,0,0.87,95.86898,Beyond 2026,BIL (GEN)
456,Hoboken City,0905001-003,Water Main Upgrades Phase II,54379,4200000,3178333,5040000,75,0,20,0,0,0,0,0.52,95.52,Funded,BIL (GEN)
458,Rahway City,2013001-001,Cleaning & Lining of various water main sections,27785,900000,630000,1530000,75,0,0,5,0,0,15,0.28,95.27785,Beyond 2026,BIL(GEN)
458,Rahway City,2013001-002,Cleaning & Lining of various water main sections,27785,1100000,744000,1844000,75,0,0,5,0,0,15,0.28,95.27785,Beyond 2026,BIL(GEN)
459,Mahwah Township,0233001-005,Installation of emergency generators,24062,350000,245000,595000,45,50,0,0,0,0,0,0.24,95.24062,Beyond 2026,BIL(GEN)
460,Burlington Township,0306001-004,"Replacement of 1,500 LF of main on Lansberry Dr and LaVeer Rd",22000,214000,149800,363800,75,0,20,0,0,0,0,0.22,95.22,Beyond 2026,BIL(GEN)
461,Barnegat Township,1533001-002,Replacement of water meters & Back flow preventers,20935,450000,315000,765000,25,35,20,0,0,0,15,0.21,95.20935,Beyond 2026,BIL(GEN)
463,Richard Stockton College,0111304-001,Installation of solar power at water treatment plant,6600,680000,476000,1156000,45,0,20,0,0,15,15,0.07,95.066,Beyond 2026,BIL(GEN)
464,Clementon Borough,0411001-002,Rehab of well 9 including slip lining to improve conveyance,5003,850000,444125,1294125,15,80,0,0,0,0,0,0.05,95.05,Beyond 2026,BIL (GEN)
465,Hardyston Municipal Utilities Authority,1911006-002,Water Tank Refurbishment,1963,825000,165000,990000,60,35,0,0,0,0,0,0.02,95.01963,Beyond 2026,BIL(GEN)
466,Berkeley Township Municipal Utilities Authority,1505323-001,Northern Blvd Water Tower Rehabilitation Project,10800,1600000,847266,2080000,60,0,20,0,0,0,0,0,95.0015,Funded,BIL (GEN)
467,Milltown Borough,1212001-004,Cleaning and Lining of mains and construction of 2 water main loops to eli,7052,1062500,880750,1943250,75,0,15,0,5,0,0,0.07,95.00007,Beyond 2026,BIL(GEN)
468,Middlesex Water Company,1225001-003,Installation of nanofiltration for hardness removal (North Tingley Lane),233376,1500000,920000,2420000,40,50,0,0,0,0,0,2.33,92.33376,Beyond 2026,BIL(GEN)
468,Middlesex Water Company,1225001-004,Installation of nanofiltration for hardness removal (South Tingley Lane),233376,2000000,1140000,3140000,40,50,0,0,0,0,0,2.33,92.33376,Beyond 2026,BIL(GEN)
468,Middlesex Water Company,1225001-027,RENEW 2019 - Carteret,23992,6900000,4210000,11110000,75,0,0,0,0,15,0,2.33,92.33376,Beyond 2026,BIL(GEN)
470,Orange City,0717001-006,asset management plan,30134,6000000,1220000,8050000,1,80,0,5,0,0,0,0.3,91.30134,Beyond 2026,BIL (GEN)
471,Monroe Municipal Utilities Authority,0811002-001,Tank Painting,36908,1338500,482000,1606200,60,0,0,0,0,0,30,0.37,90.36908,Beyond 2026,BIL(GEN)
472,Belleville Township,0701001-006,Clara Maass Hospital Water Main Extension,36010,646700,614365,1261065,75,0,0,0,0,0,15,0.36,90.3601,Beyond 2026,BIL(GEN)
473,Belleville Township,0701001-001,Extension of 12 inch water main to the Medical Center,35928,350000,245000,595000,75,0,0,0,0,0,15,0.36,90.35928,Beyond 2026,BIL(GEN)
473,Belleville Township,0701001-002,Replacement of inoperable valves & hydrants,35928,525000,367500,892500,75,0,0,0,0,0,15,0.36,90.35928,Beyond 2026,BIL(GEN)
474,Vineland City,0614003-014,"Installation of gas generators at wells #4,6,7,8,10,11 and 12",33000,1543500,939140,2482640,45,0,15,0,0,0,30,0.33,90.33,Beyond 2026,BIL(GEN)
475,Garfield City,0221001-005,Replacement of the Botany Street pump station. Expansion of the SCADA,29780,2050000,1162000,3212000,60,0,0,0,0,0,30,0.3,90.2978,Beyond 2026,BIL(GEN)
476,Montville Township,1421003-004,Montville Twp - WQAA - Pine Brook Road Watermain Replacement,22000,2390000,178500,3021800,75,0,15,0,0,0,0,0.22,90.22,Beyond 2026,BIL (GEN)
477,Lyndhurst Township,0232001-002,"Replacement of 1,350 LF of antiquated water mains on Forest Avenue",19800,1950000,632000,2582000,75,0,0,0,0,0,15,0.2,90.198,Beyond 2026,BIL(GEN)
478,Berlin Borough,0405001-006,A 12 inch water main needs to be tied in at Park Drive and White Horse Pi,13121,200000,140000,340000,75,0,15,0,0,0,0,0.13,90.13121,Beyond 2026,BIL(GEN)
479,Manasquan Borough,1327001-002,Construction of 600 LF of WM on Perrine Blvd & Mallard Park Area,12265,750000,1004202,1754202,75,0,15,0,0,0,0,0.12,90.12265,Beyond 2026,BIL(GEN)
480,Manchester Utilities Authority,1603001-003,High Service Pump Station Replacement,12028,1290000,,2132800,60,0,15,0,0,0,0,0.12,90.12028,Beyond 2026,BIL (GEN)
481,Pemberton Township,0329004-007,Various Water System Improvements,10815,1710000,1257000,2967000,60,0,15,0,0,0,15,0.11,90.10815,Beyond 2026,BIL(GEN)
482,Seaside Heights Borough,1526001-005,Seaside Heights - Water Storage Tank Replacement,7667,3000000,900000,4100000,60,0,15,0,0,0,0,0.08,90.07667,Beyond 2026,BIL(GEN)
484,Ship Bottom Borough,1528001-004,Water Main Replacement Project,5762,3294705,1435886,4053646,75,0,0,0,0,0,15,0.06,90.05762,Funded,BIL (GEN)
485,National Park Borough,0812001-003,Replacement of 6-inch and 10-inch water main with appurtenances,3289,228450,152578,381028,75,0,0,0,0,0,15,0.03,90.03289,Beyond 2026,BIL(GEN)
486,Lakehurst Borough,1513001-002,Water Main Replacement Project Phase I,2654,860820,223813,1084633,75,0,0,0,0,0,15,0.03,90.02654,Beyond 2026,BIL(GEN)
487,Alpha Borough,2102001-001,"Upgrades to treatment for Pursell & Alpha St wells or VOC removal, hardn",2500,1547470,1201359,2748829,60,0,0,0,0,0,30,0.03,90.025,Beyond 2026,BIL(GEN)
488,Brooklawn Borough,0407001-005,Painting interior & exterior of water tank,2300,429000,300300,729300,60,0,0,0,0,0,30,0.02,90.023,Beyond 2026,BIL(GEN)
489,Pemberton Borough,0328001-001,Replacement of undersized and antiquated water mains on Hough and Ha,1610,490820,375777,866597,75,0,0,0,0,0,15,0.02,90.0161,Beyond 2026,BIL(GEN)
490,Fountainhead Properties Incorporate,1511013-002,Loop system with 400 LF of water main with replacement of water meters,280,55000,22680,77680,75,0,15,0,0,0,0,0,90.0028,Beyond 2026,BIL(GEN)
491,Stafford Township,1530004-014,"Construction of 2,600 LF of 8 and 12-inch water main on Rte 9 and Oak Av",28868,487224,340509,827733,1,50,20,0,0,0,15,0.29,86.28868,Beyond 2026,BIL(GEN)
492,"NJ American Water Company, Inc.",0119002-004,Construction of a 1.5 MG elevated tank including water mains,88088,2100000,1184000,3284000,50,0,20,0,0,0,15,0.88,85.88088,Beyond 2026,BIL(GEN)
493,Sayreville Borough,1219001-010,Water Transmission Main,44243,2300000,1810000,2990000,75,0,0,0,5,0,0,0.44,85.43761,Beyond 2026,BIL (GEN)
494,Stafford Township,1530004-015,Redevelopment of wells # 2 and 5,28868,90000,66400,156400,15,35,20,0,0,0,15,0.29,85.28868,Beyond 2026,BIL(GEN)
495,Mount Arlington Borough,1426005-004,Booster Station Improvements,1000,345000,110000,524000,60,0,15,0,0,0,0,0.02,85.01978,2026,BIL (GEN)
498,Ridgefield Park Village,0238001-002,Village of Ridgefield Park Skymark Project -- Drinking Water,12729,1281937,159170,1822156,75,0,0,0,0,0,0,7.93,82.92713,Beyond 2026,BIL (GEN)
499,Brick Township Municipal Utilities Authority,1506001-006,Installation of security measures in water system,134108,2300000,1140000,3440000,45,0,20,0,0,0,15,1.34,81.34108,Beyond 2026,BIL(GEN)
500,Lakewood Township Municipal Utilities Authority,1514002-003,Administration Building Addition,21000,1200000,240000,1440000,1,0,0,0,0,0,80,0.22,81.2175,Beyond 2026,BIL(GEN)
501,"NJ American Water Company, Inc.",2004002-006,36 inch valve replacement at Madison Hill Road,610000,175000,122500,297500,75,0,0,0,0,0,0,6.1,81.1,Beyond 2026,BIL(GEN)
502,Winslow Township,0436007-004,"Install appurtenances associated with new well #12 (SCADA, well house, tr",39328,1791000,1048040,2839040,15,50,15,0,0,0,0,0.39,80.39328,Beyond 2026,BIL(GEN)
502,Winslow Township,0436007-005,Install new 500 GPM well #12,39328,228600,160020,388620,15,50,15,0,0,0,0,0.39,80.39328,Beyond 2026,BIL(GEN)
503,Montclair Township,0713001-002,Cleaning & Lining of water mains,38977,750000,525000,1275000,75,0,0,5,0,0,0,0.39,80.38977,Beyond 2026,BIL(GEN)
503,Montclair Township,0713001-003,Replace Transmission Valves,38977,650000,455000,1105000,75,0,0,5,0,0,0,0.39,80.38977,Beyond 2026,BIL(GEN)
503,Montclair Township,0713001-010,Replacement of lead service Lines - Phase III,38977,900000,324000,1224000,75,0,0,5,0,0,0,0.39,80.38977,Beyond 2026,BIL(GEN)
504,Rahway City,2013001-004,Repainting of 1.5 MG elevated & 0.5 MG watersphere water tanks,27785,750000,525000,1275000,60,0,0,5,0,0,15,0.28,80.27785,Beyond 2026,BIL(GEN)
505,Mahwah Township,0233001-003,Interconnection on Campgaw & Pulis Avenues,24062,1300000,832000,2132000,30,50,0,0,0,0,0,0.24,80.24062,Beyond 2026,BIL(GEN)
506,South Orange Village,0719001-009,Scotland Road Water Mains,17000,2994500,2560000,3891400,75,0,0,5,0,0,0,0.17,80.16964,Beyond 2026,BIL (GEN)
507,Gloucester City,0414001-004,New Elevated Water Storage Tank,11248,6500000,617600,8421000,50,0,15,0,0,0,0,0.12,80.1246,Beyond 2026,BIL(GEN)
508,Gloucester City,0414001-014,Construction of a 1.0 MG storage tank to replace standpipe,11484,3000000,1580000,4580000,50,0,0,0,0,0,30,0.11,80.11484,Beyond 2026,BIL(GEN)
508,Gloucester City,0414001-015,Construction of a new .5 MG storage tank to maintain pressure on the eas,11484,911511,638055,1549566,50,0,0,0,0,0,30,0.11,80.11484,Beyond 2026,BIL(GEN)
509,Milltown Borough,1212001-003,Ford Ave Redevelopment Agency Borough,7052,750000,876000,1626000,60,0,15,0,5,0,0,0.07,80.07052,Beyond 2026,BIL(GEN)
510,Shore Water Company,1505003-001,Shore Water Co. Tank Painting and repair project,2467,400000,976994,490000,60,0,20,0,0,0,0,0.02,80.02467,Funded,BIL (GEN)
511,North Jersey District Water Supply Commission,1613001-034,"Security, IT and Safety Projects",872153,950350,496558,1446908,45,0,20,0,0,0,0,0,80.0015,Beyond 2026,BIL (GEN)
513,Passaic Valley Water Commission,1605002-028,Water Main Replacement Program for Paterson and Prospect Park,152684,2000000,350000,2475000,75,0,0,0,0,0,0,3.1,78.10483,Beyond 2026,BIL (GEN)
513,Passaic Valley Water Commission,1605002-029,Rehabilitation of Little Falls Water Treatment Plant PS and Water Main Re,626051,6000000,400016,7350000,75,0,0,0,0,0,0,3.1,78.10483,Beyond 2026,BIL (GEN)
514,"NJ American Water Company, Inc.",1345001-006,Rehab of High Service Transmission Main in Middletown,289553,5400000,2113300,7513300,75,0,0,0,0,0,0,2.9,77.89553,Beyond 2026,BIL(GEN)
514,"NJ American Water Company, Inc.",1345001-009,East End Transmission Main Replacement,289553,1391309,784849,2176158,75,0,0,0,0,0,0,2.9,77.89553,Beyond 2026,BIL(GEN)
516,"NJ American Water Company, Inc.",0712001-008,Replacement of two large valves,217230,600000,420000,1020000,75,0,0,0,0,0,0,2.17,77.1723,Beyond 2026,BIL(GEN)
517,Old Bridge Municipal Utilities Authority,1209002-002,Replacement of water mains along Lawrence Harbor Road,66200,1600000,964000,2564000,75,0,0,0,0,0,0,0.66,75.662,Beyond 2026,BIL(GEN)
518,Bayonne City,0901001-006,Aqueduct Replacement,63000,8737229,1747445,10484674,75,0,0,0,0,0,0,0.63,75.63,Beyond 2026,BIL(GEN)
519,Wayne Township,1614001-001,Replacement of 2400 LF of 8-inch water main and 2000 LF of 12-inch wate,55000,1100000,744000,1844000,75,0,0,0,0,0,0,0.55,75.55,Beyond 2026,BIL(GEN)
520,Franklin Township - Gloucester,1808001-006,Installation of new water mains to eliminate dead end mains,50000,920000,644000,1564000,75,0,0,0,0,0,0,0.5,75.5,Beyond 2026,BIL(GEN)
522,Washington Township Municipal Utilities Authority,0818004-006,Whitman Drive Water Main Replacement,49234,1200000,200000,1550000,75,0,0,0,0,0,0,0.48,75.48,Beyond 2026,BIL (GEN)
523,East Brunswick Township,1204001-001,"Replacement of undersized water mains on Wilmot, Harrison and various",47000,3672735,1959982,5632717,75,0,0,0,0,0,0,0.47,75.47,Beyond 2026,BIL(GEN)
524,Evesham Municipal Utilities Authority,0313001-002,2018 Water Main Replacements,45351,4528600,1608720,6137320,75,0,0,0,0,0,0,0.45,75.45351,Beyond 2026,BIL(GEN)
524,Evesham Municipal Utilities Authority,0313001-003,Route 70 WM Replacement,45351,583000,206600,789600,75,0,0,0,0,0,0,0.45,75.45351,Beyond 2026,BIL(GEN)
525,North Brunswick Township,1215001-007,Water Main Replacement,41431,5100000,314329,6732000,75,0,0,0,0,0,0,0.41,75.41,Beyond 2026,BIL (GEN)
525,North Brunswick Township,1215001-008,Old Georges Road Water Project,41431,4000000,1157400,4800000,75,0,0,0,0,0,0,0.41,75.41,2026,BIL (GEN)
526,Sayreville Borough,1219001-004,Rehabilitate existing unlined cast iron water mains in several areas of Sayr,40377,5000000,2460000,7460000,75,0,0,0,0,0,0,0.4,75.40377,Beyond 2026,BIL(GEN)
526,Sayreville Borough,1219001-006,Construct new water main along Washington Road,40377,650000,429000,1079000,75,0,0,0,0,0,0,0.4,75.40377,Beyond 2026,BIL(GEN)
526,Sayreville Borough,1219001-008,Clean and line water mains in several sections of the Borough,40377,2000000,1060000,3060000,75,0,0,0,0,0,0,0.4,75.40377,Beyond 2026,BIL(GEN)
528,North Brunswick Township,1215001-002,Replacement of 4 miles of 24 inch water main from the North Brunswick T,38000,5000000,2460000,7460000,75,0,0,0,0,0,0,0.38,75.38,Beyond 2026,BIL(GEN)
528,North Brunswick Township,1215001-004,Install 16 inch water main,38000,1750000,264000,2014000,75,0,0,0,0,0,0,0.38,75.38,Beyond 2026,BIL(GEN)
528,North Brunswick Township,1215001-005,"Replacement of 2,350 LF of 8 inch water mains on Excelsior and Thalia Str",38000,844000,561200,1405200,75,0,0,0,0,0,0,0.38,75.38,Beyond 2026,BIL(GEN)
529,Edison Township,1205001-001,Water System Improvements,107588,7000000,1329480,8810000,75,0,0,0,0,0,0,0.35,75.35,Funded,BIL (GEN)
530,Deptford Township Municipal Utilities Authority,0802001-002,Water Main Replacement at East Woodbury,30590,1122360,,1531832,75,0,0,0,0,0,0,0.31,75.30561,Funded,BIL (GEN)
530,Deptford Township Municipal Utilities Authority,0802001-003,Water Main Replacement at Country Club Estates,30590,893481,231180,1188377,75,0,0,0,0,0,0,0.31,75.30561,Funded,BIL (GEN)
531,Ship Bottom Borough,1528001-005,"2024 Water Main Replacement Project at 10th, 25th, 27th & Bay Terrace",747,1736234,,2133481,75,0,0,0,0,0,0,0.29,75.28863,2026,BIL (GEN)
532,East Windsor Municipal Utilities Authority,1101002-005,Twin Rivers (H section) Water Main Replacement Project,27190,1050070,276714,1326784,75,0,0,0,0,0,0,0.27,75.2719,Beyond 2026,BIL(GEN)
533,East Windsor Municipal Utilities Authority,1101002-007,East Windsor MUA - WQAA Watermain Replacement Efforts,25833,5000000,1039775,6750000,75,0,0,0,0,0,0,0.25,75.25,Beyond 2026,BIL(GEN)
534,Little Egg Harbor Municipal Utilities Authority,1516001-006,Water Storage Tank Painting and Upgrades,21333,2168364,2050000,2992240,60,0,0,0,0,0,0,0.24,75.24215,Beyond 2026,BIL(GEN)
534,Little Egg Harbor Municipal Utilities Authority,1516001-007,Little Egg Harbor Water Improvements Phase II,24215,1685470,190000,2106664,75,0,0,0,0,0,0,0.24,75.24215,Funded,BIL (GEN)
534,Little Egg Harbor Municipal Utilities Authority,1516001-008,Little Egg Harbor Water Improvements Phase III,21386,4236330,190000,5083596,75,0,0,0,0,0,0,0.24,75.24215,2026,BIL (GEN)
535,Passaic Valley Water Commission,0231001-003,Water Main Replacement Program for the Lodi System,24084,2000000,211157,2700000,75,0,0,0,0,0,0,0.24,75.24136,Beyond 2026,BIL (GEN)
536,Montville Township,1421003-002,Installation of 880 LF of 8 inch water main,21000,125000,45000,170000,75,0,0,0,0,0,0,0.21,75.21,Beyond 2026,BIL(GEN)
537,Ramsey Borough,0248001-014,Replacement of North Central Ave water main,16350,60000,68000,128000,75,0,0,0,0,0,0,0.16,75.1635,Beyond 2026,BIL(GEN)
538,South River Borough,1223001-004,4-inch and 6-inch Water Main Replacement,5373,66707000,3868638,80048400,75,0,0,0,0,0,0,0.16,75.16,Beyond 2026,BIL (GEN)
539,Denville Township,1408001-001,Denville Township - Galvanized Water Main Replacement Project,17107,5200000,2872000,6448000,75,0,0,0,0,0,0,0.16,75.15881,2026,BIL (GEN)
540,Bordentown City, 0303001-002,"Replacement of 1,500 LF of 12-inch transmission mains",15831,330000,251800,581800,75,0,0,0,0,0,0,0.16,75.15831,Beyond 2026,BIL(GEN)
541,Passaic Valley Water Commission,0239001-003,Replacement of Water Mains - North Arlington System,15368,2000000,346152,2700000,75,0,0,0,0,0,0,0.15,75.15392,Beyond 2026,BIL (GEN)
542,Pennsville Township,1708001-003,Rehabilitate .25 MG Water Street storage tank,13250,150000,105000,255000,60,0,0,0,0,0,15,0.13,75.1325,Beyond 2026,BIL(GEN)
543,Saddle Brook Township,    0257001-001,"Construction of 1,200 LF of 8-inch water mains",13155,465000,325500,790500,75,0,0,0,0,0,0,0.13,75.13155,Beyond 2026,BIL(GEN)
544,Mantua Township MUA,    0810004-004,Centre City Water Improvements,12711,3500000,1250000,4750000,75,0,0,0,0,0,0,0.13,75.126,2026,BIL (GEN)
545,Clinton Town,   1005001-006,Lebanon Borough Water Main Replacements - Phase 2-5,12500,2684475,989032,3673507,75,0,0,0,0,0,0,0.13,75.125,2026,BIL (GEN)
545,Clinton Town,   1005001-012,WQAA Implementation - Water Infrastructure Audit and Upgrades,12500,2500000,,3220000,75,0,0,0,0,0,0,0.13,75.125,Funded,BIL (GEN)
545,Clinton Town,   1005001-021,Town of Clinton - West Main Street Water Main Replacement - Phase 3 &,8333,1500000,1287620,1950000,75,0,0,0,0,0,0,0.13,75.125,2026,BIL (GEN)
545,Clinton Town,   1005001-022,Town of Clinton - Water Main Replacement - Rt. 78 Overpass,8333,1250000,1294832,1550000,75,0,0,0,0,0,0,0.13,75.125,Beyond 2026,BIL (GEN)
546,Hammonton Town, 0113001-012,Town of Hammonton Water infrastructure Project,14711,9600000,1852000,11520000,75,0,0,0,0,0,0,0.12,75.12153,Beyond 2026,BIL (GEN)
547,Haddonfield Borough,0417001-001,Replacement of water main on Tanner & Woodlane with 8 inch,11600,597262,206739,804001,75,0,0,0,0,0,0,0.12,75.116,Beyond 2026,BIL(GEN)
548,Wallington Borough,0265001-002,Wallington Avenue Water Main,11335,2084160,442000,2500992,75,0,0,0,0,0,0,0.12,75.11583,Beyond 2026,BIL (GEN)
549,Pompton Lakes Municipal Utilities Authority     ,1609001-001,Abandonment of Cannonball Rd main and installation of insertion valves t,11435,140000,110000,250000,75,0,0,0,0,0,0,0.11,75.11435,Beyond 2026,BIL(GEN)
549,Pompton Lakes Municipal Utilities Authority    , 1609001-009,Ringwood Ave Water Main,1470,2109750,270000,2695700,75,0,0,0,0,0,0,0.11,75.11435,Beyond 2026,BIL (GEN)
550,Beachwood Borough,1504001-007,2025 Beachwood NJEIT Water Main Project,11153,3088000,,3705600,75,0,0,0,0,0,0,0.11,75.10802,Beyond 2026,BIL(GEN)
551,Beachwood Borough,1504001-006,The Cable Avenue water main replacement,10375,500000,100000,600000,75,0,0,0,0,0,0,0.1,75.10375,Beyond 2026,BIL(GEN)
552,Lower Township Municipal Utilities Authority     ,0505002-006,LTMUA - North Cape May Water Main Replacement 1-5,39510,28397524,395000,35367826,75,0,0,0,0,0,0,0.1,75.10315,2026,BIL (GEN)
553,East Hanover Township,    1410001-004,Replace Water Meters,10000,350000,245000,595000,75,0,0,0,0,0,0,0.1,75.1,Beyond 2026,BIL(GEN)
554,Long Beach Township,    1517001-015,Water Main Replacement Project,9962,2310000,869200,3179200,75,0,0,0,0,0,0,0.1,75.09962,Beyond 2026,BIL(GEN)
