Rank,Project Sponsor2,Project Number,Project Name,Populatio,Building Cost,Support Cost,Estimated Cost,Cat A,Cat B,Cat C.a,Cat C.b,Cat C.c,Cat C.d,Cat D,Cat E,Rank Poin,Actual/ Anticipated Funding Status,BIL Eligibility
405,Hammonton Town,0113001-002,"Replacement of water mains on Central Ave., Golf Dr., & 12th Stre",11300,"$ 1,000,000","$ 700,000","$ 1,700,000",75,0,15,0,0,0,15,0.11,105.113,Beyond 2026,BIL (GEN)
405,Hammonton Town,0113001-003,"Replacement of 2,900 LF of water mains on Rte 54",11300,"$ 485,000","$ 339,500","$ 824,500",75,0,15,0,0,0,15,0.11,105.113,Beyond 2026,BIL (GEN)
216,Weymouth Township Municipal Utilities Authority,0123001-002,Weymouth Township MUA - Water Meter Replacement Program,240,"$ 975,000","$ 275,641","$ 1,220,000",175,0,0,0,0,0,0,0.01,175.0072,Beyond 2026,BIL (LSLR)
808,Oakland Borough,0220001-003,Well 9 - Diesel Generator,12959,"$ 100,000","$ 45,000","$ 145,000",15,0,0,0,0,0,0,0.05,15.05038,Beyond 2026,BIL (GEN)
394,Garfield City,0221001-006,"Replacement of 8,000 LF of 6-inch to 12-inch water main & replac",29780,"$ 4,500,000","$ 3,415,000","$ 7,915,000",75,0,0,0,0,0,30,0.30,105.2978,Beyond 2026,BIL (GEN)
340,Ramsey Borough,0248001-002,Replacement of mains (Carol & Maple),16350,"$ 1,340,000","$ 849,600","$ 2,189,600",75,50,0,0,0,0,0,0.16,125.1635,Beyond 2026,BIL (GEN)
340,Ramsey Borough,0248001-003,"Construction of mains (Rte 17, Snyder & Airmount)",16350,"$ 985,000","$ 689,500","$ 1,674,500",75,50,0,0,0,0,0,0.16,125.1635,Beyond 2026,BIL (GEN)
340,Ramsey Borough,0248001-004,Construction of mains (Lakeview & Airmount),16350,"$ 795,000","$ 556,500","$ 1,351,500",75,50,0,0,0,0,0,0.16,125.1635,Beyond 2026,BIL (GEN)
614,Ramsey Borough,0248001-007,Construction of 2 wells with pump station & piping,16350,"$ 3,090,000","$ 1,619,600","$ 4,709,600",15,50,0,0,0,0,0,0.16,65.1635,Beyond 2026,BIL (LSLR)
82,Ramsey Borough,0248001-017,"PFAS Treatment - Darlington, Brookfield, N. Central and Spring",15207,"$ 8,000,000",,"$ 10,872,000",250,0,0,0,0,0,0,0.15,250.15207,Beyond 2026,BIL (EC)
524,Evesham Municipal Utilities Authority,0313001-003,Route 70 WM Replacement,45351,"$ 583,000","$ 206,600","$ 789,600",75,0,0,0,0,0,0,0.45,75.45351,Beyond 2026,BIL (GEN)
707,Pemberton Township,0329004-010,Conversion of test well #14 to production well,10815,"$ 400,000","$ 280,000","$ 680,000",15,0,15,0,0,0,15,0.11,45.10815,Beyond 2026,BIL (GEN)
288,Willingboro Municipal Utilities Authority,0338001-003,Replacement of 6 & 8 inch mains in RIttenhouse section,34731,"$ 1,585,600","$ 957,664","$ 2,543,264",75,50,20,0,0,0,0,0.35,145.34731,Beyond 2026,BIL (GEN)
738,Bellmawr Borough,0404001-004,A new 0.3 MG storage tank is needed to serve a Brownfield redev,11583,"$ 380,000","$ 266,000","$ 646,000",1,0,0,0,5,0,30,0.12,36.11583,Beyond 2026,BIL (GEN)
108,Camden City,0408001-013,Cleaning & Lining of distribution and transmission mains,77344,"$ 7,971,514","$ 4,543,450","$ 12,514,964",75,50,20,0,0,0,80,0.77,225.77344,Beyond 2026,BIL (GEN)
108,Camden City,0408001-014,Replacement of Lead Service Lines,77344,"$ 567,000","$ 396,900","$ 963,900",75,50,20,0,0,0,80,0.77,225.77344,Beyond 2026,BIL (LSLR)
70,Camden City,0408001-015,Morris-Delair WTP improvements - Phase II,77344,"$ 919,790","$ 524,245","$ 1,444,035",100,50,20,0,0,0,80,0.77,250.77344,Beyond 2026,BIL (GEN)
70,Camden City,0408001-016,Parkside WTP various improvements,77344,"$ 245,277","$ 139,797","$ 385,074",100,50,20,0,0,0,80,0.77,250.77344,Beyond 2026,BIL (GEN)
108,Camden City,0408001-020,Cleaning and lining of a transmission mains,77344,"$ 7,358,322","$ 4,193,949","$ 11,552,271",75,50,20,0,0,0,80,0.77,225.77344,Beyond 2026,BIL (GEN)
403,Gloucester City,0414001-003,Water Main replacement on Jersey Avenue,11484,"$ 2,038,605","$ 1,156,986","$ 3,195,591",75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL (GEN)
403,Gloucester City,0414001-007,Water Main replacement on Johnson Blvd.,11484,"$ 856,487","$ 599,538","$ 1,456,025",75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL (GEN)
403,Gloucester City,0414001-008,Water Main replacement on Market Street,11484,"$ 450,005","$ 315,002","$ 765,007",75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL (GEN)
403,Gloucester City,0414001-009,Water Main replacement on Park Avenue,11484,"$ 791,314","$ 553,918","$ 1,345,232",75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL (GEN)
403,Gloucester City,0414001-010,Water Main replacement on Baynes Avenue,11484,"$ 477,153","$ 334,006","$ 811,159",75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL (GEN)
403,Gloucester City,0414001-011,"Water Main replacement on Brown Street, E. Brown Street, Spark",11484,"$ 1,667,072","$ 993,509","$ 2,660,581",75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL (GEN)
403,Gloucester City,0414001-012,Water Main replacement on Nicholson Road,11484,"$ 217,305","$ 152,112","$ 369,417",75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL (GEN)
403,Gloucester City,0414001-013,"Replacement of 2,200 LF of water mains on Charles Street",11484,"$ 1,118,625","$ 751,231","$ 1,869,856",75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL (GEN)
508,Gloucester City,0414001-015,Construction of a new .5 MG storage tank to maintain pressure on,11484,"$ 911,511","$ 638,055","$ 1,549,566",50,0,0,0,0,0,30,0.11,80.11484,Beyond 2026,BIL (GEN)
134,Merchantville Pennsauken Water Commission,0424001-008,Park Ave GAC Plant,50000,"$ 10,200,000","$ 3,340,000","$ 12,240,000",200,0,0,0,0,0,0,0.47,200.47144,Beyond 2026,BIL (EC)
502,Winslow Township,0436007-005,Install new 500 GPM well #12,39328,"$ 228,600","$ 160,020","$ 388,620",15,50,15,0,0,0,0,0.39,80.39328,Beyond 2026,BIL (GEN)
752,Lower Township Municipal Utilities Authority,0505002-002,Installation of well #10,9700,"$ 1,500,000","$ 920,000","$ 2,420,000",1,0,0,0,0,0,30,0.10,31.097,Beyond 2026,BIL (GEN)
350,Vineland City,0614003-008,"Replacement of 2,300 LF of 8-, 10- and 12-inch water mains",33000,"$ 350,000","$ 245,000","$ 595,000",75,0,15,0,0,0,30,0.33,120.33,Beyond 2026,BIL (GEN)
350,Vineland City,0614003-009,Construction of .4 miles of 12-inch water mains to loop dead ends,33000,"$ 200,000","$ 140,000","$ 340,000",75,0,15,0,0,0,30,0.33,120.33,Beyond 2026,BIL (GEN)
289,Vineland City,0614003-013,Upgrades to the existing water treatment plant at well #13 with n,33000,"$ 4,000,000","$ 2,020,000","$ 6,020,000",100,0,15,0,0,0,30,0.33,145.33,Beyond 2026,BIL (GEN)
473,Belleville Township,0701001-002,Replacement of inoperable valves & hydrants,35928,"$ 525,000","$ 367,500","$ 892,500",75,0,0,0,0,0,15,0.36,90.35928,Beyond 2026,BIL (GEN)
54,Belleville Township,0701001-004,Installation of lead corrosion control measures at four interconne,35928,"$ 400,000","$ 280,000","$ 680,000",250,0,0,0,0,0,15,0.36,265.35928,Beyond 2026,BIL (LSLR)
284,East Orange Water Commission,0705001-005,Replacement of electrical cable for wellfield which includes Well N,80468,"$ 950,000","$ 665,000","$ 1,615,000",15,50,0,5,0,0,80,0.80,150.80468,Beyond 2026,BIL (GEN)
118,East Orange Water Commission,0705001-006,Replacement of west well transmission main,80468,"$ 2,500,000","$ 1,360,000","$ 3,860,000",75,50,0,5,0,0,80,0.80,210.80468,Beyond 2026,BIL (GEN)
118,East Orange Water Commission,0705001-007,Replacement of fifteen water mains suspended on Garden State P,80468,"$ 2,500,000","$ 1,360,000","$ 3,860,000",75,50,0,5,0,0,80,0.80,210.80468,Beyond 2026,BIL (GEN)
118,East Orange Water Commission,0705001-010,"Installation of 2,150 LF of 8-inch & 1,400 LF of 4-inch for a redeve",80468,"$ 325,000","$ 227,500","$ 552,500",75,50,0,5,0,0,80,0.80,210.80468,Beyond 2026,BIL (GEN)
148,East Orange City,0705001-013,WORPS Emergency Backup Power Generator Planning and Design,65078,"$ 3,420,000","$ 2,184,000","$ 5,604,000",60,50,0,5,0,0,80,0.65,195.65078,Beyond 2026,BIL (GEN)
503,Montclair Township,0713001-003,Replace Transmission Valves,38977,"$ 650,000","$ 455,000","$ 1,105,000",75,0,0,5,0,0,0,0.39,80.38977,Beyond 2026,BIL (GEN)
787,Montclair Township,0713001-008,Nishuane Well Production & Treatment Facility,38977,"$ 1,600,000","$ 886,000","$ 2,486,000",15,0,0,5,0,0,0,0.39,20.38977,Beyond 2026,BIL (GEN)
503,Montclair Township,0713001-010,Replacement of lead service Lines - Phase III,38977,"$ 900,000","$ 324,000","$ 1,224,000",75,0,0,5,0,0,0,0.39,80.38977,Beyond 2026,BIL (LSLR)
105,Newark City,0714001-009,"Replacement of 12,000 Lead service lines",285000,"$ 30,000,000","$ 11,060,000","$ 41,060,000",75,50,20,0,0,0,80,2.85,227.85,Beyond 2026,BIL (LSLR)
68,Newark City,0714001-013,Removal and disposal of sludge from lagoon,285000,"$ 3,000,000","$ 1,580,000","$ 4,580,000",100,50,20,0,0,0,80,2.85,252.85,Beyond 2026,BIL (GEN)
422,Orange City,0717001-008,S-1 (10888700.1) ASSET MANAGEMENT PROGRAM (PHASE II) AM,32868,"$ 165,500","$ 899,760","$ 244,580",1,80,0,5,5,0,0,0.30,101.30134,Beyond 2026,BIL (GEN)
606,South Orange Village                                                               0719001-006,0719001-006,Repair or Replace Newstead Shere,16298,"$ 1,000,000","$ 450,000","$ 1,450,000",60,0,0,5,0,0,0,0.17,70.16964,Beyond 2026,BIL (GEN)
689,Verona Township,0720001-003,Construction of a new Fairview Ave tank,13641,"$ 2,000,000","$ 1,140,000","$ 3,140,000",50,0,0,0,0,0,0,0.14,50.13641,Beyond 2026,BIL (GEN)
640,Verona Township,0720001-005,Rehabilitation of the 2 MG Fairview Avenue storage tank,13641,"$ 700,500","$ 462,330","$ 1,162,830",60,0,0,0,0,0,0,0.14,60.13641,Beyond 2026,BIL (GEN)
342,Harrison Town,0904001-004,"Cleaning and Lining and of approximately 3,000 LF of 10, 12 and 1",14425,"$ 2,000,000","$ 1,140,000","$ 3,140,000",75,0,20,0,0,0,30,0.14,125.14425,Beyond 2026,BIL (GEN)
342,Harrison Town,0904001-005,"Replacement of 3,160 LF of water mains on S 2nd, Frank E. Rogers",14425,"$ 1,500,000","$ 920,000","$ 2,420,000",75,0,20,0,0,0,30,0.14,125.14425,Beyond 2026,BIL (GEN)
237,Jersey City Municipal Utilities Authority,0906001-022,"Hackensack  River 36"" Aqueduct replacement",270753,"$ 10,000,000","$ 5,910,317","$ 13,330,000",75,0,20,5,5,0,0,2.62,167.62,Beyond 2026,BIL (GEN)
268,Jersey City Municipal Utilities Authority,0906001-036,"Bates Street, Grand Street and Center Street Water System Impro",283927,"$ 21,000,000","$ 900,000","$ 27,300,000",75,0,20,5,0,0,0,2.62,157.62,Beyond 2026,BIL (GEN)
200,Clinton Town,1005001-014,Town of Clinton - Galvanized Service Line Replacement - SFY23,1000,"$ 4,000,000","$ 960,000","$ 4,950,000",175,0,0,0,0,0,0,0.13,175.125,Beyond 2026,BIL (LSLR)
200,Clinton Town,1005001-015,Town of Clinton - Galvanized Service Line Replacement - SFY24,1000,"$ 4,000,000","$ 800,000","$ 4,950,000",175,0,0,0,0,0,0,0.13,175.125,Beyond 2026,BIL (LSLR)
200,Clinton Town,1005001-016,Town of Clinton - Galvanized Service Line Replacement - SFY25,1000,"$ 4,000,000","$ 800,000","$ 4,950,000",175,0,0,0,0,0,0,0.13,175.125,Beyond 2026,BIL (LSLR)
200,Clinton Town,1005001-017,Town of Clinton - Galvanized Service Line Replacement - SFY26,1000,"$ 4,000,000","$ 800,000","$ 4,950,000",175,0,0,0,0,0,0,0.13,175.125,Beyond 2026,BIL (GEN)
200,Clinton Town,1005001-018,Town of Clinton - Galvanized Service Line Replacement - SFY27,1000,"$ 4,000,000","$ 800,000","$ 4,950,000",175,0,0,0,0,0,0,0.13,175.125,Beyond 2026,BIL (LSLR)
258,Clinton Town,1005001-020,Town of Clinton - Lebanon Well #2 - PFAS Treatment and Well Im,8333,"$ 3,700,000","$ 440,000","$ 4,810,000",160,0,0,0,0,0,0,0.13,160.125,Beyond 2026,BIL (GEN)
575,Hampton Borough                                                                   1013001-004,1013001-004,Hampton Borough - Bell Avenue Watermain Replacement,1400,"$ 1,750,000","$ 1,529,141","$ 2,275,000",75,0,0,0,0,0,0,0.01,75.01401,Beyond 2026,BIL (GEN)
576,Milford Borough                                                                      1020001-002,1020001-002,"Replace 5,000 LF with 8-inch water mains on Delaware & Ravine R",1347,"$ 1,040,000","$ 1,442,440","$ 2,482,440",75,0,0,0,0,0,0,0.01,75.01347,Beyond 2026,BIL (GEN)
136,Aqua New Jersey Incorporate,1103001-009,AQUA-NJ: Hamilton System - PFAS Treatment - Well 12C,39128,"$ 3,500,000","$ 388,000","$ 4,350,000",200,0,0,0,0,0,0,0.39,200.39128,Beyond 2026,BIL (EC)
136,Aqua New Jersey Incorporate,1103001-010,AQUA-NJ: Hamilton System - PFAS Treatment - Well 13C,39128,"$ 2,500,000",,"$ 3,150,000",200,0,0,0,0,0,0,0.39,200.39128,Beyond 2026,BIL (EC)
5,Trenton City,1111001-015,"Water Filtration Plant Roofing, HVAC, and Security Improvements",225000,"$ 10,000,000","$ 900,000","$ 12,500,000",500,0,15,0,0,0,0,2.17,567.17,Beyond 2026,BIL (GEN)
5,Trenton City,1111001-016,New Central Pumping Station,225000,"$ 30,000,000",,"$ 36,500,000",500,0,15,0,0,0,0,2.17,567.17,Beyond 2026,BIL (GEN)
5,Trenton City,1111001-017,Water Filtration Plant Electrical Improvements,225000,"$ 4,500,000","$ 6,040,000","$ 5,400,000",500,0,15,0,0,0,0,2.17,567.17,Beyond 2026,BIL (GEN)
5,Trenton City,1111001-018,Prospect Street Ground Level Elevated Concrete Tanks,217000,"$ 4,500,000",,"$ 5,400,000",500,0,15,0,0,0,0,2.17,567.17,Beyond 2026,BIL (GEN)
5,Trenton City,1111001-019,Off-Site Distribution Piping System & PRV Chambers,217000,"$ 33,000,000",,"$ 39,600,000",500,0,15,0,0,0,0,2.17,567.17,Beyond 2026,BIL (GEN)
5,Trenton City,1111001-020,Ludlow Drive Ground Level Elevated Steel Tank,217000,"$ 27,700,000",,"$ 33,740,000",500,0,15,0,0,0,0,2.17,567.17,Beyond 2026,BIL (GEN)
5,Trenton City,1111001-021,Kuser Road Ground Level Elevated Steel Tanks,217000,"$ 30,000,000",,"$ 36,800,000",500,0,15,0,0,0,0,2.17,567.17,Beyond 2026,BIL (GEN)
5,Trenton City,1111001-022,Kulp Street Ground Level Elevated Steel Tanks Improvement,89620,"$ 2,500,000",,"$ 3,000,000",500,0,15,0,0,0,0,2.17,567.17,Beyond 2026,BIL (GEN)
75,Edison Township,1205001-002,Township Wide Lead Service Replacement,107588,"$ 6,750,000","$ 3,400,000","$ 8,710,000",250,0,0,0,0,0,0,0.35,250.35,Beyond 2026,BIL (LSLR)
528,North Brunswick Township,1215001-004,Install 16 inch water main,38000,"$ 1,750,000","$ 264,000","$ 2,014,000",75,0,0,0,0,0,0,0.38,75.38,Beyond 2026,BIL (GEN)
528,North Brunswick Township                                                    1215001-005,1215001-005,"Replacement of 2,350 LF of 8 inch water mains on Excelsior and T",38000,"$ 844,000","$ 561,200","$ 1,405,200",75,0,0,0,0,0,0,0.38,75.38,Beyond 2026,BIL (GEN)
393,Perth Amboy City,1216001-002,Replacement of undersize water main - State Street,50814,"$ 2,490,000","$ 1,355,600","$ 3,845,600",75,0,0,0,0,0,30,0.51,105.50814,Beyond 2026,BIL (GEN)
393,Perth Amboy City,1216001-003,Cleaning & Lining of water mains-Central bussiness District,50814,"$ 1,000,000","$ 700,000","$ 1,700,000",75,0,0,0,0,0,30,0.51,105.50814,Beyond 2026,BIL (GEN)
72,Perth Amboy City,1216001-011,Upgrades to the Runyon Water Treatment Plant,55436,"$ 64,159,667","$ 366,642","$ 83,407,567",160,80,0,0,5,0,0,0.52,250.52328,Beyond 2026,BIL (GEN)
628,Sayreville Borough,1219001-003,Rehabilitate existing 3 MG tank,40377,"$ 2,500,000","$ 1,260,000","$ 3,760,000",60,0,0,0,0,0,0,0.40,60.40377,Beyond 2026,BIL (GEN)
526,Sayreville Borough,1219001-006,Construct new water main along Washington Road,40377,"$ 650,000","$ 429,000","$ 1,079,000",75,0,0,0,0,0,0,0.40,75.40377,Beyond 2026,BIL (GEN)
526,Sayreville Borough,1219001-008,Clean and line water mains in several sections of the Borough,40377,"$ 2,000,000","$ 1,060,000","$ 3,060,000",75,0,0,0,0,0,0,0.40,75.40377,Beyond 2026,BIL (GEN)
468,Middlesex Water Company,1225001-004,Installation of nanofiltration for hardness removal (South Tingley,233376,"$ 2,000,000","$ 1,140,000","$ 3,140,000",40,50,0,0,0,0,0,2.33,92.33376,Beyond 2026,BIL (GEN)
330,Middlesex Water Company,1225001-019,"Replacement of 5,000 LF of 24-inch cast iron mains",233376,"$ 4,200,000","$ 2,108,000","$ 6,308,000",75,50,0,0,0,0,0,2.33,127.33376,Beyond 2026,BIL (GEN)
468,Middlesex Water Company,1225001-027,RENEW 2019 - Carteret,23992,"$ 6,900,000","$ 4,210,000","$ 11,110,000",75,0,0,0,0,15,0,2.33,92.33376,Beyond 2026,BIL (GEN)
630,Marlboro Township,1328002-003,Beacon Hill storge tank Rehab,29481,"$ 1,200,000","$ 514,000","$ 1,714,000",60,0,0,0,0,0,0,0.29,60.2948,Beyond 2026,BIL (GEN)
630,Marlboro Township,1328002-006,Tennent Road Booster Pump Station,41502,"$ 1,200,000",,"$ 1,533,000",60,0,0,0,0,0,0,0.29,60.2948,Beyond 2026,BIL (GEN)
630,Marlboro Township,1328002-008,Tennent Road Tank,41502,"$ 3,000,000","$ 248,000","$ 3,705,000",60,0,0,0,0,0,0,0.29,60.2948,Beyond 2026,BIL (GEN)
796,Marlboro Township,1328002-009,Well #1 Replacement,41502,"$ 1,300,000",,"$ 1,660,750",15,0,0,0,0,0,0,0.29,15.2948,Beyond 2026,BIL (GEN)
557,Aberdeen Township                                                                1330002-003,1330002-003,Replace deteriorated water main from Route 35/Long Neck crossi,8900,"$ 650,000","$ 455,000","$ 1,105,000",75,0,0,0,0,0,0,0.09,75.089,Beyond 2026,BIL (GEN)
557,Aberdeen Township                                                                1330002-004,1330002-004,Install two water utility crossing of Route 35,8900,"$ 350,000","$ 252,000","$ 602,000",75,0,0,0,0,0,0,0.09,75.089,Beyond 2026,BIL (GEN)
514,"NJ American Water Company, Inc.",1345001-009,East End Transmission Main Replacement,289553,"$ 1,391,309","$ 784,849","$ 2,176,158",75,0,0,0,0,0,0,2.90,77.89553,Beyond 2026,BIL (GEN)
617,"NJ American Water Company, Inc.",1345001-010,Sunset Avenue and Monterey Tank Painting,289553,"$ 600,000","$ 420,000","$ 1,020,000",60,0,0,0,0,0,0,2.90,62.89553,Beyond 2026,BIL (GEN)
362,Dover Town,1409001-004,Valve and Fire Hydrant Replacement,16000,"$ 5,000,000","$ 3,885,120","$ 6,350,000",75,0,15,0,0,0,0,0.28,115.27806,Beyond 2026,BIL (GEN)
264,Netcong Borough,1428001-004,Replacement of 8in water main,3236,"$ 1,597,665","$ 962,972","$ 2,560,637",75,50,15,5,0,0,15,0.03,160.03236,Beyond 2026,BIL (GEN)
423,Berkeley Township Municipal Utilities Authority,1505004-005,Extension of water mains,8130,"$ 7,500,000","$ 5,138,330","$ 12,638,330",1,0,20,0,0,0,80,0.08,101.0813,Beyond 2026,BIL (GEN)
764,Fountainhead Properties Incorporate,1511013-004,Improvements/Replacement of well #1,280,"$ 138,450","$ 50,462","$ 188,912",15,0,15,0,0,0,0,0.00,30.0028,Beyond 2026,BIL (GEN)
797,Lacey Township,1512001-002,Upgrade of WTP to make wells # 7 and 8 operational,26240,"$ 2,895,200","$ 56,464","$ 2,951,664",15,0,0,0,0,0,0,0.26,15.2624,Beyond 2026,BIL (GEN)
411,Seaside Heights Borough,1526001-006,Seaside Heights - Systemwide Water Main Replacement,7667,"$ 6,000,000","$ 510,000","$ 7,700,000",75,0,15,0,0,0,0,0.08,105.07667,Beyond 2026,BIL (GEN)
290,Stafford Township,1530004-017,"Replacement of 1,600 LF of water main on Charles Blvd",28868,"$ 363,066","$ 344,910","$ 707,976",75,35,20,0,0,0,15,0.29,145.28868,Beyond 2026,BIL (GEN)
313,Passaic Valley Water Commission,1605002-016,Upgrade the interconnection with United WC,347052,"$ 2,000,000","$ 1,140,000","$ 3,140,000",30,0,20,0,0,0,80,3.47,133.47052,Beyond 2026,BIL (GEN)
176,Passaic Valley Water Commission,1605002-017,Installation of 7000 LF of 12-inch main to replace Granite Ave stor,347052,"$ 1,700,000","$ 1,008,000","$ 2,708,000",75,0,20,0,0,0,80,3.47,178.47052,Beyond 2026,BIL (GEN)
176,Passaic Valley Water Commission,1605002-019,Installation of 2200 LF of 12-inch main to connect Eastside Pumpi,347052,"$ 600,000","$ 420,000","$ 1,020,000",75,0,20,0,0,0,80,3.47,178.47052,Beyond 2026,BIL (GEN)
313,Passaic Valley Water Commission,1605002-022,Emergency interconnection upgrade,347052,"$ 2,000,000","$ 1,140,000","$ 3,140,000",30,0,20,0,0,0,80,3.47,133.47052,Beyond 2026,BIL (GEN)
241,Passaic Valley Water Commission,1605002-023,Decommissing of Granite Avenue Tank,347052,"$ 1,700,000","$ 1,008,000","$ 2,708,000",60,0,20,0,0,0,80,3.47,163.47052,Beyond 2026,BIL (GEN)
513,Passaic Valley Water Commission,1605002-029,Rehabilitation of Little Falls Water Treatment Plant PS and Water,626051,"$ 6,000,000","$ 400,016","$ 7,350,000",75,0,0,0,0,0,0,3.10,78.10483,Beyond 2026,BIL (GEN)
111,Passaic Valley Water Commission,1605002-034,Water Main Replacement Program for the Main System,6219,"$ 3,000,000",,"$ 3,600,000",75,80,15,0,0,0,0,3.10,223.10483,Beyond 2026,BIL (GEN)
549,Pompton Lakes Municipal Utilities Authority                       1609001-001,1609001-001,Abandonment of Cannonball Rd main and installation of insertion,11435,"$ 140,000","$ 110,000","$ 250,000",75,0,0,0,0,0,0,0.11,75.11435,Beyond 2026,BIL (GEN)
643,Pompton Lakes Municipal Utilities Authority,1609001-005,Replacement of water storage tanks with a 1.0 MG tank,11435,"$ 900,000","$ 620,000","$ 1,520,000",60,0,0,0,0,0,0,0.11,60.11435,Beyond 2026,BIL (GEN)
137,Pompton Lakes Municipal Utilities Authority,1609001-008,Well #1 and #2 Treatment,11435,"$ 6,978,400","$ 1,366,216","$ 9,013,648",200,0,0,0,0,0,0,0.11,200.11435,Beyond 2026,BIL (GEN)
170,North Jersey District Water Supply Commission,1613001-009,Rehab of the Kearny/Bayonne Transmission main,872153,"$ 5,600,000","$ 3,526,000","$ 9,126,000",75,50,20,0,0,0,30,8.72,183.72153,Beyond 2026,BIL (LSLR)
123,North Jersey District Water Supply Commission,1613001-014,Construction of a 6 MG baffled clearwell and rehab of an existing,872153,"$ 5,000,000","$ 3,190,000","$ 8,190,000",100,50,20,0,0,0,30,8.72,208.72153,Beyond 2026,BIL (GEN)
123,North Jersey District Water Supply Commission,1613001-016,Install 6 Layer Aerators including air piping and appurtenances.,872153,"$ 1,000,000","$ 950,000","$ 1,950,000",100,50,20,0,0,0,30,8.72,208.72153,Beyond 2026,BIL (GEN)
123,North Jersey District Water Supply Commission,1613001-020,Rehabilitation of existing WTP,872153,"$ 4,250,000","$ 2,770,000","$ 7,020,000",100,50,20,0,0,0,30,8.72,208.72153,Beyond 2026,BIL (GEN)
234,North Jersey District Water Supply Commission,1613001-021,Implementation of alternative energy generation systems at the W,872153,"$ 2,500,000","$ 1,790,000","$ 4,290,000",45,50,20,0,0,15,30,8.72,168.72153,Beyond 2026,BIL (GEN)
281,North Jersey District Water Supply Commission,1613001-023,Security system improvements,872153,"$ 1,500,000","$ 1,200,000","$ 2,700,000",45,50,20,0,0,0,30,8.72,153.72153,Beyond 2026,BIL (GEN)
123,North Jersey District Water Supply Commission,1613001-027,Expansion of Aeriation System,872153,"$ 1,554,000","$ 1,161,888","$ 2,715,888",100,50,20,0,0,0,30,8.72,208.72153,Beyond 2026,BIL (GEN)
123,North Jersey District Water Supply Commission,1613001-028,Filter Bldg Pipe Gallery Dehumid,872153,"$ 1,246,000","$ 985,712","$ 2,231,712",100,50,20,0,0,0,30,8.72,208.72153,Beyond 2026,BIL (GEN)
123,North Jersey District Water Supply Commission,1613001-029,Basins 1-4 Flocculator Rehabilitation,872153,"$ 1,970,000","$ 1,399,840","$ 3,369,840",100,50,20,0,0,0,30,8.72,208.72153,Beyond 2026,BIL (GEN)
391,North Jersey District Water Supply Commission,1613001-030,Modify and Expand Central Receiving Building,872153,"$ 605,000","$ 511,226","$ 1,116,226",1,50,20,0,0,0,30,8.72,109.72153,Beyond 2026,BIL (GEN)
234,North Jersey District Water Supply Commission,1613001-035,Rehabilitation of Pump Stations,872153,"$ 1,000,000","$ 5,181,742","$ 6,181,742",60,50,20,0,0,0,30,8.72,168.72153,Beyond 2026,BIL (GEN)
721,West Milford Municipal Utilities Authority,1615001-002/500,Birch Hill Emergency Power Generator,180,"$ 60,000","$ 12,000","$ 72,000",45,0,0,0,0,0,0,0.00,45.0018,Beyond 2026,BIL (GEN)
720,West Milford Municipal Utilities Authority,1615002-002/500,Greenbrook Emergency Power Generators,600,"$ 60,000","$ 12,000","$ 72,000",45,0,0,0,0,0,0,0.01,45.006,Beyond 2026,BIL (GEN)
722,West Milford Municipal Utilities Authority,1615006-002/500,Parkway Emergency Power Generator,805,"$ 25,000","$ 5,000","$ 30,000",45,0,0,0,0,0,0,0.00,45.00115,Beyond 2026,BIL (GEN)
719,West Milford Municipal Utilities Authority,1615012-002/500,Awosting Emergency Power Generators,635,"$ 78,000","$ 15,600","$ 93,600",45,0,0,0,0,0,0,0.01,45.00635,Beyond 2026,BIL (GEN)
718,West Milford Municipal Utilities Authority,1615014-001/500,Crescent Park Emergency Power Generators,700,"$ 78,000","$ 15,600","$ 93,600",45,0,0,0,0,0,0,0.01,45.007,Beyond 2026,BIL (GEN)
714,West Milford Municipal Utilities Authority,1615016-002/500,Milford Emergency Power Generators,1625,"$ 78,000","$ 15,600","$ 93,600",45,0,0,0,0,0,0,0.02,45.01625,Beyond 2026,BIL (GEN)
717,West Milford Municipal Utilities Authority,1615018-002/500,Bald Eagle Emergency Power Generators,1260,"$ 60,000","$ 12,000","$ 72,000",45,0,0,0,0,0,0,0.01,45.0126,Beyond 2026,BIL (GEN)
760,Hopatcong Borough,1912001-010,Construction of a new surface water treatment plant for reactivat,7900,"$ 1,800,000","$ 1,052,000","$ 2,852,000",15,0,15,0,0,0,0,0.08,30.079,Beyond 2026,BIL (GEN)
279,Sussex Borough,1921001-006,Water Systems Enhancements,2130,"$ 186,000","$ 37,200","$ 223,200",75,0,0,0,0,0,80,0.02,155.0213,Beyond 2026,BIL (GEN)
593,Lake Glenwood Village                                                            1922010-004,1922010-004,"Replacement of 1,000 LF of water mains on Cliffside, Toboggan &",250,"$ 72,000","$ 50,400","$ 122,400",75,0,0,0,0,0,0,0.00,75.0025,Beyond 2026,BIL (GEN)
