Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,CODES,List
19474,Nassau,JERICHO WD / Jericho WD,"New AOP and GAC Treatment at Well 3 to remove 1,4-dioxane and PFOA., Upgrade Water Treatment Plant","58,000","$19,262,000",40,"$3,151,343,880",,Annual
19580,Nassau,JERICHO WD / Jericho WD,"Well 12 PFAS removal, Upgrade Water Treatment Plant","58,000","$8,622,130",40,"$3,159,966,010",BEC,Annual
19582,Nassau,JERICHO WD / Jericho WD,"New Wellhead Treatment for PFAS Removal at Well 23, Upgrade Water Treatment Plant","58,000","$10,431,840",40,"$3,170,397,850",BEC,Annual
19653,Nassau,LEVITTOWN WATER DISTRICT / Hempstead (T),"Levittown WD Well 12 - 1,4-dioxane and iron removal treatment system, Upgrade Water Treatment Plant","53,000","$15,000,000",40,"$3,185,397,850",,Annual
19231,Nassau,MANHASSET LAKEVILLE WD / Manhasset-Lakeville WD,"Removal of PFAS contamination at Spruce Ponds Plant., Upgrade Water Treatment Plant","45,000","$3,600,211",40,"$3,188,998,060",,Annual
19210,Cayuga,AUBURN (C) / Auburn (C),"Raw Water Transmission Main Replacement, Upgrade Transmission","43,000","$12,300,000",40,"$3,201,298,060",,Annual
19536,Oneida,ROME (C) / Rome (C),"Kessinger Dam Rehabilitation, Upgrade Surface Water Source","37,300","$16,000,000",40,"$3,217,298,060",EQ,Annual
19484,Nassau,PORT WASHINGTON WD / Port Washington WD,"New GAC to remove PFAS contamination at Well 6, Upgrade Water Treatment Plant","30,000",$0,40,"$3,217,298,060",BEC,Annual
18630,Orange,NEWBURGH CITY / Newburgh (C),"Replacement of water meters throughout the City., Upgrade Distribution System","28,000","$2,982,000",40,"$3,220,280,060",,Annual
19015,Nassau,FRANKLIN SQUARE WD / Franklin Square WD,"Plant No. 1 - GAC treatment for PFOA/PFOS removal, Upgrade Water Treatment Plant","20,000",$0,40,"$3,220,280,060",BEC,Annual
19776,Genesee,BATAVIA (C) / Batavia (C),"Replacement of WM on Walnut St, Upgrade Distribution System","15,600","$4,170,000",40,"$3,224,450,060",,Annual
19768,Ontario,GENEVA CITY WD / Geneva (C),"Construction of GAC filters to remove PFAS, Upgrade Water Treatment Plant","14,500","$14,667,200",40,"$3,239,117,260",,Annual
19230,Nassau,ALBERTSON WD / Albertson WD,"Well No. 5 - GAC treatment for PFAS removal; and Replace PTAS, Upgrade Water Treatment Plant","13,500","$18,486,000",40,"$3,257,603,260",BEC,Annual
19338,Nassau,ALBERSTON WATER DISTRICT / Albertson WD,"Installation of GAC to treat PFAS at Shepherd Lane Well 1, Upgrade Water Treatment Plant","13,500","$9,685,000",40,"$3,267,288,260",BEC,Annual
19746,St.Lawrence,MASSENA (V) / Massena (V),"Raquette River Bridge Crossing Water Main, Upgrade Distribution System","10,839","$1,537,790",40,"$3,268,826,050",,Annual
19912,St.Lawrence,MASSENA (V) / Massena (V),"Redundant Raw Water Transmission Main, Upgrade Transmission","10,234","$4,945,000",40,"$3,273,771,050",,Annual
18908,Steuben,HORNELL (C) / Hornell (C),"Transmission main replacement., Upgrade Transmission","9,592","$2,375,000",40,"$3,276,146,050",,Annual
19792,Nassau,LOCUST VALLEY WD / Locust Valley WD,"Plant No. 9 - New GAC treatment for PFAS removal, Upgrade Water Treatment Plant","7,500","$7,000,000",40,"$3,283,146,050",BEC,Annual
19371,Nassau,WILLISTON PARK (V) / Williston Park (V),"Wells No. 1A and No. 2 GAC PFAS treatment, New Water Treatment Plant","7,300","$14,224,300",40,"$3,297,370,350",BEC,Annual
19254,Nassau,HEMPSTEAD (T) ROOSEVELT WD / Hempstead (T),"Construction of radium removal treatment plant at Roosevelt Field WD Wells 7, 11, 12, Upgrade Water Treatment Plant","6,100","$22,000,000",40,"$3,319,370,350",,Annual
18623,Tioga,VILLAGE OF WAVERLY / Waverly (V),"Replace aged water mains, and new standby generator for all of the wells., Upgrade Ground Water Source, Upgrade Distribution System","4,830","$3,800,000",40,"$3,323,170,350",FMP,Annual
19520,Cortland,HOMER (V) / Homer (V),"New Water Storage Tank West of I-81, New Storage","4,514",$0,40,"$3,323,170,350",FMP,Annual
19233,Nassau,SANDS POINT (V) / Sands Point (V),"New GAC Treatment to Address PFAS at Wells 3 & 4., New Water Treatment Plant, Upgrade Ground Water Source","2,900",$0,40,"$3,323,170,350",BEC,Annual
19531,Allegany,ANGELICA (V) / Angelica (V),"Replacement of WM and Formation of WD, Upgrade Distribution System",713,"$4,610,280",40,"$3,327,780,630",,Annual
19591,Suffolk,RIVERHEAD WATER DISTRICT / Riverhead (T),"Well No. 5-2A PFAS removal, Upgrade Water Treatment Plant",190,"$2,327,800",40,"$3,330,108,430",BEC,Annual
19120,Rensselaer,SCHODACK HIGHWAY GARAGE WATER DISTRICT / Schodack (T),"Installation of new watermain and 500,000-gallon water storage tank on Route 9, New Storage, New Distribution System",150,"$10,300,000",40,"$3,340,408,430",,Annual
19900,Delaware,DAVENPORT WATER DISTRICT / Davenport (T),"New water storage tank, New Storage",150,"$1,705,680",40,"$3,342,114,110",,Annual
18485,Monroe,ROCHESTER CITY / Rochester (C),"Scottrville Road Water Main Replacement., Upgrade Distribution System","214,000","$2,200,000",40,"$3,344,314,110",,Annual
19599,NY City,NEW YORK CITY / NYCMWFA,"Lead Service Line Replacement (Area J)., Upgrade Distribution System","82,433","$5,984,608",40,"$3,350,298,718",BLSLR,Annual
19596,NY City,NEW YORK CITY / NYCMWFA,"Lead Service Line Replacement (Area I)., Upgrade Distribution System","76,002","$8,744,177",40,"$3,359,042,895",BLSLR,Annual
19317,NY City,NEW YORK CITY / NYCMWFA,"Lead service line replacement (Area B)., Upgrade Distribution System","72,903","$12,022,780",40,"$3,371,065,675",BLSLR,Annual
19594,NY City,NEW YORK CITY / NYCMWFA,"Lead Service Line Replacement (Area H)., Upgrade Distribution System","71,010","$7,580,503",40,"$3,378,646,178",BLSLR,Annual
19450,Schenectady,SCHENECTDAY (C) / Schenectady (C),"Lead service line inventory., Upgrade Distribution System","62,000","$636,025",40,"$3,379,282,203",BLSLR,Annual
19595,NY City,NEW YORK CITY / NYCMWFA,"Lead Service Line Replacement (Area G)., Upgrade Distribution System","59,637","$11,354,131",40,"$3,390,636,334",BLSLR,Annual
19893,NY City,NEW YORK CITY / NYCMWFA,"Lead Service Line Replacement (Area L)., Upgrade Distribution System","53,316","$13,465,367",40,"$3,404,101,701",,Annual
19316,NY City,NEW YORK CITY / NYCMWFA,"Lead service line replacement (Area A)., Upgrade Distribution System","49,440","$7,218,660",40,"$3,411,320,361",BLSLR,Annual
19405,Niagara,NIAGARA FALLS WATER BOARD / Niagara Falls WB,"Lead Service Line Inventory., Upgrade Distribution System","48,500","$472,780",40,"$3,411,793,141",BLSLR,Annual
19803,Niagara,NIAGARA FALLS WATER BOARD / Niagara Falls Water Board,"2025 Water System Improvement: WM Replacement on Various Areas, Upgrade Distribution System","48,500","$9,240,000",40,"$3,421,033,141",,Annual
19892,NY City,NEW YORK CITY / NYCMWFA,"Lead Service Line Replacement (Area K)., Upgrade Distribution System","37,906","$8,677,681",40,"$3,429,710,822",,Annual
19320,NY City,NEW YORK CITY / NYCMWFA,"Lead service line replacement (Area E)., Upgrade Distribution System","37,749","$14,411,320",40,"$3,444,122,142",BLSLR,Annual
19881,Oneida,MOHAWK VALLEY WATER AUTH / MVWA,"Lead service line replacement., Upgrade Distribution System","35,000","$12,740,000",40,"$3,456,862,142",BLSLR,Annual
19402,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Inventory., Upgrade Distribution System","32,000","$2,453,300",40,"$3,459,315,442",BLSLR,Annual
19894,NY City,NEW YORK CITY / NYCMWFA,"Lead Service Line Replacement (Area M)., Upgrade Distribution System","31,867","$9,292,766",40,"$3,468,608,208",,Annual
19318,NY City,NEW YORK CITY / NYCMWFA,"Lead Service Line Replacement (Area C)., Upgrade Distribution System","24,872","$5,686,580",40,"$3,474,294,788",BLSLR,Annual
19290,Niagara,LOCKPORT (C) / Lockport (C),"Lead Service Line Inventory., Upgrade Distribution System","20,722","$124,630",40,"$3,474,419,418",BLSLR,Annual
19620,Otsego,ONEONTA (C) / Oneonta (C),"Lead Service Line Replacement, Upgrade Distribution System","16,000","$1,445,000",40,"$3,475,864,418",,Annual
19319,NY City,NEW YORK CITY / NYCMWFA,"Lead Service Line Replacement (Area D)., Upgrade Distribution System","15,929","$9,780,120",40,"$3,485,644,538",,Annual
19619,Genesee,BATAVIA (C) / Batavia (C),"Lead Service Line Inventory, Upgrade Distribution System","15,600","$772,500",40,"$3,486,417,038",,Annual
19321,NY City,NEW YORK CITY / NYCMWFA,"Lead service line replacement (Area F)., Upgrade Distribution System","15,168","$8,365,970",40,"$3,494,783,008",,Annual
19895,Monroe,ROCHESTER (C) / Rochester (c),"Lead Service Line Replacement, Upgrade Distribution System","13,000","$24,000,000",40,"$3,518,783,008",,Annual
19806,Monroe,ROCHESTER (C) / Rochester (C),"Lead Service Line Replacement, Upgrade Distribution System","12,000","$24,000,000",40,"$3,542,783,008",BLSLR,Annual
19730,Albany,WATERVLIET (C) / Watervliet,"Lead service line inventory., Upgrade Distribution System","10,265",$0,40,"$3,542,783,008",BLSLR,Annual
19473,St.Lawrence,OGDENSBURG (C) / Ogdensburg (C),"Lead service line inventory., Upgrade Distribution System","10,064","$2,688,300",40,"$3,545,471,308",BLSLR,Annual
19906,Broome,JOHNSON CITY (V) / Johnson City (V),"Lead Service Line Inventory., Upgrade Distribution System","9,205","$2,510,000",40,"$3,547,981,308",,Annual
19408,Onondaga,SYRACUSE CITY / Syracuse (C),"Lead Service Line Replacment., Upgrade Distribution System","8,600","$41,341,728",40,"$3,589,323,036",BLSLR,Annual
19456,Albany,ALBANY (C) / Albany MWFA,"Lead service line replacement., Upgrade Distribution System","7,725",$0,40,"$3,589,323,036",BLSLR,Annual
19396,Ulster,NEW PALTZ (V) / New Paltz (V),"Lead Service Line Inventory., Upgrade Distribution System","7,324",$0,40,"$3,589,323,036",BLSLR,Annual
19385,Steuben,BATH (V) / Bath (V),"Lead service line replacement., Upgrade Distribution System","5,432","$1,561,000",40,"$3,590,884,036",BLSLR,Annual
19629,Greene,CATSKILL (V) / Catskill (V),"Lead Service Line Inventory., Upgrade Distribution System","5,000","$1,272,369",40,"$3,592,156,405",BLSLR,Annual
19733,Greene,CATSKILL (V) / Catskill (V),"Lead Service Line Replacement., Upgrade Distribution System","5,000","$355,150",40,"$3,592,511,555",BLSLR,Annual
19436,Fulton,GLOVERSVILLE (C) WATER WORKS / Gloversville (C),"Lead service line replacement., Upgrade Distribution System","4,723","$12,209,763",40,"$3,604,721,319",BLSLR,Annual
19917,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Zones 5, 6, and 7 Round 1)., Upgrade Distribution System","4,688","$21,091,860",40,"$3,625,813,179",,Annual
19916,Tompkins,ITHACA (C) / Ithaca (C),"Lead Service Line Replacement., Upgrade Distribution System","4,640","$14,910,000",40,"$3,640,723,179",,Annual
19919,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Zones 8, 9, and 10 Round 1)., Upgrade Distribution System","4,503","$19,699,080",40,"$3,660,422,259",,Annual
19807,Niagara,LOCKPORT (C) / Lockport (C),"Lead Service Line Replacement, Upgrade Distribution System","4,150","$20,477,044",40,"$3,680,899,303",BLSLR,Annual
19915,Tompkins,ITHACA (C) / Ithaca (C),"Lead Service Line Inventory., Upgrade Distribution System","4,100","$1,210,000",40,"$3,682,109,303",,Annual
19991,Oneida,MOHAWK VALLEY WATER AUTH / MVWA,"Lead Service Line Replacement., Upgrade Distribution System","4,048","$11,016,500",40,"$3,693,125,803",,Annual
19636,Sullivan,VILLAGE OF LIBERTY / Liberty (V),"Lead Service Line Inventory., Upgrade Distribution System","3,900",$0,40,"$3,693,125,803",BLSLR,Annual
19990,Herkimer,LITTLE FALLS (C) / Little Falls (C),"Lead Service Line Replacement., Upgrade Distribution System","3,340","$9,541,000",40,"$3,702,666,803",,Annual
19633,Delaware,WALTON (V) / Walton (V),"Lead Service Line Inventory., Upgrade Distribution System","3,186",$0,40,"$3,702,666,803",BLSLR,Annual
19634,Delaware,VILLAGE OF DELHI / Delhi (V),"Lead Service Line Inventory., Upgrade Distribution System","3,172",$0,40,"$3,702,666,803",BLSLR,Annual
19784,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Zone 2, Round 1)., Upgrade Distribution System","3,169","$11,800,339",40,"$3,714,467,142",BLSLR,Annual
19603,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Phase 2)., Upgrade Distribution System","3,030","$9,374,442",40,"$3,723,841,584",BLSLR,Annual
19604,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Phase 3)., Upgrade Distribution System","2,980","$9,336,373",40,"$3,733,177,957",BLSLR,Annual
19621,Erie,BUFFALO (C) / Buffalo (C),"Lead Service Line Replacement, Upgrade Distribution System","2,800","$11,516,000",40,"$3,744,693,957",BLSLR,Annual
19437,Oneida,BOONVILLE (V) / Boonville (V),"Lead service line inventory., Upgrade Distribution System","2,500","$762,000",40,"$3,745,455,957",,Annual
19876,Washington,WHITEHALL (V) / Whitehall (V),"Lead service line inventory., Upgrade Distribution System","2,400","$1,134,110",40,"$3,746,590,067",BLSLR,Annual
19640,Montgomery,CANAJOHARIE (V) / Canajoharie (V),"Lead service line inventory., Upgrade Distribution System","2,300","$558,962",40,"$3,747,149,029",BLSLR,Annual
19903,Ontario,GENEVA (C) / Geneva (C),"Lead Service Line Replacement, Upgrade Distribution System","2,250","$12,459,138",40,"$3,759,608,167",,Annual
19789,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Zone 3, Round 1)., Upgrade Distribution System","2,180","$9,584,438",40,"$3,769,192,605",BLSLR,Annual
19592,Sullivan,LIBERTY (T) / Liberty (T),"Lead Service Line Inventory., Upgrade Distribution System","2,100","$569,094",40,"$3,769,761,699",,Annual
19616,Schuyler,WATKINS GLEN VILLAGE / Watkins Glen (V),"Lead Service Line Inventory., Upgrade Distribution System","1,863","$1,239,000",40,"$3,771,000,699",,Annual
18815,Schuyler,MONTOUR FALLS / Montour Falls (V),"Replace Aged Undersized Distribution Mains., Upgrade Distribution System","1,800","$4,828,000",40,"$3,775,828,699",,Annual
19406,Yates,DUNDEE (V) / Dundee (V),"Lead Service Line Inventory., Upgrade Distribution System","1,690","$545,000",40,"$3,776,373,699",,Annual
19351,Chenango,BAINBRIDGE (V) / Bainbridge(V),"Lead Service Line Inventory, Upgrade Distribution System","1,600","$726,000",40,"$3,777,099,699",BLSLR,Annual
19650,Allegany,BOLIVAR (V) / Bolivar (V),"WM Replacement Throughout Village., Upgrade Distribution System","1,600","$4,100,000",40,"$3,781,199,699",,Annual
19909,Broome,JOHNSON CITY (V) / Johnson City (V),"Lead Service Line Replacement., Upgrade Distribution System","1,570","$10,590,000",40,"$3,791,789,699",,Annual
19791,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Zone 4, Round 1)., Upgrade Distribution System","1,567","$8,516,534",40,"$3,800,306,233",,Annual
19622,Oswego,OSWEGO (C) / Oswego (C),"Lead Service Line Replacement, Upgrade Distribution System","1,461","$6,096,000",40,"$3,806,402,233",BLSLR,Annual
19823,Orange,PORT JERVIS WD / Port Jervis (C),"Lead Service Line Replacement., Upgrade Distribution System","1,414","$10,308,852",40,"$3,816,711,084",,Annual
19899,Niagara,NIAGARA FALLS (C) / Niagara Falls Water Board,"Lead Service Line Replacement, Upgrade Distribution System","1,200","$4,881,623",40,"$3,821,592,707",,Annual
19930,Cattaraugus,OLEAN (C) / Olean (C),"Lead Serivce Line Inventory, Upgrade Distribution System","1,140","$5,147,157",40,"$3,826,739,864",,Annual
19605,Orange,NEWBURGH (C) / Newburgh (C),"Lead Service Line Replacement, Upgrade Distribution System",984,"$4,636,400",40,"$3,831,376,264",,Annual
19409,Erie,BUFFALO WATER BOARD / Buffalo (C),"Lead Service Line Replacement., Upgrade Distribution System",900,"$5,460,000",40,"$3,836,836,264",,Annual
19464,Lewis,PORT LEYDEN (V) / Port Leyden (V),"Lead service line inventory., Upgrade Distribution System",820,"$301,778",40,"$3,837,138,042",,Annual
19366,Sullivan,WOODRIDGE (V) / Woodridge (V),"Lead Service Line Inventory, Upgrade Distribution System",747,"$256,470",40,"$3,837,394,512",,Annual
19628,Orange,PORT JERVIS WD / Port Jervis (C),"Lead Service Line Replacement., Upgrade Distribution System",735,"$10,308,112",40,"$3,847,702,624",,Annual
19639,Montgomery,ST. JOHNSVILLE (V) / St. Johnsville (V),"Lead service line inventory., Upgrade Distribution System",648,"$340,537",40,"$3,848,043,161",,Annual
19617,Cattaraugus,FRANKLINVILLE (V) / Franklinville (V),"Lead Service Line Replacement, Upgrade Distribution System",293,"$2,626,000",40,"$3,850,669,161",,Annual
19607,Albany,WATERVLIET (C) / Watervliet (C),"Lead service line replacement., Upgrade Distribution System",120,"$518,000",40,"$3,851,187,161",,Annual
18761,Wyoming,WARSAW (T) / Warsaw (T),"WD No. 1 WM Replacement Saltvale Rd., Upgrade Distribution System",86,"$1,493,841",40,"$3,852,681,002",,Annual
19907,Nassau,JERICHO WD / Jericho WD,"Installation of GAC for PFAS removal at Wells 27 & 28, Upgrade Water Treatment Plant","58,000","$17,799,000",40,"$3,870,480,002",,Annual
19953,Nassau,WESTBURY WATER DISTRICT / Westbury WD,"AOP Treatment to remove 1,4-dioxane at Well No. 12., Upgrade Water Treatment Plant","22,500","$15,886,720",40,"$3,886,366,722",,Annual
19475,Westchester,WHITE PLAINS (C) / White Plains (C),"New Orchard Street WTP, New Water Treatment Plant","56,000","$48,681,945",35,"$3,935,048,667",,Annual
18946,Westchester,GREENBURGH CONSOLIDATED WD #1 / Greenburgh (T),"New chlorine contact tank and chemical feed building at the Knollwood Pump Station; add second connection to Shaft 20, Upgrade Transmission, Upgrade Pump Station","38,489","$20,274,144",35,"$3,955,322,811",,Annual
18333,Albany,MENANDS VILLAGE / Menands (V),"South End Water Systen Improvements., Upgrade Distribution System","3,900",$0,35,"$3,955,322,811",FMP,Annual
19749,Orange,OTISVILLE (V) / Otisville (V),"Water Storage and Distribution System Upgrades, Upgrade Storage, New Storage, Upgrade Distribution System","2,169","$15,199,040",35,"$3,970,521,851",,Annual
19094,Hamilton,SPECULATOR (V) / Speculator (V),"Elm Lake Road Water Main Replacement and Transmission Upgrades, Upgrade Transmission, Upgrade Distribution System",408,"$2,200,000",35,"$3,972,721,851",,Annual
19113,Madison,O-WE-RA POINT WATER SUPPLY / Owera Water Works Transport,"Intallation of iron treatment system and other upgrades to aged infrastructure, New Water Treatment Plant, Upgrade Pump Station",100,"$484,100",35,"$3,973,205,951",,Annual
18912,Onondaga,ONONDAGA COUNTY WATER AUTHORITY / OCWA,"Salt Springs Water Storage - New Tank and Rehab Existing Tank., Upgrade Storage, New Storage","100,000","$3,523,000",35,"$3,976,728,951",,Annual
19518,St.Lawrence,CANTON (V) / Canton (V),"Transmission Main Upgrades and Water Storage Tank Replacement, Upgrade Transmission, Upgrade Storage","6,314","$17,841,238",35,"$3,994,570,189",,Annual
20005,Orleans,TOWN OF BARRE / Barre (T),"New 250,000-gallon water storage tank and pump station., New Storage, New Pump Station","2,100","$5,244,850",35,"$3,999,815,039",,Annual
19884,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Van de Water WTP to Ball Pump Station 48-inch Transmission Main., New Transmission","200,000","$43,878,000",35,"$4,043,693,039",,Annual
19219,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Van de Water WTP - Additional Filters No.5 and No.6, Upgrade Water Treatment Plant","180,000","$30,246,400",35,"$4,073,939,439",,Annual
18801,Orange,MIDDLETOWN (C) / Middletown (C),"Phase 1A - Kinch Pond to Greenville Turnpike Raw Water Main Replacement, Upgrade Transmission","30,452","$8,389,500",35,"$4,082,328,939",,Annual
19483,Orange,MIDDLETOWN (C) / Middletown (C),"Phase 1B - Greenville Turnpike to Shawangunk Reservoir Raw Water Main Replacement, Upgrade Transmission","30,227","$9,713,930",35,"$4,092,042,869",,Annual
19221,Genesee,GENESEE COUNTY WATER SUPPLY / Genesee County,"Phase 3 Water Supply Project, Part 1. Funding Phase 1 of #19559. , New Distribution System","30,000","$50,800,000",35,"$4,142,842,869",,Annual
19534,Rensselaer,RENSSELAER (C) PWS / Rensselaer (C),"Cross Street Pump Station Rehabilitation, Upgrade Water Treatment Plant, Upgrade Pump Station","9,800","$2,199,600",35,"$4,145,042,469",,Annual
18140,Dutchess,RED HOOK VILLAGE / Red Hook (V),"New Storage, Upgrade Distribution System","2,214",$0,35,"$4,145,042,469",FMP,Annual
19109,Niagara,ROYALTON (T) / Royalton (T),"Replacement of WM on Gasport, Upgrade Distribution System","1,396","$9,136,400",35,"$4,154,178,869",,Annual
18888,Cortland,MARATHON (V) / Marathon (V),"Water Main Crossings of the Tioughnioga River, Upgrade Distribution System","1,107","$775,000",35,"$4,154,953,869",,Annual
18329,Jefferson,CHAUMONT VILLAGE / Chaumont (V),"Upgrade Transmission, Upgrade Distribution System",625,$0,35,"$4,154,953,869",FMP,Annual
19516,Ontario,CANANDAIGUA (C) / Canandaigua (C),"Rehabilitation of settling basin equipment , New Other Expenses, New Other (OT)","39,239","$1,266,000",35,"$4,156,219,869",,Annual
19958,Ulster,KINGSTON (C) / Kingston (C),"Backwash Lagoon Improvements, Tank Rehab, and Water Main Abandonment, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","24,069","$4,392,000",35,"$4,160,611,869",,Annual
19419,Niagara,NEWFANE (T) / Newfane (T),"Replacement of WM on Jackson St and West Lake Rd, Upgrade Distribution System","9,304","$2,200,000",35,"$4,162,811,869",,Annual
18593,Warren,WARRENSBURG WATER DISTRICT / Warrensburg (T),"Replacement of the water storage tank transmission main., New Transmission","3,600",$0,35,"$4,162,811,869",FMP,Annual
19816,Washington,HUDSON FALLS (V) / Hudson Falls (V),"Phase 1: Warren Street Canal Crossing, Water Pumping Station Discharge Piping, Maple Street Canal Crossing, & Pearl Street WM Replacement, Upgrade Distribution System","2,400","$6,444,950",35,"$4,169,256,819",,Annual
18414,Orleans,HOLLEY VILLAGE / Holley (V),"Upgrade Storage, Upgrade Distribution System","2,150",$0,35,"$4,169,256,819",FMP,Annual
18544,Broome,PORT DICKINSON (V) / Port Dickinson (V),"Replace Aged Water Mains Chenango St. and Rochelle Rd.., Upgrade Distribution System","1,699","$7,200,000",35,"$4,176,456,819",,Annual
18947,Oneida,WATERVILLE (V) / Waterville (V),"Relocation of booster pump station, Upgrade Pump Station","1,526","$400,000",35,"$4,176,856,819",,Annual
19839,Cattaraugus,ALLEGANY (T) / Allegany (T),"Water District 1A Main and Meter Replacement, Upgrade Distribution System",480,"$2,149,000",35,"$4,179,005,819",,Annual
18974,Clinton,BLACK BROOK WD NO2 / Black Brook (T),"Installationg and replacment of water meters., Upgrade Other Expenses, Upgrade Other (OT)",77,"$845,000",35,"$4,179,850,819",,Annual
19195,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Sturgeon Point WTP Filtered Water Bypass, Upgrade Water Treatment Plant","370,000","$2,950,400",35,"$4,182,801,219",,Annual
19554,Albany,ALBANY (C) / Albany MWFA,"Water main replacement and upgrade of associated appurtenances., Upgrade Distribution System","100,000","$7,628,722",35,"$4,190,429,941",,Annual
18588,Niagara,NIAGARA FALLS WATER BOARD / NiagaraFalls Public Water Auth,"Watermain and Lead Service Replacement., Upgrade Distribution System","55,593",$0,35,"$4,190,429,941",,Annual
18723,Dutchess,POUGHKEEPSIE (C) / City of Poughkeepsie,Upgrade Distribution System,"38,180","$15,770,000",35,"$4,206,199,941",,Annual
19472,Oneida,ROME (C) / Rome (C),"Lead service line inventory., Upgrade Distribution System","32,000","$1,566,000",35,"$4,207,765,941",,Annual
19911,Oneida,ROME (C) / Rome (C),"Lead Service Line Replacement., Upgrade Distribution System","32,000","$5,664,000",35,"$4,213,429,941",,Annual
19597,Ulster,KINGSTON (CITY) WATER DEPARTMENT / Kingston (C),"Lead Service Line Inventory., Upgrade Distribution System","24,069","$540,000",35,"$4,213,969,941",,Annual
19589,Cortland,CORTLAND (C) / Cortland (C),"Groton Ave Improvements Project, Upgrade Distribution System","18,670","$2,320,361",35,"$4,216,290,302",,Annual
19631,Warren,GLENS FALLS (C) / Glens Falls (C),"Lead service line inventory., Upgrade Distribution System","14,784","$533,540",35,"$4,216,823,842",,Annual
19292,Ontario,CANANDAIGUA (C) / Canandaigua (C),"Lead Service Line Inventory., Upgrade Distribution System","11,000","$869,300",35,"$4,217,693,142",,Annual
18937,St.Lawrence,POTSDAM VILLAGE / Potsdam (V),"Elm Street Water main replacement., Upgrade Distribution System","9,425","$1,116,000",35,"$4,218,809,142",,Annual
19410,Seneca,SENECA FALLS (T) / Seneca Falls (T),"Lead Service Line Inventory., Upgrade Distribution System","9,000","$1,088,710",35,"$4,219,897,852",,Annual
19924,Ulster,KINGSTON WATER DISTRICT / Kingston (C),"Lead Service Line Replacement, Upgrade Distribution System","8,410","$30,144,000",35,"$4,250,041,852",,Annual
19921,Ulster,KINGSTON WATER DEPARTMENT / Kingston (C),"Lead Service Line Inventory., Upgrade Distribution System","6,301","$2,471,000",35,"$4,252,512,852",,Annual
19861,Erie,(C) BUFFALO / (C) Buffalo,"Lead Service Line Replacement, Upgrade Distribution System","4,400","$16,372,000",35,"$4,268,884,852",,Annual
19949,Wyoming,ARCADE (V) / Arcade (V),"Watermain Replacement on NYS Rt 39, Upgrade Distribution System","4,220","$1,556,000",35,"$4,270,440,852",,Annual
19832,Greene,CATSKILL (V) / Catskill (V),"Replacement of approximately 4,685 LF of Watermain, Upgrade Distribution System","3,833","$5,000,000",35,"$4,275,440,852",,Annual
19245,Chautauqua,POMFERT (T) / Pomfret (T),"Berry WD Water Main Replacement, Upgrade Distribution System","3,365","$2,260,000",35,"$4,277,700,852",,Annual
19246,Chautauqua,POMFRET (T) / Pomfret (T),"Chestnut WD Watermain Replacement, Upgrade Distribution System","3,365","$960,000",35,"$4,278,660,852",,Annual
19862,Genesee,BATAVIA (C) / (C) Batavia,"Lead Service Line Replecement, Upgrade Distribution System","3,110","$10,744,805",35,"$4,289,405,657",,Annual
19422,Herkimer,FRANKFORT (V) / Frankfort (V),"Lead service line replacement., Upgrade Distribution System","2,502","$551,050",35,"$4,289,956,707",,Annual
19446,Herkimer,DOLGEVILLE (V) / Dolgeville (V),"Lead service line inventory., Upgrade Distribution System","2,042","$352,260",35,"$4,290,308,967",,Annual
19613,Cattaraugus,RANDOLPH (T) / Randolph (T),"Lead Service Line Inventory, Upgrade Distribution System","1,960","$563,000",35,"$4,290,871,967",,Annual
18938,Oneida,WATERVILLE (V) / Waterville (V),"Stafford Ave Area WM Replacement., Upgrade Distribution System","1,526","$4,400,000",35,"$4,295,271,967",,Annual
19281,Niagara,NORTH TONAWANDA (C) / North Tonawanda (C),"Lead service line inventory., Upgrade Distribution System","1,000","$173,100",35,"$4,295,445,067",,Annual
19877,Lewis,CROGHAN (V) / Croghan (V),"Lead service line inventory., Upgrade Distribution System",900,"$267,800",35,"$4,295,712,867",,Annual
18894,Montgomery,PALATINE BRIDGE (V) WATER WORKS / Palatine Bridge (V),"Rt. 5 Watermain Replacement., Upgrade Distribution System",890,"$495,500",35,"$4,296,208,367",,Annual
18836,Tompkins,DRYDEN WD / Dryden (T),"Route 366 / Hamlet of Varna Water Main Replacement., Upgrade Distribution System",725,"$3,588,518",35,"$4,299,796,885",,Annual
