Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,CODES,List
18940,St.Lawrence,EAST LOUISVILLE WATER DISTRICT / Louisville (T),"WTP Upgrade., Upgrade Water Treatment Plant, New Water Treatment Plant","1,200",$0,40,"$8,561,365,731",,Multi-Year
19746,St.Lawrence,MASSENA (V) / Massena (V),"Raquette River Bridge Crossing Water Main, Upgrade Distribution System","10,839","$1,537,790",40,"$8,562,903,521",,Multi-Year
19935,St.Lawrence,OGDENSBERG (C) / Ogdensburg (C),"Upgrades and Improvements to existing water treatment, pumping, distribution, and storage facilities., Upgrade Water Treatment Plant","10,064","$27,707,000",40,"$8,590,610,521",,Multi-Year
19473,St.Lawrence,OGDENSBURG (C) / Ogdensburg (C),"Lead service line inventory., Upgrade Distribution System","10,064","$2,688,300",40,"$8,593,298,821",,Multi-Year
18937,St.Lawrence,POTSDAM VILLAGE / Potsdam (V),"Elm Street Water main replacement., Upgrade Distribution System","9,425","$1,116,000",35,"$8,594,414,821",,Multi-Year
19543,St.Lawrence,WADDINGTON (V) / Waddington (V),"Main St. and St. Lawrence Ave. Waterline Replacement, Upgrade Distribution System",937,"$1,930,709",35,"$8,596,345,530",,Multi-Year
19523,St.Lawrence,OGDENSBURG (C) / Ogdensburg (C),"East David St. Infrastructure Replacement Project, Upgrade Distribution System",30,"$1,926,100",35,"$8,598,271,630",,Multi-Year
19518,St.Lawrence,CANTON (V) / Canton (V),"Transmission Main Upgrades and Water Storage Tank Replacement, Upgrade Transmission, Upgrade Storage","6,314","$17,841,238",35,"$8,616,112,868",,Multi-Year
18768,Steuben,CAMPBELL WATER DISTRICT / Campbell (T),"WD #1 Extension., New Ground Water Source, New System Consolidation",280,$0,1115,"$8,616,112,868",,Multi-Year
19384,Steuben,BATH (V) / Bath (V),"Lead Service Line Inventory, Upgrade Distribution System","5,432",$0,1040,"$8,616,112,868",,Multi-Year
18863,Steuben,PAINTED POST VILLAGE / Painted Post (V),"Well upgrades and replacement of storage tank, Upgrade Ground Water Source, Upgrade Storage","1,842","$8,538,172",80,"$8,624,651,040",,Multi-Year
19947,Steuben,HAMMONDSPORT WATER SYSTEM / Hammondsport (V),"Water Treatment Plant upgrades, distribution system improvements, and the removal of Reservoir Hill Road tank. , Upgrade Water Treatment Plant, Upgrade Distribution System",725,"$20,408,420",70,"$8,645,059,460",,Multi-Year
18625,Steuben,ERWIN WELL NO. 7 / Erwin (T),"New Well No. 7. , New Ground Water Source","2,954","$2,149,133",65,"$8,647,208,593",,Multi-Year
19432,Steuben,BATH (V) / Bath (V),"Replacement of Mt. Washington tank and Maple Heights tank, Upgrade Storage, Upgrade Distribution System","5,500","$8,500,000",60,"$8,655,708,593",,Multi-Year
19243,Steuben,COHOCTON (T) / Cohocton (T),"Tank rehab, distribution upgrades and looping, well house improvements, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",485,"$3,759,150",55,"$8,659,467,743",,Multi-Year
19574,Steuben,PRATTSBURGH WD / Prattsburgh (T),"Water distribution system improvements , Upgrade Storage, Upgrade Distribution System",594,"$7,107,000",55,"$8,666,574,743",,Multi-Year
18820,Steuben,BATH (V) / Bath (V),"W. Washington, Liberty, Geneva, W. Morris St, E Steuben Distribution Improvements, Upgrade Distribution System","5,500",$0,50,"$8,666,574,743",,Multi-Year
18565,Steuben,CANISTEO VILLAGE / Canisteo (V),"Replace critical sections of the water main within the Village's distribution system, and upgrades to stroage tank and meters., Upgrade Storage, Upgrade Distribution System","2,320",$0,50,"$8,666,574,743",,Multi-Year
15902,Steuben,ADDISON VILLAGE / Addison (V),"Main replacement & looping, new High Street Tank, wellhouse VFD improvements, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System","1,797","$2,167,000",45,"$8,668,741,743",,Multi-Year
18908,Steuben,HORNELL (C) / Hornell (C),"Transmission main replacement., Upgrade Transmission","9,592","$2,375,000",40,"$8,671,116,743",,Multi-Year
19385,Steuben,BATH (V) / Bath (V),"Lead service line replacement., Upgrade Distribution System","5,432","$1,561,000",40,"$8,672,677,743",,Multi-Year
19637,Steuben,CASTILE (V) / Castile (V),"Lead Service Line Inventory., Upgrade Distribution System","1,135","$315,000",30,"$8,672,992,743",,Multi-Year
18861,Steuben,MORNINGSIDE HEIGHTS WD / Erwin (T),"Improvements to the WTP and security., Upgrade Water Treatment Plant","4,570","$688,452",20,"$8,673,681,195",,Multi-Year
18973,Suffolk,RIVERHEAD WD / Riverhead (T),"WD Extension - Forge Rd MHPs due to PFOA/PFOS and Mn contamination in private wells, Extend Distribution System, Extend Water District","28,000","$1,185,000",110,"$8,674,866,195",,Multi-Year
19870,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"South Spur Drive Well No. 2 - AOP Treatment., New Water Treatment Plant","20,048","$1,750,000",80,"$8,676,616,195",,Multi-Year
19869,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Mayfair Drive Well No. 2 - AOP Treatment., New Water Treatment Plant","19,645","$1,750,000",80,"$8,678,366,195",,Multi-Year
19715,Suffolk,HAMPTON BAYS WD / Hampton Bays WD,"GAC Treatment at Plant No. 3, Upgrade Water Treatment Plant","15,500","$7,842,000",80,"$8,686,208,195",,Multi-Year
19714,Suffolk,GREENLAWN WD / Greenlawn WD,"Wellhead Treatment for PFAS & VOCs at Well Nos 10 & 15, Upgrade Water Treatment Plant","42,000","$4,562,500",80,"$8,690,770,695",,Multi-Year
19710,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Wheat Path Wells 2A & 3 - GAC, Upgrade Water Treatment Plant","11,623","$3,000,000",80,"$8,693,770,695",,Multi-Year
19705,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Station Road Wells 2A & 3A - GAC, Upgrade Water Treatment Plant","11,900","$3,000,000",80,"$8,696,770,695",,Multi-Year
19704,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"St. Johnland Road Well 1 - GAC, Upgrade Water Treatment Plant","25,629","$1,750,000",80,"$8,698,520,695",,Multi-Year
19702,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Smith Street Well 8 - GAC, Upgrade Water Treatment Plant","12,188","$1,750,000",80,"$8,700,270,695",,Multi-Year
19700,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Pierson Street Well 3 - GAC, Upgrade Water Treatment Plant","13,207","$1,750,000",80,"$8,702,020,695",,Multi-Year
19698,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Oxhead Road Well 4 - GAC, Upgrade Water Treatment Plant","13,467","$1,750,000",80,"$8,703,770,695",,Multi-Year
19693,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Morris Avenue Wells 1 & 3 - GAC, Upgrade Water Treatment Plant","14,983","$3,000,000",80,"$8,706,770,695",,Multi-Year
19689,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Horseblock Road Well 2 - GAC, Upgrade Water Treatment Plant","14,983","$1,750,000",80,"$8,708,520,695",,Multi-Year
19688,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Hawkins Road Well 3 - GAC, Upgrade Water Treatment Plant","30,980","$1,750,000",80,"$8,710,270,695",,Multi-Year
19687,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Hallock Avenue Wells 2 & 3 - GAC, Upgrade Water Treatment Plant","1,735","$3,000,000",80,"$8,713,270,695",,Multi-Year
19686,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Foxcroft Lane Well 2 - GAC, Upgrade Water Treatment Plant","21,580","$1,500,000",80,"$8,714,770,695",,Multi-Year
19683,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Edgewood Avenue Well 2 - GAC, Upgrade Water Treatment Plant","1,520","$1,750,000",80,"$8,716,520,695",,Multi-Year
19681,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Dare Road Well 2 - GAC, Upgrade Water Treatment Plant","21,262","$1,750,000",80,"$8,718,270,695",,Multi-Year
19680,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Daniel Webster Drive Well 1 - GAC, Upgrade Water Treatment Plant","10,988","$1,750,000",80,"$8,720,020,695",,Multi-Year
19677,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Crystal Brook Hollow Rd Wells 2 & 4 - GAC, Upgrade Water Treatment Plant","11,623","$3,000,000",80,"$8,723,020,695",,Multi-Year
19672,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Church Street Well 2 - GAC, Upgrade Water Treatment Plant","26,487","$1,500,000",80,"$8,724,520,695",,Multi-Year
19666,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Bicycle Path Well 1 - GAC, Upgrade Water Treatment Plant","11,472","$1,750,000",80,"$8,726,270,695",,Multi-Year
19306,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Kings Park Road Well 2A - AOP, Upgrade Water Treatment Plant","36,536","$1,750,000",80,"$8,728,020,695",,Multi-Year
19361,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Wheeler Road Well No. 4 - AOP, Upgrade Water Treatment Plant","20,080","$1,750,000",80,"$8,729,770,695",,Multi-Year
19302,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Oxhead Road Well 2A - AOP/GAC, Upgrade Water Treatment Plant","13,467","$3,000,000",80,"$8,732,770,695",,Multi-Year
19703,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"South River Road Area Water Main Extension, Extend Distribution System, Extend Water District",81,"$1,286,773",60,"$8,734,057,468",,Multi-Year
19104,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Connection of public water to residences in Calverton, Town of Brookhaven along South River road due to PFAS detection in private wells, Upgrade Distribution System","1,009,264",$0,60,"$8,734,057,468",,Multi-Year
16069,Suffolk,RIVERHEAD WD / Riverhead (T),"Construction of Replacement Production Well, Upgrade Water Treatment Plant, Upgrade Ground Water Source","28,000","$2,754,000",50,"$8,736,811,468",,Multi-Year
19772,Suffolk,FISHERS ISLAND WATER WORKS / Fishers Island Utility Co,"Barlow Pond SWTP Improvements, Upgrade Water Treatment Plant","3,500","$3,531,847",50,"$8,740,343,315",,Multi-Year
19867,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Bay Avenue vicinity water main extension, Extend Distribution System",26,"$1,697,858",45,"$8,742,041,173",,Multi-Year
19694,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"National Blvd Vicinty Water Main Extension, Extend Distribution System, Extend Water District",20,"$1,601,050",45,"$8,743,642,223",,Multi-Year
18882,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Connection of private wells to public water system in Manorville in the Town of Riverhead, Extend Distribution System, Extend Water District",192,"$9,494,261",45,"$8,753,136,484",,Multi-Year
19682,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"East Patchogue Water Main Extension, Extend Distribution System, Extend Water District",35,"$1,479,800",45,"$8,754,616,284",,Multi-Year
19674,Suffolk,SMITHTOWN WATER DISTRICT / Smithtown (T),"Extension of water district to serve PFAS contaminated private wells (Oakside Drive and Landing Ave), Extend Distribution System",91,"$1,426,000",45,"$8,756,042,284",,Multi-Year
19670,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Brookhaven National Lab vicinity water main extension., Extend Distribution System, Extend Water District",76,"$2,560,500",45,"$8,758,602,784",,Multi-Year
18972,Suffolk,RIVERHEAD WD / Riverhead (T),"WD Extension Nos. 95 & 96 - Calverton. Extend Public Water to Address PFAS in Private Residential Wells., Extend Distribution System, Extend Water District",190,"$12,178,000",45,"$8,770,780,784",,Multi-Year
18971,Suffolk,RIVERHEAD WD / Riverhead (T),"WD Extensions - Manorville (Ext #94) due to MTBE, PFOA, PFOS, and Fe/Mn contamination in private wells, Extend Distribution System, Extend Water District","28,000","$12,877,000",45,"$8,783,657,784",,Multi-Year
19301,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"North Washington Ave Well 1 - AOP, Upgrade Water Treatment Plant","30,980","$1,500,000",40,"$8,785,157,784",,Multi-Year
19297,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Wicks Path Well 1 - AOP , Upgrade Water Treatment Plant","36,536","$1,500,000",40,"$8,786,657,784",,Multi-Year
19296,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Ruth Blvd Wells 1 & 3 - AOP, Upgrade Water Treatment Plant","36,536","$3,000,000",40,"$8,789,657,784",,Multi-Year
19295,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Mill Lane Well 13A - AOP, Upgrade Water Treatment Plant","2,468","$1,750,000",40,"$8,791,407,784",,Multi-Year
19291,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Cornell Drive Well 2 - AOP, Upgrade Water Treatment Plant","36,536","$1,750,000",40,"$8,793,157,784",,Multi-Year
19868,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"College Road Well No. 3 - AOP Treatment., New Water Treatment Plant","21,262","$1,750,000",40,"$8,794,907,784",,Multi-Year
19711,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"William Floyd Parkway Wells 2 & 3A - GAC, Upgrade Water Treatment Plant","5,974","$3,000,000",40,"$8,797,907,784",,Multi-Year
19701,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Railroad Avenue Well 2 - GAC, Upgrade Water Treatment Plant","8,046","$1,750,000",40,"$8,799,657,784",,Multi-Year
19690,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,Upgrade Water Treatment Plant,"25,629","$3,000,000",40,"$8,802,657,784",,Multi-Year
19671,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Carroll Street Well 2 - GAC, Upgrade Water Treatment Plant","62,387","$1,500,000",40,"$8,804,157,784",,Multi-Year
19727,Suffolk,SOUTH HUNTINGTON WD / South Huntington WD,"Plant No. 15 - 1,4-dioxane removal via AOP, Upgrade Water Treatment Plant","81,760","$7,700,000",40,"$8,811,857,784",,Multi-Year
19719,Suffolk,DIX HILLS WD / Dix Hills WD,"New Ion Exchange System for Perchlorate Removal at Plant 5, Upgrade Water Treatment Plant","41,000","$3,500,000",40,"$8,815,357,784",,Multi-Year
19709,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"West Prospect Street Well 2A - GAC, Upgrade Water Treatment Plant","4,550","$1,750,000",40,"$8,817,107,784",,Multi-Year
19708,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"West Neck Road Well 6 - GAC, Upgrade Water Treatment Plant","1,048","$1,750,000",40,"$8,818,857,784",,Multi-Year
19706,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Strathmore Court Drive Well 1 - GAC, Upgrade Water Treatment Plant","40,220","$1,500,000",40,"$8,820,357,784",,Multi-Year
19699,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Patchogue-Yaphank Road Well 1 - GAC, Upgrade Water Treatment Plant","5,974","$1,750,000",40,"$8,822,107,784",,Multi-Year
19697,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"North Magee Wells 3 & 4 - GAC, Upgrade Water Treatment Plant","7,084","$3,000,000",40,"$8,825,107,784",,Multi-Year
19696,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"North Country Road Well 1 - GAC, Upgrade Water Treatment Plant","11,723","$1,750,000",40,"$8,826,857,784",,Multi-Year
19695,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Nichols Road South Well 2A - GAC, Upgrade Water Treatment Plant","3,567","$1,500,000",40,"$8,828,357,784",,Multi-Year
19691,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Liberty Street Street Well 3 - GAC, Upgrade Water Treatment Plant","20,080","$1,750,000",40,"$8,830,107,784",,Multi-Year
19684,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Fairmont Avenue Well 2 - GAC, Upgrade Water Treatment Plant","24,247","$1,750,000",40,"$8,831,857,784",,Multi-Year
19673,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"College Road Well 2 - GAC, Upgrade Water Treatment Plant","21,262","$1,500,000",40,"$8,833,357,784",,Multi-Year
19669,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Boyle Road Well 2 - GAC, Upgrade Water Treatment Plant","11,472","$1,500,000",40,"$8,834,857,784",,Multi-Year
19668,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Boyle Road South Well 1 - GAC, Upgrade Water Treatment Plant","21,262","$1,500,000",40,"$8,836,357,784",,Multi-Year
19667,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Blue Point Road Well 4A - GAC, Upgrade Water Treatment Plant","18,937","$1,500,000",40,"$8,837,857,784",,Multi-Year
19591,Suffolk,RIVERHEAD WATER DISTRICT / Riverhead (T),"Well No. 5-2A PFAS removal, Upgrade Water Treatment Plant",190,"$2,327,800",40,"$8,840,185,584",,Multi-Year
19294,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Hawkins Road Well Field AOP, Upgrade Water Treatment Plant","30,980","$1,500,000",40,"$8,841,685,584",,Multi-Year
19477,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"New AOP system at Montauk Point State Blvd well field., New Water Treatment Plant","4,318","$3,000,000",40,"$8,844,685,584",,Multi-Year
19029,Suffolk,SOUTH HUNTINGTON WD / South Huntington WD,"Plant No. 4 - AOP/GAC treatment for 1,4-Dioxane and PFOA/PFOS removal, Upgrade Water Treatment Plant","81,760","$7,236,150",40,"$8,851,921,734",,Multi-Year
19339,Suffolk,DIX HILLS WATER DISTRICT / Dix Hills WD,"Wellhead GAC treatment for Plant No. 7., New Water Treatment Plant","41,000","$8,227,000",40,"$8,860,148,734",,Multi-Year
19309,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Reservoir Ave Wells 1A & 2 - AOP, Upgrade Water Treatment Plant","7,347","$3,000,000",40,"$8,863,148,734",,Multi-Year
19305,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Jennings Road Wells 1, 2,& 3 - AOP, Upgrade Water Treatment Plant","3,665","$4,500,000",40,"$8,867,648,734",,Multi-Year
19303,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Horseblock Road Well 1 - AOP, Upgrade Water Treatment Plant","14,983","$1,750,000",40,"$8,869,398,734",,Multi-Year
19679,Suffolk,SHELTER ISLAND (T) / Shelter Island (T),Extension of WM to install 11 service lines to service properties serviced by contaminated Wells,11,"$4,862,100",30,"$8,874,260,834",,Multi-Year
18880,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"North Fork Transmission Main - Southold, Extend Distribution System","1,009,264","$27,489,708",25,"$8,901,750,542",,Multi-Year
19160,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Replacement of Well No. 1A at the Adams Avenue Well Field., Upgrade Ground Water Source","1,009,264","$1,200,000",25,"$8,902,950,542",,Multi-Year
19144,Suffolk,WEST NECK WATER SUPPLY / Shelter Island (T),"New Ground Water Source, Upgrade Distribution System",100,"$2,250,928",25,"$8,905,201,470",,Multi-Year
18798,Suffolk,HAMPTON BAYS WD / Hampton Bays WD,"Iron and Manganese removal at Plant No. 4., Upgrade Water Treatment Plant","12,500","$3,600,000",25,"$8,908,801,470",,Multi-Year
19002,Suffolk,DIX HILLS WATER DISTRICT / Dix Hills WD,"Rehabilitation at Plant No. 3 including replacement of well pumps and chemical system, Upgrade Water Treatment Plant","41,000","$4,634,000",20,"$8,913,435,470",,Multi-Year
19275,Suffolk,RIVERHEAD WATER DISTRICT / Riverhead (T),"New Ground Storage Tank at East Wind Drive, New Storage","35,000","$10,250,000",15,"$8,923,685,470",,Multi-Year
18591,Suffolk,SALTAIRE (V) / Saltaire (V),"Replace approximately 9,800 linear feet of water main., Upgrade Distribution System","2,500","$6,421,020",15,"$8,930,106,490",,Multi-Year
19707,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Tenety Avenue Well 4 - GAC, Upgrade Water Treatment Plant","12,000","$1,750,000",15,"$8,931,856,490",,Multi-Year
18881,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Construction of 2-MG storage tank at Town Line Road well field., New Storage","22,047","$4,678,000",15,"$8,936,534,490",,Multi-Year
19142,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Replacement of Well No. 3A at the Oval Drive Well Field., Upgrade Ground Water Source","3,315","$1,200,000",15,"$8,937,734,490",,Multi-Year
19139,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Replacement of Well No. 2A at the Oval Drive Well Field., Upgrade Ground Water Source","3,315","$1,200,000",15,"$8,938,934,490",,Multi-Year
19135,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Replacement of Aging Production Well No. 1A at the Falcon Drive Well Field, Upgrade Ground Water Source","1,009,264","$1,200,000",15,"$8,940,134,490",,Multi-Year
19034,Suffolk,RIVERHEAD WD / Riverhead (T),"Old Country Road Tank Rehabilitation, Upgrade Storage","28,000","$3,645,500",15,"$8,943,779,990",,Multi-Year
19726,Suffolk,SOUTH HUNTINGTON WD / South Huntington WD,"Well No 8-2 Installation, New Ground Water Source","81,760","$5,890,000",10,"$8,949,669,990",,Multi-Year
19148,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Replacement of 10,000 feet of water main., Upgrade Distribution System","34,878","$3,427,391",10,"$8,953,097,381",,Multi-Year
18462,Suffolk,GREENLAWN WD / Greenlawn Water District,"Distribution Main Replacement, Upgrade Distribution System","42,000","$2,077,675",10,"$8,955,175,056",,Multi-Year
19978,Suffolk,SEAVIEW WATER COMPANY / Seaview Water Company,"New Well Construction, New Ground Water Source","1,440","$2,414,351",10,"$8,957,589,407",,Multi-Year
19314,Suffolk,GREENLAWN WD / Greenlawn Water District,"Elmo Place New Well No. 19, New Ground Water Source","42,000","$3,072,000",10,"$8,960,661,407",,Multi-Year
18398,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,Upgrade Distribution System,"1,165","$2,897,841",10,"$8,963,559,248",,Multi-Year
19692,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Margin Drive Well Well 1A - GAC, Upgrade Water Treatment Plant","26,360","$1,750,000",5,"$8,965,309,248",,Multi-Year
17560,Sullivan,THE CALLICOON WATER COMPANY INC / Delaware (T),"Upgrade Water Treatment Plant, Upgrade Ground Water Source",854,$0,1180,"$8,965,309,248",,Multi-Year
19266,Sullivan,WOODRIDGE (V) / Woodridge (V),"Installation of storage tank, new membrane filter, rehab lagoon, Upgrade Water Treatment Plant, New Storage, Upgrade Distribution System",747,$0,1080,"$8,965,309,248",,Multi-Year
19937,Sullivan,MONTICELLO (V) / Monticello (V),"WTP upgrades (Trident, GAC, chemical), new looping mains, PS replacement, and tank replacement., Upgrade Water Treatment Plant, Upgrade Surface Water Source, Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System","7,173","$20,724,000",80,"$8,986,033,248",,Multi-Year
19745,Sullivan,ATERES (V) / Ateres (V),"Surface water treatment improvements and new well, Upgrade Water Treatment Plant, New Ground Water Source",500,"$31,578,000",60,"$9,017,611,248",,Multi-Year
18835,Sullivan,NARROWSBURG WD / Tusten (T),"System-wide Infrastructure Upgrades., Upgrade Storage, Upgrade Distribution System",500,$0,60,"$9,017,611,248",,Multi-Year
18797,Sullivan,MELODY LAKE ACRES / Thompson (T),"Well No. 1 Upgrades and Replace storage tank, chlorination and corrosion control systems., Upgrade Water Treatment Plant",150,"$725,000",60,"$9,018,336,248",,Multi-Year
19766,Sullivan,LIVINGSTON WD / Rockland (T),"Distribution and Storage Improvements, Upgrade Storage, Upgrade Distribution System",850,"$8,365,746",55,"$9,026,701,994",,Multi-Year
18526,Sullivan,JEFFERSONVILLE (V) / Jeffersonville (V),"New Source, treatment and storage facility upgrades, New Ground Water Source, New Storage, Upgrade Distribution System",400,"$5,314,353",50,"$9,032,016,347",,Multi-Year
19764,Sullivan,ROSCOE-ROCKLAND WD / Rockland (T),"New wells, treatment, and main replacement, New Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",500,"$8,300,000",45,"$9,040,316,347",,Multi-Year
19905,Sullivan,LIBERTY (V) / Liberty (V),"Replace aged watermain, Upgrade Distribution System","4,700","$1,542,074",40,"$9,041,858,421",,Multi-Year
19636,Sullivan,VILLAGE OF LIBERTY / Liberty (V),"Lead Service Line Inventory., Upgrade Distribution System","3,900",$0,40,"$9,041,858,421",,Multi-Year
19592,Sullivan,LIBERTY (T) / Liberty (T),"Lead Service Line Inventory., Upgrade Distribution System","2,100","$569,094",40,"$9,042,427,515",,Multi-Year
19414,Sullivan,FALLSBURG WHO-LS-SF / Fallsburg (T),"Old Falls Water Tank Replacement, Upgrade Storage","8,355","$2,494,148",40,"$9,044,921,663",,Multi-Year
19366,Sullivan,WOODRIDGE (V) / Woodridge (V),"Lead Service Line Inventory, Upgrade Distribution System",747,"$256,470",40,"$9,045,178,133",,Multi-Year
18885,Sullivan,YOUNGSVILLE WD / Callicoon (T),"Replace 125,000-gal storage tank, New Storage",300,"$1,436,228",30,"$9,046,614,361",,Multi-Year
19573,Sullivan,WURTSBORO (V) / Wurtsboro (V),"Pennsylvania Ave and 1st St Well House Improvements, Upgrade Water Treatment Plant, Upgrade Ground Water Source","1,265","$1,647,200",30,"$9,048,261,561",,Multi-Year
19848,Sullivan,SMALLWOOD SEASONAL WATER SYSTEM / Bethel (T),"Bethel (T) purchase of Smallwood Seasonal Water System and system upgrades., Upgrade Distribution System",838,"$1,499,880",25,"$9,049,761,441",,Multi-Year
18623,Tioga,VILLAGE OF WAVERLY / Waverly (V),"Replace aged water mains, and new standby generator for all of the wells., Upgrade Ground Water Source, Upgrade Distribution System","4,830","$3,800,000",40,"$9,053,561,441",,Multi-Year
18613,Tioga,OWEGO WD #2 & #3 / Owego (T),"Crestview Well House and Rt 434 Transmission Main Improvements., New Ground Water Source, Upgrade Transmission","4,904","$2,425,341",25,"$9,055,986,782",,Multi-Year
18839,Tompkins,NEWFIELD WATER DISTRICT / Newfield (T),"Phase 1 - Replacement of aged and undersized asbestos water main along Main Street & New GW Source, New Ground Water Source, Upgrade Distribution System","2,300","$7,119,751",75,"$9,063,106,533",,Multi-Year
19996,Tompkins,ITHACA (C) / Ithaca (C),"Demo & Reconstruction of Gatehouse, Transmission Main Upgrades, Dredging Reservoir, Upgrade Surface Water Source","30,000","$9,329,740",50,"$9,072,436,273",,Multi-Year
19995,Tompkins,DRYDEN (V) / Dryden (V),"Groundwater Well Arsenic Abatement via Blending, Upgrade Ground Water Source","1,886","$2,178,759",50,"$9,074,615,032",,Multi-Year
19186,Tompkins,TRUMANSBURG (V) / Trumansburg (V),"Village-Wide Storage, Treatment, and Pump Station Upgrades, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station","2,300","$3,884,000",45,"$9,078,499,032",,Multi-Year
19916,Tompkins,ITHACA (C) / Ithaca (C),"Lead Service Line Replacement., Upgrade Distribution System","4,640","$14,910,000",40,"$9,093,409,032",,Multi-Year
19915,Tompkins,ITHACA (C) / Ithaca (C),"Lead Service Line Inventory., Upgrade Distribution System","4,100","$1,210,000",40,"$9,094,619,032",,Multi-Year
