Project.Number,County,System Name,Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,Code
18807,Albany,LATHAM WATER DISTRICT,Colonie (T),"River Road Storage and Mohawk View WTP Mixing Improvements, Upgrade Water Treatment Plant, Upgrade Distribution System",78500,6230000,30,3104455215,
18256,Broome,CHENANGO CONSOLIDATED WD #1,Chenango (T),"New well and appurtenances as redundancy for Northgate Well., New Ground Water Source",9200,2519195,30,3106974410,
18744,Ulster,PORT EWEN WATER DISTRICT,Esopus (T),"Port Ewen WD upgrades to water treatment plant and distribution system infrastructure., Upgrade Water Treatment Plant, Upgrade Distribution System",4800,0,30,3106974410,FMP
19263,Warren,BOLTON WATER DISTRICT,Bolton (T),"Phase II Water System Improvements., Upgrade Other Expenses, Upgrade Storage, Upgrade Distribution System, Upgrade Other (OT)",1800,3670920,30,3110645330,
19513,Warren,DIAMOND POINT WD,Lake George (T),"Replacement of Aged Water Main, Upgrade Distribution System",495,1485260,30,3112130590,
19539,Wyoming,SHELDON VARYSBURG WD,Sheldon Varysburg WD,"WM Replacement, Improvement of Tanks and Well Sites, Upgrade Distribution System",350,2697570,30,3114828160,
19182,Oneida,TRENTON (T),Trenton (T),"Hamlet of Barneveld distribution and storage improvements, Upgrade Storage, Upgrade Distribution System",300,7205880,30,3122034040,
19279,Ulster,PORT EWEN WD,Esopus (T),"Emergency interconnection infrastructure, WTP electrical updates, Water Main Replacement, Upgrade Water Treatment Plant, Upgrade Distribution System, New Inter-Connection",4500,3099200,30,3125133240,
18431,Warren,LAKE LUZERNE (T),Lake Luzerne (T),"Rehabilitate existing water storage tank and replace water mains., Upgrade Storage, Upgrade Distribution System",2500,2573000,30,3127706240,
19573,Sullivan,WURTSBORO (V),Wurtsboro (V),"Pennsylvania Ave and 1st St Well House Improvements, Upgrade Water Treatment Plant, Upgrade Ground Water Source",1265,1647200,30,3129353440,
18423,Essex,RAY BROOK WD,North Elba (T),"Upgrade Storage, Upgrade Distribution System",400,0,30,3129353440,FMP
18885,Sullivan,YOUNGSVILLE WD,Callicoon (T),"Replace 125,000-gal storage tank, New Storage",300,1436228,30,3130789668,
17683,Clinton,PLEASANT RIDGE WD,Plattsburgh (T),New Storage,168,1985000,30,3132774668,
18436,Cayuga,NILES WD NO. 1,Niles (T),"Niles Water District No. 1., New Water District",33,201762,30,3132976430,
18438,Onondaga,OCWA,Onondaga County Water Authority,"Upgrade Cl2 System at Eastern and Western Reservoirs., Upgrade Storage",256000,1100000,30,3134076430,
18440,Onondaga,OCWA,OCWA,"Oakridge Storage Tank Replacement., Upgrade Storage",256000,2400000,30,3136476430,
18914,Onondaga,OCWA,Onondaga County Water Authority,"Replacement of Warners Water Storage Tank, New Storage",256000,1081500,30,3137557930,
19497,Genesee,GENESEE COUNTY WATER SUPPLY,Genesee County,"Phase 2 - Chlorination Booster Upgrades, Tank THM Treatment, and Transmission Upgrades, Upgrade Water Treatment Plant, Upgrade Transmission, Upgrade Storage",57808,2812000,30,3140369930,
19570,Westchester,PEEKSKILL (C),Peekskill (C),"Camp Field Reservoir dredging, Lower Wiccopee Dam spillway modifications, and water main replacement, Upgrade Surface Water Source, Upgrade Distribution System",25514,8166000,30,3148535930,
19520,Cortland,HOMER (V),Homer (V),"New Water Storage Tank West of I-81, New Storage",4514,4048000,30,3152583930,
18236,Jefferson,LERAY TOWN WD 2,Leray (T),"Upgrade Ground Water Source, New Storage",2500,350000,30,3152933930,FMP
19197,Wayne,ROSE (T),Rose (T),"Catchpole Wellfield Upgrades to address Fe/Mn and Sulfide, Upgrade Water Treatment Plant",1950,2141780,30,3155075710,
19106,Greene,TANNERSVILLE (V),Tannersville (V),"Emergency Water Storage Tank Replacement, Upgrade Storage",600,400000,30,3155475710,
19288,Erie,ECWA DIRECT,Erie County Water Authority,"Lead Service Line Inventory., Upgrade Distribution System",550000,1221000,30,3156696710,
19367,Westchester,PEEKSKILL (C),Peekskill (C),"Lead Service Line Inventory, Upgrade Distribution System",24075,1465690,30,3158162400,
19466,Jefferson,LERAY (T),Leray (T),"Lead service line inventory, Upgrade Distribution System",10000,87962,30,3158250363,
18553,Washington,HUDSON FALLS VILLAGE (QUEENSBURY),Hudson Falls (V),"Replacement of Water Mains in School Street Neighborhood, Upgrade Distribution System",7419,787950,30,3159038313,
18531,Franklin,SARANAC LAKE V,Saranac Lake (V),"Distribution main replacement, Upgrade Distribution System",5800,10665000,30,3169703313,
18899,Wayne,LYONS (T),Lyons (T),"Replace approx. 23,000-LF of water main and appurtenances, Upgrade Distribution System",5500,14332625,30,3184035938,
19202,Madison,HAMILTON (V),Hamilton (V),"NY Rt. 12B Water Main Replacement, new hydrants, valves and services, Upgrade Distribution System",4107,6446770,30,3190482708,
19400,Onondaga,JORDAN (V),Jordan (V),"Lead Service Line Inventory, Upgrade Distribution System",3600,313200,30,3190795908,
19421,Essex,LAKE PLACID (V),Lake Placid (V),"Lead service line inventory, Upgrade Distribution System",2229,440632,30,3191236540,
19445,Clinton,ROUSES POINT VILLAGE WD,Rouses Point (V),"Lead service line inventory, Upgrade Distribution System",2195,273980,30,3191510520,
19461,Jefferson,ADAMS (V),Adams (V),"Lead service line inventory, Upgrade Distribution System",1775,519120,30,3192029640,
19470,Jefferson,RUTLAND (T),Rutland (T),"Lead service line inventory, Upgrade Distribution System",1250,48419,30,3192078058,
18426,Warren,GLENS FALLS (C),Glens Falls (C),"Replacement of aged water main, Upgrade Distribution System",1184,30426200,30,3222504258,
19372,Chenango,NEW BERLIN (V),New Berlin (V),"Lead Service Line Inventory, Upgrade Distribution System",1000,398200,30,3222902458,
19444,Otsego,EDmESTON (T),Edmeston (T),"Lead Service Line Inventory, Upgrade Distribution System",900,359200,30,3223261658,
19458,Lewis,DIANA (T),Diana (T),"Lead service line inventory, Upgrade Distribution System",650,28818,30,3223290476,
19226,Niagara,PORTER (T),Porter (T),"Replacement of Approx 15,000 LF of WM w/in 5 Areas of Porter (T), Upgrade Distribution System",410,6785000,30,3230075476,
19459,St.Lawrence,EDWARDS (T),Edwards (T),"Lead service line inventory, Upgrade Distribution System",400,20138,30,3230095614,
18761,Wyoming,WARSAW TOWN WATER DISTRICT,Warsaw (T),"WD No. 1 WM Replacement Saltvale Rd., Upgrade Distribution System",185,1257000,30,3231352614,
19174,Onondaga,SYRACUSE CITY,Syracuse (C),Water Department Security Fence Improvements,192000,1184500,30,3232537114,
18934,Schoharie,COBLESKILL WATER DISTRICT,Cobleskill (T),"Extension of Cobleskill (V) to Cobleskill (T) WD #2, Extend Distribution System",20,535600,30,3233072714,
18880,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"North Fork Transmission Main - Southold, Extend Distribution System",1009264,27489708,25,3260562422,
18542,Ontario,CANANDAIGUA TOWN CONS. WD,Canandaigua (T),"New Transmission, New Storage, New Pump Station",6300,7570500,25,3268132922,
18748,Broome,BINGHAMTON (T) CONSOLIDATED WD,Binghamton (T),"Powers Road Storage Tank Replacement., New Storage",2600,939393,25,3269072315,
18866,Saratoga,SARATOGA COUNTY WATER AUTHORITY,Saratoga County WA,"Cordero Blvd New Storage and Controls., New Storage",100000,10000000,25,3279072315,
18503,Westchester,WESTCHESTER JOINT WATER WORKS,WJWW,Upgrade Pump Station,55210,3300000,25,3282372315,
19173,Dutchess,POUGHKEEPSIE TOWNWIDE WD,Poughkeepsie (T),Rehabilitation of two 5 MG tanks and improvements to Spackenkill Water Pump Station,40000,10563009,25,3292935324,
18496,Westchester,GREENBURGH CONSOLIDATED WD #1,Greenburg (T),"Rumbrook-Knollwood CWD Interconnection, New Inter-Connection",38489,12119500,25,3305054824,
19490,Saratoga,SARATOGA SPRINGS (C),Saratoga Springs (C),"Loughberry Dam Reservoir Intake Rehab project, Upgrade Surface Water Source, Upgrade Other",28301,8396329,25,3313451153,
19041,Orange,WALLKILL CONSOLIDATED WD #1,Wallkill (T),"Rykowski Well Field Expansion and Water Treatment Plant Upgrades, New Ground Water Source",18500,11074560,25,3324525713,
18868,Schenectady,GLENVILLE WD #11,Glenville (T),"Upgrade WTP, rehab Lolik Lane Tanks #1 & #2, Upgrade Water Treatment Plant, Upgrade Distribution",15000,25729561,25,3350255274,
18415,Niagara,PORTER MASTER IMPROVEMENT AREA,Porter (T),Upgrade Storage,6920,5805000,25,3356060274,
18613,Tioga,OWEGO WD #2 & #3,Owego (T),"Crestview Well House and Rt 434 Transmission Main Improvements, New Ground Water Source",4904,2425341,25,3358485615,
18787,Dutchess,RED HOOK WATER DISTRICT #1,Red Hook (V),"Enhance interconnection with Red Hook (T), eliminate Well #4 due to PFAS, Upgrade Distribution",1440,0,25,3358485615,FMP
19109,Niagara,ROYALTON TOWNWIDE WD,Royalton (T),"Watermain Replacement in Hamlet of Gasport, Upgrade Distribution System",1296,5900000,25,3364385615,
18383,Middlesex,MIDDLESEX WD,Middlesex (T),Upgrade Distribution System,480,825625,25,3365211240,
19144,Suffolk,WEST NECK WATER SUPPLY,Shelter Island (T),"New Ground Water Source, Upgrade Distribution System",100,2250928,25,3367462168,
19160,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Replacement of Well No. 1A at the Adams Avenue Well Field, Upgrade Ground Water Source",1009264,1200000,25,3368662168,
19494,Monroe,MONROE COUNTY WATER AUTHORITY,Monroe County Water Authority,"Shoremont WTP - Replacement of GAC media to remove PFOA/ PFOS, Upgrade Water Treatment Plant",400000,3050000,25,3371712168,
18633,Nassau,HEMPSTEAD (V),Hempstead (V),"Installation of two new wells and Chemical Feed/ Control Bldg., New Ground Water Source, New Other (OT)",56000,0,25,3371712168,FMP
19037,Ulster,ULSTER WATER DISTRICT,Ulster (T),"0.45 MG Storage Tank Replacement, Upgrade Storage",5500,1876660,25,3373588828,
18949,Dutchess,MILLERTON VILLAGE,Millerton (V),"Replacement of watermain, minor updates to Well, Upgrade Distribution System",1150,6280454,25,3379869282,
19209,Cayuga,FAIR HAVEN VILLAGE,Fair Haven (V),"Replacement of Asbestos Cement Watermain, Upgrade Distribution System",1000,5892888,25,3385762170,
18427,Warren,POTTERSVILLE WATER DISTRICT,Chester (T),Upgrade Ground Water Source,325,521230,25,3386283400,
19397,Monroe,MCWA SHOREMONT WTP,Monroe County Water Authority,"Lead Service Line Inventory, Upgrade Distribution System",558818,25390000,25,3411673400,
18230,Monroe,MCWA SHOREMONT WTP,Monroe County Water Authority,Upgrade Distribution System,310000,855000,25,3412528400,
18926,Monroe,MCWA SHOREMONT WTP,Monroe County Water Authority,"Installation of emergency scrubber for chlorine gas treatment, Upgrade Other Expenses, Upgrade Other (OT)",310000,300000,25,3412828400,
19237,Erie,ECWA DIRECT,Erie County Water Authority,"Union Road Watermain Replacement, Upgrade Distribution System",228869,10439606,25,3423268006,
19282,Erie,TONAWANDA (T),Tonawanda (T),"Lead service line inventory, Upgrade Distribution System",88990,260245,25,3423528251,
19141,Rensselaer,RENSSELAER CITY PWS,Rensselaer (C),"Washington Avenue Main Replacement, Upgrade Distribution System",7500,3219551,25,3426747802,
18921,Niagara,NEWFANE WD#4,Newfane (T),"Approximately 2,400 ft main replacement, Upgrade Distribution System",6196,1102615,25,3427850417,
19293,Seneca,WATERLOO (V),Waterloo (V),"Lead Service Line Inventory, Upgrade Distribution System",4924,502310,25,3428352727,
18316,Erie,ANGOLA VILLAGE,Angola (V),"Upgrade Storage, Upgrade Distribution System",4200,5554415,25,3433907142,
19404,Cortland,HOMER WATER WORKS,Homer (V),"Lead Service Line Inventory, Upgrade Distribution System",4000,1050600,25,3434957742,
19401,Onondaga,ELBRIDGE (T),Elbridge (T),"Lead Service Line Inventory, Upgrade Distribution System",3600,442656,25,3435400398,
19403,Onondaga,ELBRIDGE (V),Elbridge (V),"Lead Service Line Inventory, Upgrade Distribution System",3600,288144,25,3435688542,
19443,Albany,RAVENA (V),Ravena (V),"Lead service line inventory, Upgrade Distribution System",3271,345050,25,3436033592,
19274,Erie,AKRON (V),Akron (V),"East Avenue Water Main Replacement, Upgrade Distribution System",3085,3028200,25,3439061792,
19121,Livingston,AVON TOWN WATER DISTRICT,Avon (T),"Townwide Water Main Replacement and Tank Improvements, Upgrade Storage, Upgrade Distribution System",3000,8577750,25,3447639542,
19449,Warren,LAKE LUZERNE (T),Lake Luzerne (T),"Lead service line inventory, Upgrade Distribution System",2500,650342,25,3448289884,
19551,Allegany,ALMOND (V),Almond (V),"Mill St. & Maple Ridge Water Main Improvements Project, Upgrade Distribution System",690,1025000,25,3449314884,
18399,Chautauqua,CLYMER WATER DISTRICT,Clymer (T),"Repairs to wellhouse floor, Upgrade Ground Water Source",650,275000,25,3449589884,
19114,Erie,ECWA DIRECT,Erie County Water Authority,"Line Maintenance Facility at Sturgeon Point WTP, Upgrade Other Expenses, Upgrade Other (OT)",228869,2997200,25,3452587084,
19122,Erie,ECWA DIRECT,Erie County Water Authority,"Van De Water WTP and RWPS HVAC Upgrades, Upgrade Water Treatment Plant",228869,3831863,25,3456418947,
19018,Nassau,LONG BEACH CITY,Long Beach (C),"Well 16A Replacement, New Ground Water Source",35000,4993440,20,3461412387,
19002,Suffolk,DIX HILLS WD,Dix Hills WD,"Rehabilitation at Plant No. 3 including replacement of well pumps and chemical system, Upgrade Water Treatment Plant",34522,4634000,20,3466046387,
18961,Nassau,GLEN COVE CITY,Glen Cove (C),"Nancy Court Pump Station Upgrades, Upgrade Pump Station",28000,2234000,20,3468280387,
19383,Rensselaer,EAST GREENBUSH (T),East Greenbush (T),"Cross Street Pump Station Rehabilitation, Upgrade Water Treatment Plant, Upgrade Pump Station",21000,2199600,20,3470479987,
18780,Dutchess,FISHKILL (V),Fishkill (V),"Water System Upgrades and rehabilitation of existing wells, Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage",11289,10525000,20,3481004987,
18901,Erie,BOSTON (T),Boston (T),"Water Districts No.1 & 2 Water System Improvements, Upgrade Pump Station, Upgrade Distribution System",6604,16123067,20,3497128053,
19089,Orange,CHESTER VILLAGE,Chester (V),"Storage and WTP Improvements, Upgrade Water Treatment Plant, Upgrade Storage",3448,1950000,20,3499078053,
19235,Nassau,INC VILLAGE OF SANDS POINT WD,Sands Point (V),"Construction of new supply well, New Ground Water Source",2900,7337000,20,3506415053,
18073,Tompkins,WEST DANBY WD,Danbury (T),New Storage,265,384600,20,3506799653,
18919,Genesee,MONROE COUNTY WATER AUTHORITY,Monroe County Water Authority,"1.5MG Tank Installation in Town of Pavilion, New Storage",8820,2317500,20,3509117153,
19218,Nassau,BAYVILLE (V),Bayville (V),"Rehab of Plant No. 1-3, Upgrade Water Treatment Plant",8800,1661184,20,3510778337,
19047,Nassau,LOCUST VALLEY WD,Locust Valley WD,"Raise elevation of Pump Station No. 4 for resiliency and redundancy during storm events, Upgrade Water Treatment Plant",7500,3150000,20,3513928337,
19345,Dutchess,RED HOOK WD NO. 1,Red Hook (T),"Storage Tank Replacement on Kelly Road, Upgrade Storage",1600,4038900,20,3517967237,
19214,Monroe,MCWA SHOREMONT WTP,Monroe County Water Authority,"Glen Iris Dr. Watermain Replacement, Upgrade Distribution System",310000,498520,20,3518465757,
19336,Westchester,YONKERS BUREAU OF WATER,Yonkers (C),"Lead Service Line Inventory, Upgrade Distribution System",211569,3115750,20,3521581507,
19315,Nassau,HICKSVILLE WD,Hicksville WD,"Lead service line inventory, Upgrade Distribution System",48000,1086200,20,3522667707,
18571,Niagara,LOCKPORT WD#3,Lockport (T),"Water District No. 3, Phase 2 Distribution System Improvements, Upgrade Distribution System",19653,4095000,20,3526762707,
19198,Wayne,WILLIAMSON (T),Williamson (T),"Bennett St. Area Watermain Replacement, Upgrade Distribution System",6757,3090000,20,3529852707,
19286,Oneida,SHERRILL - KENWOOD WD,Sherrill (C),"Lead service line inventory, Upgrade Distribution System",3500,25750,20,3529878457,
19380,Dutchess,MILLERTON (V),Millerton (V),"Lead Service Line Inventory, Upgrade Distribution System",2000,128000,20,3530006457,
18237,Oswego,MEXICO VILLAGE,Mexico (V),"Replacement of old and undersized water main, Upgrade Distribution System",1600,725000,20,3530731457,
19471,Jefferson,SACKETS HARBOR (V),Sackets Harbor (V),"Lead service line inventory, Upgrade Distribution System",1550,54610,20,3530786068,
18887,Essex,MINERVA WD,Minerva (T),"Replacement of Approx. 6,400-ft of water main, Upgrade Distribution System",800,2400000,20,3533186068,
18369,Allegany,ALMOND VILLAGE PUBLIC WATER,Almond (V),"Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",600,922000,20,3534108068,
19465,St. Lawrence,LISBON WD,Lisbon (T),"Lead service line inventory, Upgrade Distribution System",300,14494,20,3534122562,
18068,Orleans,WATER IMPROVEMENT BENEFIT AREA #10,Clarendon (T),Extend Distribution System,250,1634949,20,3535757511,
19135,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Replacement of Aging Production Well No. 1A at the Falcon Drive Well Field, Upgrade Ground Water Source",1009264,1200000,15,3536957511,
19208,Nassau,JERICHO WD,Jericho WD,"Replacement of 1.5MG Syosset water storage tank, New Storage",58000,14621000,15,3551578511,
18796,Nassau,LONG BEACH CITY,Long Beach (C),"Replace Standpipe with new Storage Tank at Park Place WTP, New Storage",35000,9240540,15,3560819051,
19275,Suffolk,RIVERHEAD WATER DISTRICT,Riverhead (T),"New Ground Storage Tank at East Wind Drive, New Storage",35000,7427500,15,3568246551,
15452,Nassau,PORT WASHINGTON WD,Port Washington Water District,Upgrade Storage,34000,5560426,15,3573806977,
18457,Westchester,CORTLANDT CONSOLIDATED WD,Cortlandt (T),"Asbestos Cement Pipe Replacement, Upgrade Distribution System",28369,2800000,15,3576606977,
19562,Dutchess,BEACON (C),Beacon (C),"Melzingah Reservoir Hypolimnetic Aeration System, Upgrade Surface Water Source",14370,1485384,15,3578092361,
19564,Dutchess,BEACON (C),Beacon (C),"Cargill Reservoir Hypolimnetic Aeration System, Upgrade Surface Water Source",14370,2727167,15,3580819528,
18541,Niagara,CAMBRIA WATER DISTRICT,Cambria (T),"Saunders Settlement Rd Water Main Replacement, Upgrade Distribution System",5393,1450000,15,3582269528,
19364,Ulster,HIGHLAND WATER DISTRICT,Lloyd (T),"Water storage tank replacement at Highland Water Treatment Facility, Upgrade Storage",4000,2645000,15,3584914528,
19139,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Replacement of Well No. 2A at the Oval Drive Well Field, Upgrade Ground Water Source",3315,1200000,15,3586114528,
19142,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Replacement of Well No. 3A at the Oval Drive Well Field, Upgrade Ground Water Source",3315,1200000,15,3587314528,
18591,Suffolk,SALTAIRE (V),Saltaire (V),"Replace approximately 9,800 linear feet of water main, Upgrade Distribution System",2500,6421020,15,3593735548,
19040,Orange,MONROE WD #8 (SKYVIEW HILLS),Monroe (T),"Water District No. 8 - New Groundwater Source Development, New Ground Water Source",544,2700000,15,3596435548,
19043,Orange,ARLUCK WATER DISTRICT,Wawayanda (T),"Interconnection between Arluck Water District and Denton Hills Water District, New Ground Water Source, New Inter-Connection",118,2634000,15,3599069548,
18609,Livingston,LEICESTER (V),Leicester (V),"Pleasant Street Water Main Replacement., Upgrade Distribution System",45,882000,15,3599951548,
19178,Westchester,YONKERS CITY,Yonkers (C),"Replace 30"" water main under Saw Mill River Pkwy, Upgrade Distribution System",196086,4321880,15,3604273428,
19374,Nassau,HEMPSTEAD WD,Hempstead (T),"Lead service line inventory., Upgrade Distribution System",130000,741600,15,3605015028,
19358,Nassau,JERICHO WD,Jericho WD,"Lead service line inventory., Upgrade Distribution System",58000,1372000,15,3606387028,
19359,Nassau,JERICHO WD,Jericho WD,"Lead service line replacement., Upgrade Distribution System",58000,9292000,15,3615679028,
19356,Nassau,FREEPORT (V),Freeport (V),"Lead service line inventory., Upgrade Distribution System",44199,500000,15,3616179028,
19038,Nassau,PORT WASHINGTON WD,Port Washington WD,"Neulist Avenue Well Station Upgrades, Upgrade Water Treatment Plant",34000,10278000,15,3626457028,
19388,Westchester,OSSINING WATER DEPARTMENT,Ossining (V),"Lead Service Line Inventory, Upgrade Distribution System",32000,134000,15,3626591028,
19325,Nassau,PORT WASHINGTON WD,Port Washington WD,"Lead service line inventory., Upgrade Distribution System",30000,1236000,15,3627827028,
19373,Westchester,OSSINING WATER DEPARTMENT,Ossining (V),"Lead Service Line Replacement, Upgrade Distribution System",30000,3441000,15,3631268028,
19381,Orange,NEW WINDSOR CONSOLIDATED WD,Cornwall (T),"Lead Service Line Inventory, Upgrade Distribution System",30000,59625,15,3631327653,
19329,Orange,NEW WINDSOR CONSOLIDATED WD,New Windsor (T),"Lead Service Line Inventory, Upgrade Distribution System",29500,275000,15,3631602653,
19386,Orange,NEWBURGH CONSOLIDATED WD,Newburgh (T),"Lead Service Line Inventory, Upgrade Distribution System",23000,374525,15,3631977178,
19363,Nassau,GARDEN CITY (V),Garden City (V),"Lead service line inventory., Upgrade Distribution System",22384,3468100,15,3635445278,
19375,Nassau,MINEOLA (V),Mineola (V),"Lead service line inventory., Upgrade Distribution System",20600,1194000,15,3636639278,
19322,Nassau,WESTBURY WD,Westbury WD,"Lead service line inventory., Upgrade Distribution System",20500,1186000,15,3637825278,
19353,Nassau,ROSLYN WD,Roslyn WD,"Lead service line inventory., Upgrade Distribution System",18619,3811510,15,3641636788,
19435,Dutchess,DUTCHESS COUNTY WWA,Dutchess County WA,"Lead Service Line Inventory, Upgrade Distribution System",15979,121326,15,3641758114,
19323,Nassau,ALBERTSON WD,Albertson WD,"Lead service line inventory., Upgrade Distribution System",13500,1156000,15,3642914114,
19016,Orange,CORNWALL-ON-HUDSON,Cornwall-on-Hudson (V),"Mill Street Water Main Replacement, Upgrade Distribution System",9300,231750,15,3643145864,
19324,Nassau,CARLE PLACE WD,Carle Place WD,"Lead service line inventory., Upgrade Distribution System",9000,1145000,15,3644290864,
19376,Nassau,WILLISTON PARK (V),Williston Park (V),"Lead service line inventory., Upgrade Distribution System",7300,1137000,15,3645427864,
19377,Nassau,WILLISTON PARK (V),Williston Park (V),"Lead service line replacement., Upgrade Distribution System",7300,7307070,15,3652734934,
19344,Westchester,LARCHMONT (V),Larchmont (V),"Lead Service Line Inventory, Upgrade Distribution System",6630,2510728,15,3655245662,
19427,Franklin,SARANAC LAKE (V),Saranac Lake (V),"Lead service line inventory., Upgrade Distribution System",5800,1151160,15,3656396822,
19491,Saratoga,SARATOGA SPRINGS (C),Saratoga Springs (C),"Clinton Street Watermain replacement. , Upgrade Distribution System",5466,1323000,15,3657719822,
19355,Nassau,OLD WESTBURY (V),Old Westbury (V),"Lead service line inventory., Upgrade Distribution System",4600,1122000,15,3658841822,
19390,Ulster,PORT EWEN WD,Esopus (T),"Lead Service Line Inventory, Upgrade Distribution System",4500,228000,15,3659069822,
18211,Orange,HIGHLAND FALLS VILLAGE,Highland Falls (V),"Watermain Replacement, Upgrade Distribution System",4400,3700000,15,3662769822,
19347,Tompkins,BOLTON POINT WATER SYSTEM,Cayuga Heights (V),"Lead Service Line Inventory, Upgrade Distribution System",3600,345951,15,3663115773,
19348,Tompkins,BOLTON POINT WATER SYSTEM,Cayuga Heights (V),"Lead Service Line Replacement, Upgrade Distribution System",3600,540377,15,3663656150,
18401,Cayuga,FLEMING WD #1,Fleming (T),"WD #1 Phase IIA Distribution Improvements., Upgrade Distribution System",1800,654000,15,3664310150,
19394,Ulster,NEW PALTZ WD,New Paltz (T),"Lead Service Line Inventory, Upgrade Distribution System",1775,90125,15,3664400275,
19389,Dutchess,RED HOOK WATER DISTRICT NO. 1,Red Hook (T),"Lead Service Line Inventory, Upgrade Distribution System",1600,178000,15,3664578275,
19439,Orange,MONROE (T),Monroe (T),"Lead Service Line Inventory, Upgrade Distribution System",1500,91250,15,3664669525,
18620,Columbia,KINDERHOOK (V),Kinderhook (V),"Williams Street & Albany Avenue Water Main Replacement, AMI Meter System, Upgrade Distribution System",1170,1954500,15,3666624025,
19434,Columbia,KINDERHOOK (V),Kinderhook (V),"Lead service line inventory, Upgrade Distribution System",1100,192000,15,3666816025,
19159,Jefferson,SACKETS HARBOR (V),Sackets Harbor (V),"E. Main St., E. Washington St., etc. Watermain Replacement, Upgrade Distribution System",871,2907000,15,3669723025,
18552,Saratoga,STILLWATER WD NO. 6,Stillwater (T),"Replacing infrastructure West Street and Micklas Street, Upgrade Distribution System",192,748850,15,3670471875,
18705,Saratoga,STILLWATER WD NO. 6,Stillwater (T),"Replacing infrastructure East, Ferris, Lefko Streets & Best, Champlain Avenues, Upgrade Distribution System",114,752250,15,3671224125,
19310,Madison,MOUNT PLEASANT WD,Cazenovia (T),"Mount Pleasant WD Watermain Replacement, Upgrade Distribution System",60,750000,15,3671974125,
19148,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Replacement of 10,000 feet of water main, Upgrade Distribution System",34878,3427391,10,3675401516,
19050,Nassau,WEST HEMPSTEAD WD,West Hempstead WD,"Birch Street WTP Electrical Resiliency Improvements, Upgrade Water Treatment Plant",32031,5706200,10,3681107716,
18643,Nassau,WA OF GREAT NECK NORTH,WAGNN,"Watermain replacement project, Upgrade Distribution System",31400,8763714,10,3689871430,
19413,Nassau,ROCKVILLE CENTRE (V),Rockville Centre (V),"Replacement of undersized distribution main along several roads, Upgrade Distribution System",24700,1285275,10,3691156705,
18837,Warren,QUEENSBURY WATER DISTRICT,Queensbury (T),"Ridge Road Water Main Improvements, Upgrade Distribution System",21200,1415000,10,3692571705,
19185,Westchester,SCARSDALE WATER DEPARTMENT,Scarsdale (V),"Rehabilitation of CI Main via Cement lining, Upgrade Distribution System",20883,3533500,10,3696105205,
19156,Orange,WALLKILL CONSOLIDATED WD,Wallkill (T),"Replacement of outdated meters with smart meters, Upgrade Distribution System",15000,6530052,10,3702635257,
18502,Westchester,TARRYTOWN WATER SUPPLY,Tarrytown (V),"Phase VII water main replacement, Upgrade Distribution System",11000,2610000,10,3705245257,
18943,Rockland,SUFFERN (V),Suffern (V),"Water meter replacement, Upgrade Distribution System",11000,2275004,10,3707520261,
18944,Rockland,SUFFERN (V),Suffern (V),"Standby Generator Installation at wellfield and Bon Aire Pump Station, Upgrade Transmission",11000,936548,10,3708456809,
19017,Orange,CORNWALL-ON-HUDSON,Cornwall-on-Hudson (V),"Chestnut Street Water Main Replacement, Upgrade Distribution System",9300,247200,10,3708704009,
18595,Erie,EAST AURORA VILLAGE,East Aurora (V),"Oakwood Ave Water Main Replacement, Upgrade Distribution System",7200,1463000,10,3710167009,
18323,Erie,ORCHARD PARK VILLAGE,Orchard Park (V),"Quaker St Water Line Replacement, Upgrade Distribution System",3100,1900000,10,3712067009,
19557,Westchester,NEW CASTLE/STANWOOD CONSOLIDATED WD,New Castle (T),"Water main replacement on Quaker Street, Upgrade Distribution System",1590,13604800,10,3725671809,
18447,Schenectady,PRINCETOWN WATER SUPPLY,Princetown (T),"Replacement of corroded distribution system components, Upgrade Distribution System",600,1214500,10,3726886309,
19511,Niagara,PENDLETON (T),Pendleton (T),"Campbell Blvd Watermain Replacement, New Distribution System",31,1886000,10,3728772309,
19566,Putnam,COLD SPRING (V),Cold Spring (V),"Phillipstown Upper Dam Rehabilitation, Upgrade Surface Water Source",2800,7749000,5,3736521309,
