Project.Number,County,System.Name,Borrower,Description,Pop,Project.Cost,Score,Cumulative.Total
19226,Niagara,PORTER (T),Porter (T),"Replacement of Approx 15,000LF of WM w/in 5 Areas of Porter (T), Upgrade Distribution System",410,6785000,30,3467437230
18921,Niagara,NEWFANE WD#4,Newfane (T),"Approximately 2,400 ft main replacement, Upgrade Distribution System",6196,1102615,25,3468539845
19109,Niagara,ROYALTON TOWNWIDE WD,Royalton (T),"Watermain Replacement in Hamlet of Gasport, Upgrade Distribution System",1296,5900000,25,3474439845
18415,Niagara,PORTER MASTER IMPROVEMENT AREA,Porter (T),Upgrade Storage,6920,5805000,25,3480244845
18571,Niagara,LOCKPORT WD#3,Lockport (T),"Water District No. 3, Phase 2 Distribution System Improvements, Upgrade Distribution System",19653,4095000,20,3484339845
18541,Niagara,CAMBRIA WATER DISTRICT,Cambria (T),"Saunders Settlement Rd Water Main Replacement, Upgrade Distribution System",5393,1450000,15,3485789845
19511,Niagara,PENDLETON (T),Pendleton (T),"Campbell Blvd Watermain Replacement, New Distribution System",31,1886000,10,3487675845
17604,NY City,NEW YORK CITY-CATSKILL,DELAWARE SYSTEM,"Hillview Reservoir Chambers Reconstruction-(Phase 4 of 17171), General Chamber Improvements, Flow Control & New Chemical Facilities, SCADA, Upgrade Surface Water Treatment Rule Compliance Facility",6552718,5607922,2125,3493283767
19362,NY City,NEW YORK CITY - CROTON SYSTEM,NYCMWFA,"Croton Filtration Plant (Phase 17 of 16479), New Surface Water Treatment Rule Compliance Facility",1000000,278000000,130,3771283767
18823,NY City,NEW YORK CITY - CROTON SYSTEM,NYCMWFA,"Croton Filtration Plant (Phase 16 of 16479), New Surface Water Treatment Rule Compliance Facility",1000000,0,90,3771283767
19502,NY City,NEW YORK CITY,NYCMWFA,"3rd city tunnel, stage2 Bkln/Qns, shaft 17B-1 & 18B-1 [Phase 3 of DWSRF 18828)], New Transmission",8271000,141000000,85,3912283767
18886,NY City,NEW YORK CITY-CATSKILL,DELAWARE SYSTEM,"3rd city tunnel, stage2 Bkln/Qns, shaft 17B-1 & 18B-1 [Phase 2 of DWSRF 18828)], New Transmission",6552718,150000000,85,4062283767
18828,NY City,NEW YORK CITY-CATSKILL,DELAWARE SYSTEM,"3rd city tunnel, stage2 Bkln/Qns, shaft 17B-1 & 18B-1 (C547A), critical redundancy, Instr. and Tele, New Transmission",6552718,0,85,4062283767
19504,NY City,NEW YORK CITY,NYCMWFA,"Kensico-Eastview Connection - Phase 2, Upgrade Transmission",8271000,1609033000,55,5671316767
19107,NY City,NEW YORK CITY-CATSKILL,DELAWARE SYSTEM,"Kensico-Eastview Connection - Phase 1, Upgrade Transmission",6552718,50000000,55,5721316767
19321,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area F), Upgrade Distribution System",15168,8365970,40,5729682737
19320,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area E), Upgrade Distribution System",37749,14411320,40,5744094057
19319,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area D)., Upgrade Distribution System",15929,9780120,40,5753874177
19318,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area C)., Upgrade Distribution System",24872,5686580,40,5759560757
19317,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area B)., Upgrade Distribution System",72903,12022780,40,5771583537
19316,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area A)., Upgrade Distribution System",49440,7218660,40,5778802197
18699,NY City,NEW YORK CITY-CATSKILL/DELAWARE SYSTEM,NYCMMFA,Delaware aqueduct shaft 18 electrical upgrades,6552718,10823816,30,5789626013
18596,Oneida,RT. 365/SCONONDOA/SNYDER RD WD (SWP),Verona (T),"Extension of water distribution system, new pump station and storage tank, rehab existing storage tank",1795,0,1160,5789626013
18289,Oneida,ROME CITY,Rome (C),"NW Rome Re-Phase 3 Water Project., New Storage, New Pump Station, New Distribution System",32000,11235000,120,5800861013
16889,Oneida,NYS ROUTE 5/233 CORRIDOR WATER PROJECT,Westmoreland (T),"New system to serve area with private contaminated wells, consolidate public water supply.",300,7265000,95,5808126013
18805,Oneida,VERNON (T) CENTER WD,Vernon (T),"Vernon Center WD Serve area with private contaminated wells, New Water District",530,9346007,85,5817472020
18131,Oneida,SAUQUOIT CONSOLIDATED WD (T/O/PARIS),Paris (T),"Saquoit WD Upgrades., New Water Treatment Plant, New Ground Water Source, Upgrade Transmission",2639,5250000,70,5822722020
18883,Oneida,ORISKANY FALLS VILLAGE,Oriskany Falls (V),"Booster pump station and water main upgrades, New Pump Station, Upgrade Distribution System",682,1300000,60,5824022020
18929,Oneida,MOHAWK VALLEY WATER AUTHORITY,MVWA,"Hanger Zone Tank Reconfiguration and main replacement, New Storage, Upgrade Storage",130000,14700000,45,5838722020
18922,Oneida,MOHAWK VALLEY WATER AUTHORITY,MVWA,"Phase 3 RW Transmission Main Upgrades, New Transmission",120000,55600000,45,5894322020
18335,Oneida,MOHAWK VALLEY WATER AUTHORITY,MVWA,"Toby Road Tank 3., New Storage",130000,13323000,40,5907645020
19437,Oneida,BOONVILLE (V),Boonville (V),"Lead service line inventory., Upgrade Distribution System",2500,762000,40,5908407020
17651,Oneida,MOHAWK VALLEY WATER AUTHORITY,Upper M V Regional WB,Upgrade Distribution System,120000,9270000,40,5917677020
19536,Oneida,ROME (C),Rome (C),"Kessinger Dam Rehabilitation, Upgrade Surface Water Source",37300,7200000,35,5924877020
18938,Oneida,WATERVILLE (V),Waterville (V),"Stafford Ave Area WM Replacement., Upgrade Distribution System",1526,4400000,35,5929277020
19535,Oneida,ROME (C),Rome (C),"Boyd Dam Rehabilitation, Upgrade Surface Water Source",37300,3100000,35,5932377020
18947,Oneida,WATERVILLE VILLAGE,Waterville (V),"Relocation of booster pump station, Upgrade Pump Station",1750,400000,35,5932777020
19472,Oneida,ROME (C),Rome (C),"Lead service line inventory., Upgrade Distribution System",30000,412000,35,5933189020
18416,Oneida,CLINTON VILLAGE,Clinton (V),"Upgrade Storage, Upgrade Distribution System",3000,2510000,30,5935699020
19182,Oneida,TRENTON (T),Trenton (T),"Hamlet of Barneveld distribution and storage improvements, Upgrade Storage, Upgrade Distribution System",300,7205880,30,5942904900
19286,Oneida,SHERRILL - KENWOOD WD,Sherrill (C),"Lead service line inventory., Upgrade Distribution System",3500,25750,20,5942930650
18721,Onondaga,JORDAN VILLAGE,Jordan (V),Village's share of Elbridge (V) / Elbridge (T) / Jordan (V) Joint Water System Upgrades.,1400,3500000,1185,5946430650
18720,Onondaga,ELBRIDGE (V),Elbridge (V),Village's share of Elbridge (V) / Elbridge (T) / Jordan (V) Joint Water System Upgrades.,1100,3500000,1180,5949930650
18719,Onondaga,ELBRIDGE (T),Elbridge (T),Town's share of Elbridge (V) / Elbridge (T) / Jordan (V) Joint Water System Upgrades.,1000,5000000,1180,5954930650
18915,Onondaga,TOWN OF LAFAYETTE,LaFayette (T),"New water system to serve Town of LaFayette., New Ground Water Source, New Storage, New Pump Station",1400,26460000,95,5981390650
19100,Onondaga,SKANEATELES WDS,Skaneateles (T),"New Water District, Watermain Extension, and Water Storage Tank near Andrews Road, New Storage",3500,7877500,80,5989268150
19541,Onondaga,ROUTE 11A WATER DISTRICT,Tully (T),"Route 11A WD Improvement Project, Upgrade Water District",164,3694000,60,5992962150
18534,Onondaga,SKYRIDGE,SALT SPRINGS JOINT PROJECT,"Skyridge WD/Salt Springs WD Joint Water Project., New System Consolidation, New Water District",100,11227000,55,6004189150
19165,Onondaga,SYRACUSE CITY,Syracuse (C),"Guilford, Brookford and Westminster Booster Pump Station Replacement, New Pump Station",192000,3707200,55,6007896350
19162,Onondaga,SYRACUSE CITY,Syracuse (C),"Bowe's Gatehouse Replacement, Upgrade Transmission",192000,6077000,50,6013973350
18706,Onondaga,SYRACUSE CITY,Syracuse (C),"Intake No. 2 Extension., Upgrade Surface Water Source",192000,14011500,50,6027984850
18305,Onondaga,OCWA,Onondaga County Water Auth.,"Lake Ontario Water Treatment Plant Improvements Phase 3 - Clearwells., Upgrade Water Treatment Plant",256000,33250000,50,6061234850
19031,Onondaga,SYRACUSE CITY,Syracuse (C),"Lafayette Super High Service District Improvements, Upgrade Pump Station",192000,3432401,50,6064667251
18543,Onondaga,SYRACUSE CITY,Syracuse (C),"Replace chlorine gas systems with NaOCl., Upgrade Water Treatment Plant",192000,3543200,45,6068210451
18559,Onondaga,SYRACUSE CITY,Syracuse (C),"One of the three transmission conduits to the City of Syracuse, sections replaced., Upgrade Transmission",192000,1671175,45,6069881626
18913,Onondaga,ONONDAGA COUNTY WATER AUTHORITY,Onondaga County WA,"Replacement of Solvay Potable Water Pump Station, New Pump Station",340000,2000000,45,6071881626
19331,Onondaga,SYRACUSE (C),Syracuse (C),"Mosley Pump Station Replacement and Distribution Upgrades, Upgrade Pump Station",146000,3700000,45,6075581626
19284,Onondaga,BUSSEY AND NORTON ROADS WD EXTENSION,Onondaga (T),"Bussey and Norton Roads Consolidated Water Supply District Extension, New Water District",156,2378205,45,6077959831
19248,Onondaga,SYRACUSE CITY,Syracuse (C),"Replacement of Skaneateles Creek Weir Flume, Upgrade Other Expenses, Upgrade Other (OT)",192000,310000,45,6078269831
19172,Onondaga,SYRACUSE CITY,Syracuse (C),"Shove Park Blow-Off Replacement and Stream Crossing Upgrades, Upgrade Transmission",192000,500000,45,6078769831
19166,Onondaga,SYRACUSE CITY,Syracuse (C),"PRV Replacement Project, Upgrade Other Expenses, Upgrade Other (OT)",192000,746750,45,6079516581
19408,Onondaga,SYRACUSE (C),Syracuse (C),"Lead Service Line Replacement., Upgrade Distribution System",8600,41341728,40,6120858309
19407,Onondaga,SYRACUSE (C),Syracuse (C),"Lead Service Line Inventory., Upgrade Distribution System",160000,2266000,40,6123124309
19163,Onondaga,SYRACUSE CITY,Syracuse (C),"Camillus Ravine Rehabilitation Project - Transmission Main, Upgrade Transmission",192000,1030000,40,6124154309
18912,Onondaga,OCWA,Onondaga County Water Auth,"Salt Springs Water Storage - New Tank and Rehab Existing Tank., Upgrade Storage, New Storage",256000,3523000,35,6127677309
18848,Onondaga,TOWN OF DEWITT CONSOLIDATED WD NO. 1,DeWitt (T),"2020 Water System Improvements., Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System",25000,5900000,35,6133577309
19400,Onondaga,JORDAN (V),Jordan (V),"Lead Service Line Inventory., Upgrade Distribution System",3600,313200,30,6133890509
18914,Onondaga,OCWA,Onondaga County Water Auth,"Replacement of Warners Water Storage Tank, New Storage",256000,1081500,30,6134972009
18440,Onondaga,OCWA,OCWA,"Oakridge Storage Tank Replacement., Upgrade Storage",256000,2400000,30,6137372009
18438,Onondaga,OCWA,Onondaga County Water Authorit,"Upgrade Cl2 System at Eastern and Western Reservoirs., Upgrade Storage",256000,1100000,30,6138472009
19174,Onondaga,SYRACUSE CITY,Syracuse (C),Water Department Security Fence Improvements,192000,1184500,30,6139656509
18990,Onondaga,OCWA,Onondaga County Water Authority,"Tug Hill Booster Pump Station, New Pump Station",256000,2000000,25,6141656509
19401,Onondaga,ELBRIDGE (T),Elbridge (T),"Lead Service Line Inventory., Upgrade Distribution System",3600,442656,25,6142099165
19403,Onondaga,ELBRIDGE (V),Elbridge (V),"Lead Service Line Inventory., Upgrade Distribution System",3600,288144,25,6142387309
18989,Onondaga,OCWA,Onondaga County Water Authority,"Lake Ontario WTP Distribution Garage, Upgrade Other Expenses, Upgrade Other (OT)",256000,3000000,15,6145387309
19125,Ontario,RUSHVILLE (V),Rushville (V),"WTP Improvements to address harmful algal blooms and cyanotoxins, Upgrade Water Treatment Plant",2028,1500000,80,6146887309
18456,Ontario,RT. 14 WD JOINT PROJECT,Phelps (T),"Towns of Phelps, Geneva, and Waterloo Joint Project., New Inter-Connection, New Water District",262,2929753,75,6149817062
19203,Ontario,MARBLETOWN-WHITE RD. WD,Phelps (T),"White Road WD Extension and Watermain Replacement, Upgrade Distribution System, Extend Water District",80,604776,65,6150421838
19158,Ontario,TOWN OF BRISTOL WD NO. 1,Bristol (T),"Day Road Tank Improvements to Address DBPs, Upgrade Storage",2136,203786,55,6150625623
19036,Ontario,GORHAM TOWN WD,Gorham (T),"Comprehensive WTP Improvements, Upgrade Water Treatment Plant, Upgrade Pump Station",4500,0,50,6150625623
19292,Ontario,CANANDAIGUA (C),Canandaigua (C),"Lead Service Line Inventory., Upgrade Distribution System",11000,869300,35,6151494923
19516,Ontario,CITY OF CANANDAIGUA,Canandaigua (C),"Rehabilitation of settling basin equipment, New Other Expenses, New Other (OT)",39239,1266000,35,6152760923
18542,Ontario,CANANDAIGUA TOWN CONS. WD,Canandaigua (T),"New Transmission, New Storage, New Pump Station",6300,7570500,25,6160331423
18583,Orange,PINE BUSH WATER DISTRICT,Crawford (T),"Develop new groundwater source, construction of new treatment building and installation of 8,700 ft of water main., New Water Treatment Plant, New Ground Water Source, New Transmission",7000,0,1085,6160331423
18985,Orange,BLOOMING GROVE WD #1-WORLEY HE,South Blooming Grove (V),"Phase 1 Improvements - Two new wells, water main replacement, new pump station, new storage tank, New Ground Water Source, New Storage, New Pump Station, Upgrade Distribution System",1500,7837762,85,6168169185
18188,Orange,GOSHEN VILLAGE,Goshen (V),"Replace WTP at Prospect Reservoir, Upgrade Water Treatment Plant",5676,6120819,75,6174290004
19365,Orange,NEWBURGH (C),Newburgh (C),"Lead Service Line Inventory., Upgrade Distribution System",30000,968000,70,6175258004
18631,Orange,NEWBURGH CITY,Newburgh (C),"Replacement of filter media and installation of SCADA system., Upgrade Water Treatment Plant",28000,0,60,6175258004
18208,Orange,KIRYAS JOEL VILLAGE,Kiryas Joel (V),"Interconnection NYC Aqueduct, Water Filtration Plant, Transmission main. Related to project DWSRF 16906, New Water Treatment Plant, New Transmission, New Inter-Connection",21750,0,55,6175258004
18871,Orange,WALLKILL CONSOLIDATED WD,Wallkill (T),"Upgrade GW Sources and Treatment., Upgrade Water Treatment Plant, Upgrade Ground Water Source, New Ground Water Source",15000,7682997,55,6182941001
19268,Orange,BLOOMING GROVE WD #4-TAPPAN HO,Blooming Grove (T),"New Well, storage tank, disinfection for new well, New Water Treatment Plant, New Ground Water Source, Upgrade Storage",500,2000000,55,6184941001
19370,Orange,WARWICK (V),Warwick (V),"Lead Service Line Inventory, Upgrade Distribution System",6652,575770,45,6185516771
18100,Orange,PAINTED APRON VILLAGE,Painted Apron Water Company,"New Ground Water Source, New Storage, Upgrade Distribution System",150,1000000,45,6186516771
19033,Orange,TUXEDO PARK (V),Tuxedo Park (V),"Clearwell upgrades to increase CT, Upgrade Water Treatment Plant",4600,57800,45,6186574571
19500,Orange,NEW WINDSOR CONSOLIDATED WD,New Windsor (T),"Upgrade Water Treatment Plant, New Water Treatment Plant, New Storage",29500,38000000,40,6224574571
18851,Orange,GREENWOOD LAKE VILLAGE,Greenwood Lake (V),"Village of Greenwood Lake water system improvements., Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",3411,5665000,40,6230239571
18656,Orange,FLORIDA VILLAGE,Florida (V),"DBP reduction project., Upgrade Water Treatment Plant",2757,0,40,6230239571
18630,Orange,NEWBURGH CITY,Newburgh (C),"Replacement of water meters throughout the City, Upgrade Distribution System",28000,2982000,40,6233221571
18203,Orange,MIDDLETOWN CITY,Middletown (C),"Upgrade Storage, New Storage",26500,3800000,35,6237021571
18801,Orange,MIDDLETOWN (C),Middletown (C),"Phase 1A - Kinch Pond to Greenville Turnpike Raw Water Main Replacement, Upgrade Transmission",28400,8389500,35,6245411071
18950,Orange,ARROW PARK INC.,Monroe (T),"New well for redundancy, water main replacement, and replacement of the treatment building in-kind, Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",83,2740830,30,6248151901
18935,Orange,WARWICK VILLAGE,Warwick (V),"Replace storage tank, new WTP at Well No. 3, New Water Treatment Plant, Upgrade Storage",6083,4277000,25,6252428901
16389,Orange,NEWBURGH CONSOLIDATED WD,Newburgh (T),Upgrade Pump Station,22800,120000,25,6252548901
19175,Orange,MIDDLETOWN CITY,Middletown (C),"Phase 2 - Replacement of main between Shawangunk Reservoir to Monhagen Lake, Upgrade Transmission",26500,41411150,25,6293960051
19041,Orange,WALLKILL CONSOLIDATED WD #1,Wallkill (T),"Rykowski Well Field Expansion and Water Treatment Plant Upgrades, Upgrade Water Treatment Plant, New Ground Water Source",18500,11074560,25,6305034611
18710,Orange,MIDDLETOWN CITY,Middleton (C),Upgrade Distribution System,26500,4600000,25,6309634611
19560,Orange,WALTON LAKE ESTATES WD,Chester (T),"Connection of new well, construction of new well, pump house with treatment, and aged water main replacement, New Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",12574,4450000,20,6314084611
19561,Orange,SUGAR LOAF WD,Chester (T),"Installation of water main on Kings Highway and connection and upgrades to a well and pump house, Upgrade Ground Water Source, Upgrade Distribution System",12574,3090000,20,6317174611
19354,Orange,TUXEDO PARK VILLAGE,Tuxedo Park (V),"Mountain Road Asbestos Water Line Replacement, Upgrade Distribution System",65,1325775,20,6318500386
17346,Orange,WOODBURY CONS. W.D.,Woodbury (T),"Repaint Overlook Storage Tank, Upgrade Storage",10105,218360,20,6318718746
19089,Orange,CHESTER VILLAGE,Chester (V),"Storage and WTP Improvements, Upgrade Water Treatment Plant, Upgrade Storage",3448,1950000,20,6320668746
18267,Orange,CORNWALL-ON-HUDSON,Cornwall (V),"Replacement of existing clearwell liner, Upgrade Storage",9300,196000,20,6320864746
19044,Orange,DENTON HILLS WATER DISTRICT,Wawayanda (T),"Well House Improvements, Upgrade Water Treatment Plant, New Storage",124,1815000,20,6322679746
19016,Orange,CORNWALL-ON-HUDSON,Cornwall-on-Hudson (V),"Mill Street Water Main Replacement, Upgrade Distribution System",9300,231750,15,6322911496
18992,Orange,HARRIMAN VILLAGE,Harriman (V),"New Berwynn Road Booster Pump Station, New Pump Station",4500,526500,15,6323437996
18211,Orange,HIGHLAND FALLS VILLAGE,Highland Falls (V),"Watermain Replacement, Upgrade Distribution System",4400,3700000,15,6327137996
18951,Orange,ORCHARD HILL ESTATES,Monroe (T),"WD 14. Replace ~2300 LF of water main. New well for redundancy., New Ground Water Source, Upgrade Distribution System",196,1951500,15,6329089496
19439,Orange,MONROE (T),Monroe (T),"Lead Service Line Inventory, Upgrade Distribution System",1500,91250,15,6329180746
19386,Orange,NEWBURGH CONSOLIDATED WD,Newburgh (T),"Lead Service Line Inventory, Upgrade Distribution System",23000,374525,15,6329555271
19381,Orange,NEW WINDSOR CONSOLIDATED WD,Cornwall (T),"Lead Service Line Inventory, Upgrade Distribution System",30000,59625,15,6329614896
19378,Orange,WOODBURY CONS. W.D.,Woodbury (V),"Lead Service Line Inventory, Upgrade Distribution System",10105,4894400,15,6334509296
19329,Orange,NEW WINDSOR CONSOLIDATED WD,New Windsor (T),"Lead Service Line Inventory, Upgrade Distribution System",29500,275000,15,6334784296
19255,Orange,MAYBROOK VILLAGE,Maybrook (V),"Prospect Ave Water Storage Tank Replacement, New Storage",3093,1352400,15,6336136696
17290,Orange,WOODBURY CONS. W.D.,Woodbury (T),Upgrade Storage,10105,218360,15,6336355056
17131,Orange,TUXEDO PARK VILLAGE,Tuxedo Park (V),Upgrade Distribution System,1100,263000,15,6336618056
17842,Orange,TUXEDO PARK (V),Tuxedo (V),"Trans-Tuxedo Lake Transmission Line, Upgrade Transmission",1100,757000,15,6337375056
19045,Orange,WOODBURY CONS. W.D.,Woodbury (V),"Trout Brook Well New Raw Water Transmission Main, New Transmission",10105,233600,15,6337608656
19043,Orange,ARLUCK WATER DISTRICT,Wawayanda (T),"Interconnection between Arluck Water District and Denton Hills Water District, New Ground Water Source, New Inter-Connection",118,2634000,15,6340242656
19040,Orange,MONROE WD #8 (SKYVIEW HILLS),Monroe (T),"Water District No. 8 - New Groundwater Source Development, New Ground Water Source",544,2700000,15,6342942656
19030,Orange,NEWBURGH CONSOLIDATED WD,Newburgh (T),"Colden Park Water Main Replacement, Upgrade Distribution System",22800,4946250,15,6347888906
19022,Orange,TUXEDO PARK (V),Tuxedo Park (V),"Town of Tuxedo Master Meter Relocation, Upgrade Distribution System",4600,46400,10,6347935306
19020,Orange,TUDEDO PARK (V),Tuxedo Park (V),"East Village Water Main Replacement, Upgrade Distribution System",1100,1117500,10,6349052806
19021,Orange,TUXEDO PARK (V),Tuxedo Park (V),"Tuxedo Lake Water Main Replacement, Upgrade Distribution System",1100,787000,10,6349839806
19017,Orange,CORNWALL-ON-HUDSON,Cornwall-on-Hudson (V),"Chestnut Street Water Main Replacement, Upgrade Distribution System",9300,247200,10,6350087006
19585,Orange,EASTERN ORANGE COUNTY PIPELINE,Kiryas Joel (V),"Delaware Aqueduct connection, New Transmission",89563,180971000,10,6531058006
19156,Orange,WALLKILL CONSOLIDATED WD,Wallkill (T),"Replacement of outdated meters with smart meters, Upgrade Distribution System",15000,6530052,10,6537588058
17644,Orange,KINGS ESTATES,Warwick Water Corp,"Upgrade distribution system, Upgrade Distribution System",1144,125000,10,6537713058
19028,Orange,MONROE VILLAGE,Monroe (V),"Stage Road Water Main Replacement, Upgrade Distribution System",8892,744700,10,6538457758
19025,Orleans,ALBION VILLAGE,Albion (V),"Phase 2A and 2B WTP Improvements, Upgrade Water Treatment Plant, Upgrade Transmission, Upgrade Storage",6000,7855059,60,6546312817
18759,Orleans,ALBION VILLAGE,Albion (V),"Improvements to the existing WTP, pump station, and replacement of aged transmission main., Upgrade WTP, Upgrade Transmission, Upgrade Pump Station",6000,0,50,6546312817
19540,Orleans,MEDINA (V),Medina (V),"Phase I - Water Main Replacement, SCADA, and Pump Station Improvements, Upgrade Distribution System",6050,12025250,45,6558338067
18414,Orleans,HOLLEY VILLAGE,Holley (V),"Upgrade Storage, Upgrade Distribution System",2150,0,35,6558338067
18612,Orleans,ALBION VILLAGE,Albion (V),"W. Academy and S. Clinton Water Main Improvements, Upgrade Distribution System",6000,900314,35,6559238381
18068,Orleans,WATER IMPROVEMENT BENEFIT AREA #10,Clarendon (T),Extend Distribution System,250,1634949,20,6560873330
18104,Orleans,CARLTON WATER DISTRICT,Carlton (T),Extend Distribution System,2800,2125920,10,6562999250
18351,Oswego,SANDY CREEK WD3/RICHLAND WD 5,Sandy Creek (T),"Consolidates 7 regulated PWSs, Upgrade Ground Water Source, New Transmission, New Distribution System",2600,3000000,1125,6565999250
18376,Oswego,RT 11 NORTH/FULLER RD WD PHASE E,Hastings (T),New Distribution System,1500,0,1095,6565999250
18181,Oswego,ORWELL WD,Orwell (T),"New Source to Address Source Capacity Violation, Upgrade Ground Water Source",150,3027500,155,6569026750
18529,Oswego,ALBION WATER SYSTEM PROJECT,Albion (T),"New Water District & Consolidation of 13 regulated Non-Community PWSs, New System Consolidation, New Water District",1100,12050000,100,6581076750
18817,Oswego,BANKRUPT ROAD WATER DISTRICT,Schroeppel (T),"Bankrupt Road WD and Connection to OCWA, New Distribution System, New Water District",627,5286000,85,6586362750
18910,Oswego,VOLNEY TOWN WD,Volney (T),"County Rt. 6/ Maple Ave Water Service Area Extension, New Distribution System",103,710365,80,6587073115
18818,Oswego,"MT PLEASANT, BATEMAN, DISTIN SERVICE AR",Volney (T),"Mt Pleasant, Bateman, and Distin Roads Water Service Area Extension, New Distribution System",280,1356000,80,6588429115
18010,Oswego,TOWN/VILLAGE JOINT WATER PROJECT,Parish (T),"Water Supply Area No. 1. Serve inadequate private wells, Extend Distribution System, New Water District",1200,9476000,80,6597905115
18932,Oswego,COUNTY RT. 57/ HUNTLEY RD WATER DISTRICT,Schroeppel (T),"County Route 57/ Huntley Road Water District, New Distribution System",253,2879571,60,6600784686
18930,Oswego,WATER SERVICE AREA #6,Mexico (T),"Provide public water to Water Service Area #6, New Distribution System",479,549170,60,6601333856
18282,Oswego,CLEVELAND VILLAGE,Cleveland (V),"Storage & Transmission Upgrades, New Ground Water Source, Upgrade Storage, Upgrade Distribution System",925,0,60,6601333856
19515,Oswego,OSWEGO (C),Oswego (C),"Ellen St. and Gardiner Hill HSZ Interconnect, and rehab Gardiner Hill Tank, Upgrade Storage, Upgrade Distribution System",1700,11200000,55,6612533856
19188,Oswego,TOWN OF CONSTANTIA WD NO. 3,Constantia (T),"Water District 3 formation w/ new DI mains, valves, and services, New Water District",140,3230080,55,6615763936
19533,Oswego,PARISH (V),Parish (V),"New Village Municipal Water System, New Water District",534,13047010,50,6628810946
18428,Oswego,OSWEGO CITY,Oswego (C),"McCaffrey WTP Upgrades, Upgrade Water Treatment Plant",29400,750000,50,6629560946
18087,Oswego,PULASKI VILLAGE,Pulaski (V),Upgrade Distribution System,2398,18849810,45,6648410756
18928,Oswego,VILLAGE OF PULASKI WATER SYSTEM,Pulaski (V),"Replacement of aged and deteriorating water main, Upgrade Distribution System",900,11962000,40,6660372756
18285,Oswego,PULASKI VILLAGE,Pulaski (V),Upgrade Distribution System,2398,300000,40,6660672756
19123,Oswego,MEXICO (V),Mexico (V),"Phase 2 Distribution Main Replacement and Source Upgrades, Upgrade Ground Water Source, Upgrade Distribution System",1085,12000000,30,6672672756
18237,Oswego,MEXICO VILLAGE,Mexico (V),"Replacement of old and undersized water main, Upgrade Distribution System",1600,725000,20,6673397756
17987,Otsego,SOUTHSIDE WATER DISTRICT NO. 6,Oneonta (T),"Southside Water District No. 6, New Ground Water Source, New Complete System (New System), New Storage, New Distribution System",1569,0,1140,6673397756
17976,Otsego,SOUTHSIDE WATER DISTRICT NO. 5,Oneonta (T),"Southside Water District No. 5, New Ground Water Source, New Complete System (New System), New Storage, New Distribution System",1570,0,1135,6673397756
18846,Otsego,RICHFIELD SPRINGS (V),Richfield Springs (V),"Address SWTR Compliance and DBPs, SCADA/electrical upgrades, Distribution replacement and looping, Upgrade Water Treatment Plant, New Pump Station, New Distribution System",1500,20680000,200,6694077756
17093,Otsego,HARTWICK WATER DISTRICT,Hartwick (T),"New Ground Water Source, Upgrade Storage, Upgrade Distribution System",416,3760078,95,6697837834
18197,Otsego,ONEONTA CITY,Oneonta (C),"WTP, Distribution, and Storage Upgrades, Upgrade Water Treatment Plant, New Storage",15779,8072625,85,6705910459
18958,Otsego,VILLAGE OF OTEGO,Otego (V),"GW Source Development, WTP Resiliency, AC Pipe Replacement, Booster Station Replacement, Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",1010,6899315,65,6712809774
18814,Otsego,EDMESTON (T),Edmeston (T),"Treatment and Distribution System Improvements, Upgrade Water Treatment Plant, Upgrade Distribution System",900,9647000,55,6722456774
19153,Otsego,ONEONTA CITY,Oneonta (C),"Distribution and Storage Improvements, Upgrade Storage, Upgrade Distribution System",15779,12525830,45,6734982604
19433,Otsego,ONEONTA (C),Oneonta (C),"Lead service line inventory, Upgrade Distribution System",16000,1200000,40,6736182604
19444,Otsego,EDMESTON (T),Edmeston (T),"Lead service line inventory, Upgrade Distribution System",900,359200,30,6736541804
19496,Putnam,STARR RIDGE MANOR,Southeast (T),"Installation of GAC treatment system to address PFAS contamination, Upgrade Water Treatment Plant",295,2000000,55,6738541804
19495,Putnam,BIRCH HILL ACRES,Southeast (T),"Installation of GAC treatment system to address PFAS contamination, Upgrade Water Treatment Plant",60,1200000,55,6739741804
19568,Putnam,KENT WD NO. 1 AND 2,Kent (T),"Installation of Ion Exchange to remove PFAS and replacement of two wells and a storage tank, Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage",636,2482300,55,6742224104
19566,Putnam,COLD SPRING (V),Cold Spring (V),"Phillipstown Upper Dam Rehabilitation, Upgrade Surface Water Source",2800,7749000,5,6749973104
18584,Rensselaer,BERLIN WATER DISTRICT #2,Berlin (T),"Replace Storage, Upgrade Well Pumps and System Controls, Upgrade Ground Water Source, Upgrade Storage",700,0,1070,6749973104
